snowlines,limey
azithromycin,123.71998023843373
azithromycin,117.19533028710141
azithromycin,104.25042778536381
azithromycin,97.73774640656579
azithromycin,93.82579934182276
azithromycin,105.02849461141916
azithromycin,110.678848444163
azithromycin,117.60162594171459
azithromycin,97.5957943976164
azithromycin,97.32093135731833
azithromycin,99.28964822470753
azithromycin,115.3935885533075
azithromycin,101.39221533867426
azithromycin,104.72059044720181
azithromycin,98.2856645757653
azithromycin,89.9496704774273
azithromycin,114.87776783717872
azithromycin,115.95874774662892
azithromycin,104.88789997562799
azithromycin,103.49279145953847
azithromycin,92.41559127650346
azithromycin,104.56920597486825
azithromycin,103.13981801418151
azithromycin,98.41383587186861
azithromycin,97.15605018554741
azithromycin,102.1905426324763
azithromycin,116.43656407078625
azithromycin,104.48522084549327
azithromycin,109.42666533584689
azithromycin,117.53101438449177
azithromycin,110.57620252981096
azithromycin,95.16921625457488
azithromycin,117.45842697892911
azithromycin,99.14559766177904
azithromycin,120.67901618753946
azithromycin,98.17242966004672
azithromycin,99.88956428159652
azithromycin,118.28896137279261
azithromycin,108.99686361161424
azithromycin,108.89391528737355
azithromycin,99.55514059922633
azithromycin,95.96952404193601
azithromycin,109.66911705976207
azithromycin,109.7434515266022
augment,110.836074158997
augment,108.81889821140948
augment,105.71544865457129
augment,104.70073348245973
augment,104.1731062834676
augment,92.38206313586424
augment,104.93225494308837
augment,96.95747407602884
augment,105.39906652260949
augment,102.61682610416642
augment,118.29997726285198
augment,106.14318393050837
augment,111.34248404527223
augment,112.35934371908988
augment,118.2113110825756
augment,99.34748393756372
augment,103.79196525785666
augment,108.68160453107606
augment,105.1107118039407
augment,102.57899764123663
augment,105.45057299871074
augment,103.23753354899308
augment,110.05631054183175
augment,109.48972484598623
augment,98.18265183378102
augment,97.8169791955372
augment,99.82181102004753
augment,107.79062143372091
augment,107.14604268636404
augment,96.50016908145261
augment,82.42068860309004
augment,84.84915883450908
augment,88.73829648236855
augment,111.10914099350096
augment,113.52792797816818
augment,91.89101953522506
augment,105.59471682800518
augment,108.74233979484735
augment,110.04744665959946
augment,101.57435224392826
augment,103.56386365759339
augment,110.48608676002803
augment,108.98826862159652
augment,96.46520323909547
augment,98.55886575935968
augment,99.9975436557257
augment,115.67339254171756
augment,92.2215800569307
augment,106.3144843402534
augment,110.58123042971138
augment,111.26249953637968
augment,104.35724733291066
augment,115.18039296227722
augment,103.59269657567978
augment,101.75241329194368
augment,115.19369224880772
augment,113.51052600502724
augment,118.45344725149637
augment,94.81223188120644
augment,113.71152578098611
augment,109.6903599174003
augment,125.72503380650426
augment,103.22218866002805
augment,96.1554076330322
augment,112.18811101354545
augment,111.78195353848942
augment,93.76545378929252
augment,112.0729305178345
augment,107.69590961209906
augment,88.02923731774764
augment,107.31818989622552
augment,94.94820288898029
augment,105.52942027843457
augment,95.0163878459205
augment,99.92490511352254
augment,109.84542380498951
augment,98.68821984443414
augment,90.30190212541973
augment,95.13095936016714
augment,107.56864602388626
augment,84.81607343831342
augment,101.93933263601367
augment,98.01554343835559
augment,105.11482483762094
augment,98.7865072688325
augment,122.53502219868847
augment,113.36866683034793
augment,110.26639892151202
augment,97.16648558503039
augment,93.73969911420315
bull-tongue,114.03037619529485
bull-tongue,117.13266491208817
bull-tongue,119.54305080344366
bull-tongue,110.70433240057467
bull-tongue,110.49609580177392
bull-tongue,125.42198771355439
bull-tongue,122.23934666667434
bull-tongue,120.07844511385471
bull-tongue,127.9303897076709
bull-tongue,109.92450245851781
bull-tongue,127.41993170133024
bull-tongue,122.23885709317298
bull-tongue,105.19359170337529
bull-tongue,139.28016315608465
bull-tongue,106.5901224775846
bull-tongue,139.061849898978
bull-tongue,142.10028027733017
bull-tongue,115.99349806084372
bull-tongue,109.62266229225055
bull-tongue,130.56479370128292
bull-tongue,106.90135021264837
bull-tongue,115.08661049339152
bull-tongue,114.29382267788442
bull-tongue,114.22102981210429
bull-tongue,118.9651149943029
bull-tongue,119.2119743719708
bull-tongue,117.06418169057085
bull-tongue,110.30220176927727
bull-tongue,116.92213230283754
bull-tongue,118.17107586276308
bull-tongue,116.00555979733466
bull-tongue,125.00766189026429
bull-tongue,125.77082346230392
bull-tongue,105.33939936941599
bull-tongue,117.35689445533686
bull-tongue,113.40789502063592
bull-tongue,115.4945965203917
bull-tongue,130.20757384716194
bull-tongue,130.90156108693995
bull-tongue,114.01186784668269
bull-tongue,109.61948940650298
bull-tongue,117.03095964708533
bull-tongue,116.30264047592772
bull-tongue,119.52460021020977
bull-tongue,120.1935114814158
bull-tongue,119.13823064712791
bull-tongue,129.1148038208332
bull-tongue,117.4107664432948
bull-tongue,123.85694679152391
bull-tongue,116.1285687975585
bull-tongue,127.21926229472369
bull-tongue,96.5384079928411
bull-tongue,120.79444908789331
bull-tongue,125.50145967795338
bull-tongue,116.68433095569762
bull-tongue,138.27110439041093
bull-tongue,122.22024520986399
bull-tongue,118.09929564345855
bull-tongue,119.44244830318675
bull-tongue,109.43436950147962
bull-tongue,100.37081901579838
bull-tongue,130.6051788070246
bull-tongue,116.76360322778316
bull-tongue,114.91132598027603
bull-tongue,116.92002642316996
bull-tongue,103.03753180899727
bull-tongue,118.20928305670405
bull-tongue,113.23965169817359
bull-tongue,120.13432896426582
bull-tongue,108.70894008369129
bull-tongue,136.8324076498659
bull-tongue,111.12646031052222
bull-tongue,127.09003928082534
bull-tongue,111.94335036795114
bull-tongue,120.80742946095168
bull-tongue,114.99342625379899
bull-tongue,122.9942099084199
bull-tongue,124.69324604763754
bull-tongue,108.24274172899462
bull-tongue,125.63385646981703
bull-tongue,118.54440487041508
bull-tongue,107.74591601438053
bull-tongue,125.14077287063306
bull-tongue,115.91402551804578
bull-tongue,124.91401389716484
bull-tongue,123.31478321726235
bull-tongue,113.24251586974017
bull-tongue,109.05482069976351
bull-tongue,119.93374602557826
bull-tongue,124.23746019522143
bull-tongue,132.03957826659118
bull-tongue,106.7578504334104
bull-tongue,107.79912581298122
bull-tongue,123.21230478883139
bull-tongue,117.36301194918809
bull-tongue,115.89905478457604
lungers,120.44054741129828
lungers,127.20572889586136
lungers,123.18040018330566
lungers,128.1521638674049
lungers,105.91985885926783
lungers,108.52324718625707
lungers,115.73491865623394
lungers,122.62851622183705
lungers,117.63255090207815
lungers,123.0372094941481
lungers,125.71927858933154
lungers,116.60178359741309
lungers,113.31217647837482
lungers,113.38612911101235
lungers,116.55064250766857
lungers,120.38688461320675
lungers,115.39707737236265
lungers,134.86248468200324
lungers,109.61759804895759
lungers,123.90106036327552
lungers,111.51476301447252
lungers,121.29492085543204
lungers,112.06525065159146
lungers,119.6480470570767
lungers,112.5177926880409
lungers,108.16838922376046
lungers,112.62225789892261
lungers,106.87764170879049
lungers,95.71046552702539
lungers,111.71441126320109
lungers,120.42107169082108
lungers,122.68169915212127
lungers,113.1460271032506
lungers,96.99727574539142
lungers,125.90151440086056
lungers,109.88426592260898
lungers,127.48521680492492
lungers,124.39821151826375
lungers,125.93765950438372
lungers,112.55659534072102
lungers,102.47324470033666
lungers,113.31494056006997
lungers,97.3593257616689
lungers,116.74311706740669
lungers,106.48524504491074
lungers,125.51145247554875
lungers,113.29153206637667
lungers,110.2806200303462
lungers,104.67609099297793
lungers,116.38375099582257
lungers,111.45037442725484
lungers,115.74036563843337
lungers,121.55305333460252
lungers,117.54305333905434
lungers,121.06149823863957
lungers,116.4616163097813
lungers,103.38564294154533
lungers,111.85483601310533
lungers,126.81424933932442
lungers,125.45781470876967
lungers,124.5603307189061
lungers,116.01524000305753
lungers,117.57916159686395
lungers,117.93096332213842
lungers,115.35454023739425
lungers,109.681195837039
lungers,111.9796253259595
lungers,107.92395068983065
lungers,111.02057863385538
lungers,111.80364299667923
lungers,119.06940018116475
lungers,121.905423279293
lungers,114.45277714114142
lungers,131.62875076468512
lungers,120.07681912416942
lungers,126.4660950445113
lungers,120.01266208959221
lungers,122.73364949730114
lungers,102.68767688180266
lungers,115.85720994097446
lungers,109.64511517697376
lungers,103.88948094406427
lungers,118.47894806039393
lungers,112.95114909354494
lungers,115.07964233333475
lungers,99.75897544351946
lungers,94.73560347923126
lungers,112.91763968190558
lungers,125.71728739456447
lungers,109.67464992450402
lungers,107.04013522822036
lungers,125.50068626403107
lungers,121.28580082724926
lungers,115.05678395601217
lungers,121.79340742220927
lungers,122.1780295145325
lungers,135.71276639825533
lungers,118.43815854160268
lungers,106.842047376186
lungers,121.91736913278227
lungers,116.57381929301704
lungers,108.81016704930946
lungers,120.61778889626392
lungers,132.5200590950849
lungers,139.33129730246776
cytopenias,108.5674153698039
cytopenias,111.83038391899757
cytopenias,105.86603535915951
cytopenias,109.69190557355424
cytopenias,107.1572359190483
cytopenias,118.2451371939469
cytopenias,112.57362969892102
cytopenias,97.69533200764099
cytopenias,129.69208759708806
cytopenias,121.7394388829868
cytopenias,98.93414068971768
cytopenias,122.12627765538673
cytopenias,110.31100528698468
cytopenias,125.48863250918355
cytopenias,102.19241384177751
cytopenias,104.83386502415824
cytopenias,115.11817161111875
cytopenias,115.10541868265517
cytopenias,109.64220131796674
cytopenias,109.35303332074773
cytopenias,111.67039556234106
cytopenias,109.60312277473594
cytopenias,114.18227436232485
cytopenias,109.08802170110502
cytopenias,99.80482966914875
cytopenias,118.28600268388841
cytopenias,119.45525173453231
cytopenias,109.05737365218232
cytopenias,119.45250640932171
cytopenias,108.50475440028148
cytopenias,104.80497050769542
cytopenias,112.30431234134542
cytopenias,105.6662090771863
cytopenias,116.08069121456542
cytopenias,116.36080304927475
cytopenias,109.34783524818864
cytopenias,96.59089970413835
cytopenias,103.52272505712797
cytopenias,97.13650620593344
cytopenias,112.13038898276909
cytopenias,103.82476928100556
cytopenias,123.40652714979251
cytopenias,114.38786071130649
cytopenias,116.22123369175434
cytopenias,123.4851216444996
cytopenias,114.92009136940065
cytopenias,94.30435668350808
cytopenias,119.75889644322538
cytopenias,117.94108292430472
cytopenias,96.49466539283979
cytopenias,113.61602077652496
cytopenias,122.56215975086883
cytopenias,102.29251701461959
cytopenias,103.92769511220118
cytopenias,105.40369057582625
cytopenias,115.66463762096092
cytopenias,112.19215695758689
cytopenias,113.96188746603848
cytopenias,116.08777236559969
cytopenias,103.80781750256668
cytopenias,94.31447768944209
cytopenias,134.58503061421158
cytopenias,103.77778944201438
cytopenias,128.0254869381883
cytopenias,123.91661740305518
cytopenias,107.88717177111569
cytopenias,109.279777331232
cytopenias,118.78681390471553
cytopenias,126.63463234219388
cytopenias,115.7578193677198
cytopenias,120.5034466197357
cytopenias,105.39652638230586
cytopenias,107.4209959536178
cytopenias,99.41591818339352
cytopenias,111.61559825273322
cytopenias,107.52732931955347
cytopenias,106.6785175147573
cytopenias,120.0217421529681
cytopenias,95.56716805762693
cytopenias,103.92882154249126
cytopenias,96.95147574571043
cytopenias,115.51919848598756
cytopenias,105.73324149047437
cytopenias,117.31941905819426
cytopenias,114.94464084786483
cytopenias,101.84493705834554
cytopenias,109.71577567809078
cytopenias,125.07346606026687
cytopenias,108.52781981096349
cytopenias,119.98149076257435
cytopenias,121.6835314657209
cytopenias,118.10537884620372
cytopenias,104.01917401061112
cytopenias,110.1788048285807
cytopenias,95.63899430010143
cytopenias,107.61197981565086
cytopenias,102.66396781674214
cytopenias,112.5748162661812
cytopenias,110.98442373476688
cytopenias,111.23455297277214
cytopenias,118.61755511166955
cytopenias,113.03124077910222
cytopenias,103.06443620854424
cytopenias,109.7682710025197
cytopenias,130.5225990707749
cytopenias,113.79714096392198
cytopenias,120.09437550361606
cytopenias,109.85526083455905
cytopenias,110.54124260621649
