biblioclast,fluor-spar
azithromycin,-0.05459415626007694
azithromycin,-0.0457644968805782
azithromycin,-0.04401348358233301
azithromycin,-0.043680779014447335
azithromycin,-0.014307082227918965
azithromycin,-0.014271381082219562
azithromycin,-0.003661255779683717
azithromycin,0.006239993844257427
azithromycin,0.009395712421792561
azithromycin,0.032958426345891946
azithromycin,0.03377301656004017
azithromycin,0.03670786224766514
azithromycin,0.040818757862459115
azithromycin,0.04491940066692097
azithromycin,0.04522491377300335
azithromycin,0.05396462577294581
azithromycin,0.05557600197480095
azithromycin,0.05703872530063471
azithromycin,0.0663366184981613
azithromycin,0.06784445711994336
azithromycin,0.07139088194932058
azithromycin,0.07388203885221786
azithromycin,0.07612530871313908
azithromycin,0.08988195445265171
azithromycin,0.09185411841174475
azithromycin,0.11229661985301718
azithromycin,0.11312307626931128
azithromycin,0.1132245588239812
azithromycin,0.11472928718921796
azithromycin,0.11670144358181662
azithromycin,0.11880353027712133
azithromycin,0.12358870503300105
azithromycin,0.1292414640492361
azithromycin,0.14223399665034495
azithromycin,0.1504889020289146
azithromycin,0.1545297685324035
azithromycin,0.1626113861675236
azithromycin,0.1954932718479
azithromycin,0.19580066247342715
azithromycin,0.19733043650649043
azithromycin,0.19988507147082232
azithromycin,0.20481168734083413
azithromycin,0.20576733238466055
azithromycin,0.2116919906625671
azithromycin,0.21822929403268324
azithromycin,0.23428223876354404
azithromycin,0.23907312255714427
azithromycin,0.26560796313683915
azithromycin,0.29789112016522223
azithromycin,0.3136949443808555
azithromycin,0.3294318801463678
azithromycin,0.3418209402399674
azithromycin,0.3488805250923674
azithromycin,0.35369054031931624
azithromycin,0.3609948805129609
azithromycin,0.36740073309018734
azithromycin,0.44114992962702504
azithromycin,0.45952434755339167
azithromycin,0.5150378058381812
azithromycin,0.5197964331394447
azithromycin,0.5548273125170404
azithromycin,0.5803447425276157
azithromycin,0.7226305250787582
azithromycin,0.7908429357539749
azithromycin,0.8448601262537123
dissection,-2.1002016139721706
dissection,-1.877493597690835
dissection,-1.8443778470711008
dissection,-1.605165255321283
dissection,-1.4100604374015675
dissection,-1.3095660032354963
dissection,-1.2474314300453107
dissection,-1.1881781966542881
dissection,-1.134862464907126
dissection,-1.013495240198661
dissection,-0.8957358893797768
dissection,-0.8846318782671614
dissection,-0.8834931601128445
dissection,-0.8790089654826589
dissection,-0.8704599751164985
dissection,-0.8687256817994888
dissection,-0.8678737510881666
dissection,-0.8095000224144213
dissection,-0.7802158233202734
dissection,-0.698310122752144
dissection,-0.6015903662493606
dissection,-0.5993703282382085
dissection,-0.58436521974919
dissection,-0.5248017933318572
dissection,-0.4953913808785505
dissection,-0.4897458598193439
dissection,-0.47341325862789696
dissection,-0.4452198221813226
dissection,-0.4108714457893175
dissection,-0.4091459008069007
dissection,-0.3333948221289622
dissection,-0.2588454794808733
dissection,-0.20501447237244658
dissection,-0.191022793162475
dissection,-0.18772453382808377
dissection,-0.14257057912413187
dissection,-0.10161548091891183
dissection,-0.08466223118328417
dissection,-0.08007771522695942
dissection,-0.07249555561885927
dissection,-0.04579531040296441
dissection,-0.0046088879546776875
dissection,0.012881853603091522
dissection,0.021514066703643624
dissection,0.028386310878344718
dissection,0.04117048714701367
dissection,0.12509758990531303
dissection,0.14579558051718206
dissection,0.15406423490192164
dissection,0.1720226064178955
dissection,0.17757888114532192
dissection,0.19907240260254114
dissection,0.21549818510433888
dissection,0.23417294552587128
dissection,0.24857925328625396
dissection,0.26629297074289376
dissection,0.27042747680802737
dissection,0.27233032824302544
dissection,0.281542493085849
dissection,0.3042793903196424
dissection,0.32066818301622757
dissection,0.3556462695412753
dissection,0.4147527476420344
dissection,0.4315052034799824
dissection,0.45856639858441783
dissection,0.4887272768405843
dissection,0.5021574181508398
dissection,0.6073993568280429
dissection,0.6285099944640589
dissection,0.6451449662785671
dissection,0.7437168723823163
dissection,0.8321181429747442
dissection,0.8555195028924277
dissection,0.887102603868493
dissection,0.9273731366154473
dissection,0.936292640538793
dissection,0.9899833554762003
dissection,1.0066078346503031
dissection,1.083105754024171
dissection,1.1027303265134047
dissection,1.1864939280692477
dissection,1.2183183643015931
dissection,1.2450838024051425
dissection,1.3088829934861514
dissection,1.3425440522824392
dissection,1.4653154371072075
dissection,1.6131924979764758
dissection,1.6244638806817473
dissection,1.6961913074672308
dissection,1.780606478730808
dissection,1.7833696207163523
dissection,1.8131539489146655
dissection,2.34184943094829
effacement,-7.974006001298721
effacement,-7.152407305569844
effacement,-6.166211001683108
effacement,-4.97689863534466
effacement,-4.684585557180975
effacement,-4.607893366307378
effacement,-4.508677145540887
effacement,-4.433807700852866
effacement,-4.432321566989257
effacement,-3.8533399614415123
effacement,-3.572194103649923
effacement,-3.399612660849531
effacement,-3.1628557063494918
effacement,-2.8656801116636403
effacement,-2.7784084075633957
effacement,-2.7730792817253134
effacement,-2.7545254209316155
effacement,-2.7482023644109552
effacement,-2.6150435692865948
effacement,-2.5341826223742507
effacement,-2.473971922685777
effacement,-2.3628556334022273
effacement,-2.362505563031649
effacement,-1.8766182906315612
effacement,-1.740724190342314
effacement,-1.5954223489632162
effacement,-1.408221090144049
effacement,-1.3666478077724404
effacement,-1.1286768694437266
effacement,-1.0981555288211617
effacement,-0.9935229127905753
effacement,-0.9048669560390017
effacement,-0.8970186580428384
effacement,-0.8276116002739367
effacement,-0.7939659605327605
effacement,-0.7617583970328339
effacement,-0.7143467530920334
effacement,-0.44817723940054904
effacement,-0.4326068872894518
effacement,-0.32291061403504534
effacement,-0.2750319296314517
effacement,-0.20147583028720867
effacement,-0.1563730025369024
effacement,-0.04351612862088195
effacement,-0.014962596640456707
effacement,0.042992530782027735
effacement,0.11281076837347317
effacement,0.14094906033079718
effacement,0.20985270572747003
effacement,0.21936140262860573
effacement,0.26392109638646255
effacement,0.3985995130337512
effacement,0.4122274690460406
effacement,0.4280194309383134
effacement,0.4979688462380374
effacement,0.5060503280362066
effacement,0.5176670216112919
effacement,0.5333796833132024
effacement,0.6159915307228925
effacement,0.6256648630966095
effacement,0.7067587614775346
effacement,0.8708066406745876
effacement,0.9413378539168609
effacement,1.0095601103202487
effacement,1.0247510417175585
effacement,1.1146241735981492
effacement,1.1150249781798707
effacement,1.2598574253106358
effacement,1.2939788498966447
effacement,1.413676510715359
effacement,1.6280268488090726
effacement,2.0100785489534143
effacement,2.019111030129802
effacement,2.1893818482068585
effacement,2.2313830229010025
effacement,2.3282186903409774
effacement,2.369729980047967
effacement,2.4843243199136733
effacement,2.541254630423579
effacement,2.5514667657309595
effacement,2.636950082008809
effacement,2.6487461934690413
effacement,2.6641344252430055
effacement,2.6775982163266545
effacement,2.8626871232286613
effacement,3.130362282401883
effacement,3.1933410576288286
effacement,3.253587587849507
effacement,3.2587176342322626
effacement,3.307171601085093
effacement,3.4972899259056827
effacement,3.511576555152987
effacement,3.612848554788153
effacement,3.921670563470495
effacement,4.066669382937216
effacement,4.189336078066074
effacement,4.232323101368517
effacement,4.76242886410679
effacement,5.135372113337596
effacement,5.3927740649255655
effacement,5.708070114778377
effacement,6.4188899509218675
caramelisation,-6.1296170543848945
caramelisation,-5.967025654033046
caramelisation,-5.810924075814243
caramelisation,-5.484620383341054
caramelisation,-5.076361206375285
caramelisation,-4.333020718847763
caramelisation,-4.263487173056963
caramelisation,-3.879310592779792
caramelisation,-3.7526015145802734
caramelisation,-3.4925377687557493
caramelisation,-3.4518033345263563
caramelisation,-3.2771286488208897
caramelisation,-3.0015088627874147
caramelisation,-2.960224777454202
caramelisation,-2.9288722245912364
caramelisation,-2.7787569838499717
caramelisation,-2.5472278755735562
caramelisation,-2.5130428236119964
caramelisation,-2.3937792655525714
caramelisation,-2.346140331672562
caramelisation,-2.2091625938905577
caramelisation,-1.8686662761105581
caramelisation,-1.590449692481768
caramelisation,-1.5013070638666857
caramelisation,-1.4371515874957512
caramelisation,-1.3156062205615213
caramelisation,-1.2941721136988447
caramelisation,-1.2608181219456602
caramelisation,-1.191451459602307
caramelisation,-1.0255972328806935
caramelisation,-1.006096842578296
caramelisation,-0.9662520930286074
caramelisation,-0.8682212436172417
caramelisation,-0.8508349349676277
caramelisation,-0.778360559069224
caramelisation,-0.7637700363617496
caramelisation,-0.7506241929932918
caramelisation,-0.720201185769504
caramelisation,-0.6591489565755243
caramelisation,-0.650131674645891
caramelisation,-0.6498054292455454
caramelisation,-0.6214305600726686
caramelisation,-0.5213754867836263
caramelisation,-0.5100270803601112
caramelisation,-0.5080234520100703
caramelisation,-0.4511327418630979
caramelisation,-0.26066583302601526
caramelisation,-0.21800275696770546
caramelisation,-0.16508249425382998
caramelisation,-0.15072118361814937
caramelisation,-0.061847031587098304
caramelisation,-0.040887070725434925
caramelisation,0.35201165029684117
caramelisation,0.39651026946479306
caramelisation,0.4951463145343015
caramelisation,0.5097579284773182
caramelisation,0.6271696768714525
caramelisation,0.6678815461773985
caramelisation,0.7504110808716022
caramelisation,0.8931815871209362
caramelisation,0.9271338400916557
caramelisation,0.9563290567199579
caramelisation,1.2638874002987885
caramelisation,1.3268669440989618
caramelisation,1.4016458847850313
caramelisation,1.405519711509834
caramelisation,1.4210333255353593
caramelisation,1.5396294102848935
caramelisation,1.5587923294212302
caramelisation,1.568930878397524
caramelisation,1.5860856626371687
caramelisation,1.600207922574217
caramelisation,1.7146456275581532
caramelisation,1.8213106283470972
caramelisation,1.8452862610710887
caramelisation,1.885114551172621
caramelisation,1.978727675127208
caramelisation,1.9838226580346023
caramelisation,2.0561519164098745
caramelisation,2.057988416178443
caramelisation,2.356932879374424
caramelisation,2.3633613873630526
caramelisation,2.403545052482251
caramelisation,2.45219800010818
caramelisation,2.6724655773337336
caramelisation,2.7843583265346212
caramelisation,2.9010610132535457
caramelisation,3.2666804920968633
caramelisation,3.295176074310719
caramelisation,3.550169485598555
caramelisation,3.809252484732848
caramelisation,4.425185069380114
caramelisation,4.611121519707937
caramelisation,4.685763221635623
caramelisation,4.780962729913428
caramelisation,4.795741894407237
caramelisation,4.915475625229467
caramelisation,4.916292820447441
streptothricin,-13.071277677500689
streptothricin,-8.493710877263412
streptothricin,-8.0859877073317
streptothricin,-7.234710857280152
streptothricin,-6.995514705974734
streptothricin,-6.839240620103897
streptothricin,-6.830789253336424
streptothricin,-6.665927528168408
streptothricin,-6.379256255945471
streptothricin,-5.911446957422043
streptothricin,-5.223482440467775
streptothricin,-5.011504126626165
streptothricin,-5.00719784104312
streptothricin,-4.816640539128309
streptothricin,-4.323107952570462
streptothricin,-4.220579122702504
streptothricin,-4.002740395272496
streptothricin,-3.644185135603739
streptothricin,-3.5566364515174826
streptothricin,-3.506635917072311
streptothricin,-3.4240558235764293
streptothricin,-3.2595874518527825
streptothricin,-3.0751079308444678
streptothricin,-2.79429087155081
streptothricin,-2.775649356194693
streptothricin,-2.6255139242599683
streptothricin,-2.5436630049444457
streptothricin,-2.3323827207150583
streptothricin,-2.3160602068166294
streptothricin,-2.302706167247702
streptothricin,-2.2693933180440733
streptothricin,-2.2631419915758477
streptothricin,-1.948188925676696
streptothricin,-1.7011422046750595
streptothricin,-1.5864679589388144
streptothricin,-1.340651090032574
streptothricin,-1.2592033070232023
streptothricin,-1.1078903612096613
streptothricin,-1.0931139250351205
streptothricin,-1.0480659444498843
streptothricin,-1.046714637224136
streptothricin,-0.9957762301144593
streptothricin,-0.9745481877746658
streptothricin,-0.7365199589879343
streptothricin,-0.4968033181047879
streptothricin,-0.4341081206760407
streptothricin,-0.14151645858625023
streptothricin,0.06718130421637873
streptothricin,0.08170665511939915
streptothricin,0.2071548988196109
streptothricin,0.22109857079267012
streptothricin,0.24046694091822696
streptothricin,0.24513704049716145
streptothricin,0.24776922387614453
streptothricin,0.30040497680502926
streptothricin,0.30813020033744737
streptothricin,0.40855637026230956
streptothricin,0.6508743635663173
streptothricin,0.6715874152285543
streptothricin,0.7272975028831016
streptothricin,0.782219648925649
streptothricin,0.8932396171209216
streptothricin,1.0070771181950544
streptothricin,1.018984737930661
streptothricin,1.0480270805152772
streptothricin,1.1901408249694083
streptothricin,1.2463515746863125
streptothricin,1.4422683896936253
streptothricin,1.5380027057196932
streptothricin,1.565331394625682
streptothricin,1.6316193981656513
streptothricin,1.7104954258271912
streptothricin,1.7393930033474903
streptothricin,1.8846464137097467
streptothricin,2.144844110517969
streptothricin,2.2323881577004903
streptothricin,2.3042856454888403
streptothricin,2.3336821078181726
streptothricin,2.4632053089215056
streptothricin,2.5266422541230287
streptothricin,2.579581937309244
streptothricin,2.602760892996188
streptothricin,2.638803828633754
streptothricin,2.6490659218781016
streptothricin,2.7027799139222592
streptothricin,2.7593985844037774
streptothricin,2.9062602216878957
streptothricin,3.029028759682595
streptothricin,3.301734781172154
streptothricin,3.3525945417106287
streptothricin,3.480620081962798
streptothricin,3.489818267833207
streptothricin,3.830076897318811
streptothricin,3.9675228180977875
streptothricin,4.449939285163937
streptothricin,4.680192859078727
streptothricin,5.1553606988342375
streptothricin,5.3863648561625315
streptothricin,5.7471065500655865
streptothricin,5.840335231451339
streptothricin,6.18452282859307
streptothricin,7.6006425006532785
streptothricin,7.656842562058126
streptothricin,7.758054880656529
streptothricin,7.766863178503159
streptothricin,11.937081190015201
