azithromycin,effacement
substitutes,-14.869508630262171
substitutes,-14.563832064142709
substitutes,-14.115214026083258
substitutes,-12.920259344959948
substitutes,-12.499551369377194
substitutes,-11.616464886588549
substitutes,-11.172852983451708
substitutes,-10.746976375167868
substitutes,-10.62866594801954
substitutes,-10.613734264002625
substitutes,-10.001223334742976
substitutes,-9.879758687043257
substitutes,-9.036028179348708
substitutes,-8.833124011682765
substitutes,-8.772916570105792
substitutes,-8.331032622501091
substitutes,-8.137718577967
substitutes,-7.921351798858593
substitutes,-7.764146334613687
substitutes,-7.492222166549369
substitutes,-6.874429639567759
substitutes,-6.72752298107639
substitutes,-6.599259284267786
substitutes,-6.478826915158042
substitutes,-6.013280990361752
substitutes,-6.0069106034905415
substitutes,-4.600230465702954
substitutes,-4.321978079083126
substitutes,-4.211880132772672
substitutes,-4.022389209837879
substitutes,-3.8510030930363035
substitutes,-3.5864626267770094
substitutes,-3.549797024959772
substitutes,-3.535102885309776
substitutes,-3.3996858993158816
substitutes,-3.1972745942564096
substitutes,-3.1688341993884332
substitutes,-2.9601522787346455
substitutes,-2.7234127784706867
substitutes,-2.5743780395893494
substitutes,-2.4746136569643626
substitutes,-2.401600132262166
substitutes,-2.2373024983080585
substitutes,-2.0658513511184795
substitutes,-2.0429905586133184
substitutes,-1.8726538799118984
substitutes,-1.7160735349065186
substitutes,-1.594676126697463
substitutes,-0.9098110114653065
substitutes,-0.661902959140526
substitutes,-0.6192351486517728
substitutes,-0.32920447818264953
substitutes,0.10207488226223126
substitutes,0.13716982505181585
substitutes,0.2009362257224082
substitutes,0.6254591882599861
substitutes,0.9776443371769076
substitutes,1.105994980824746
substitutes,1.8014079837037797
substitutes,1.8593590921181478
substitutes,1.9732938654288945
substitutes,2.361737574613569
substitutes,2.5076915853724175
substitutes,3.1151624287581994
substitutes,3.122139533367842
substitutes,3.1719090644319277
substitutes,3.3310403576998038
substitutes,3.615871437044829
substitutes,4.018388455596794
substitutes,4.572597105315941
substitutes,4.601637378762874
substitutes,4.810656673281761
substitutes,5.141632059755704
substitutes,5.53197144659772
substitutes,5.705886665952361
substitutes,6.268892764117549
substitutes,6.512954070067826
substitutes,6.628555808174327
substitutes,6.645329981322821
substitutes,6.783748382381323
substitutes,6.795723000479534
substitutes,6.809494328592563
substitutes,7.296668278046129
substitutes,8.045976012579485
substitutes,8.497073340337188
substitutes,8.66632988133629
substitutes,9.844271117017874
substitutes,9.909517487627094
substitutes,10.067565626903692
substitutes,10.158281592272377
substitutes,11.004285508219274
substitutes,11.42122996528024
substitutes,11.936337565101002
substitutes,12.28014863428156
substitutes,13.521552935761683
substitutes,15.194130220420844
substitutes,16.304386305569015
substitutes,16.66938553212431
substitutes,17.274482602164166
substitutes,18.677712871034842
substitutes,20.080431198839158
substitutes,20.238045411609733
cytopenias,-11.548279528305732
cytopenias,-8.364795862635965
cytopenias,-7.63551357464857
cytopenias,-7.564950519796398
cytopenias,-7.302904384413137
cytopenias,-6.693716411615628
cytopenias,-6.5724468239169065
cytopenias,-6.305617911527715
cytopenias,-6.211277251153709
cytopenias,-5.858695540184208
cytopenias,-5.854022128691784
cytopenias,-5.746154887153835
cytopenias,-5.722174844857748
cytopenias,-5.717447167653895
cytopenias,-5.576890233328147
cytopenias,-4.906595499003357
cytopenias,-4.886923143099808
cytopenias,-4.5974718706960465
cytopenias,-4.501618959562048
cytopenias,-4.300009146977961
cytopenias,-4.281409117009998
cytopenias,-4.111031717648994
cytopenias,-4.106890567481246
cytopenias,-3.801092734796463
cytopenias,-3.6871688747210585
cytopenias,-3.2822288482068656
cytopenias,-3.1225195856919816
cytopenias,-3.0788318901303957
cytopenias,-3.076119798122012
cytopenias,-2.8410359844835855
cytopenias,-2.78833068504264
cytopenias,-2.760282745506788
cytopenias,-2.715299717178073
cytopenias,-2.637857210470145
cytopenias,-2.5210028462944485
cytopenias,-2.472582238883389
cytopenias,-2.3486549398005896
cytopenias,-2.1206738266208394
cytopenias,-2.0514305220723656
cytopenias,-2.006093524172654
cytopenias,-1.930478783968255
cytopenias,-1.7223805398519307
cytopenias,-1.7058388100577324
cytopenias,-1.5193119366749608
cytopenias,-1.234287100272418
cytopenias,-1.204009708393121
cytopenias,-1.144012775084382
cytopenias,-0.9428317055475417
cytopenias,-0.8082537058648768
cytopenias,-0.6180731236722609
cytopenias,-0.4605580103300071
cytopenias,-0.26851111872126615
cytopenias,-0.04506684769804513
cytopenias,-0.012687041097654464
cytopenias,0.1808912843024835
cytopenias,0.39163404650300904
cytopenias,0.39361739961045805
cytopenias,0.5933473109172884
cytopenias,0.6913688369659268
cytopenias,1.2039310308623856
cytopenias,1.2605523061212072
cytopenias,1.2846905738101437
cytopenias,1.3462694938569177
cytopenias,1.3849015685668136
cytopenias,1.385427201897801
cytopenias,1.4990397661368637
cytopenias,1.5112249062578957
cytopenias,1.528454348819917
cytopenias,1.7211258258718745
cytopenias,1.9208575755352335
cytopenias,1.9233795795255044
cytopenias,1.9358833606723282
cytopenias,2.1104925248968414
cytopenias,2.3167030235552732
cytopenias,2.4035553509219643
cytopenias,2.4763273026824146
cytopenias,2.588784108276883
cytopenias,2.6001938570506646
cytopenias,2.6892454329678634
cytopenias,2.708996884076498
cytopenias,2.803540508383116
cytopenias,2.8413325009577433
cytopenias,3.07918948177044
cytopenias,3.251131086454858
cytopenias,3.4300862326356176
cytopenias,3.4740115333424204
cytopenias,3.583494908104187
cytopenias,3.9041124395154148
cytopenias,3.9276869144135476
cytopenias,4.181426893792998
cytopenias,4.337992777575072
cytopenias,5.064965431020464
cytopenias,5.118878401178085
cytopenias,5.146855848447712
cytopenias,5.180829025475901
cytopenias,5.301743998671795
cytopenias,5.349446341849132
cytopenias,5.71917889918193
cytopenias,6.466450771156492
cytopenias,6.674878564596471
cytopenias,6.676234301746201
cytopenias,7.393933678994111
cytopenias,7.444983813798135
cytopenias,7.8449235438460345
cytopenias,7.856236868405679
cytopenias,10.681454183754981
cytopenias,13.836475853753738
limey,-12.845034443665956
limey,-11.87651550116572
limey,-10.553413594467953
limey,-10.424481084655824
limey,-10.196576166336369
limey,-10.18376066233742
limey,-9.920222321631492
limey,-9.88736658869933
limey,-8.462196513347681
limey,-7.964971566411475
limey,-7.755152642412085
limey,-7.410331070900274
limey,-7.166936970517438
limey,-7.154640002677053
limey,-6.88208416562611
limey,-5.678358320054433
limey,-5.662707883247788
limey,-5.593617475995754
limey,-5.5031132827521425
limey,-5.460271705726642
limey,-5.424122062461349
limey,-4.726445693187585
limey,-4.685100838550466
limey,-4.628054050905076
limey,-4.523076840214218
limey,-4.392997447524082
limey,-4.257663682890524
limey,-4.173854271275293
limey,-4.08127197413278
limey,-3.2600035542087418
limey,-3.1506445269375276
limey,-2.7205195868599974
limey,-2.701545891503464
limey,-2.310414293190553
limey,-2.2142873488236687
limey,-1.50169379228831
limey,-0.6921346043030288
limey,-0.33661538762933196
limey,-0.26082110997697755
limey,-0.2447061811519104
limey,-0.17940946986569384
limey,0.30551300181434776
limey,0.3178060354594989
limey,0.6555635493102464
limey,0.9166221647808112
limey,0.9397528674570557
limey,1.0968852609237247
limey,1.250998072143698
limey,1.4585210894492002
limey,1.6569904555046342
limey,1.9646750249301672
limey,2.1022041537811766
limey,2.2901530032250776
limey,2.366099392116957
limey,2.514355479004735
limey,2.8007984810513413
limey,2.871103132694973
limey,3.1796199151807545
limey,3.2916893630989494
limey,3.534846496520887
limey,3.715403864534317
limey,3.928777272407263
limey,4.1003265840746
limey,4.283460390533802
limey,4.313766177499342
limey,4.6010586903102775
limey,4.806111134168694
limey,4.810269156867582
limey,4.872918170304831
limey,5.043673809227361
limey,5.159247156926977
limey,5.396062456858468
limey,5.724872717460734
limey,6.262479760364373
limey,6.2778516665950095
limey,6.7933690098605775
limey,7.046445263364767
limey,7.259370422955084
limey,7.285947320509438
limey,7.652652840470287
limey,7.966734163196748
limey,8.107384551524037
limey,9.037233483052846
limey,9.638595027722515
limey,9.971647736106355
limey,10.638712244643035
limey,12.072970493952663
limey,12.444274351189023
limey,12.950075761412787
limey,14.592615404976732
biblioclast,-22.676316289565598
biblioclast,-18.292092221433037
biblioclast,-17.229377879355187
biblioclast,-16.31970652350963
biblioclast,-16.08953061970096
biblioclast,-14.799760815873455
biblioclast,-13.580035631047677
biblioclast,-13.446659427693099
biblioclast,-13.183983045198818
biblioclast,-12.649944131260893
biblioclast,-11.25005675728913
biblioclast,-10.793160541705042
biblioclast,-10.744937500973776
biblioclast,-10.67571117140826
biblioclast,-10.221216532700106
biblioclast,-10.091828667823348
biblioclast,-9.725541888606749
biblioclast,-9.233878641718475
biblioclast,-8.947038604349936
biblioclast,-8.846027764722324
biblioclast,-8.81373884664087
biblioclast,-8.398546672115009
biblioclast,-8.203710562045897
biblioclast,-8.084807890235755
biblioclast,-8.079865669739778
biblioclast,-6.97820653275064
biblioclast,-6.816451623350626
biblioclast,-6.686817372733466
biblioclast,-6.248673445264457
biblioclast,-5.781325347860915
biblioclast,-5.634289223577044
biblioclast,-4.048580274349592
biblioclast,-3.430723197307636
biblioclast,-3.176920494695383
biblioclast,-3.133555229135193
biblioclast,-2.867079717309122
biblioclast,-2.4164826966437793
biblioclast,-2.319050138138097
biblioclast,-2.1433577588303203
biblioclast,-1.9208758552708958
biblioclast,-1.9078479039654188
biblioclast,-1.7580578867233396
biblioclast,-1.0897463297919603
biblioclast,-0.7741109353931722
biblioclast,-0.7613482501137785
biblioclast,-0.6869304310662805
biblioclast,-0.5436292392156052
biblioclast,-0.510674090849224
biblioclast,-0.19489117095347358
biblioclast,0.37765135521572113
biblioclast,0.4790796152256096
biblioclast,0.7670469964029744
biblioclast,0.8506867531747621
biblioclast,1.138771015640912
biblioclast,1.581740178962976
biblioclast,1.5963846536683224
biblioclast,2.0752487225722107
biblioclast,2.202687247366127
biblioclast,2.2420807925777226
biblioclast,2.472558801095888
biblioclast,2.475599072568707
biblioclast,2.4873325654829492
biblioclast,2.5095166996745615
biblioclast,2.824537155208155
biblioclast,2.9743066302607346
biblioclast,2.987872445873285
biblioclast,3.0091281934192886
biblioclast,3.1662069088714353
biblioclast,3.212721460241264
biblioclast,3.660699881434064
biblioclast,3.966080838907491
biblioclast,4.007359490185806
biblioclast,4.333514393525926
biblioclast,4.391024051486163
biblioclast,4.428150925928413
biblioclast,4.436000505996547
biblioclast,4.589504622585663
biblioclast,4.620702821959226
biblioclast,5.185498270745151
biblioclast,5.47222427146193
biblioclast,6.051926208453552
biblioclast,6.657228721177888
biblioclast,8.384559643543957
biblioclast,8.689191325988048
biblioclast,8.961574492299086
biblioclast,9.226511097597788
biblioclast,9.88879485221195
biblioclast,10.18060516763757
biblioclast,10.188331473128889
biblioclast,10.444301020459283
biblioclast,13.760291862288158
biblioclast,17.31432816029233
biblioclast,24.72802135114123
dissection,-21.089105520881123
dissection,-15.659391029422176
dissection,-12.822298608908506
dissection,-12.757364363770558
dissection,-11.013116097381147
dissection,-10.99271339114441
dissection,-10.0135722023852
dissection,-9.782053242742206
dissection,-9.427236188020805
dissection,-8.227730527058478
dissection,-8.177792219738865
dissection,-8.072552997405024
dissection,-7.718283352918232
dissection,-7.402401911809899
dissection,-7.208895680358239
dissection,-6.982508317232344
dissection,-6.958064293609273
dissection,-6.511270167912043
dissection,-5.265447791434273
dissection,-5.1313921386628385
dissection,-5.111680688682638
dissection,-5.08604153871425
dissection,-5.0745109082402635
dissection,-4.479930799748843
dissection,-4.368055904779053
dissection,-4.2793446249132145
dissection,-3.82003835501809
dissection,-3.4473368518582075
dissection,-3.4118581329493445
dissection,-2.997078877234731
dissection,-2.979412846361801
dissection,-2.636557227919341
dissection,-2.50415999657679
dissection,-2.2577818135305643
dissection,-1.8491915647350878
dissection,-1.8069840286201824
dissection,-1.7514793433599294
dissection,-1.6268876324253376
dissection,-1.5119163202754524
dissection,-1.2845364659826526
dissection,-0.9585053706535613
dissection,-0.9576630673179095
dissection,-0.5650473311251063
dissection,-0.2734577170493128
dissection,-0.25373233489879593
dissection,-0.055420695348928774
dissection,0.1557513463217637
dissection,0.1892214696031989
dissection,0.20799143846413612
dissection,0.2237618634910833
dissection,0.25895337895760906
dissection,0.6000378898479521
dissection,0.6874655451843952
dissection,0.7259043772870372
dissection,0.8590713321549275
dissection,1.0378228379048007
dissection,1.1248161550357227
dissection,1.1873536978895087
dissection,1.2160565864812212
dissection,1.3111392351304634
dissection,1.3817193186747756
dissection,1.7020563033555842
dissection,2.105008472189275
dissection,2.1267149360210467
dissection,2.4636120318975014
dissection,2.4922545473417475
dissection,2.5078428356578026
dissection,2.5946176847128126
dissection,2.718324453251351
dissection,3.087518962674784
dissection,3.120692596980801
dissection,3.3643995799890267
dissection,3.3760283274391223
dissection,4.283967053768696
dissection,4.400094065828149
dissection,4.8335024724009905
dissection,5.191727879537994
dissection,5.564175914790629
dissection,5.594109662642358
dissection,5.69592547098372
dissection,5.818332093942702
dissection,5.818348627069675
dissection,6.138466858257356
dissection,6.723167890823635
dissection,7.091302432159609
dissection,7.313958811719508
dissection,7.6419198975226
dissection,7.933441454849748
dissection,7.9797197842517065
dissection,8.877743834981134
dissection,8.997370980034878
dissection,9.006122044641618
dissection,9.251335205377277
dissection,9.352578333045884
dissection,9.457464812971603
dissection,10.242184906460322
dissection,11.41559047874493
dissection,12.031264191003942
dissection,13.630081891926881
dissection,15.926624063712813
spies,-11.80224490864019
spies,-9.217814621468923
spies,-8.562314377734287
spies,-7.618223641462005
spies,-7.503821459330905
spies,-7.2107557137577505
spies,-6.998515674400041
spies,-6.64800574890908
spies,-6.635191846964453
spies,-6.101403130718749
spies,-5.8385377686777655
spies,-5.554005101041544
spies,-5.015264498404838
spies,-4.902153033352077
spies,-4.892735316196551
spies,-4.8545129311850195
spies,-4.31500171905966
spies,-4.302610926333489
spies,-4.2956424627522365
spies,-4.248891728812682
spies,-4.247763106697369
spies,-3.881238656951422
spies,-3.7463300930727397
spies,-3.7250255563514525
spies,-3.6991083576773276
spies,-3.690749651302031
spies,-3.6565790528197275
spies,-3.255362121065364
spies,-3.120865723753597
spies,-3.120518969489663
spies,-3.078523172310359
spies,-3.0006724429229092
spies,-2.906535990580935
spies,-2.787321035039983
spies,-2.770267729542999
spies,-2.633218450321857
spies,-2.5843407423329587
spies,-2.4489453926214164
spies,-2.41230811605629
spies,-2.2994168895156344
spies,-2.1107810025893077
spies,-1.9889506156506496
spies,-1.9111829179685047
spies,-1.791048140820359
spies,-1.7747570783306619
spies,-1.6118763423767581
spies,-1.4917580751654504
spies,-1.3790523065897207
spies,-0.9499184657272378
spies,-0.8868844033101336
spies,-0.8402683501665297
spies,-0.8050687211613948
spies,-0.6869367834253033
spies,-0.6227508091454167
spies,-0.4843252153440159
spies,-0.4726549364581069
spies,-0.35755628905730524
spies,-0.28778740543637077
spies,-0.09568381825503111
spies,-0.055851972922548204
spies,-0.04447778809068568
spies,0.22875581156072836
spies,0.2487654891078748
spies,0.43720356583137926
spies,0.6304572842406002
spies,0.7925548901872476
spies,1.1147275357735011
spies,1.4152533062827954
spies,1.4800231584768275
spies,1.4975814505691718
spies,1.5719355068744245
spies,1.5914720607437
spies,1.603552283210578
spies,1.792071610680647
spies,2.368900902205746
spies,2.3935419568035794
spies,2.783812420362852
spies,2.840340307964525
spies,2.9232192987516883
spies,2.9523858210360894
spies,3.323131901078204
spies,3.34430308063841
spies,3.614284838499372
spies,3.6915321112400794
spies,3.7405932907811037
spies,3.799253710603014
spies,3.8118955439406856
spies,4.218915990321498
spies,4.324684184918983
spies,4.774964825314344
spies,4.9664695182043195
spies,4.97942420966555
spies,5.011149624037659
spies,5.054550211387978
spies,5.087519429525989
spies,5.088805388474374
spies,5.512893797533069
spies,6.3232948407678915
spies,6.503676073339556
spies,6.734679489842283
spies,8.099680636380166
spies,9.256780346773587
spies,14.680012907985295
augment,-23.502619327004826
augment,-20.5356235150281
augment,-20.37110797313769
augment,-18.059401026899693
augment,-14.934468967347845
augment,-13.808182265590082
augment,-13.581069453244742
augment,-13.377657721058997
augment,-13.252414643247509
augment,-12.639601076941752
augment,-12.561315993452803
augment,-12.216165077312496
augment,-11.673443097495221
augment,-11.159113341597573
augment,-10.215236887083256
augment,-10.142928571701047
augment,-8.017641768573677
augment,-7.867407945808363
augment,-7.715641330983098
augment,-6.9262125590100485
augment,-6.7839488656666465
augment,-6.647034717845106
augment,-6.625036011468932
augment,-6.505533172693545
augment,-5.841031907366018
augment,-5.695135233033493
augment,-5.4145512216432365
augment,-5.211454601564511
augment,-4.258971175115173
augment,-3.820110578014389
augment,-3.680810872156603
augment,-3.5122827676132924
augment,-3.3503913104122858
augment,-2.7377425457759017
augment,-2.6839534826548133
augment,-2.6603818251617066
augment,-2.6290208528217556
augment,-2.5759746999581137
augment,-2.357121205942024
augment,-2.3247970816759405
augment,-2.3070315949502453
augment,-1.8893212902985117
augment,-1.5554368898599968
augment,-1.3004279715394689
augment,-0.8522822675006335
augment,-0.8250069270101797
augment,-0.7541668141087522
augment,-0.5976130174778421
augment,0.15754204043139888
augment,0.5412505774019882
augment,1.2111699975417543
augment,1.8071710772312302
augment,1.867515828477473
augment,1.9813534797808956
augment,2.532654456981515
augment,2.5726903331364843
augment,3.609260779022728
augment,3.6597163860452375
augment,3.7328580567250467
augment,3.7940048898504024
augment,3.8544383339907458
augment,4.234454827726435
augment,4.396659482655603
augment,4.737782824309456
augment,5.112316820290534
augment,5.207246382098795
augment,5.454153837979125
augment,5.5648450262987135
augment,5.620081589502838
augment,5.807848815958896
augment,6.053868692066196
augment,6.05621663107632
augment,6.131247242139803
augment,6.335082562443097
augment,6.489993101950626
augment,6.65687674829995
augment,7.0136466241151
augment,7.224037639405734
augment,7.482715363402766
augment,7.6463321487115286
augment,7.647879141294683
augment,7.681358261970338
augment,8.001486845974314
augment,8.21980454858394
augment,8.434318106495217
augment,8.668678044679323
augment,8.848190935327224
augment,9.076913614557782
augment,9.5613932303215
augment,9.82447122788322
augment,10.728492469518148
augment,10.760767797703117
augment,10.856863757150746
augment,10.997988445678363
augment,12.066971569466867
augment,12.450104299380154
augment,13.526574606313467
augment,13.849082689007847
augment,14.087970492495163
augment,14.092548050812942
augment,14.157174321432871
augment,14.397490333761484
augment,15.870280014316428
augment,16.958996488615036
augment,18.330536330331892
