caramelisation,effacement
azithromycin,66.52749763821194
azithromycin,56.12340057211652
azithromycin,66.59105456213175
azithromycin,60.603265668369524
azithromycin,67.92180682132575
azithromycin,80.38847577975609
azithromycin,78.58804490618895
azithromycin,60.32987329617691
azithromycin,71.19152479206357
azithromycin,64.46432379754332
azithromycin,73.49949248154408
azithromycin,67.72469902247212
azithromycin,63.67759712877367
azithromycin,70.65402796829005
azithromycin,70.42391863886232
azithromycin,65.00229792201291
azithromycin,59.272271865666
azithromycin,75.21978941823814
azithromycin,58.00855733414951
azithromycin,73.9523542841819
azithromycin,69.25862000908072
azithromycin,75.58866371014732
azithromycin,70.24163821554264
dissection,70.98252724840832
dissection,74.206471290179
dissection,59.82776973042597
dissection,73.68707371960613
dissection,76.01589020324039
dissection,53.135643750506205
dissection,47.9945755548238
dissection,47.11713424811117
dissection,55.014263122489155
dissection,53.01166330401654
dissection,61.26303717816798
dissection,61.01641847993598
dissection,74.48078857070495
dissection,63.88841685388462
dissection,74.10310177005218
dissection,67.82213795612458
dissection,62.958932582299084
dissection,95.95330213269521
dissection,64.69920468183173
dissection,75.45731223740235
dissection,70.61819924257169
dissection,66.20923555922343
dissection,81.34566603502603
dissection,70.00185641419645
dissection,73.11694941046412
dissection,63.059273602464685
dissection,62.11184258489914
dissection,73.55075974051675
dissection,73.38094531975875
dissection,56.04449789591553
dissection,73.70967437700641
dissection,68.41684491612635
dissection,78.01423155497568
dissection,67.96527964999123
dissection,64.0061780733307
dissection,73.4559479716336
dissection,64.0920643793753
dissection,55.462998272734126
dissection,72.49826633407703
dissection,84.3096916491558
dissection,70.20009122999704
dissection,74.6636964943995
dissection,66.22767695381089
dissection,67.25000377986477
dissection,83.4589940376003
dissection,80.53769702451703
dissection,75.07134897914699
dissection,66.76355236507585
dissection,48.70302615923307
dissection,60.34905783367583
dissection,72.73126498182137
dissection,59.74926985501198
dissection,74.65177240503252
dissection,66.83163072818935
dissection,78.5842196561407
dissection,66.03619720592823
dissection,75.82663644092725
dissection,70.05481895621965
dissection,80.2932830163039
dissection,65.49591000473454
dissection,63.049606602461694
dissection,66.8058768654044
dissection,67.91333812735762
dissection,68.85104121451975
dissection,59.19090018693442
dissection,66.4788376893669
dissection,57.47449794380306
dissection,66.33567372980285
dissection,65.61192191151059
dissection,79.36727491372437
dissection,55.196294625774854
dissection,70.56452462070168
dissection,74.58973628503497
dissection,53.64901366435797
dissection,64.13624870411074
dissection,71.5476445213052
dissection,57.65189532895645
dissection,68.04927948527
dissection,64.76361365328238
dissection,70.62809330314009
dissection,61.85153090564735
dissection,63.62421121455235
dissection,70.26139885047142
dissection,58.330973448897865
dissection,75.63430848305528
dissection,66.17352665070577
dissection,81.3598444682052
dissection,72.31242423018188
dissection,67.57259308478886
dissection,73.43303083900989
dissection,54.14236837808517
dissection,71.64176829892126
dissection,62.17719245683908
dissection,76.34540977160208
dissection,55.017920492840105
dissection,85.44096798031875
dissection,65.78981354070743
dissection,59.240313655556015
dissection,83.88439899350286
