Judaea,biblioclast
azithromycin,-1.2908944643312268
azithromycin,-0.9455778203084134
azithromycin,-0.9417143426546156
azithromycin,-0.7958941859795124
azithromycin,-0.4729294148142551
azithromycin,-0.17329317167741476
azithromycin,0.05562885648466305
azithromycin,0.18006222966919613
azithromycin,0.23282457641687151
azithromycin,0.48213960398627187
azithromycin,0.8850716686210797
azithromycin,0.9675128628496916
azithromycin,1.0100383365387957
azithromycin,1.425516409773395
azithromycin,1.8111906026292874
azithromycin,2.1039662746114263
azithromycin,2.1445906220441384
azithromycin,2.227828403700563
azithromycin,2.285808918451563
azithromycin,2.565087520942096
azithromycin,2.5811579207440296
azithromycin,3.0385713181348195
azithromycin,3.1275896683494624
azithromycin,3.17967696657722
azithromycin,3.2693511812171816
azithromycin,4.032387982011893
azithromycin,4.04022095797808
azithromycin,4.301081447826697
azithromycin,4.360784380139642
azithromycin,4.567586238689115
azithromycin,5.350501699986625
azithromycin,5.603757007996607
azithromycin,6.142144390235572
azithromycin,6.248039622641888
azithromycin,6.331229788687642
azithromycin,6.388354763175911
azithromycin,6.703044648287641
azithromycin,6.7802256248133865
azithromycin,6.81127553870837
azithromycin,7.406787431500149
azithromycin,7.9808448061200705
azithromycin,8.10311155990647
azithromycin,8.52241144405016
azithromycin,8.530934623426845
azithromycin,8.832945737548366
azithromycin,9.79208664626203
azithromycin,9.92569822302903
azithromycin,10.64357817760912
azithromycin,10.732080588486237
azithromycin,12.163100411337938
azithromycin,12.251006277952355
azithromycin,13.334757063615877
azithromycin,13.57221092406261
azithromycin,14.313415578469899
azithromycin,14.422436961571606
azithromycin,14.788324480536595
azithromycin,15.08415691363949
azithromycin,15.10745978939828
azithromycin,15.170850665916573
azithromycin,15.88694403828286
azithromycin,17.01663754853723
azithromycin,19.03792572310647
azithromycin,28.3716361381206
rhomboids,-4.926169616435362
rhomboids,-4.1340110713932
rhomboids,-3.977836601009803
rhomboids,-3.283441925684909
rhomboids,-3.04475107045924
rhomboids,-2.607835599319021
rhomboids,-2.549729664917445
rhomboids,-2.52781502889158
rhomboids,-2.4633576375458524
rhomboids,-2.3951978161703464
rhomboids,-2.334934819881952
rhomboids,-2.182089510231361
rhomboids,-1.9821983437157251
rhomboids,-1.9698736511917372
rhomboids,-1.8532553544747454
rhomboids,-1.8483683559686586
rhomboids,-1.7640768477517927
rhomboids,-1.7630869646779737
rhomboids,-1.725645283668275
rhomboids,-1.6332012388364752
rhomboids,-1.580988881389612
rhomboids,-1.5479651321852206
rhomboids,-1.512244212017634
rhomboids,-1.4095685346505027
rhomboids,-1.318797574961659
rhomboids,-1.2880809677065514
rhomboids,-1.1474819186778868
rhomboids,-1.127881975457706
rhomboids,-1.1198334889505355
rhomboids,-1.1094204729375137
rhomboids,-1.040525445178643
rhomboids,-1.0305879033014922
rhomboids,-1.0295462158331303
rhomboids,-0.9895463148935439
rhomboids,-0.9878323124292085
rhomboids,-0.8462799780591894
rhomboids,-0.7753480747384137
rhomboids,-0.5831387139166699
rhomboids,-0.5305415805376213
rhomboids,-0.40161187069401105
rhomboids,-0.20219662562169724
rhomboids,-0.09044239399049483
rhomboids,-0.06668892975148975
rhomboids,-0.0020817940659353788
rhomboids,0.007153487493196124
rhomboids,0.037056647885992555
rhomboids,0.057784879343039726
rhomboids,0.06254824562322023
rhomboids,0.07662599423709482
rhomboids,0.09141612599911045
rhomboids,0.09374464949652665
rhomboids,0.09951678468106744
rhomboids,0.1278099182867081
rhomboids,0.1498679838127672
rhomboids,0.22540629935047818
rhomboids,0.24790710372827418
rhomboids,0.24926163495347048
rhomboids,0.2709590138577087
rhomboids,0.31761631771233273
rhomboids,0.39971076019391294
rhomboids,0.4777197681965969
rhomboids,0.5014769647546032
rhomboids,0.5191556914403254
rhomboids,0.5463527528970505
rhomboids,0.5782518520160326
rhomboids,0.6061446968856696
rhomboids,0.6821938447657201
rhomboids,0.7222691575162287
rhomboids,0.8239813164372953
rhomboids,0.8622814311806415
rhomboids,0.9642967296372613
rhomboids,1.0173848499772955
rhomboids,1.0211059819762767
rhomboids,1.1231643588989475
rhomboids,1.1671612533441929
rhomboids,1.1910276919348892
rhomboids,1.3251426223589216
rhomboids,1.3718402759515036
rhomboids,1.403191012981462
rhomboids,1.4845794188873538
rhomboids,1.5539804419324799
rhomboids,1.5776581466109143
rhomboids,1.7299777525372273
rhomboids,1.9218348358859785
rhomboids,2.03531000526978
rhomboids,2.0435393155966377
rhomboids,2.1470096264964775
rhomboids,2.194771876814292
rhomboids,3.0124666295270703
rhomboids,3.1081348521301813
rhomboids,3.1123513710330686
rhomboids,3.1590958445191086
rhomboids,3.1883463581246274
rhomboids,3.795214090525065
rhomboids,3.8333951481889503
perennibranch,-27.496098222772567
perennibranch,-21.16874186491109
perennibranch,-20.063642097934636
perennibranch,-16.853028050597832
perennibranch,-14.762916483803691
perennibranch,-14.357228038027044
perennibranch,-14.215849737721138
perennibranch,-14.181963451247263
perennibranch,-13.734440476374486
perennibranch,-13.55463294625048
perennibranch,-13.501991979339325
perennibranch,-13.482822186758176
perennibranch,-12.67990438037407
perennibranch,-12.45204814984374
perennibranch,-12.346598859752204
perennibranch,-10.744432251510544
perennibranch,-10.726458702451696
perennibranch,-10.465535728208575
perennibranch,-9.634323488206254
perennibranch,-9.445333418944232
perennibranch,-8.726523692786465
perennibranch,-8.58827853287333
perennibranch,-8.021122430290983
perennibranch,-7.9422016671261995
perennibranch,-7.8128281063006115
perennibranch,-6.462581912431399
perennibranch,-6.399673344918467
perennibranch,-5.956036773413025
perennibranch,-5.648588990568601
perennibranch,-5.264332728183353
perennibranch,-5.175307152795068
perennibranch,-4.44856211851558
perennibranch,-4.365021337448257
perennibranch,-4.081507602954799
perennibranch,-4.062775368245443
perennibranch,-3.526442758921802
perennibranch,-3.2022472268960995
perennibranch,-2.9939198022879507
perennibranch,-2.6542506914106143
perennibranch,-2.633651998072526
perennibranch,-2.5899199731941622
perennibranch,-2.4608688517691895
perennibranch,-2.1121496139705087
perennibranch,-1.2977429160918086
perennibranch,-1.2376309221025688
perennibranch,-0.9838415089101814
perennibranch,-0.9015097256157566
perennibranch,0.3147612410679872
perennibranch,0.32668141292059993
perennibranch,0.3743042312693211
perennibranch,0.670848913831812
perennibranch,1.1617902271161238
perennibranch,1.4331707001919871
perennibranch,1.5190715483183348
perennibranch,1.5897593578663696
perennibranch,1.610559219188186
perennibranch,2.26434003987901
perennibranch,2.3174018759468393
perennibranch,2.605528836329841
perennibranch,2.708488751378016
perennibranch,3.072623901749059
perennibranch,3.225210958246623
perennibranch,3.336471412916441
perennibranch,3.411821880479132
perennibranch,4.198196136960823
perennibranch,4.970602974331166
perennibranch,5.324358432235714
perennibranch,5.667208129294806
perennibranch,5.837370799542522
perennibranch,6.208009228421288
perennibranch,6.2926505789484946
perennibranch,6.719295143143524
perennibranch,6.763999804307988
perennibranch,6.790626344787743
perennibranch,7.0193487984233505
perennibranch,7.53542097721722
perennibranch,7.647598497755399
perennibranch,7.886676485760163
perennibranch,7.981575781535284
perennibranch,8.114783205964065
perennibranch,8.252347465482812
perennibranch,8.298690881185768
perennibranch,8.309586402709401
perennibranch,8.37912586286942
perennibranch,8.677701726081667
perennibranch,10.63216128804533
perennibranch,10.765787006804638
perennibranch,10.847576904062667
perennibranch,10.923517711478798
perennibranch,11.16939321178668
perennibranch,11.638396037343428
perennibranch,11.698620034517296
perennibranch,12.66055199301133
perennibranch,12.790705111730096
perennibranch,12.868191497593363
perennibranch,13.008909506921185
perennibranch,14.665819385776803
perennibranch,14.91666054747074
perennibranch,15.285835176060283
perennibranch,15.436120225878986
perennibranch,21.206440388652027
perennibranch,22.856639551503626
limey,-7.702716501901751
limey,-6.763963188636635
limey,-6.743102919645004
limey,-6.543056863513705
limey,-5.889291666685569
limey,-5.4603352001687115
limey,-5.412773832705641
limey,-5.347800793391196
limey,-4.936284221213642
limey,-4.806562350739446
limey,-4.782826389295439
limey,-4.7497010057655835
limey,-4.521585942188565
limey,-3.536436639472259
limey,-3.4706627852687006
limey,-2.704451338923678
limey,-2.69954587558351
limey,-2.6971655352105524
limey,-2.6547586548285724
limey,-2.5804556585625633
limey,-2.5111127412957246
limey,-2.5049740068114605
limey,-2.183433071303979
limey,-1.9510448208116355
limey,-1.8571498960127257
limey,-1.6156735074381714
limey,-1.568933799399627
limey,-1.511872127348667
limey,-1.28507206282628
limey,-1.2566549969824903
limey,-1.1841820868446327
limey,-1.0971091277305427
limey,-1.0680033687971728
limey,-1.0012012419325071
limey,-0.7390072187262879
limey,-0.6709107190349238
limey,-0.6201359412768779
limey,-0.5728106363165378
limey,-0.4403423277826825
limey,-0.2915331256663205
limey,-0.05817380329068906
limey,0.11038569741053446
limey,0.11817329826897456
limey,0.1672383169413827
limey,0.3149215055156883
limey,0.32024439158060314
limey,0.3472615342480106
limey,0.512756944666538
limey,0.6347172474375077
limey,0.743823754965829
limey,0.7536125607451334
limey,0.8409009036047134
limey,0.8575442878932265
limey,0.8580937821953784
limey,1.0529196020614702
limey,1.087244319483125
limey,1.2414850365858394
limey,1.2527078736239974
limey,1.283294692910322
limey,1.3109143225638058
limey,1.3362487445206799
limey,1.558442740113261
limey,1.6150562886966817
limey,1.7082113121937332
limey,2.078231521076866
limey,2.1056052284549787
limey,2.1408060081110896
limey,2.142799783930659
limey,2.2832027865257603
limey,2.44981645454613
limey,2.5346963307914274
limey,2.7299514821355375
limey,2.843810683988961
limey,2.876483167722133
limey,2.9403859316155363
limey,3.060314573241838
limey,3.0851258730082693
limey,3.233065650334695
limey,3.2462296370547685
limey,3.2624287329727206
limey,3.3981623905456444
limey,3.5338808942740187
limey,3.5532919813756485
limey,3.6677674084167973
limey,3.8300761275929887
limey,3.972702366915532
limey,4.194627306466784
limey,4.234546299465529
limey,4.487743586249014
limey,4.6062992538115735
limey,4.862784585359241
limey,7.237176970099877
limey,10.150689862823585
