x_mastiffs,y_mastiffs,x_azithromycin,y_azithromycin,x_dissection,y_dissection,x_effacement,y_effacement,x_caramelisation,y_caramelisation
3.286,-7.231217487830362,-24.326,-47.523,1.449,7.905710751442144,1.867,-32.151,-1.667,-7.974859013994138
6.718,23.960072373342435,-13.47,4.922,1.001,-7.041140604363202,-8.824,-51.965,1.403,-21.316566048115615
3.452,-44.77502736964378,-0.488,-14.327,-1.344,-6.909592693675465,-2.217,28.075,-0.777,27.40867563804054
3.797,-7.093839030535126,-4.047,-2.48,-7.626,10.443528883643756,8.876,101.076,-8.216,-22.281484044890473
0.827,-26.69797499435122,-2.466,-20.498,-7.973,3.4348230764668592,7.548,-40.901,1.392,-24.497467032640287
1.203,6.235408859326568,4.18,5.459,5.793,-21.777173883985114,-0.905,-59.314,-7.424,-2.542357835968485
7.439,-3.097627696976794,3.014,0.982,-3.371,3.6045838960270027,-0.556,200.067,-1.272,-19.551583397759476
9.892,49.441735101175915,3.396,-6.394,0.016,7.347700605160447,-0.037,-15.362,-1.288,28.001486012578624
0.468,21.26868625944046,2.172,-8.942,19.262,4.223161168647161,13.316,-45.303,8.286,-21.233116989977603
7.617,1.866697102636349,-3.798,1.419,-5.792,14.4209457360119,-1.414,-113.221,-1.466,5.60651515209584
-6.077,102.48347154021957,-5.179,7.448,3.566,-4.479164530552746,-1.524,104.04,-0.874,-3.600268068868661
3.309,-6.663942586389259,0.414,-23.706,-2.558,-4.491299675765652,-6.926,31.464,-4.952,-11.901319512930415
2.072,5.608533101363227,0.509,-25.706,-0.232,1.086873561175636,3.921,223.426,0.422,53.82107074827688
7.394,-20.6536656612774,-1.112,12.524,-2.486,-9.791324849012796,15.284,-103.682,-10.15,6.167281423333771
-3.504,-3.531272112393427,-2.244,-8.778,5.962,3.550144329241483,0.334,172.937,2.939,-28.037014477137973
11.71,15.979244166755723,-0.29,-32.423,1.436,-6.420253810472817,-0.019,-38.343,6.102,-8.795075452566296
-1.993,4.005933530591847,4.417,-26.743,-4.976,6.7347822870188905,3.837,0.608,-4.023,8.005121122435582
-3.599,28.300237818568824,-12.941,-12.76,-15.947,12.847026812290116,-0.829,120.52,-2.722,-37.18549151361531
-0.333,-9.567985727210667,3.659,-8.293,-4.12,0.0793194800582242,-0.375,156.727,0.127,20.181012582710352
-0.19,-0.4830893943961394,0.006,14.405,11.416,-4.782724620880929,-12.195,-52.114,-8.621,-23.774187613003654
-8.705,17.91851094454345,-20.422,27.547,-5.573,-0.32876109632537065,4.35,10.718,0.139,-8.025988841338084
-0.481,-13.478246105151197,2.554,-33.17,2.247,11.710351818657138,-0.479,-34.578,1.843,-12.317208788259077
-6.825,6.313031589632704,-10.462,-11.509,3.979,3.654858255857756,-7.692,35.873,0.079,18.12765993280706
0.489,-23.8259698660625,-13.953,6.135,9.123,4.728199216035446,7.079,-66.599,1.435,18.020701705803877
11.46,-21.08458596088765,2.385,21.394,5.421,8.32904058139912,-0.0,17.651,6.367,6.234439248513652
16.756,57.175051313850346,-2.882,31.693,4.528,-1.1386515551924787,-0.515,-32.358,1.439,-26.641976175550596
-3.721,-6.5242569990086,0.489,-21.559,-2.268,-0.7236476817914608,-2.956,136.254,-2.174,15.870025731597238
-8.779,20.978029956231843,-5.579,7.708,-1.143,-9.807568999209584,-0.469,-237.705,-3.787,-2.068220666694865
-17.287,70.7644591555169,8.208,-6.006,-3.851,4.54729770030164,3.752,95.015,0.04,-4.957053469883425
-7.326,-25.641065542891194,1.223,-21.888,8.471,1.7975988079216956,-6.399,44.854,3.241,-10.430782722105807
-0.0,12.241486881902496,-1.799,14.34,0.335,-1.4869405700072225,12.782,-158.036,-4.263,-11.156547619575633
-2.373,-55.19365234921875,4.628,2.766,-3.024,3.4709189266049068,0.384,-24.812,-0.212,-30.887204661109692
-1.461,-9.011756970953478,-5.791,0.85,-2.08,-1.485488885295248,1.101,8.46,1.626,6.079421438418689
18.56,37.76493723667295,5.509,23.796,-1.786,9.992517119317862,5.096,-15.328,-6.011,17.184714092576268
0.783,2.2676510750472154,5.233,-5.657,-1.136,-14.935902020892057,-0.158,6.262,-8.793,-20.1236286818842
-0.793,11.155275786267108,-0.812,-14.946,21.136,8.78562104067331,0.405,177.881,-3.271,14.996471030072328
-0.554,-0.5200149726710261,9.389,-15.781,2.12,9.713590955933517,-1.398,-47.666,0.741,-51.87813699467863
14.189,24.525713095706823,0.735,-0.139,-8.647,24.684395029274953,7.1,4.441,0.301,-21.433072901664698
-5.249,-8.990727217240106,-2.063,-15.657,5.21,14.088888852778767,3.998,-163.329,1.146,24.56930444719054
0.448,40.31938161103953,-4.49,2.441,3.314,7.394211748514646,-2.055,29.978,-0.211,24.689227842941886
1.854,51.218235546561445,-0.073,-42.519,5.325,-3.3921117523732627,0.894,-44.641,-0.296,-14.126628930863069
1.852,-3.3949853566788217,3.265,-23.802,-0.37,-5.733830135820387,-0.137,-5.822,-0.673,17.428319523610682
-15.222,-8.100920555914655,-0.081,19.528,3.807,-17.2276661826901,-3.455,-14.834,-2.698,-16.388008449409764
8.31,-1.2216538977200937,0.273,40.057,1.113,-10.012922881972274,-3.115,24.066,-11.744,52.50843452034922
-11.161,-1.4379690543969712,-2.98,-12.092,-1.781,-3.084516083643315,-10.953,102.918,-1.534,4.400138009406374
6.413,6.524010700345177,-15.821,-17.208,-0.476,-6.193736165108379,-5.974,-80.22,0.6,-3.108709078713936
0.332,16.959068840654183,-0.475,-12.883,1.635,6.1998418932178065,2.103,129.751,-2.094,17.949563269489573
-18.777,24.416374351978625,5.054,-7.713,-2.693,3.4331973114804715,-8.527,-15.975,-1.446,10.829179672225315
1.752,-6.490200800362258,-0.497,-9.894,1.514,-7.057374958869979,-0.697,119.415,13.897,5.621127973533824
0.309,-48.369884746035375,4.912,-26.96,-9.305,3.279626583920421,-4.235,-40.785,-8.956,-21.600112963232363
0.699,4.843941736931894,-1.262,-4.677,0.8,-2.469043351611632,5.411,-176.408,11.936,-1.9460050583241761
-0.274,25.65489553052963,0.187,-22.466,13.563,-13.721578554183608,-0.115,-29.619,0.0,-43.28765125212448
-1.412,-2.1091421546747062,6.044,-5.5,3.375,0.831506290662898,2.73,-18.379,-4.788,-21.76686741303281
0.562,-16.92231119117983,0.205,14.554,1.215,11.030916190133084,1.117,-27.798,12.764,30.390741207610656
0.302,9.803977601085705,-0.004,-16.594,-0.298,-0.1540430961491357,-0.061,-139.109,-6.579,-10.491903507913348
3.747,-23.556836444024523,-2.961,9.771,-0.839,-0.11189979892621116,-3.991,-3.056,-8.911,24.29888215768697
-4.93,29.166158145126534,5.787,-20.157,6.983,13.068714992464768,-2.366,33.498,6.387,-29.380719594170085
-4.555,-0.2765840359710161,2.245,-17.361,2.217,-5.870192734981618,-9.535,58.451,8.015,-12.402183514497738
-1.151,-1.6303088462076882,-2.257,-14.941,-0.032,1.083317558478878,0.822,-52.245,2.802,-5.669892206565697
-0.271,-6.765290634747054,-0.184,2.769,1.867,-6.374303899122442,0.123,-10.427,-1.89,1.664029292853177
1.081,10.225151919824718,0.394,21.236,0.578,-10.187319936104263,-7.837,-26.291,2.672,-34.06138233542917
-0.254,-28.378733621320627,-0.107,-26.958,-0.172,9.117024153878914,7.772,-144.709,-23.142,-11.964790997015461
-1.006,-2.034998579737443,-0.216,-6.578,1.733,12.107640841853941,-0.539,-101.632,0.476,7.91842513487028
-6.443,5.603238519022299,-0.769,23.202,0.718,-11.041361198119418,-18.67,-0.413,0.211,22.778061921626843
3.977,-38.19076566659262,-3.735,21.101,0.105,15.252294969314748,-1.399,208.98,-5.586,-3.8536124362765136
1.88,37.89419466109878,-0.089,62.122,4.508,3.033699241997547,-1.013,2.529,-0.625,-74.34042049588206
10.294,23.576496407146205,-7.144,-11.006,-0.832,-4.16674089651968,-7.484,213.126,0.039,0.28831141377412894
5.742,-7.050866725552934,-2.737,6.979,-5.608,0.10513504965379017,0.655,8.575,0.996,-17.154905911795463
1.411,-17.40601897344729,4.18,9.562,3.118,-5.849673701196079,-13.793,83.475,5.658,10.331545648370533
2.089,-3.6517491302226244,-0.756,-28.959,-8.396,-2.166415406934824,4.077,-11.721,-0.175,-7.462533197756954
-3.528,-8.14548346029441,6.627,4.588,-0.732,17.15983288975576,-1.241,62.817,0.124,-1.8072093872053634
0.272,5.6957574510045434,-0.156,-18.478,14.871,10.41775904297132,-3.6,70.242,2.022,-11.614888093608858
-4.289,-22.747381110021266,2.456,10.937,2.628,7.037175499749529,5.536,68.413,-0.289,-23.981560529197527
-2.652,-9.590994832610349,1.786,-20.237,-19.224,-1.4609513282121407,9.918,-139.041,-9.484,17.500046277734448
-4.838,1.2217931228142866,-1.822,17.306,0.728,8.897372310617005,-0.059,9.175,4.043,-25.623091732663823
-3.058,6.8520497501882875,-7.665,7.43,-0.317,1.7325675887865173,-1.198,35.439,-0.709,-15.344933601296944
1.704,16.52795699224646,-2.577,13.5,3.683,0.4939154474968013,16.314,-18.213,-7.755,-42.51785859185573
-12.429,-14.493994259470995,15.888,23.092,-3.098,5.654315362316514,10.94,-289.334,2.127,-43.372260965902264
2.72,-21.91725325077261,-2.481,-25.229,1.417,-11.707829493536513,-0.872,-73.454,0.226,-21.152332523685885
9.569,-47.88675776082989,2.38,-7.337,0.749,-4.493845244210922,5.024,4.246,5.561,25.218445802436037
-2.262,13.035947199369769,-2.115,-31.147,-3.623,-21.421450421863373,3.159,-86.801,1.449,19.692199760909624
-9.887,-22.33628655746381,0.12,25.075,-1.477,-4.147158563771795,0.227,-5.136,-0.017,13.660678819783733
1.655,56.43537896097139,7.93,-26.396,-3.29,-3.372574972026336,-11.162,79.927,-3.465,-31.117320020392075
-0.598,-12.854922384694099,-13.068,-6.181,4.058,-5.9846433994955435,0.5,8.916,0.082,37.605379668296855
0.436,-25.703005753099912,-2.139,0.837,-5.321,8.193041937909468,-2.922,-55.33,-3.876,-9.931328048289608
-4.075,3.320066654120822,1.797,19.113,1.458,-7.005760778757557,9.711,-166.572,3.885,-29.658031966212395
-7.926,47.49223375541659,0.451,-8.568,1.449,5.582179376688781,-2.799,1.818,-4.637,4.5919954279354815
-5.948,-64.50272821530169,7.218,-52.383,-0.776,7.615458549423204,-3.97,-67.173,5.003,-37.421694250180174
1.388,28.03212799021718,13.031,40.402,-1.593,-8.862550516384498,5.341,-44.775,5.482,10.919469395025937
-5.41,-20.551789969298067,0.988,-13.438,3.631,-8.67912702030484,-6.482,56.037,-8.75,-39.28189525939494
-11.367,-12.335748239688884,-0.802,15.318,-0.827,-11.632587100541109,2.741,18.47,0.489,52.922525470741284
8.464,-8.899215668951792,-1.703,-2.555,1.511,1.5607962491325638,1.879,-52.044,-10.661,14.089284840138948
-0.39,4.4125947829956775,-0.045,-7.601,-0.141,12.735596132460238,-1.222,14.017,-5.224,-6.824138838720334
-1.846,7.29843514706176,-1.912,-4.15,4.298,-2.8347586535892484,7.367,47.498,-1.2,-7.2072357797953615
-4.591,-1.4224871356507567,-1.968,11.358,-3.112,-5.545268354173353,-3.959,-156.631,-0.228,16.104512986084085
2.724,-19.793277872213455,-6.453,-1.835,6.737,-6.521624317411276,9.993,-45.987,0.366,89.13634571086496
-0.044,15.92347360804257,-2.674,-4.058,-1.556,8.36900468857731,0.61,-78.347,-0.298,-23.145370634828083
2.617,7.585035887434831,1.35,-7.355,0.44,12.72000912666676,-20.162,-12.277,-5.252,-75.29490494017718
-0.079,-30.298565949738702,-3.121,-27.742,10.741,-1.3430910633665394,2.153,150.207,-0.645,10.88960985014207
0.787,-54.3469783334706,0.879,-16.95,-4.241,-12.810495562834335,-0.859,-117.945,-5.155,26.110049401627812
-19.916,4.265608282983635,-3.362,1.304,-1.7,7.808767586794427,-1.207,40.67,8.121,12.675996476847388
-3.811,8.951793578235469,0.303,-4.884,-1.398,11.111423359327034,-0.404,-8.052,5.828,-27.189585690327608
-0.849,3.6873721515924984,0.001,-10.318,-7.78,7.09556441403192,-0.001,121.936,6.476,-11.31906700942402
5.564,-12.580483631575305,-3.573,-14.472,1.801,-0.22878639337149753,-7.139,-91.773,7.638,24.021923411629956
-10.569,15.849819042681654,4.563,-54.918,-0.671,-7.7342991311843905,4.497,-12.395,-1.361,7.49034028475208
3.706,6.35568166465494,-0.893,11.411,-0.369,-16.920205177928157,0.792,-110.564,-1.624,-17.41196617562551
5.199,37.702687426558555,2.806,6.878,-1.373,0.6010127708555018,-2.195,-61.828,-6.116,-51.2664425562043
-2.632,-15.003527956762177,1.332,-6.619,0.107,-0.01624603431385596,0.112,38.717,-3.811,51.9768398904549
13.566,-4.239262410112558,0.444,21.413,0.044,-2.2555599104701125,-5.606,267.254,-17.974,22.522485060137694
-2.978,0.05509005775327047,0.526,-13.687,-0.215,16.010845121006163,-1.672,72.261,-1.322,-16.80638883207493
1.056,10.735351779930914,5.488,-5.22,0.393,2.5032496346835007,-3.965,-36.111,-0.584,-11.515193285950652
-0.541,46.44532970475477,3.837,24.699,-0.643,-1.5688773177646707,0.419,28.028,-10.009,-1.1247329546658742
0.264,28.123952415638506,0.729,-44.351,5.367,3.6014882905688443,5.632,-57.721,0.425,-7.329522855770215
0.189,-8.020787024708179,-10.231,42.875,-5.207,6.2593126278640945,-2.147,120.941,0.446,-3.7897172177661904
4.795,39.34188194560229,0.768,11.234,-4.062,3.7900134109053223,-2.944,239.814,-0.383,23.61545311097004
12.867,-8.648751703026274,-0.614,-14.947,3.276,-10.432375496236727,4.804,4.724,-2.35,7.7241540781748546
-3.405,27.258334244192216,3.537,30.108,-0.03,-7.106312680378202,-3.903,-140.821,2.431,16.695928583481223
9.731,16.951986632937363,-3.816,0.27,3.248,-13.451959804886558,6.412,-51.938,-8.532,-19.569945157307476
8.487,-11.17236776938059,0.569,17.842,-8.059,-1.77568642066268,2.401,5.916,11.375,-21.989028514069126
0.659,44.20529898839486,-1.451,-21.987,1.082,2.9167939190545473,-1.858,-250.95,0.636,20.79461542311708
3.215,-24.233907771949806,-1.711,-6.301,0.704,12.827789821185936,-0.815,-5.818,2.568,-11.309684535272373
-6.952,-4.606767553241427,-0.771,-31.423,-1.34,18.146710355008747,-1.524,-26.82,-14.146,16.843403501118168
11.695,22.156380901216128,-0.477,2.523,5.064,8.326045892429391,-0.174,-16.632,11.98,-38.93938695378913
3.858,-9.842913665667504,-3.251,-27.86,-1.216,-16.08781548922941,0.258,31.476,9.938,57.32758534489074
-9.241,36.4075617315379,0.001,-10.859,0.785,12.588695462959807,-15.702,-13.289,-1.514,36.73741792956162
0.022,-58.66256851169601,-3.36,-37.394,0.853,-5.653932715918115,-4.965,-70.288,-7.143,29.79418819699979
2.81,17.79908636102607,1.165,11.455,-8.73,-10.993983483533082,0.224,-202.894,-9.665,-19.40657332379654
0.01,-9.130028023284318,-4.438,32.697,-20.713,-17.456284660963046,3.676,-92.221,2.549,36.3899100938926
0.688,-3.1716173893203123,-9.489,0.636,-0.247,2.458423016046563,6.278,83.321,1.89,7.179055584795478
0.423,2.7129690984283803,-1.241,24.35,20.481,-6.809140300333162,-0.412,76.862,9.389,27.481544913704017
-1.208,47.65879955389445,-2.429,-35.973,16.211,7.169049161661007,4.053,-58.88,11.43,0.4286462929480441
0.859,-7.0566113397992005,0.397,17.997,2.409,-6.132587975829322,3.237,-33.152,5.565,-17.00832632063462
-2.018,-2.990172978486333,-3.725,-11.404,-10.403,-0.28547967569753285,3.382,-90.505,0.916,6.040473448754895
8.42,24.33689852241713,11.864,-8.979,-6.375,-11.189635742621757,3.564,-91.599,-4.801,5.127206926987575
3.631,7.941237871416027,1.424,-0.012,9.34,0.5982805336675132,-2.914,136.893,-8.805,-37.87953112172442
6.948,18.067323495555776,-1.716,13.205,1.939,-9.586337493142743,-2.88,16.903,9.115,32.79316828577674
2.046,24.038422582220434,-0.285,9.583,-0.088,-12.196933560182327,-5.162,93.177,-8.505,23.40356860869973
6.94,49.365442924514724,-4.436,30.982,1.314,-14.035107349831224,-12.585,-19.231,-1.725,24.98572625985092
-3.716,-15.071100841265354,0.88,-3.53,3.247,-6.49905699155108,-7.294,-167.368,5.544,40.3413671880211
-2.962,-18.855353888286245,7.882,-31.657,2.077,-14.178415233596262,12.066,-117.196,-2.352,20.92373649723999
-3.882,27.19629666076373,-5.822,18.604,-6.452,2.6142245589383073,13.424,-2.511,-0.396,56.5091425943949
8.009,25.011236786151155,0.019,38.401,-0.373,3.3772798292801163,5.662,-103.272,3.24,45.453360652857114
-2.737,26.788029266460686,5.998,22.84,-0.891,-7.362411965299302,-16.521,29.582,2.601,21.755750914314714
2.632,-25.83143585874707,2.81,-0.68,-4.829,2.8299019711138538,-2.506,-5.411,1.812,13.99836946119821
-0.858,-30.03738731977137,-4.345,7.867,2.921,6.416508279461455,-0.727,20.657,12.961,-23.711914460110435
-5.994,-54.36356013535488,0.328,4.516,0.142,9.742851816280323,-1.223,-28.72,-1.292,-2.82751776548775
0.21,10.915260189938493,-2.961,38.007,0.021,20.284212049827826,-2.331,3.587,-0.647,13.481184351072093
-4.822,20.488956868984587,-0.516,18.17,-3.367,-3.5263305355663452,-0.009,86.093,-0.027,31.74773564701406
5.748,23.532995274387645,2.374,4.498,-17.511,0.2395622965757198,2.43,-48.517,0.414,13.193046881887284
-3.147,-18.476966040460912,1.588,11.826,-0.384,6.2994179836542195,-1.423,20.965,7.152,19.412742620999147
0.239,-7.875964161287346,1.119,-11.115,8.662,11.758375366451851,-4.507,88.506,-5.858,-2.691836869571862
3.691,22.100642870120815,3.953,-11.775,-0.841,12.28040592057156,-0.568,31.773,-0.326,9.153990677778056
-7.345,-17.636852821794264,-3.518,11.465,1.11,2.6046869235319274,0.133,155.059,16.07,1.9640956315198324
-7.626,-11.16633840854318,-5.209,-24.412,-1.49,-1.2615894660376021,-1.166,62.599,-15.745,-30.24762906678014
-3.338,-30.302819811896878,-5.397,-23.822,5.506,-2.564915613456197,-1.09,106.937,2.054,-18.49482319919671
6.266,17.198781998042463,-13.014,-2.913,-0.388,1.2055303578720347,-9.248,25.277,-4.52,55.8123146825393
-0.117,25.307524451270815,11.329,-14.269,2.346,-0.6796283803157612,0.781,18.03,1.259,45.16488994468725
6.12,22.802844823301612,10.692,-5.702,-7.057,0.49758222544661557,-3.004,-25.968,0.148,-16.776834258217008
-2.358,31.5135815224439,-5.908,30.889,6.54,17.301911643455234,-1.822,57.375,2.287,-16.676639658870446
12.86,-16.174587711650013,6.751,-0.785,1.552,-11.913846665582923,-6.363,15.727,8.588,53.083128808299975
1.205,-39.23742008317108,-0.009,14.447,-7.992,4.644410525879417,-7.423,30.655,2.173,20.053930042322545
-2.171,0.794311632840305,-0.038,-12.32,-0.193,-1.473845753865559,-13.372,-35.188,0.171,5.61946622944953
-0.063,29.216834156708718,2.055,14.74,-6.557,-1.874407188702663,-1.712,12.783,-2.733,26.17331860291718
7.069,-2.4275870279428453,1.721,-19.153,0.502,7.477926604156493,-0.082,-102.351,-2.157,5.194176198522793
-1.488,2.835912997522702,-1.397,-21.025,1.897,3.5015578629957305,-0.939,56.416,14.339,15.668947636003923
-0.593,-6.653158174024938,2.286,-13.301,-0.166,-15.333162705894335,10.906,-126.592,-2.093,39.8873916036401
2.755,-51.620998264083724,-2.126,10.39,-9.084,-5.731967401938871,-3.607,211.762,8.048,4.32221025901082
-5.477,-15.785170462643318,-4.71,0.118,2.728,-9.128046485167692,-1.883,223.273,-0.274,-8.1220466204105
-0.836,2.968628362264944,3.265,-23.18,-0.092,-0.41367373330512486,-0.419,41.789,-9.401,-62.794034273285284
-1.715,59.424706523210595,-3.254,14.429,0.388,8.698498814899787,-5.289,-30.879,1.415,-10.062106578875222
5.283,5.161142989214975,2.018,-11.964,-2.933,-16.032885114897525,-0.238,-41.142,4.543,9.778464266571326
1.307,-27.035657030137433,-6.011,-29.739,1.961,-5.199553262904031,-1.758,-42.441,1.008,2.0207331591456317
-0.057,-4.135386091668691,-0.591,33.527,-15.251,2.810091724225901,-0.163,70.196,-3.574,-24.36708039891967
-4.685,-11.575984171897671,4.246,-1.95,0.153,-4.675860177866574,-1.508,-0.84,-0.66,-40.67517223917522
-3.078,4.721930544134345,-8.216,0.248,0.574,0.09625770618801788,-10.901,54.368,-2.827,-25.96857894162887
2.649,-25.528350152793717,-0.118,-17.502,-7.053,19.636330310557756,20.886,-248.482,-2.716,8.336819495881405
-4.327,-68.24059555412869,0.31,10.883,-3.023,-25.12028971677667,-9.206,8.075,7.784,45.732906995833815
1.543,-11.797071992050602,-14.722,-13.611,-3.692,-9.977994306005344,-4.881,-89.047,0.0,-33.63114909284023
11.158,7.746965644520584,-1.231,-9.614,-1.585,-2.741399668082704,3.884,33.211,6.993,8.362113866560478
-6.07,37.19744635365646,-6.342,16.114,-1.143,17.211713146487092,6.902,-72.606,1.853,3.5024327784954608
-6.541,-32.16654489506829,6.855,-0.749,4.782,16.47839961503503,5.077,-4.48,1.788,-45.9955743587892
2.177,1.6404220017257067,-0.013,-9.249,-0.311,12.646233669674364,-1.409,123.704,2.746,1.1897596698000878
-2.292,-0.4975653173360115,-8.573,-7.022,2.032,-9.631828442267917,-4.317,83.628,-0.581,-5.591500606588644
7.021,24.142152297879345,-7.861,16.967,4.819,-5.4893156154581755,-0.042,18.211,7.378,13.883792302943732
1.662,29.674011090516526,1.494,6.942,-3.745,-2.4537051193632613,-7.79,-46.222,-1.355,30.765619510506383
-1.12,2.7267275648831237,21.203,-14.491,-5.255,1.1231413584704928,-0.02,-189.137,-1.656,-22.270774712985908
10.718,18.06749928508193,6.293,36.061,0.654,-17.461696715763885,-2.097,-140.687,1.149,-54.67632137687301
-1.633,18.181924795654577,-2.701,-4.629,-4.229,8.31743215241669,0.038,-34.191,2.82,-21.708340792353365
0.053,22.703397351766696,-1.472,7.658,-15.302,8.500257613507204,-0.679,-109.943,7.197,-54.60719719412792
7.306,-11.434063721056226,1.82,42.125,-0.479,6.391571326016307,-0.963,56.996,-1.043,-8.768706047313229
-2.342,1.150440060614276,-2.268,6.753,3.286,6.643278367955221,-10.845,101.048,3.591,-45.07661503620655
-4.901,8.745873915780514,2.735,39.801,-1.122,-2.5084417076376813,6.876,-34.034,4.202,21.970656024577615
-3.648,-28.949005773762714,1.06,13.803,-2.113,11.696663873167985,0.215,-72.217,-8.514,1.2465879830500395
2.106,4.756079965996092,-0.212,7.655,-8.359,16.27713897623853,5.399,-87.328,0.266,-9.953461038622777
-7.972,2.965992659824896,5.627,30.539,-2.775,8.018240113495962,1.965,-78.719,10.291,-22.19511125190299
11.764,-81.38683794182819,0.29,17.888,0.895,11.763704731308415,-1.519,33.017,-2.866,-10.908621012838314
-0.41,13.298322212361407,-2.075,-11.251,2.123,5.138953866124169,-0.977,98.946,0.89,14.207046904263839
-4.953,24.110982902712944,-3.36,-7.349,-7.321,-8.502236458875373,-2.436,194.478,-1.766,0.35687789310884965
0.134,16.141708596456446,1.125,12.772,8.763,-12.888627758718922,-5.984,23.978,-5.981,20.819065172146054
0.125,-28.816197824277133,0.247,-44.173,0.787,0.14203220487756685,-0.952,-4.229,2.116,-46.13344256338151
2.144,-6.378583805344249,12.796,24.301,3.265,1.8894850706692585,-2.71,15.752,-13.106,-10.056511379532804
5.6,-11.143230755319639,7.333,-10.089,5.239,-12.108452886164953,-6.221,59.45,5.635,-25.75759739783856
