mastiffs,caramelisation
augment,-0.4232670439931187
augment,-0.3771948249484705
augment,-0.3577747907204438
augment,-0.13065217935262657
augment,-0.11718208660737729
augment,0.21893434790967967
augment,0.29112993210332416
augment,0.30567097556902867
augment,0.41212081548927115
augment,0.4410779950797912
augment,0.46907435125284636
augment,0.4775207618645774
augment,0.5367024692639487
augment,0.5811302772315514
augment,0.7847574676733047
augment,0.9313972196199294
augment,0.936329531901747
augment,0.9915334731305281
augment,1.0275114166228472
augment,1.0530166063359503
augment,1.1830831282167316
augment,1.2945581045311045
augment,1.4460807303790708
augment,1.5479370574540017
augment,1.688093488549993
augment,1.7507903029390808
augment,1.846123026318955
augment,2.0551499017171286
augment,2.2569845752109585
augment,2.32095712715106
augment,2.3815540468956247
augment,2.477665630485866
augment,2.532537040593307
augment,2.609967229926683
augment,2.6754656712399423
augment,2.8298972563934197
augment,2.867856930565974
augment,2.891271527623348
augment,3.1463950657936874
augment,3.2527266211926475
augment,3.264537206401219
augment,3.2994354481130994
augment,3.496407967225057
augment,3.675953511926226
augment,4.0879299657693
augment,4.176252807020678
augment,4.657860346081309
augment,4.850599837471954
augment,5.074800638722773
augment,5.250026342612766
augment,5.423127342905806
augment,5.976061924369745
augment,6.107167325036657
augment,6.732063463960668
augment,6.965830557243301
augment,7.053773390782745
augment,7.1049443088588005
augment,8.269094311891868
augment,8.288458419370475
fluor-spar,-14.159996571994604
fluor-spar,-13.958062030840551
fluor-spar,-11.069386724272722
fluor-spar,-10.559596475017122
fluor-spar,-9.69901246093623
fluor-spar,-8.73950071149974
fluor-spar,-8.285943244950463
fluor-spar,-7.779906577805396
fluor-spar,-7.734533057513143
fluor-spar,-7.41701566286147
fluor-spar,-7.207511787450976
fluor-spar,-7.013163634359197
fluor-spar,-6.876035563845493
fluor-spar,-6.752263537655425
fluor-spar,-6.588283495549741
fluor-spar,-6.494098138080252
fluor-spar,-6.4625386878325
fluor-spar,-6.086368205147536
fluor-spar,-5.948257202525935
fluor-spar,-5.787876139525614
fluor-spar,-5.763566198107825
fluor-spar,-5.679333912873157
fluor-spar,-5.411722824675006
fluor-spar,-5.237714367330423
fluor-spar,-5.214154219405221
fluor-spar,-4.956031045277999
fluor-spar,-4.74892529651347
fluor-spar,-4.626592570898847
fluor-spar,-4.602619011686428
fluor-spar,-4.277898312991029
fluor-spar,-4.253108644803716
fluor-spar,-3.9758711347209292
fluor-spar,-3.9003472272274347
fluor-spar,-3.2013595284157548
fluor-spar,-2.467875380920439
fluor-spar,-2.122287332698
fluor-spar,-2.0977985724133807
fluor-spar,-1.7767540659870649
fluor-spar,-1.696581915215244
fluor-spar,-1.4171379003885602
fluor-spar,-1.3047798200300822
fluor-spar,-1.2843321148461238
fluor-spar,-1.2612454040351184
fluor-spar,-1.0120074332404339
fluor-spar,-0.4030754855993782
fluor-spar,-0.27351855624074606
fluor-spar,0.27232883809125547
fluor-spar,0.345701840132323
fluor-spar,0.7033957030018312
fluor-spar,1.0073060851576043
fluor-spar,1.0189614868613748
fluor-spar,1.1295484511627152
fluor-spar,1.525195125699296
fluor-spar,1.5307778938649657
fluor-spar,1.605464186985383
fluor-spar,1.6793804083744424
fluor-spar,1.780583813310676
fluor-spar,1.8228990314721774
fluor-spar,1.9752181565617324
fluor-spar,1.991128039678958
fluor-spar,2.3872797970530737
fluor-spar,2.766745978185713
fluor-spar,2.935948651164118
fluor-spar,3.035964084307825
fluor-spar,3.471698876819337
fluor-spar,3.74348680645322
fluor-spar,3.8838556773025
fluor-spar,4.422092814943643
fluor-spar,4.555210370366807
fluor-spar,4.564584787576824
fluor-spar,4.5869094595616335
fluor-spar,5.067630811582075
fluor-spar,5.178916152884501
fluor-spar,5.295803593625824
fluor-spar,5.315591429327475
fluor-spar,5.50767126969435
fluor-spar,5.559067891277536
fluor-spar,5.801826718605174
fluor-spar,5.88703300088277
fluor-spar,5.9047087686350785
fluor-spar,6.604601683042527
fluor-spar,6.613621910150985
fluor-spar,6.668568783428641
fluor-spar,8.336294594632024
fluor-spar,9.509090069148952
fluor-spar,9.582718560854024
fluor-spar,9.780189951504275
fluor-spar,10.561465170026528
fluor-spar,11.767048274026106
fluor-spar,11.963039395677711
fluor-spar,12.030206624516964
fluor-spar,12.367058278370964
fluor-spar,14.494586926752799
fluor-spar,18.538131298853823
fluor-spar,19.141175711905902
fluor-spar,22.275735662744836
fluor-spar,23.173707791936803
substitutes,-15.319469371568413
substitutes,-13.94593998509408
substitutes,-12.23637414026844
substitutes,-11.59985994809466
substitutes,-11.421491043081536
substitutes,-11.402901552561785
substitutes,-11.140983603584479
substitutes,-10.9051146782525
substitutes,-10.787602568236492
substitutes,-10.386001108058297
substitutes,-10.111971042662793
substitutes,-8.680062609795007
substitutes,-8.673567776524001
substitutes,-8.468006014872554
substitutes,-8.417058891438321
substitutes,-8.387514917946383
substitutes,-8.37771174160034
substitutes,-8.112857356623472
substitutes,-8.074169783419501
substitutes,-7.673711067153271
substitutes,-7.485126423450242
substitutes,-6.9236895685970605
substitutes,-6.60594125625054
substitutes,-6.60244647867879
substitutes,-6.548756886107032
substitutes,-6.269373584071815
substitutes,-6.186446345150185
substitutes,-5.304050711660556
substitutes,-5.087635399118791
substitutes,-4.988012676611784
substitutes,-4.932032610906099
substitutes,-4.922154430722781
substitutes,-4.673344695687426
substitutes,-4.5928984603196605
substitutes,-4.518242340884878
substitutes,-4.280816121395053
substitutes,-3.49103246838918
substitutes,-3.4802528284355256
substitutes,-2.8122337918402507
substitutes,-2.4960800173226314
substitutes,-2.2383658928677685
substitutes,-1.752084057022412
substitutes,-1.592631675260206
substitutes,-1.4271347705626616
substitutes,-1.16251151569233
substitutes,-0.9855113524884042
substitutes,0.11102988661705682
substitutes,0.15381248202784495
substitutes,0.5653338518568547
substitutes,0.5796641224323135
substitutes,0.7899869779288883
substitutes,0.8683255359977691
substitutes,1.148512095281201
substitutes,1.4730017081558486
substitutes,1.5011953808390832
substitutes,1.9677038616431004
substitutes,3.048901107550482
substitutes,3.136099686881737
substitutes,3.1919205794800316
substitutes,3.5639762985110894
substitutes,3.892112240423833
substitutes,4.847607630751054
substitutes,5.104113913338648
substitutes,5.1911245875149605
substitutes,5.268431006490523
substitutes,5.2692028396600845
substitutes,5.3844253979914445
substitutes,6.144945947441545
substitutes,6.324280675970283
substitutes,6.97579014070111
substitutes,7.16683275562315
substitutes,7.530320351104814
substitutes,8.297983190341382
substitutes,8.497616270106372
substitutes,8.805585974925052
substitutes,9.040977084158841
substitutes,9.62159652995831
substitutes,9.725676140059804
substitutes,9.962709720406822
substitutes,10.087042862313982
substitutes,10.250126113630266
substitutes,10.25790328466923
substitutes,10.620536966640088
substitutes,12.519480954670358
substitutes,13.150060825382848
substitutes,13.52032816679092
substitutes,13.727010698367858
substitutes,13.923974050102858
substitutes,14.284763019963453
substitutes,14.766147393484427
substitutes,15.174915355936472
substitutes,16.188314767027716
substitutes,19.425269325893787
substitutes,21.552708216718074
substitutes,21.894219764886603
substitutes,25.13805299786259
lungers,-12.756440408472619
lungers,-8.11253542169114
lungers,-6.833323424675647
lungers,-6.775249182266219
lungers,-6.690060628619833
lungers,-6.514141664480782
lungers,-6.473722799733235
lungers,-6.159844819224748
lungers,-6.058751675623219
lungers,-5.98341539807502
lungers,-5.841222117694354
lungers,-5.769144321266724
lungers,-5.621838079596678
lungers,-5.559509940523459
lungers,-5.5594171101712995
lungers,-5.4752044337222
lungers,-5.324162082015813
lungers,-5.090833030650841
lungers,-4.928489792999782
lungers,-4.629121268510137
lungers,-4.580534730976945
lungers,-4.518007271614248
lungers,-4.4753403729507895
lungers,-4.211091774415057
lungers,-4.1857874088724865
lungers,-4.112689453024975
lungers,-3.8424149876965155
lungers,-3.703757192742761
lungers,-3.66367128810769
lungers,-3.429887227621475
lungers,-3.3652068280876923
lungers,-3.0417314352091447
lungers,-2.8338518045235297
lungers,-2.759907969178886
lungers,-2.7411917179356973
lungers,-2.656294098465805
lungers,-2.5563398193902453
lungers,-2.5149915531512654
lungers,-2.4604353699963504
lungers,-2.2681898496503767
lungers,-2.0650093588965306
lungers,-1.990395527829995
lungers,-1.9787080500290573
lungers,-1.703256877923113
lungers,-1.6012785378910916
lungers,-1.4719850659719274
lungers,-1.392441838274501
lungers,-1.3733064371680643
lungers,-1.1351393375754792
lungers,-0.971078055329002
lungers,-0.7248446261104186
lungers,-0.5069667940665172
lungers,-0.41766343102632264
lungers,-0.3591223647085001
lungers,-0.16085400019506133
lungers,-0.046684215361252904
lungers,-0.004148416554883285
lungers,0.09514278498582956
lungers,0.4121585718761879
lungers,0.8756352109840086
lungers,1.0405882353211946
lungers,1.1167561556540604
lungers,1.42741325118712
lungers,1.506413181169781
lungers,1.6678890730597524
lungers,1.780787938754896
lungers,1.78474889278161
lungers,2.3434972998556116
lungers,2.3435975118970114
lungers,2.3776593965484625
lungers,2.6645097958832893
lungers,2.9069781105606824
lungers,2.984626875760184
lungers,3.2586455887246317
lungers,3.290265479768467
lungers,3.721247555358197
lungers,3.961463735134454
lungers,4.155585603834068
lungers,4.356896786966339
lungers,4.507963014315368
lungers,4.670576151971726
lungers,4.676733660968615
lungers,5.473289559790919
lungers,5.812392903481183
lungers,5.99982394388739
lungers,6.694242637601099
lungers,6.812540001331817
lungers,7.606108628925088
lungers,7.892868082649454
lungers,8.649104360481475
