mastiffs,caramelisation
bull-tongue,65.78382159469679
bull-tongue,38.025640817297386
bull-tongue,41.13275874870524
bull-tongue,61.289762433042426
bull-tongue,46.68520430345165
bull-tongue,74.60370636747932
bull-tongue,47.614286329688746
bull-tongue,45.47003036655363
bull-tongue,49.57913850958074
bull-tongue,40.29680713209344
bull-tongue,47.27213998447192
bull-tongue,57.193739014244116
bull-tongue,45.00619846951199
bull-tongue,36.548443817274496
bull-tongue,53.29700634986883
bull-tongue,44.99692872952135
bull-tongue,39.03668292238781
bull-tongue,59.68922356886523
bull-tongue,63.23432780518036
bull-tongue,51.495045422708515
bull-tongue,49.69679270057456
bull-tongue,61.15455864588513
bull-tongue,42.130304727740494
bull-tongue,62.86805745030263
bull-tongue,38.95876732336473
bull-tongue,52.32817021085798
bull-tongue,57.18680848030749
bull-tongue,63.378490400362345
bull-tongue,39.788613937905225
bull-tongue,51.70937856513684
bull-tongue,35.403441758370775
bull-tongue,29.431775888646207
bull-tongue,52.6434319182249
bull-tongue,53.4992809665985
bull-tongue,38.72201100870502
bull-tongue,69.07269785155732
bull-tongue,55.230936821263235
bull-tongue,39.357312681053244
bull-tongue,70.61661716408796
bull-tongue,44.17953936095338
bull-tongue,70.15430485377763
bull-tongue,56.1936052846159
bull-tongue,63.40849380093883
bull-tongue,49.68791683437739
bull-tongue,40.473170910559496
bull-tongue,51.78755067051729
bull-tongue,60.468859627505374
bull-tongue,48.08253879256645
bull-tongue,51.89881738954419
bull-tongue,48.280411825307745
bull-tongue,61.458962877872686
bull-tongue,34.96811232519241
bull-tongue,64.51878943916729
bull-tongue,54.31801595961473
bull-tongue,45.79638584209836
bull-tongue,61.48582275673354
bull-tongue,70.81465942656119
bull-tongue,56.7834382968562
bull-tongue,48.35716426175079
bull-tongue,51.46755929154457
bull-tongue,44.41954161797869
bull-tongue,48.747384232371274
bull-tongue,31.575657730901582
bull-tongue,51.07382227009402
bull-tongue,49.41379849823499
bull-tongue,45.038136155512454
bull-tongue,39.1770237950075
bull-tongue,67.97055750544632
bull-tongue,54.267859772715425
bull-tongue,60.45239944649786
bull-tongue,65.91728187728128
bull-tongue,50.62454158725394
bull-tongue,49.191793000542035
bull-tongue,64.92533433416354
bull-tongue,52.43994407074404
bull-tongue,48.977619189251726
bull-tongue,53.23733584732328
bull-tongue,73.63340803998886
bull-tongue,49.56318320067101
bull-tongue,44.50107456671257
bull-tongue,57.973890837159644
bull-tongue,40.12155992887608
bull-tongue,43.5284378062155
bull-tongue,47.123145381596345
bull-tongue,50.760219818436795
