cytopenias,filibusters
fluor-spar,-5.651017140281304
fluor-spar,-5.617829748550589
fluor-spar,-4.659167135836563
fluor-spar,-4.595246643139782
fluor-spar,-4.268896329698626
fluor-spar,-4.070450049624152
fluor-spar,-3.747972260606377
fluor-spar,-3.7090133293606105
fluor-spar,-3.6928303091505983
fluor-spar,-3.5409298061797525
fluor-spar,-2.7556213320671814
fluor-spar,-2.574925666268407
fluor-spar,-2.45504308766672
fluor-spar,-2.165887884661782
fluor-spar,-2.057202319698892
fluor-spar,-1.8467955912260092
fluor-spar,-1.6830933227022684
fluor-spar,-1.275307434955629
fluor-spar,-1.2049911609630606
fluor-spar,-1.151410158993796
fluor-spar,-1.0096034520780388
fluor-spar,-0.9150104366283578
fluor-spar,-0.8535727159909768
fluor-spar,-0.7194931538579344
fluor-spar,-0.6324994196831039
fluor-spar,-0.5047521976592958
fluor-spar,-0.49395067014737365
fluor-spar,-0.4577620231325339
fluor-spar,-0.4360989369713358
fluor-spar,-0.3053749083994207
fluor-spar,-0.12222311341934333
fluor-spar,-0.10320938087687433
fluor-spar,0.20989499326061
fluor-spar,0.25004349447249585
fluor-spar,0.293318026236111
fluor-spar,0.3232511482352413
fluor-spar,0.33319226225199566
fluor-spar,0.7552433103825098
fluor-spar,0.7917452952641871
fluor-spar,0.8927127488786482
fluor-spar,0.9271423919088474
fluor-spar,1.0011780468966658
fluor-spar,1.0227384770901244
fluor-spar,1.037781073610556
fluor-spar,1.0481241783520079
fluor-spar,1.544315250783591
fluor-spar,1.5964141407518686
fluor-spar,1.745400584878586
fluor-spar,2.059626880405401
fluor-spar,2.2003329691441977
fluor-spar,2.3255927062132358
fluor-spar,2.5694262590024097
fluor-spar,2.813130850007251
fluor-spar,2.838624257951869
fluor-spar,2.9100196433092695
fluor-spar,3.1709528612054356
fluor-spar,3.1854256974353445
fluor-spar,3.2413242917702827
fluor-spar,3.4857874273414384
fluor-spar,3.678795149249352
fluor-spar,3.6915286861457015
fluor-spar,3.7032796775978643
fluor-spar,3.723035855957227
fluor-spar,3.8064919998067124
fluor-spar,4.111488281126306
fluor-spar,4.275373375131524
fluor-spar,4.555955719551308
fluor-spar,4.768997570452459
fluor-spar,4.841464123749145
fluor-spar,4.870093659713001
fluor-spar,5.274725851046225
fluor-spar,5.3988279045050005
fluor-spar,5.592778393649337
fluor-spar,5.619216900183109
fluor-spar,5.722198186497137
fluor-spar,6.601606745517393
fluor-spar,6.642002515221154
fluor-spar,7.492287539231722
fluor-spar,8.38497837943202
fluor-spar,8.40970362882218
fluor-spar,8.456863235503164
fluor-spar,8.465824813462005
fluor-spar,8.896519647565825
fluor-spar,9.07585747276735
fluor-spar,9.119148732942483
fluor-spar,9.551421782696451
fluor-spar,13.1348150790961
snowlines,-0.9505633067235334
snowlines,-0.8431613730646985
snowlines,-0.825318091527574
snowlines,-0.8124151915882946
snowlines,-0.8023018667250454
snowlines,-0.7950663341048634
snowlines,-0.7120515021109338
snowlines,-0.7120321468175721
snowlines,-0.690994577046253
snowlines,-0.6772879875907566
snowlines,-0.6752077256166894
snowlines,-0.63240541482527
snowlines,-0.595850880852872
snowlines,-0.5897075856811872
snowlines,-0.5853611087534393
snowlines,-0.5374863490581829
snowlines,-0.5118690087360105
snowlines,-0.4631732169964718
snowlines,-0.45734699030522014
snowlines,-0.4516663624218053
snowlines,-0.41688279755471336
snowlines,-0.39589891361279644
snowlines,-0.376245087625055
snowlines,-0.37205752581158913
snowlines,-0.36093091363823304
snowlines,-0.3410356968146694
snowlines,-0.30433473280418416
snowlines,-0.3029961236341761
snowlines,-0.24491779531233582
snowlines,-0.24045485790883947
snowlines,-0.2209100306095852
snowlines,-0.2204288575720534
snowlines,-0.19879881696675447
snowlines,-0.19407248757425632
snowlines,-0.19354853449872814
snowlines,-0.137147349595675
snowlines,-0.1202427435401023
snowlines,-0.11653486260439809
snowlines,-0.0900228301986555
snowlines,-0.08619098635282178
snowlines,-0.08277838211546541
snowlines,-0.08235023817300903
snowlines,-0.0706746104614481
snowlines,-0.07012053761916867
snowlines,-0.06745293142282782
snowlines,-0.04999471667241724
snowlines,-0.01978610496462485
snowlines,-0.019452498727708236
snowlines,-0.007898338820728226
snowlines,0.006669374346838641
snowlines,0.025699819211646626
snowlines,0.040812384717800715
snowlines,0.07636870324347392
snowlines,0.07678295750513729
snowlines,0.07864128924431867
snowlines,0.08850714034174582
snowlines,0.10900076485342138
snowlines,0.11873477438681276
snowlines,0.1279453795876017
snowlines,0.13836787448839613
snowlines,0.14700278042924256
snowlines,0.148745011773368
snowlines,0.15655183151871135
snowlines,0.16076185196037884
snowlines,0.21034176142644156
snowlines,0.2147124369510898
snowlines,0.2202215013953808
snowlines,0.23330655869167338
snowlines,0.25441951309207084
snowlines,0.2889726731361308
snowlines,0.3114072780648587
snowlines,0.3193157267235094
snowlines,0.32576400662073157
snowlines,0.33339066068923107
snowlines,0.3396360417326341
snowlines,0.3418650483854242
snowlines,0.34401558078649475
snowlines,0.3867570974229887
snowlines,0.3907028620548516
snowlines,0.39238038816333115
snowlines,0.4022476179379856
snowlines,0.41204698108273424
snowlines,0.42095809233375336
snowlines,0.4576580257653957
snowlines,0.5023055668160126
snowlines,0.5058234802963079
snowlines,0.5081975892487242
snowlines,0.5811193414031673
snowlines,0.5900174141057861
snowlines,0.5949894186123094
snowlines,0.6030453111591672
snowlines,0.6270241166380345
snowlines,0.63815496773404
snowlines,0.648714310549376
snowlines,0.6621150774307935
snowlines,0.7817596500208335
snowlines,0.860040026728809
snowlines,1.0143581307932366
snowlines,1.145747065641957
snowlines,1.1747137752764438
rhomboids,-13.055970372659052
rhomboids,-12.577224699883557
rhomboids,-11.929320085818116
rhomboids,-11.527646396468887
rhomboids,-9.810245232029652
rhomboids,-9.596534418869542
rhomboids,-9.276607286989709
rhomboids,-7.663127159335717
rhomboids,-7.3351664692513205
rhomboids,-6.741421220578435
rhomboids,-5.965932357105997
rhomboids,-5.77978375102802
rhomboids,-5.5698764510971985
rhomboids,-5.316604044870836
rhomboids,-5.272128762733681
rhomboids,-5.227381419610319
rhomboids,-4.7182592608647855
rhomboids,-4.62457713414308
rhomboids,-4.507402954435653
rhomboids,-4.442585229324433
rhomboids,-4.37921788628738
rhomboids,-4.105907952432097
rhomboids,-3.5374302462876814
rhomboids,-3.5242387046401196
rhomboids,-3.411343531860797
rhomboids,-3.3069509458711126
rhomboids,-3.210405696715283
rhomboids,-3.0325086723960335
rhomboids,-2.9866193705490782
rhomboids,-2.973351353670157
rhomboids,-2.9674736362276324
rhomboids,-2.580852931532801
rhomboids,-2.580034385181442
rhomboids,-2.4770286855394783
rhomboids,-2.4711410774053775
rhomboids,-2.436209613816808
rhomboids,-2.4172661048184754
rhomboids,-2.2390790624186856
rhomboids,-2.193887912806739
rhomboids,-1.7735976581484059
rhomboids,-1.738716089437745
rhomboids,-1.7294043959702825
rhomboids,-1.1194602424440374
rhomboids,-1.0094541159511508
rhomboids,-0.9151337910705971
rhomboids,-0.7953503889238888
rhomboids,-0.7778593809712606
rhomboids,-0.7006845015826526
rhomboids,-0.6644127699854352
rhomboids,-0.5943475251093688
rhomboids,-0.28628893520517046
rhomboids,-0.1941786280518277
rhomboids,-0.1662521987444737
rhomboids,0.15511036458416905
rhomboids,0.3872466324190047
rhomboids,0.4755724824694053
rhomboids,0.5524126781296466
rhomboids,0.6359478232570809
rhomboids,0.8399739102211117
rhomboids,0.9795475704267075
rhomboids,1.167875633568
rhomboids,1.4508496794125356
rhomboids,1.6368472507696799
rhomboids,1.8693193368634464
rhomboids,1.9300321434377363
rhomboids,1.9964152360247238
rhomboids,2.0835414268017907
rhomboids,2.662937101099989
rhomboids,2.7705342731607794
rhomboids,2.8738838916257206
rhomboids,2.9606154039637755
rhomboids,3.4614320523872335
rhomboids,4.287071014778098
rhomboids,4.399086725333766
rhomboids,4.831936791378939
rhomboids,5.03661815474437
rhomboids,5.075299784492238
rhomboids,5.142864829016051
rhomboids,5.3116113754494
rhomboids,5.467003271495453
rhomboids,5.634998653954898
rhomboids,5.836578135222697
rhomboids,5.86020898369101
rhomboids,6.600697535248138
rhomboids,7.177528685393284
rhomboids,7.572618823120715
rhomboids,8.056791073846362
rhomboids,8.140546320571968
rhomboids,8.595423604317899
rhomboids,8.974712944285788
rhomboids,9.314883251840627
rhomboids,14.452405467059222
caramelisation,-1.9545735051755897
caramelisation,-1.6708864105354213
caramelisation,-1.5731437564468331
caramelisation,-1.4227043171140765
caramelisation,-1.407330511740398
caramelisation,-1.3696004513475015
caramelisation,-1.164559238384893
caramelisation,-1.0353495385977265
caramelisation,-1.023583618663239
caramelisation,-0.9649050385395521
caramelisation,-0.9152574596897614
caramelisation,-0.9077482458775584
caramelisation,-0.9012266293177054
caramelisation,-0.8511263032979222
caramelisation,-0.7824322219747468
caramelisation,-0.7586121291271386
caramelisation,-0.7205503989773442
caramelisation,-0.7147962351703238
caramelisation,-0.6331837852539749
caramelisation,-0.6209887339690463
caramelisation,-0.6157762756661855
caramelisation,-0.5392704602362937
caramelisation,-0.5285461335879443
caramelisation,-0.4860813388936957
caramelisation,-0.479814326980033
caramelisation,-0.464029253477288
caramelisation,-0.45931895716029225
caramelisation,-0.42849807183319627
caramelisation,-0.40264657087792877
caramelisation,-0.4004236822704375
caramelisation,-0.372795850028186
caramelisation,-0.34522871394495885
caramelisation,-0.2725624036710401
caramelisation,-0.25727053492566315
caramelisation,-0.25706224255424664
caramelisation,-0.245001954871923
caramelisation,-0.23248580862994483
caramelisation,-0.2134589899275566
caramelisation,-0.19187198461754715
caramelisation,-0.18994344157663032
caramelisation,-0.16432576792514797
caramelisation,-0.1642108487280574
caramelisation,-0.14354259508465003
caramelisation,-0.13824926680223407
caramelisation,-0.13755108474656105
caramelisation,-0.13317229486031512
caramelisation,-0.12734730184403845
caramelisation,-0.10214612629661982
caramelisation,-0.08614583677435514
caramelisation,-0.05022196932029416
caramelisation,-0.014673881591346092
caramelisation,-0.00811115332567702
caramelisation,0.006262399419821436
caramelisation,0.009111718178710645
caramelisation,0.024043784258802707
caramelisation,0.027980194390145516
caramelisation,0.06367305145862513
caramelisation,0.07293838706273355
caramelisation,0.07585424256051494
caramelisation,0.12581032236177742
caramelisation,0.13177321965190447
caramelisation,0.17880628356295902
caramelisation,0.1874237050936045
caramelisation,0.2206388729939872
caramelisation,0.22209110194848622
caramelisation,0.23095177547245976
caramelisation,0.2443286620337585
caramelisation,0.2585645703726632
caramelisation,0.27038005183771185
caramelisation,0.2710867926212249
caramelisation,0.3266678833297903
caramelisation,0.3299986487923347
caramelisation,0.3592286323891077
caramelisation,0.363798626103161
caramelisation,0.3727327240273983
caramelisation,0.38277887788440523
caramelisation,0.47159509290215673
caramelisation,0.49163233303179227
caramelisation,0.49222829430065307
caramelisation,0.5107083035041399
caramelisation,0.567972560771462
caramelisation,0.591189951579033
caramelisation,0.7060946211075243
caramelisation,0.7245112153991207
caramelisation,0.7253657331373251
caramelisation,0.7829601693110618
caramelisation,0.8432162771581384
caramelisation,0.8720946898656564
caramelisation,0.9064422466723923
caramelisation,0.9168567983689012
caramelisation,0.9419746951400045
caramelisation,0.9444777045127464
caramelisation,0.9979848479239237
caramelisation,1.0052310078836972
caramelisation,1.0411096955282562
caramelisation,1.04703374989089
caramelisation,1.0611357370925882
caramelisation,1.0997459714456657
caramelisation,1.1265151944013079
caramelisation,1.1570347817172197
caramelisation,1.240362201933141
caramelisation,1.3296340316482353
caramelisation,1.350146033506923
caramelisation,2.465430192517454
