augment,limey
filibusters,0.2133647627242327
filibusters,0.22365344123531256
filibusters,0.24988662410069612
filibusters,0.2611132503684542
filibusters,0.3409658757010893
filibusters,0.45498251036766646
filibusters,0.6847984452904476
filibusters,0.8531669479828361
filibusters,0.8576440468647634
filibusters,0.8815738383461563
filibusters,0.940096473174076
filibusters,1.0076159828028401
filibusters,1.0827810510524882
filibusters,1.236161169687539
filibusters,1.2900548904862184
filibusters,1.3884240820107379
filibusters,1.40831478841386
filibusters,1.4781864988439368
filibusters,1.5250621049357955
filibusters,1.5364472313627102
filibusters,1.7118442823482714
filibusters,1.714048974435022
filibusters,1.785441189394305
filibusters,1.924972028249733
filibusters,2.038601386581497
filibusters,2.113113584230995
filibusters,2.179792040947528
filibusters,2.212285807123601
filibusters,2.3280572139884317
filibusters,2.343339802730317
filibusters,2.382168892661541
filibusters,2.391400143933574
filibusters,2.68924391679681
filibusters,2.8644417541906595
filibusters,2.988586384672935
filibusters,3.114315510709528
filibusters,3.2350225896612437
filibusters,3.3543681373037955
filibusters,3.678363359944219
filibusters,4.45547518494562
filibusters,4.515198660707024
filibusters,5.052826893024769
filibusters,5.145646480434764
filibusters,6.111568284337989
filibusters,6.2602185136981205
filibusters,7.0129898225979685
filibusters,7.169918065499155
filibusters,7.4385166697742315
filibusters,12.556120810735099
lungers,-6.38116586825064
lungers,-6.2711387930233835
lungers,-4.438332318239613
lungers,-4.2532321658054855
lungers,-4.149816980672084
lungers,-3.8238807704084317
lungers,-3.4867650999716426
lungers,-3.407954832372511
lungers,-3.193970816266731
lungers,-3.063686653876016
lungers,-2.782619707670495
lungers,-2.704406640157297
lungers,-2.6148779152689374
lungers,-2.426652275959826
lungers,-2.4110043314250804
lungers,-2.336865006090264
lungers,-2.274944833485803
lungers,-2.091657578647691
lungers,-1.9576200710124625
lungers,-1.8993598334677086
lungers,-1.6749875350381682
lungers,-1.4566542871053603
lungers,-1.3933944139615784
lungers,-1.375994922261163
lungers,-1.3141863598186119
lungers,-1.2914534191535774
lungers,-1.2796063802699813
lungers,-1.2345658845004934
lungers,-1.202660200604244
lungers,-1.14445484910079
lungers,-1.0298800646972162
lungers,-0.9735910471250654
lungers,-0.9437363526150406
lungers,-0.935908772541929
lungers,-0.8906544535243803
lungers,-0.8734436254082936
lungers,-0.7798384120833877
lungers,-0.657760079789954
lungers,-0.6249412983189271
lungers,-0.5119349038690721
lungers,-0.4614129926275687
lungers,-0.3548655034270189
lungers,-0.3237928560835458
lungers,-0.2950958591686895
lungers,-0.25459442994130355
lungers,-0.11956061938942823
lungers,-0.11186243255168106
lungers,-0.0791068443351382
lungers,-0.015001713960540458
lungers,0.14086161858852073
lungers,0.17041028875869096
lungers,0.1934830302489063
lungers,0.2365007822718726
lungers,0.4563081748097549
lungers,0.4657615068903432
lungers,0.5647964235762329
lungers,0.6237858231518565
lungers,0.654874787892092
lungers,0.8091683306756418
lungers,0.8264815105245069
lungers,0.8267928575051963
lungers,0.8488507396426597
lungers,0.8858127294322066
lungers,0.931456481608339
lungers,0.9666516667919531
lungers,1.1601603652462185
lungers,1.2814870924049098
lungers,1.410072244041476
lungers,1.57551304404651
lungers,1.634199855040366
lungers,1.8414112885423581
lungers,1.860965102698896
lungers,1.959725704254938
lungers,1.967674134222082
lungers,2.0961469052726507
lungers,2.1033641779780563
lungers,2.121096343204069
lungers,2.3954657795836494
lungers,2.396783748026478
lungers,2.406858905483536
lungers,2.5236276195557834
lungers,2.531314180722663
lungers,2.5477554297576477
lungers,2.586891320283961
lungers,2.7566178345214887
lungers,2.779712728702828
lungers,3.3507009019622425
lungers,3.352462925224084
lungers,3.6679401767213364
lungers,3.9874071477691073
lungers,4.555704700208662
lungers,4.772043300703913
lungers,4.780944449771787
lungers,4.849741320781942
lungers,4.918462432755387
Judaea,-1.793820028509762
Judaea,-1.0733358511225057
Judaea,-1.011444642609566
Judaea,-0.9907383173365709
Judaea,-0.9133483101476194
Judaea,-0.8530566650655881
Judaea,-0.8426079235910815
Judaea,-0.7735898228309196
Judaea,-0.7295476088892208
Judaea,-0.7123310222172414
Judaea,-0.6880574775498847
Judaea,-0.6419646098100755
Judaea,-0.5866505087771161
Judaea,-0.5793246776928075
Judaea,-0.5778275843870695
Judaea,-0.5777599451259268
Judaea,-0.5305851303500048
Judaea,-0.49450802266616345
Judaea,-0.47553874479992564
Judaea,-0.45919902118851347
Judaea,-0.4583818961703689
Judaea,-0.45732162748157434
Judaea,-0.43931555596781174
Judaea,-0.4357700351773118
Judaea,-0.35624044455338855
Judaea,-0.3543989331704081
Judaea,-0.35225601524651684
Judaea,-0.3479844453575806
Judaea,-0.335981024417551
Judaea,-0.31435993309386273
Judaea,-0.3022497093718071
Judaea,-0.27218614682464903
Judaea,-0.24043887877746087
Judaea,-0.22214696528929906
Judaea,-0.17966825315638577
Judaea,-0.17716855116673932
Judaea,-0.170988828354113
Judaea,-0.12228880953214998
Judaea,-0.08166944907548
Judaea,-0.07525844694360859
Judaea,-0.03919427909269822
Judaea,0.013797731255287977
Judaea,0.01452255501408818
Judaea,0.01965125070214168
Judaea,0.06940449977396129
Judaea,0.08373001680831803
Judaea,0.08542633803455202
Judaea,0.12749931617293367
Judaea,0.14342773137076556
Judaea,0.17894792725361194
Judaea,0.21423811919609662
Judaea,0.22585754914073508
Judaea,0.23841426357150974
Judaea,0.24260268619817194
Judaea,0.2510728788758007
Judaea,0.2654011388738262
Judaea,0.302250957009373
Judaea,0.3103952019944282
Judaea,0.390479390118659
Judaea,0.41171116866873847
Judaea,0.42356571837080337
Judaea,0.44983496492392955
Judaea,0.45120641836813896
Judaea,0.4879059890902762
Judaea,0.49679631932567975
Judaea,0.5072687728378356
Judaea,0.5281959658654231
Judaea,0.5699854751252248
Judaea,0.659620003836157
Judaea,0.7229158417816436
Judaea,0.7425296604779897
Judaea,0.7473652209482482
Judaea,0.7695362484645958
Judaea,0.7803575690621327
Judaea,0.8021404273723928
Judaea,0.8318824743503088
Judaea,0.8397046321980698
Judaea,0.8612280828239209
Judaea,0.8719868224683303
Judaea,0.9364965639603096
Judaea,0.9401180796447558
Judaea,0.9793669202793824
Judaea,1.0002650473904977
Judaea,1.0076422781478958
Judaea,1.0174950445711015
Judaea,1.0541583291114536
Judaea,1.0688286379806886
Judaea,1.098855890079392
Judaea,1.2514341200573722
Judaea,1.3441714354237713
Judaea,1.6777053041956567
Judaea,1.829499658832249
Judaea,1.9406280912556229
Judaea,2.01969783135402
rhomboids,-13.555907746799651
rhomboids,-12.962123388407656
rhomboids,-9.790923055083535
rhomboids,-9.458905596723579
rhomboids,-9.047265592539759
rhomboids,-8.92977874845856
rhomboids,-8.651914208200862
rhomboids,-8.503574567397516
rhomboids,-8.143122773682014
rhomboids,-7.274206795750325
rhomboids,-6.801397877652468
rhomboids,-6.618707609369052
rhomboids,-6.132562339746415
rhomboids,-5.095441294406478
rhomboids,-5.066913278325834
rhomboids,-4.870538794814803
rhomboids,-4.4808365346733945
rhomboids,-4.353602805059703
rhomboids,-4.345725745256339
rhomboids,-3.6162850299599976
rhomboids,-3.578343149616745
rhomboids,-3.384048705917469
rhomboids,-2.459730227006421
rhomboids,-2.27531611865947
rhomboids,-2.232561557562813
rhomboids,-2.2128401637084805
rhomboids,-2.174338164636123
rhomboids,-2.0819688670270557
rhomboids,-1.7936225214145471
rhomboids,-1.7746820332642328
rhomboids,-1.2927931967214503
rhomboids,-1.2751135680993086
rhomboids,-0.8063446556047933
rhomboids,-0.614260109239165
rhomboids,-0.5727436482803955
rhomboids,-0.4620000234749625
rhomboids,-0.3172374565295394
rhomboids,-0.03398781222569646
rhomboids,0.0010105817905227117
rhomboids,0.12710077191540278
rhomboids,0.13705850322628782
rhomboids,0.20132764356310726
rhomboids,0.20251773902667491
rhomboids,0.28239697282228077
rhomboids,0.42680849054266334
rhomboids,0.4666630718943034
rhomboids,0.7316166774966162
rhomboids,0.7801358163437841
rhomboids,0.8011585256468411
rhomboids,1.0108747715734354
rhomboids,1.040752622160586
rhomboids,1.1565027793693454
rhomboids,1.525068210022038
rhomboids,1.867545165735455
rhomboids,2.330889543018075
rhomboids,2.3389893377130546
rhomboids,2.5332188608430024
rhomboids,2.832450456023862
rhomboids,2.9359271034667356
rhomboids,3.0248403420047443
rhomboids,3.2139245450287084
rhomboids,3.4115821902578425
rhomboids,3.604623906374984
rhomboids,3.682538832410614
rhomboids,4.052882133771194
rhomboids,4.272705041715055
rhomboids,4.346667637334612
rhomboids,4.500796217562687
rhomboids,4.719499582085326
rhomboids,4.813959111548712
rhomboids,5.0115756739626205
rhomboids,5.024258668438425
rhomboids,5.328699688400715
rhomboids,5.479400289946985
rhomboids,5.729357112962538
rhomboids,5.833620938125177
rhomboids,5.8620608416722835
rhomboids,6.205623487570739
rhomboids,6.225860961539975
rhomboids,6.552716866735406
rhomboids,6.594200678999931
rhomboids,6.855423114364574
rhomboids,7.0227782457700325
rhomboids,7.361227677511103
rhomboids,7.423196045839268
rhomboids,7.544062634596222
rhomboids,7.959864203244908
rhomboids,8.075640857859701
rhomboids,8.933861561094513
rhomboids,9.25655244705736
rhomboids,9.874205031023298
rhomboids,10.75641386502466
rhomboids,10.954915914623747
rhomboids,10.964018172599141
rhomboids,11.03231521061785
rhomboids,11.745552840626317
rhomboids,13.108153246841384
rhomboids,13.877456034494788
