effacement,limey
bull-tongue,0.18646638266638674
bull-tongue,0.20277576219142676
bull-tongue,0.22637513968599968
bull-tongue,0.24775250848604694
bull-tongue,0.2540194807722687
bull-tongue,0.27579921324052875
bull-tongue,0.323963671489507
bull-tongue,0.3742311152071285
bull-tongue,0.386364381397839
bull-tongue,0.445490866702798
bull-tongue,0.4861365041137262
bull-tongue,0.49611356971815324
bull-tongue,0.6144379725925413
bull-tongue,0.6598387768402884
bull-tongue,0.6711278276214763
bull-tongue,0.6782149768817788
bull-tongue,0.6965430577134812
bull-tongue,0.7569945465625414
bull-tongue,0.789684665019389
bull-tongue,0.8028812499844074
bull-tongue,0.8467699013470689
bull-tongue,0.92752409597357
bull-tongue,0.9505895191515472
bull-tongue,0.979800890035903
bull-tongue,1.0461468302221846
bull-tongue,1.0878960206813861
bull-tongue,1.133385541710758
bull-tongue,1.172076378875169
bull-tongue,1.2644028875730215
bull-tongue,1.2751688703357418
bull-tongue,1.2824727450976658
bull-tongue,1.3766081196910955
bull-tongue,1.4047747961852255
bull-tongue,1.5011091477999838
bull-tongue,1.5163329359890647
bull-tongue,1.5464882413677459
bull-tongue,1.5724826009457014
bull-tongue,1.6292115677822225
bull-tongue,1.6457397597000825
rhomboids,-4.013989370766137
rhomboids,-3.7322802402558404
rhomboids,-3.1427026912637843
rhomboids,-3.0648954211982264
rhomboids,-2.98849600216211
rhomboids,-2.719648412986774
rhomboids,-2.6940681847102983
rhomboids,-2.6481310353487992
rhomboids,-2.4659651504921567
rhomboids,-2.3794160184052133
rhomboids,-2.306184595956891
rhomboids,-2.1247081838273005
rhomboids,-1.992878148414816
rhomboids,-1.929198163918701
rhomboids,-1.912444533336751
rhomboids,-1.890902499968821
rhomboids,-1.8872102540025837
rhomboids,-1.861689465034079
rhomboids,-1.7767820407234063
rhomboids,-1.7296914851135168
rhomboids,-1.5846296062325356
rhomboids,-1.4802923858086168
rhomboids,-1.4097186616439938
rhomboids,-1.3462288003074925
rhomboids,-1.2895338611458342
rhomboids,-1.173341434951831
rhomboids,-1.0849524692288537
rhomboids,-1.041871323991053
rhomboids,-1.033361290303548
rhomboids,-0.9414431431204795
rhomboids,-0.9412630092034922
rhomboids,-0.8127792399649765
rhomboids,-0.7339229398770198
rhomboids,-0.6763502848636742
rhomboids,-0.6696820507667467
rhomboids,-0.6353373066611206
rhomboids,-0.5596017458147771
rhomboids,-0.5364492666533041
rhomboids,-0.5354429201437608
rhomboids,-0.47460530999298073
rhomboids,-0.46410220882754644
rhomboids,-0.43628731514501523
rhomboids,-0.38472863151191716
rhomboids,-0.28550385421751656
rhomboids,-0.2565242818303863
rhomboids,-0.1946782377994485
rhomboids,-0.10778219616982693
rhomboids,-0.10279754605220197
rhomboids,-0.055352347559173495
rhomboids,-0.042262134235200276
rhomboids,-0.01032965022061136
rhomboids,0.01615694109552457
rhomboids,0.021668543906542166
rhomboids,0.02483745802844298
rhomboids,0.09469552024145707
rhomboids,0.09549056806679673
rhomboids,0.1403913663431682
rhomboids,0.1976880905527849
rhomboids,0.21236183638615147
rhomboids,0.32556409017728727
rhomboids,0.34939347665784015
rhomboids,0.380021989921222
rhomboids,0.5379845999096792
rhomboids,0.5931033983780679
rhomboids,0.5992231294137923
rhomboids,0.6164377343361774
rhomboids,0.6330280386774247
rhomboids,0.715071945547357
rhomboids,0.7576465942117542
rhomboids,0.8144183721400521
rhomboids,0.8376326886544256
rhomboids,0.8991564549100483
rhomboids,1.0004106491639868
rhomboids,1.0818746608610756
rhomboids,1.183542512292381
rhomboids,1.2069504596673575
rhomboids,1.2296771178007833
rhomboids,1.3114143861189347
rhomboids,1.3329149536190328
rhomboids,1.3375371643009346
rhomboids,1.38616969634029
rhomboids,1.387523169882657
rhomboids,1.4783068954180685
rhomboids,1.4808329373821156
rhomboids,1.5020622181735954
rhomboids,1.592068305855694
rhomboids,1.625339282556576
rhomboids,1.6714920751253755
rhomboids,1.7518357867182508
rhomboids,1.8364781538120563
rhomboids,1.8434683870898818
rhomboids,2.008254231832396
rhomboids,2.08436358406716
rhomboids,2.099038944395547
rhomboids,2.1368628532501286
rhomboids,2.1514797726003616
rhomboids,2.1552132603660907
rhomboids,2.4088069400753094
rhomboids,2.6506580750274895
rhomboids,2.8272912027974724
rhomboids,2.987414198529872
rhomboids,3.210494658904019
rhomboids,3.273480370188423
rhomboids,3.610395847038869
rhomboids,4.592528071561009
azithromycin,-14.96682700867897
azithromycin,-14.237886143759328
azithromycin,-13.56997174521478
azithromycin,-12.822088094844569
azithromycin,-12.50556658192808
azithromycin,-12.363161279906086
azithromycin,-11.871959980906343
azithromycin,-11.411229306775684
azithromycin,-10.789531669750348
azithromycin,-10.242468433845737
azithromycin,-10.083931449704098
azithromycin,-8.778712285137303
azithromycin,-8.415979348861818
azithromycin,-8.03354738393034
azithromycin,-7.761887755386351
azithromycin,-7.701446276004326
azithromycin,-7.643389813360241
azithromycin,-7.603889890422146
azithromycin,-7.38566032640638
azithromycin,-7.202238171993338
azithromycin,-6.744219993625511
azithromycin,-6.433708977457453
azithromycin,-6.344361994716602
azithromycin,-6.281579929550758
azithromycin,-6.148863140882834
azithromycin,-6.0520264150960905
azithromycin,-5.982521503944736
azithromycin,-5.36111958969692
azithromycin,-5.273611348055543
azithromycin,-5.140798193479317
azithromycin,-5.035393790366721
azithromycin,-4.516240671748597
azithromycin,-4.264702654482472
azithromycin,-4.23831512435369
azithromycin,-4.052915909912542
azithromycin,-3.7310842158794006
azithromycin,-3.582223960691951
azithromycin,-2.961402913302822
azithromycin,-2.862935670168604
azithromycin,-2.726147527889994
azithromycin,-2.7157373870808312
azithromycin,-2.7042533636364467
azithromycin,-2.338652178658205
azithromycin,-2.1508230244077287
azithromycin,-2.103029780245146
azithromycin,-2.019969916698244
azithromycin,-1.9261752444314997
azithromycin,-1.6781679677086327
azithromycin,-1.6415976430533086
azithromycin,-1.5905802164058078
azithromycin,-1.4026679078000308
azithromycin,-1.3970643893914334
azithromycin,-1.3712872870173836
azithromycin,-1.1014605279679097
azithromycin,-0.8298685825677089
azithromycin,-0.8035964772110681
azithromycin,-0.7052215589193166
azithromycin,-0.2017868588536518
azithromycin,0.06962933701033333
azithromycin,0.08445002239434424
azithromycin,0.5254331039927175
azithromycin,0.7537543285912925
azithromycin,0.8474312506438308
azithromycin,1.2684772281230214
azithromycin,1.4896304509089753
azithromycin,1.7641593051152638
azithromycin,1.859841094339863
azithromycin,1.905093341309275
azithromycin,2.3355227077896354
azithromycin,2.466275419987035
azithromycin,2.898894640305578
azithromycin,2.9241868185243924
azithromycin,3.580670893229073
azithromycin,4.290313988841397
azithromycin,4.297488689778161
azithromycin,4.73355626211404
azithromycin,5.1922762202161055
azithromycin,5.326381367660593
azithromycin,5.42159276477685
azithromycin,5.540671456294158
azithromycin,5.760169716085912
azithromycin,6.092660337618037
azithromycin,6.213900448139091
azithromycin,6.269727956669941
azithromycin,6.318802945708155
azithromycin,6.637533847103258
azithromycin,6.724101527055783
azithromycin,6.9540136913402915
azithromycin,8.195223359756834
azithromycin,8.591520962490096
azithromycin,8.666573292002205
azithromycin,8.816001435521674
azithromycin,10.381855148562556
azithromycin,10.513439638998566
azithromycin,10.809646720745235
azithromycin,11.013557609663488
azithromycin,11.948607238137217
azithromycin,13.740098160823111
azithromycin,16.025206106411076
azithromycin,21.992179765134257
lungers,-10.228608418752028
lungers,-7.7786839907926835
lungers,-7.536345664243899
lungers,-7.479491977334363
lungers,-6.040826426520437
lungers,-5.759895119801177
lungers,-5.5561819022105405
lungers,-5.387796145819718
lungers,-5.058625503699492
lungers,-4.904890264840585
lungers,-4.853858948769644
lungers,-3.9042420190510714
lungers,-3.8498569918458614
lungers,-3.7469111870381
lungers,-3.496482073132531
lungers,-3.3054312528680505
lungers,-3.1835940943317724
lungers,-3.1104554931065493
lungers,-3.0992484647770775
lungers,-3.0601300290025173
lungers,-3.048719423592325
lungers,-3.02431581543214
lungers,-2.9963744594833406
lungers,-2.988407297596775
lungers,-2.8213392553872856
lungers,-2.6840458748535174
lungers,-2.603675664672442
lungers,-2.573120724922049
lungers,-2.5082546873456173
lungers,-2.325323944618102
lungers,-2.3167186812647724
lungers,-2.2684313578115827
lungers,-2.1268112560720285
lungers,-1.965695099167373
lungers,-1.914667937009303
lungers,-1.6972840025227243
lungers,-1.6844612287088019
lungers,-1.5687596723766024
lungers,-1.5119524750965072
lungers,-1.485209782919951
lungers,-1.3397738595908382
lungers,-0.9402055187411122
lungers,-0.881630440371832
lungers,-0.812404786499605
lungers,-0.7755562535927887
lungers,-0.6665889304559115
lungers,-0.5874887557950771
lungers,-0.5860620278941581
lungers,-0.5323601799766888
lungers,-0.481141016576689
lungers,-0.393201694059013
lungers,-0.3150041250166641
lungers,-0.307589438315142
lungers,-0.2236458483205523
lungers,-0.16831314025480035
lungers,-0.1112226868394897
lungers,0.03241045596116107
lungers,0.23166509763753626
lungers,0.5093729075300129
lungers,0.8835677798893407
lungers,0.9542794577153454
lungers,1.151219382254274
lungers,1.7706820308492164
lungers,1.786370490636706
lungers,1.8615763387354365
lungers,2.083263211671252
lungers,2.203279113060477
lungers,2.474463920750563
lungers,2.538494602748839
lungers,2.6197511824670077
lungers,2.661686643780135
lungers,3.010275376202525
lungers,3.1225486154618034
lungers,3.166432984802475
lungers,3.2610165558134456
lungers,3.352087745059179
lungers,3.4377303073154977
lungers,3.5542994442820053
lungers,3.675575506618188
lungers,3.710060230246219
lungers,3.7217131713172202
lungers,3.8010436194182033
lungers,3.8886747531907093
lungers,3.9157711315207417
lungers,3.9181484564040585
lungers,3.928517667195681
lungers,4.519321509895254
lungers,4.581055891955387
lungers,4.860377129256684
lungers,5.611808107433918
lungers,5.846883649843355
lungers,5.891693185414647
lungers,6.020892010947827
lungers,6.079190506462444
lungers,6.311074217173217
lungers,6.708745659555062
lungers,6.798594974901365
lungers,7.0373323708721784
lungers,7.432374459883052
lungers,7.521278220084352
cytopenias,-15.584813800910721
cytopenias,-11.499288610190682
cytopenias,-10.95930367210152
cytopenias,-10.572579958184384
cytopenias,-10.32192803081287
cytopenias,-10.220032292338583
cytopenias,-9.087135940924362
cytopenias,-8.47400913057402
cytopenias,-8.16018496054474
cytopenias,-8.148050473401977
cytopenias,-7.99250074330427
cytopenias,-7.667821767964165
cytopenias,-7.546640473137845
cytopenias,-7.381861162939155
cytopenias,-7.246979867637619
cytopenias,-7.1824199761956775
cytopenias,-6.783688217483197
cytopenias,-6.686204296970222
cytopenias,-6.611455289895019
cytopenias,-6.517942200989018
cytopenias,-6.482877452628666
cytopenias,-6.430741249205213
cytopenias,-6.331401510833647
cytopenias,-6.1251045510119555
cytopenias,-6.100911226759795
cytopenias,-5.923804178329704
cytopenias,-5.897085913895731
cytopenias,-5.765247001327
cytopenias,-5.170978582442794
cytopenias,-5.121883642357391
cytopenias,-4.818954507821477
cytopenias,-4.52578100060607
cytopenias,-4.114500102041166
cytopenias,-3.23750287443186
cytopenias,-2.8620291530169113
cytopenias,-2.7182297839080265
cytopenias,-2.4709883510740016
cytopenias,-2.061150616428685
cytopenias,-2.055495154204599
cytopenias,-1.2504994648200796
cytopenias,-0.8490544354193525
cytopenias,-0.7865115776394614
cytopenias,-0.3139197541120586
cytopenias,-0.018204567576118585
cytopenias,0.25596210812077075
cytopenias,0.6616695690061332
cytopenias,0.7172552503713384
cytopenias,0.7192962929565814
cytopenias,0.7903763138992301
cytopenias,1.0138372694077304
cytopenias,1.147988092075779
cytopenias,1.3590880764724635
cytopenias,1.4391517585623428
cytopenias,1.4412890107172824
cytopenias,2.00251228573648
cytopenias,2.0108573324599996
cytopenias,2.312802689365262
cytopenias,2.69526254159282
cytopenias,2.731943884816333
cytopenias,2.814498228712478
cytopenias,2.8861183523569665
cytopenias,3.0290089395300455
cytopenias,3.0787771552920464
cytopenias,3.1126562758777974
cytopenias,3.4777040636937806
cytopenias,3.7739038443437085
cytopenias,3.8208002033138815
cytopenias,3.8442230674534894
cytopenias,3.8696239734639852
cytopenias,3.886530374858553
cytopenias,4.083652589944386
cytopenias,4.172200246399728
cytopenias,4.251635297395675
cytopenias,4.66028434495791
cytopenias,5.100240384835812
cytopenias,6.464528660092441
cytopenias,6.466932159591244
cytopenias,6.640949235904055
cytopenias,7.0625435297856685
cytopenias,7.107057362956362
cytopenias,7.6138229497873375
cytopenias,7.641578556956735
cytopenias,8.10992732199444
cytopenias,8.778075406492054
cytopenias,9.511271263058818
cytopenias,9.805574267657551
cytopenias,10.411582590219382
cytopenias,10.699031917111007
cytopenias,11.463697664341646
cytopenias,11.506300766677969
cytopenias,11.717078486621519
cytopenias,11.794745706980242
cytopenias,12.841547859572554
cytopenias,21.909390246156637
