x_augment,y_augment,x_fluor-spar,y_fluor-spar,x_spies,y_spies
-0.858,-7.884,2.653,20.400844959800303,0.798,-16.087176379484927
-0.071,24.377,2.322,18.898908892467638,-3.114,18.479664028294142
3.258,-14.656,-3.08,-4.945003751525093,2.561,5.646907085712388
-2.559,34.265,1.522,-7.648538098237448,-0.279,18.48327157261641
2.48,14.279,-14.245,8.381736212462151,15.916,15.04400661081107
-0.859,-9.084,-2.331,-12.081145858706805,2.706,14.621453354949992
-4.154,9.046,-2.802,-2.1371964545845703,9.137,8.809843959361459
-0.903,-6.239,-3.779,-3.6538878008894327,-8.589,7.669135476487776
1.571,-15.076,-14.045,8.667450204185633,-4.296,-5.891782848082004
-3.643,-19.101,-4.713,-5.170358248680009,-0.534,14.12319829207111
0.809,-16.674,0.494,-9.812618489565676,0.848,-1.2005147995549539
-1.438,-9.975,1.363,4.343315099991375,2.479,-7.506429533182724
0.167,-9.123,0.323,3.2112193351124403,8.679,12.38174962262734
-4.576,27.618,-6.044,20.864453997383986,-0.572,11.848197810887722
-0.525,10.06,-5.32,-5.988458740139087,-0.134,2.9957180823692866
-0.103,24.834,0.465,11.188917689883631,-15.098,15.185215334924361
0.831,-48.159,-1.15,-14.70511751867193,15.437,-8.419732946740702
-1.855,54.356,1.666,-10.209374098909649,4.564,13.058285076809089
0.672,15.503,-0.298,-10.314450587487398,-0.258,5.318174217211063
-0.297,9.249,2.156,5.2298087617743185,0.227,-15.998306439139341
-3.834,-2.157,10.188,0.32338390530225425,-4.545,9.4675916985611
7.035,-19.204,-0.097,-20.46586082808576,-1.999,11.058066101432921
-6.485,17.239,1.279,-8.922140414347941,2.038,-9.43252441047486
-4.076,13.254,-1.195,14.381098194853056,-0.517,-15.873688988002154
-2.848,-2.66,0.124,-1.0678433716429803,0.336,-1.0555465409078415
16.714,-0.126,-6.395,-2.1583246269844225,-2.411,2.4479210742523354
-8.084,8.971,-4.468,-8.473267629341464,-0.941,-39.85248915226842
5.445,-3.894,-8.364,-4.247363917383612,-1.373,3.9059385030170644
-0.149,9.481,-1.109,-16.171873390348562,-1.58,-0.8141345260296498
-0.79,-17.768,-1.85,-6.178924424048702,11.169,-20.829708636452594
-6.838,-9.82,-6.852,-3.598799319392747,-1.787,0.9317081390784736
0.244,21.244,-3.756,-9.14216776902295,0.002,18.652171163201576
4.836,32.035,-4.49,10.6763725506941,4.556,11.174932530636939
-7.066,16.438,0.776,15.645205408296095,1.566,22.54344970717628
7.489,-9.898,-0.58,5.759888684470343,-2.659,26.933211382674468
-0.289,-21.719,3.033,8.20091237580669,-1.988,15.601843325187447
2.873,27.441,8.121,-10.639234136216954,-3.681,19.07350931533561
-10.71,-27.659,-17.75,-24.5237826815666,-7.2,-14.816763196816982
-0.726,16.933,1.092,-3.252584302484201,2.273,-23.944702818140453
16.69,-27.527,-0.162,-19.61075611950772,-2.809,17.496998977918228
15.446,9.913,7.294,-13.560269454903606,7.976,16.894485882898337
7.299,-14.622,-10.773,-13.180784577224975,0.587,6.442422212698759
3.906,19.105,-0.525,-2.4381703853770014,1.413,4.891722347533496
-2.769,11.298,-0.693,1.640758583250562,-1.756,-7.083438409452845
-4.978,5.481,4.467,-0.7133451574623555,-0.866,-15.444729720631962
1.44,-9.458,2.921,-7.8057358547571845,2.177,50.3503380516772
-0.555,21.629,-0.893,7.2379676454812065,-7.853,9.085663429132026
5.915,-16.54,-0.41,10.470870751544078,0.885,-20.96994133085156
-0.523,3.026,-1.606,-10.094177206745085,0.136,-4.486378896805365
-0.409,1.037,-0.077,-7.993516195232828,-0.886,0.8226971768186578
-7.202,13.938,-14.545,5.248196813907207,-0.726,15.716459102841162
7.971,6.324,4.789,8.997660975216458,-6.568,25.63220786832493
-2.908,32.299,-7.253,1.179659772390976,9.657,1.8239691624127814
-4.666,-28.507,0.517,-0.454403324553585,1.8,-6.282493429901132
-0.429,21.294,4.173,-5.681127448974601,0.458,4.346804555268056
-7.526,-19.794,-7.171,16.01641663907933,0.414,-23.78420713362087
-3.062,4.417,0.082,-5.5158932088350765,-1.638,12.74856704046331
14.403,22.489,0.853,0.3316121276457553,-4.329,8.737480547438771
6.985,-27.308,1.675,14.849453373909146,2.789,23.376363047271482
1.695,-20.927,0.949,12.859325964527427,0.139,9.739971181501279
-9.346,25.274,-3.123,12.461681355869134,-2.478,2.2869506434374234
-4.057,2.61,2.742,5.535033681304407,-0.569,10.275174321236618
-2.232,14.461,-0.714,-0.4842914753307008,3.061,20.46899969509061
2.015,39.879,3.257,-26.678952716243312,14.213,-4.901108086693487
-5.334,-17.573,-1.152,-9.08259489213589,1.498,-19.756316714271474
0.581,-0.667,8.753,11.529056160372642,5.626,8.450204241827269
-2.071,-13.496,-11.299,8.324427720559363,-3.47,-1.4343564282653318
21.263,-3.68,8.195,19.5878554818039,2.532,40.35755493890624
2.05,-15.545,-11.109,7.409834595817728,-0.931,11.08318117866542
-8.043,25.806,0.519,-15.56426246877909,-0.09,8.152313257942819
-2.353,9.019,-1.938,-18.969200211596768,3.625,-29.697357760998443
-1.124,-16.34,-0.41,-15.03510222519039,-2.272,-3.9462353477969216
3.976,22.828,-0.038,-6.1648364325611755,8.065,11.315590212794458
-3.892,-12.119,8.409,-21.89175079136171,-0.297,5.612978969355655
-0.75,0.277,-4.41,-39.80006209257707,-4.491,15.511492378046476
-8.214,56.22,7.895,-43.83548420038737,-1.851,20.35770180258137
-10.923,33.846,-2.045,-6.570156681156371,1.078,-8.43934781371322
-2.911,5.112,-12.815,-17.949907449314278,1.983,-1.713539163113826
-0.156,12.922,0.32,-19.04805480141569,-4.724,4.325027117550252
0.358,2.785,-11.023,-1.2930034837941413,2.494,12.344240892714001
-19.675,19.036,4.788,2.5288666336216203,11.54,-1.2700368478835273
3.728,8.296,-1.526,-8.736866516653192,-2.689,-5.578482581008685
-1.645,-14.8,8.317,4.114245819407704,-2.497,10.621025161117128
-0.126,19.61,-1.534,11.326727661956431,1.227,-12.409894305621638
5.522,-16.388,4.884,3.683064423885626,-0.843,16.574223375888014
-1.766,26.376,-10.195,20.655239575291002,-0.023,-25.14042518263151
0.079,-8.859,-1.869,9.133242767748312,-4.797,0.9608840401718295
0.902,-8.388,-1.225,8.662382180441528,-0.074,31.808359925058106
3.819,24.466,-6.482,14.351107404431776,-2.363,-7.838721547373518
13.314,-16.803,0.004,15.860047223492234,1.667,-12.555499407241104
-0.311,-22.287,-20.131,0.8565153285391327,2.495,-14.250434097194137
-1.089,27.292,2.458,-10.487021098502794,-8.783,10.05714896164265
8.754,-0.953,-7.326,20.15129364981062,0.596,5.0221277046146735
4.808,-2.053,-5.129,1.925081400552524,-1.333,-26.788121634983256
4.652,4.031,1.425,-0.2631469617828106,1.991,1.048390427720392
-15.074,2.978,2.963,-0.4556796229064126,9.247,7.519506177735047
24.111,-48.626,7.954,-6.409600967011993,4.902,-29.589046940219866
-2.372,-16.254,-6.222,11.94397845617117,-0.488,-28.089261388026813
14.708,0.639,5.014,1.7360828554275525,-6.384,-17.88884250331164
8.449,11.012,-0.431,-1.4788692820453369,2.908,7.916623481052092
-5.096,-26.193,-3.228,6.344011835434335,-6.589,12.291385006469405
-0.644,-15.799,0.813,-3.9475620379976846,1.361,-23.907567907010467
3.4,27.53,-1.155,-12.102502035434075,-2.032,-8.497254159773108
-8.433,3.146,-1.239,23.97112705624658,-7.885,0.9136702845611381
-0.03,-4.891,0.082,5.375786439753549,4.3,-6.677450899185019
2.094,32.608,0.052,-9.553329834314324,5.585,23.67038740991974
12.03,-9.708,0.103,1.4683525108165167,-7.354,-12.575176876417494
0.346,-3.121,-0.4,-21.17402225775333,2.372,-17.23268871885378
-2.291,40.167,-0.414,10.344581089480826,1.469,25.608546777064202
-3.438,-0.951,-4.042,2.4999126317575024,-0.838,-32.124051498826475
-0.832,5.548,-3.978,-13.785331069191969,1.204,-3.8066328285079214
0.569,-3.243,13.247,-7.226242490472717,-6.974,-16.032285863092877
4.312,-6.318,2.878,-5.175094722575869,6.886,18.931021657879512
-0.203,-8.503,-1.099,7.2200000146376455,-7.579,22.626536942377065
-11.522,6.588,2.227,0.16283732435268927,4.062,5.575245772797864
-0.0,-16.25,0.328,15.148004440919102,14.641,16.47041132262165
-1.21,9.478,1.112,4.180237851925174,0.208,7.973001193718957
0.235,-8.235,2.076,-1.7196771975197733,-23.3,-0.6527413132445954
-3.557,15.424,-11.051,16.038596324142066,5.98,-18.725896591194378
5.187,-25.57,3.342,-20.69417274689091,-0.439,-19.32831268796977
-0.843,-2.303,3.52,6.92663972854409,-10.169,-11.180920309062948
10.528,-5.408,-3.19,10.20480790859087,-6.288,34.793621671958675
8.034,47.338,-0.971,11.308148455858737,4.232,30.665794940096166
0.504,-25.637,0.268,4.860613092366762,0.668,-20.316146408446606
-1.397,-9.557,0.16,1.793129720557661,-0.295,-18.249239448713674
-3.645,43.437,-2.368,24.915458432000044,0.007,-24.47985941236008
14.125,30.076,7.364,-4.760830712948531,-5.3,-18.956540357288198
-5.528,-33.707,4.009,8.751341290040894,-8.731,-14.272830411813647
0.878,15.068,-4.464,8.29358328311066,-3.693,-30.640978144004837
-2.517,-10.174,17.87,-18.818530656951083,0.981,1.6764084019205294
0.704,-29.984,-3.709,10.079154326537356,0.995,-7.86089209444095
-8.997,14.462,2.424,-9.823497433962276,5.622,6.921100013313172
1.261,5.934,2.258,7.645760279036226,3.448,29.76637389500489
