limey,cytopenias
perennibranch,0.7094286136595098
perennibranch,0.7983405561049677
perennibranch,0.827326130272236
perennibranch,0.8641452103628119
perennibranch,0.877310782456042
perennibranch,0.9035511953903654
perennibranch,0.9277549299595896
perennibranch,0.9634399390632691
perennibranch,0.9949155836350703
perennibranch,1.0723036702477275
perennibranch,1.1084471905344615
perennibranch,1.1441160281935001
perennibranch,1.1552719317374018
perennibranch,1.186907472976574
perennibranch,1.2490623435333292
perennibranch,1.2582089323242607
perennibranch,1.5224984388293203
perennibranch,1.9902497563416846
azithromycin,-8.698932766206024
azithromycin,-8.17229378332655
azithromycin,-8.139269331497026
azithromycin,-7.89683276941923
azithromycin,-7.762783814930645
azithromycin,-7.561952336551334
azithromycin,-7.411067799858943
azithromycin,-5.855776755920575
azithromycin,-5.454696200387613
azithromycin,-5.2954191719806385
azithromycin,-5.2570195628010055
azithromycin,-5.168138295696506
azithromycin,-4.391184477627236
azithromycin,-4.2742288560127415
azithromycin,-4.203937305640118
azithromycin,-3.9457538014866778
azithromycin,-3.583778308780635
azithromycin,-3.4904577021596013
azithromycin,-3.245463964349276
azithromycin,-3.2261591873125277
azithromycin,-2.700728680147023
azithromycin,-2.5565303649334097
azithromycin,-2.437718914115594
azithromycin,-2.4132548684308897
azithromycin,-2.304717572717954
azithromycin,-2.289173763475896
azithromycin,-2.2297579339838944
azithromycin,-2.1515825844267846
azithromycin,-1.9425761510756019
azithromycin,-1.9394135400811015
azithromycin,-1.9257993714107438
azithromycin,-1.6827808349515203
azithromycin,-1.5651626799475686
azithromycin,-1.4198946736146114
azithromycin,-1.2926738488263676
azithromycin,-1.1574218611580434
azithromycin,-0.9899154921635002
azithromycin,-0.6311106770877725
azithromycin,-0.5878684007976905
azithromycin,-0.5703122740300867
azithromycin,-0.4898857559008147
azithromycin,-0.30065420596857884
azithromycin,0.007890806515573072
azithromycin,0.1673359896297754
azithromycin,0.3400322778140999
azithromycin,0.552551771998683
azithromycin,0.6052472443459509
azithromycin,0.6577263742592817
azithromycin,0.8891152052348937
azithromycin,0.9549784471072169
azithromycin,0.9587360108833158
azithromycin,1.543671251581352
azithromycin,1.5660741619892582
azithromycin,1.6140790418241666
azithromycin,1.7999187029215342
azithromycin,1.8630127834650314
azithromycin,2.0740849843165883
azithromycin,2.1286695912823244
azithromycin,2.133276323177834
azithromycin,2.189620924554084
azithromycin,2.259595779293993
azithromycin,2.347632195963757
azithromycin,2.3946933157691968
azithromycin,2.4425612897742743
azithromycin,2.596364740231878
azithromycin,2.5987483982823836
azithromycin,2.692089801560648
azithromycin,2.7295851506744393
azithromycin,2.862642096060701
azithromycin,2.889029735857597
azithromycin,2.9155286106955156
azithromycin,2.9611247387823334
azithromycin,3.0601692866350967
azithromycin,3.1743764555809872
azithromycin,3.1939924825798367
azithromycin,3.2706783078790735
azithromycin,3.503397309197221
azithromycin,3.5154988669171763
azithromycin,3.644833057308155
azithromycin,3.7874297016513285
azithromycin,3.8254821090780964
azithromycin,3.9861847122113945
azithromycin,4.068180809427803
azithromycin,4.930493720096862
azithromycin,5.269386348684423
azithromycin,5.295492670098796
azithromycin,5.695254318325865
azithromycin,6.634701794421997
azithromycin,7.53470124291695
azithromycin,8.038263219237733
azithromycin,8.381101717943542
azithromycin,8.910538962782262
azithromycin,9.659459647694332
augment,-18.94166274039196
augment,-14.951636952702472
augment,-14.472162858228687
augment,-13.406015456180288
augment,-12.395029148713201
augment,-11.499784818224049
augment,-11.409385410983539
augment,-9.290717422262237
augment,-9.247449983824318
augment,-8.410385158465909
augment,-8.177712146442884
augment,-7.7452129574604145
augment,-7.7364794493932765
augment,-7.6060459349776295
augment,-6.898765461257266
augment,-6.68684741657699
augment,-6.600107403307519
augment,-5.5890139545064885
augment,-5.3162818206297615
augment,-4.031379743215611
augment,-3.9122461962480926
augment,-3.80548129915999
augment,-3.6782876518075165
augment,-3.2619772514260688
augment,-3.226005698187632
augment,-3.037362369952675
augment,-2.8862579420625227
augment,-2.643282086513492
augment,-2.422721798306055
augment,-2.0371719213653545
augment,-1.5055411080985834
augment,-0.42497839828231715
augment,-0.38621685646744763
augment,0.3073537966682956
augment,0.5147217303230378
augment,0.910769813479707
augment,1.033810831961595
augment,1.0390768594827164
augment,1.1705313590553712
augment,1.2159942049875199
augment,1.9079392295198287
augment,2.1192691470388967
augment,2.2640732462623467
augment,2.496301252291179
augment,2.6057664503060725
augment,2.660789631138107
augment,2.91568351658691
augment,3.048601131757521
augment,3.5273308633035607
augment,4.163183322868217
augment,4.318963499309528
augment,4.518549171731458
augment,4.63384375769199
augment,4.748745439190801
augment,4.806826910832491
augment,5.115842571151285
augment,5.144471440789082
augment,5.325791250559695
augment,5.524378484143231
augment,6.00736814876359
augment,6.080241573717276
augment,6.295261135513628
augment,6.461286779397713
augment,6.693225230427452
augment,6.864781482215854
augment,6.872252408552682
augment,6.937909492911633
augment,7.22637480709395
augment,7.276504432442709
augment,7.551116685296601
augment,7.662354257773113
augment,7.732937197584144
augment,7.871208438016569
augment,8.53765355419702
augment,8.599711694028631
augment,8.653285397415134
augment,9.801432707088805
augment,9.943289767216282
augment,9.974150302331509
augment,10.627466073111325
augment,11.018970930713673
augment,11.671806623169337
augment,11.965041317397029
augment,12.013929346520879
augment,12.165528283039437
augment,12.979312403709514
augment,13.016623458656989
augment,13.06610645952236
augment,13.071627939303026
augment,13.879791420746287
augment,16.8335082456095
augment,16.951639495160396
augment,17.062482941521015
augment,19.95140766737327
bull-tongue,-5.318558597056531
bull-tongue,-4.899925627073088
bull-tongue,-3.825806237539734
bull-tongue,-3.229934444840543
bull-tongue,-3.0656963487680957
bull-tongue,-2.785188530217587
bull-tongue,-2.6641148467793094
bull-tongue,-2.604721941035294
bull-tongue,-2.580149624170373
bull-tongue,-2.4954798744955635
bull-tongue,-2.4630079378232983
bull-tongue,-2.4463179947780116
bull-tongue,-2.385831909128011
bull-tongue,-2.341676508704667
bull-tongue,-2.1839001330338337
bull-tongue,-2.1659257850888984
bull-tongue,-2.164819402576754
bull-tongue,-2.1165212673705986
bull-tongue,-1.9231934820442336
bull-tongue,-1.9135740277845845
bull-tongue,-1.8980200408367425
bull-tongue,-1.7495063529635875
bull-tongue,-1.7153614158012427
bull-tongue,-1.6740340770132798
bull-tongue,-1.6024250850657191
bull-tongue,-1.5814727763101104
bull-tongue,-1.464491643474498
bull-tongue,-1.3926625649894868
bull-tongue,-1.3639938714732183
bull-tongue,-1.2867600271077517
bull-tongue,-1.2742862199183775
bull-tongue,-1.1883492781130227
bull-tongue,-1.0996980024000942
bull-tongue,-1.065941457440836
bull-tongue,-1.046061937385566
bull-tongue,-0.9581115033975602
bull-tongue,-0.9487778155168721
bull-tongue,-0.8979878753537731
bull-tongue,-0.8669313389926974
bull-tongue,-0.8008904197700046
bull-tongue,-0.788342853714528
bull-tongue,-0.6826748876208344
bull-tongue,-0.6311621179163469
bull-tongue,-0.6193838746970679
bull-tongue,-0.5575478462296455
bull-tongue,-0.4812870568692318
bull-tongue,-0.4603104145828982
bull-tongue,-0.4402348988291008
bull-tongue,-0.4393735173991322
bull-tongue,-0.37515630959792967
bull-tongue,-0.29871680266664347
bull-tongue,-0.24107841723091009
bull-tongue,-0.2245433301822721
bull-tongue,-0.17567379359711183
bull-tongue,-0.03442224950830026
bull-tongue,-0.029652412616679235
bull-tongue,-0.009516301019867428
bull-tongue,0.05931108064067674
bull-tongue,0.07330953271519981
bull-tongue,0.10940312565165938
bull-tongue,0.14424369496880235
bull-tongue,0.1483825783338745
bull-tongue,0.1688077101363307
bull-tongue,0.19805780528956662
bull-tongue,0.2073055716661939
bull-tongue,0.2270395749983649
bull-tongue,0.36539618451363115
bull-tongue,0.4113329129708291
bull-tongue,0.43712031551307085
bull-tongue,0.5544019493591618
bull-tongue,0.6314148111205802
bull-tongue,0.6724957268114572
bull-tongue,0.7187975669382379
bull-tongue,0.7227785503528233
bull-tongue,0.8241920223785959
bull-tongue,0.8323442943972702
bull-tongue,0.8880812157518783
bull-tongue,1.0428097081390009
bull-tongue,1.0760165587013142
bull-tongue,1.1146190271307987
bull-tongue,1.2325926745705058
bull-tongue,1.278467061364184
bull-tongue,1.2911026454385364
bull-tongue,1.475503714389791
bull-tongue,1.5237439378272388
bull-tongue,1.549309446582701
bull-tongue,1.8279579657195693
bull-tongue,1.8922101078890194
bull-tongue,1.9083927873772255
bull-tongue,1.9798751362075317
bull-tongue,2.0330583290434507
bull-tongue,2.0393594360205065
bull-tongue,2.0466186131848683
bull-tongue,2.1859317459986243
bull-tongue,2.28616755237989
bull-tongue,2.3079869236801325
bull-tongue,2.471514379186326
bull-tongue,2.5220607575241805
bull-tongue,2.5287609698621965
bull-tongue,2.9685565685082236
bull-tongue,3.1379797939390706
bull-tongue,3.249223129323587
bull-tongue,3.306731724800331
bull-tongue,3.3912731855161655
bull-tongue,3.415604491823765
bull-tongue,3.416476067533151
bull-tongue,3.477065416846816
bull-tongue,3.901269438446201
bull-tongue,3.9869457751759234
lungers,-15.19859030740461
lungers,-13.353651659710156
lungers,-10.42225290936413
lungers,-10.095303802661675
lungers,-9.967272049556808
lungers,-9.670053506676629
lungers,-9.096851610207619
lungers,-8.97564330264803
lungers,-7.977912843005377
lungers,-7.755466595245612
lungers,-7.468339837980198
lungers,-6.508439897123006
lungers,-6.324938937834188
lungers,-5.844468375382611
lungers,-5.646370664837718
lungers,-5.2645417898958105
lungers,-5.207256767443589
lungers,-5.157399273725294
lungers,-4.627410140035902
lungers,-4.5209824095172335
lungers,-4.37148952112235
lungers,-4.0730160958703765
lungers,-3.803646355226659
lungers,-3.4355452953526666
lungers,-2.758630932842661
lungers,-2.2128366643750503
lungers,-2.122991066538234
lungers,-2.1011491104850997
lungers,-2.017034356470961
lungers,-1.7372745488550991
lungers,-1.5244143735606888
lungers,-1.4998889913869573
lungers,-1.2733438427867945
lungers,-0.6331708869892579
lungers,-0.5540502349931747
lungers,-0.4198422496083064
lungers,-0.2433920960729227
lungers,0.24548197870522798
lungers,0.342039365841738
lungers,0.5609004318215336
lungers,0.6831749390291287
lungers,0.7053130301797448
lungers,0.8201524182863521
lungers,1.2739635902052062
lungers,1.368144203678246
lungers,1.4847561898023798
lungers,1.679005138833561
lungers,1.704758668659906
lungers,1.7606912694105727
lungers,2.155380041686482
lungers,2.195236637612897
lungers,2.231128878286147
lungers,2.443612000411235
lungers,2.4941830609020403
lungers,2.727057779609251
lungers,2.7763849155735616
lungers,3.1605638518774173
lungers,3.650014495972206
lungers,4.291148359156709
lungers,4.453248772186301
lungers,4.531138503381041
lungers,4.626987988692865
lungers,4.640955473706641
lungers,5.112509848615264
lungers,5.161015535066036
lungers,5.177506116127337
lungers,5.364894424638519
lungers,5.487269570036424
lungers,5.551098063336757
lungers,6.913402524323367
lungers,7.26931057007089
lungers,7.463376999172384
lungers,7.570495406036015
lungers,7.585731173948045
lungers,7.669604839867428
lungers,7.948921384512862
lungers,8.606988528702297
lungers,8.757907398501551
lungers,8.99037291526041
lungers,9.517118953577643
lungers,9.556271946133847
lungers,9.830769212884922
lungers,10.320495120434725
lungers,10.603920020062988
lungers,10.708599786028628
lungers,11.100805148183223
lungers,13.375300310243746
lungers,16.333642590555066
lungers,17.087287272857726
lungers,19.42563661871826
