substitutes,fluor-spar
augment,84.81692166666157
augment,89.32464665254643
augment,90.04434698787935
augment,84.76816907407533
augment,86.87190596406424
augment,78.48121576375912
augment,83.6918465724397
augment,89.23510902399377
augment,85.90951231456907
augment,83.92248847473924
augment,86.35588785510554
augment,83.37267382357845
augment,79.07158789658361
augment,85.33092360558952
augment,86.25129629254492
augment,82.34630185079583
augment,84.61546120743677
augment,85.26104023489914
augment,82.53456850037253
augment,82.35843514261524
augment,85.48878538435366
augment,84.87250978163522
augment,80.89421126196294
augment,83.83903267692736
augment,82.96673848992754
augment,82.92641098584247
augment,88.0322808799431
augment,85.68454686986522
Judaea,94.39651668724024
Judaea,94.51089074939459
Judaea,97.98691238762044
Judaea,90.72118923027006
Judaea,98.47916067844736
Judaea,92.54300980102587
Judaea,93.6106992080069
Judaea,98.62217191162706
Judaea,91.5451146126975
Judaea,96.75029219296967
Judaea,99.9552323692803
Judaea,99.57956476840889
Judaea,93.3490278028829
Judaea,97.02471848427408
Judaea,98.06085825888681
Judaea,99.20397754189018
Judaea,89.24126907772198
Judaea,95.0257721778701
Judaea,94.52957820777868
Judaea,101.0594477378982
Judaea,102.81056538286363
Judaea,91.91467188389149
Judaea,97.35000357041972
Judaea,98.98199597943619
Judaea,92.9389374905536
Judaea,100.48077668036164
Judaea,95.22567353661522
Judaea,93.43525734829305
Judaea,100.80603642923013
Judaea,95.99903166756188
Judaea,99.62493461197504
Judaea,91.4945815519201
Judaea,101.319478995185
Judaea,99.3134197804105
Judaea,96.4810997670181
Judaea,97.5163961380181
Judaea,93.90387353873882
Judaea,94.83273618990114
Judaea,92.97934286224925
Judaea,96.49205868643723
Judaea,95.27067919524715
Judaea,98.27769636139891
Judaea,97.28533645034217
Judaea,96.61332303796698
Judaea,93.34130779921814
Judaea,97.28381743469397
Judaea,99.30350463823089
Judaea,95.21674039951004
Judaea,100.30010459473745
Judaea,97.24082759518988
Judaea,99.2970028893258
Judaea,93.74577300291936
Judaea,95.24794812336064
Judaea,90.76412660971879
Judaea,98.10655614583872
Judaea,88.49838643031329
Judaea,94.5173612730564
Judaea,97.5545895913258
Judaea,95.72288195319366
Judaea,95.82667654786985
Judaea,92.77120975614993
Judaea,97.9820476892625
Judaea,99.55219934148451
Judaea,91.08452224848129
Judaea,94.66291244379941
Judaea,92.52577944692067
Judaea,99.45246764668249
Judaea,93.02872578008682
Judaea,97.9899798238668
Judaea,94.36746096111426
Judaea,101.59680489226517
Judaea,93.48663447813571
Judaea,92.25349627250776
Judaea,98.05562272239976
Judaea,96.06594096860617
Judaea,95.81269456033378
Judaea,95.00553593719346
Judaea,96.59797279008878
Judaea,98.32763407363572
Judaea,93.57807302128283
Judaea,95.90597803320023
Judaea,96.56613392298873
Judaea,98.62144840431677
Judaea,96.15298656241659
Judaea,96.5137772617057
Judaea,97.22905152558724
Judaea,95.5713542731005
Judaea,95.76397305120022
Judaea,100.423914348286
Judaea,96.2766355515008
Judaea,96.21145637886603
Judaea,95.77640571270756
rhomboids,92.42264677107609
rhomboids,84.6839502896218
rhomboids,95.7465651829972
rhomboids,90.56918752692212
rhomboids,88.35745142813968
rhomboids,85.12337752981794
rhomboids,85.88974097033382
rhomboids,88.98317420309395
rhomboids,88.84600232032095
rhomboids,88.67508152989852
rhomboids,84.19408091158601
rhomboids,85.51649220574085
rhomboids,89.63804268480472
rhomboids,87.47356371961072
rhomboids,84.75899670872725
rhomboids,79.82953564380104
rhomboids,87.67730259988522
rhomboids,83.28980145398192
rhomboids,89.61896454914755
rhomboids,87.11416851934156
rhomboids,88.71567099578766
rhomboids,90.31254849779799
rhomboids,87.62241599275171
rhomboids,88.80022629969324
rhomboids,87.80419019765777
rhomboids,86.48305349958261
rhomboids,90.93936764237131
rhomboids,90.79065634981481
rhomboids,87.41101278220346
rhomboids,89.71398432772287
rhomboids,87.96599906755168
rhomboids,85.47386595512415
rhomboids,86.09505992328255
rhomboids,93.34853337768622
rhomboids,92.55800684046392
rhomboids,87.40161670830304
rhomboids,91.76962342969206
rhomboids,88.1829736099083
rhomboids,83.41706950036343
rhomboids,85.03758714362446
rhomboids,88.04926506930693
rhomboids,87.51207583875767
rhomboids,92.3347322766261
rhomboids,84.67612391195158
rhomboids,85.90879007238816
rhomboids,87.3292566431327
rhomboids,86.5554079525339
rhomboids,82.85846993423404
rhomboids,88.04612368462355
rhomboids,90.22737662578768
rhomboids,86.05412172303636
rhomboids,88.1140044249248
rhomboids,88.62785127997046
rhomboids,83.34591429275551
rhomboids,85.90808355550448
rhomboids,86.17278148137333
rhomboids,86.89532413403559
rhomboids,82.51019685198195
rhomboids,90.97998241719479
rhomboids,83.0363856022255
rhomboids,86.94817214023618
rhomboids,90.00992315599568
rhomboids,87.12953940928497
rhomboids,87.61459449924251
rhomboids,82.7768430568222
rhomboids,88.00285033441091
rhomboids,88.49779030198007
rhomboids,88.44763768250357
rhomboids,85.30809719514949
rhomboids,91.29494668496758
rhomboids,89.20715382384222
rhomboids,87.37033823094981
rhomboids,89.84775913234702
rhomboids,83.38325250217963
rhomboids,89.19804651854584
rhomboids,86.48838286292826
rhomboids,90.08044103874727
rhomboids,85.77190744872244
rhomboids,84.19441338253601
rhomboids,87.94402052136495
rhomboids,86.97470191189714
rhomboids,89.05406635132405
rhomboids,88.36572180861711
rhomboids,88.56534374031047
rhomboids,89.73002970532389
rhomboids,80.92759026564295
rhomboids,82.131630792556
rhomboids,87.37509278215464
rhomboids,86.59475500774631
rhomboids,81.3413557410094
rhomboids,89.25398969028255
rhomboids,86.6031972089851
rhomboids,91.8908236711654
rhomboids,88.36194347694027
rhomboids,89.78699130778227
rhomboids,89.38927389708022
rhomboids,88.57765654643966
rhomboids,83.75616544379953
rhomboids,90.91181705759676
rhomboids,90.93452788252831
rhomboids,90.87989370912112
rhomboids,89.02045656315424
rhomboids,88.45150001381057
rhomboids,88.90898248235229
rhomboids,86.01412190424419
rhomboids,86.19847936189738
rhomboids,86.97725820658934
rhomboids,88.53330492195725
rhomboids,84.7135585832152
streptothricin,90.03615868087506
streptothricin,88.81988889573017
streptothricin,86.51943815868239
streptothricin,85.41361068077278
streptothricin,89.97784437281392
streptothricin,90.8809719061433
streptothricin,87.83977613243366
streptothricin,88.25427206373345
streptothricin,85.44231152216526
streptothricin,90.06586851752539
streptothricin,88.767265582661
streptothricin,89.37517983870035
streptothricin,85.31701362741809
streptothricin,92.36063732716889
streptothricin,91.5453913429353
streptothricin,92.76492180294797
streptothricin,85.62707058634236
streptothricin,90.50963895766353
streptothricin,85.80794421187697
streptothricin,85.21184441614881
streptothricin,88.65621422165562
streptothricin,88.45361197677046
streptothricin,86.02694192437737
streptothricin,85.20105707813966
streptothricin,89.01833759799425
streptothricin,85.52318371848472
streptothricin,87.51169964375542
streptothricin,85.60794022318093
streptothricin,94.585135177781
streptothricin,87.99355818579258
streptothricin,90.57581029547562
streptothricin,86.50891621067407
streptothricin,86.20634980135029
streptothricin,89.06955863781083
streptothricin,89.37065805287831
streptothricin,87.9018217010653
streptothricin,91.3687199438615
streptothricin,84.37381449742017
streptothricin,90.48893179060181
streptothricin,87.42093910997738
streptothricin,91.0260041786835
streptothricin,88.14504980631
streptothricin,85.11509293118027
streptothricin,91.24291166794934
streptothricin,95.30198697874604
streptothricin,87.23763819213242
streptothricin,83.46625774936916
streptothricin,85.55785066956737
streptothricin,90.82728413522386
streptothricin,84.76232453411886
streptothricin,85.63655429585701
streptothricin,87.71087812616501
streptothricin,86.85599863564127
streptothricin,84.9530002301038
streptothricin,89.5386398265103
streptothricin,86.45332078767349
streptothricin,92.11693830835897
streptothricin,91.24548367234844
streptothricin,86.9030600384225
streptothricin,86.78045738577407
streptothricin,89.16391353605546
streptothricin,85.60898123760964
streptothricin,91.66816251170879
streptothricin,89.97743210422446
streptothricin,85.0193558236279
streptothricin,87.94675377315107
streptothricin,88.9323730795616
streptothricin,88.18841192068668
streptothricin,90.3946610319584
streptothricin,90.39764774437397
streptothricin,89.7870225339352
streptothricin,93.34168665052546
streptothricin,91.4611505082876
streptothricin,89.72441005777546
streptothricin,87.69574834311864
streptothricin,86.96290845149922
streptothricin,98.59031569522232
streptothricin,87.26430346845629
streptothricin,91.7255909383828
streptothricin,89.66398177353362
streptothricin,86.93956267252491
streptothricin,94.02896043512571
streptothricin,89.95504118125673
streptothricin,83.11106675161588
streptothricin,89.56230417450465
streptothricin,86.03027623644256
streptothricin,91.9475578676226
streptothricin,87.79648335654247
streptothricin,87.30146594225266
streptothricin,90.94133425604213
streptothricin,89.8168346956595
streptothricin,86.14216323124822
streptothricin,89.5707485222458
streptothricin,88.08293651543202
streptothricin,96.44433835435466
streptothricin,90.06950424341785
bull-tongue,92.98927308069125
bull-tongue,96.11249727535623
bull-tongue,94.5554870438743
bull-tongue,94.16242384230827
bull-tongue,92.19251634655373
bull-tongue,94.41275895890844
bull-tongue,87.26734990344822
bull-tongue,93.08209779435977
bull-tongue,94.37186775124408
bull-tongue,95.71914156428771
bull-tongue,96.70091269911968
bull-tongue,93.93124861854297
bull-tongue,91.30404278161124
bull-tongue,98.95229240593001
bull-tongue,97.09238835095752
bull-tongue,92.14073771267356
bull-tongue,98.37364005811972
bull-tongue,100.61138335680447
bull-tongue,95.16886319999429
bull-tongue,88.12524828415569
bull-tongue,94.37643415926294
bull-tongue,91.52101450735111
bull-tongue,91.86281303487044
bull-tongue,92.7228551247222
bull-tongue,98.65006696328093
bull-tongue,90.2521238809691
bull-tongue,91.57144561802579
bull-tongue,91.30755995149447
bull-tongue,95.14187530066098
bull-tongue,89.61453525085177
bull-tongue,90.18942856455851
bull-tongue,94.9468381322835
bull-tongue,90.5265289170655
bull-tongue,93.77754642714035
bull-tongue,92.23020883886858
bull-tongue,92.43639548008832
bull-tongue,95.61512530559547
bull-tongue,94.7611813613319
bull-tongue,91.36626888434711
bull-tongue,92.71314238254871
bull-tongue,88.62070330186656
bull-tongue,91.15454887218058
bull-tongue,93.38279513558957
bull-tongue,95.93078006464589
bull-tongue,98.6435055991745
bull-tongue,94.36328666327155
bull-tongue,93.1246099803573
bull-tongue,89.00219308794617
bull-tongue,94.1444080555107
bull-tongue,98.12881589373123
bull-tongue,86.0265977594012
bull-tongue,90.41231590120881
bull-tongue,88.9574559325437
bull-tongue,91.66977032712344
bull-tongue,96.38272715954474
bull-tongue,94.93318525230255
bull-tongue,91.80580681455265
bull-tongue,96.269924635364
bull-tongue,92.50014233545917
bull-tongue,95.47714054821468
bull-tongue,94.64246386139114
bull-tongue,87.65397864265691
bull-tongue,92.37904294091226
bull-tongue,95.71453114448758
bull-tongue,97.80166875899619
bull-tongue,95.45138447989818
bull-tongue,94.25598416358619
bull-tongue,92.20688212415264
bull-tongue,92.60068426361084
bull-tongue,89.94622486460959
bull-tongue,93.0435908750046
bull-tongue,90.2198777691706
bull-tongue,91.23664472182408
bull-tongue,94.85386007026764
bull-tongue,96.1063729067169
bull-tongue,92.20056545751936
bull-tongue,89.11145043310083
bull-tongue,95.59109419326992
bull-tongue,95.11252088130581
bull-tongue,89.9583394996845
bull-tongue,89.78535643325134
bull-tongue,90.59440277792115
bull-tongue,98.50901013733055
bull-tongue,94.88484495452117
bull-tongue,97.69934925748794
bull-tongue,93.77489260851307
bull-tongue,89.6798551415049
bull-tongue,94.86450067691621
bull-tongue,93.81385351501524
bull-tongue,93.61951330505995
bull-tongue,93.09313899137933
bull-tongue,95.81022018003293
bull-tongue,98.29726897094174
bull-tongue,95.13653509781538
bull-tongue,94.2077791722758
bull-tongue,99.04250800744074
bull-tongue,93.86006556114606
bull-tongue,92.20185294337833
bull-tongue,94.2846577451948
bull-tongue,88.04625651294063
bull-tongue,93.06575044233371
bull-tongue,92.94195148968033
bull-tongue,88.62708856462005
bull-tongue,90.66185795682891
bull-tongue,90.47602656388672
spies,110.31762377204272
spies,99.54441050137231
spies,104.10373983891415
spies,104.03255276796303
spies,103.01523503989586
spies,103.7571212845932
spies,102.48168093300025
spies,103.26219603824251
spies,100.79262924215735
spies,106.58108355776615
spies,106.87865883969243
spies,108.81929894788422
spies,102.96800397054828
spies,106.52541143493598
spies,101.74000135502978
spies,108.37403250163966
spies,107.39834778247268
spies,104.37688560525443
spies,104.40227051303492
spies,106.01409590188558
spies,110.43394831443364
spies,102.42070588281304
spies,109.9666535989737
spies,104.77817915343529
spies,100.37688718964672
spies,105.23606368144394
spies,102.0163702916014
spies,99.42617729810091
spies,104.04991702403622
spies,102.76393306212027
spies,106.94291267683779
spies,101.55381797213197
spies,105.32623968745433
spies,102.19972945587155
spies,108.14925761649064
spies,102.13844050359562
spies,100.90655621261259
spies,105.89229873339691
spies,108.96693028850626
spies,103.22385621640403
spies,104.39414532838228
spies,102.48960280283221
spies,107.85151920061307
spies,101.82483362916328
spies,105.17284719952896
spies,105.29509058262533
spies,103.54513404594606
spies,104.84428016882259
spies,108.307884419725
spies,107.17916502532586
spies,104.41083629555166
spies,105.05203788856454
spies,107.04956215978021
spies,102.82948427981663
spies,102.59676561067768
spies,107.69935545468655
spies,99.46997965472868
spies,107.69821761317554
spies,103.29249276393983
spies,105.40814692714872
spies,110.99073062661387
spies,102.37737136481192
spies,100.20743378246867
spies,104.16471119436913
spies,102.56312070909657
spies,104.87072836185796
spies,103.42220275274991
spies,106.50636664360333
spies,103.89966318719898
spies,104.36423944321967
spies,104.39030125957748
spies,106.11930446979336
spies,105.29048459674665
spies,106.6066297931886
spies,103.20227376944464
spies,99.80959163129008
spies,109.27016551602968
spies,109.11007647908575
spies,100.96955579513752
spies,105.7361369702051
spies,107.79527248019232
spies,105.46361727490131
spies,106.30417850971426
spies,103.41880160727463
spies,102.92244097292816
spies,103.84978388415438
spies,100.62217041564611
spies,109.05595906406377
spies,103.80619302346537
spies,110.47813933142943
spies,111.08968766182922
spies,106.45705916208644
spies,102.44039718202916
spies,103.14298569397879
spies,106.42579623622585
spies,107.74668320334109
