cytopenias,substitutes
effacement,-4.8911838667136385
effacement,-4.754916020875488
effacement,-4.584003967580417
effacement,-4.008180812811983
effacement,-3.825458610242619
effacement,-3.5955744880362115
effacement,-3.5621017896515594
effacement,-3.409251054544528
effacement,-3.092163307134256
effacement,-2.8578270208850065
effacement,-2.672450405940066
effacement,-2.463687956154095
effacement,-2.3293331100986614
effacement,-2.3091837408798304
effacement,-2.281783145674273
effacement,-1.9591167909569693
effacement,-1.9096201290410075
effacement,-1.8726772483547494
effacement,-1.692230235431798
effacement,-1.3561411521393705
effacement,-1.3294986298624238
effacement,-1.2460763158913082
effacement,-1.2239543779413844
effacement,-0.8897547027428307
effacement,-0.806575040176928
effacement,-0.7184109895468981
effacement,-0.4185171043323139
effacement,-0.18267485720222895
effacement,-0.024466644064440435
effacement,0.0009132575824920654
effacement,0.19643089224106958
effacement,0.2211267465359437
effacement,0.24977058116643988
effacement,0.3106635630428583
effacement,0.45815737197473866
effacement,0.47185431180794785
effacement,0.5375856674606849
effacement,0.5390266312847336
effacement,0.5622987304662806
effacement,0.6890918573132255
effacement,0.6970461259270506
effacement,0.8910678173680959
effacement,0.9133959696533798
effacement,0.9165890975718207
effacement,1.1569913769501023
effacement,1.201908886013939
effacement,1.2372430249995334
effacement,1.2727690463877444
effacement,1.342036925715024
effacement,1.3635284125750875
effacement,1.8826421373545152
effacement,2.0536141226336824
effacement,2.1010048782886575
effacement,2.2045127089807792
effacement,2.2360827699636157
effacement,2.2369827814024577
effacement,2.277336072812045
effacement,2.3855282817303136
effacement,2.639442309614546
effacement,2.7107831886136537
effacement,2.782292389335532
effacement,2.9938916949354386
effacement,2.997393375016426
effacement,3.1662311687249787
effacement,3.178593190691264
effacement,3.2200433036154577
effacement,3.318749560377216
effacement,3.6085393266943986
effacement,3.7702573006494413
effacement,4.007025685696832
effacement,4.146281800994466
effacement,4.389045447064511
effacement,5.099932456421404
effacement,5.299949038973077
effacement,5.300993470505925
effacement,5.5273844265774335
effacement,5.594202342348646
effacement,5.599215930789777
effacement,7.227341812654709
effacement,7.237309901175967
effacement,7.349143553701684
effacement,7.563147792743339
effacement,8.184736150874862
effacement,8.252282192398651
effacement,8.540995035004654
effacement,9.08798990312673
effacement,9.504744389518834
effacement,9.689936065429839
effacement,9.789032635698943
effacement,9.944562206820164
effacement,10.396727066393428
dissection,-3.9456167306418672
dissection,-3.790436275084964
dissection,-3.5206249427584875
dissection,-3.495369951665632
dissection,-3.4786746525886265
dissection,-3.277848766524551
dissection,-3.071113578687037
dissection,-3.051942015863975
dissection,-2.985811584834813
dissection,-2.7789496348513842
dissection,-2.756371264085758
dissection,-2.6313812383053055
dissection,-2.3173408943448717
dissection,-2.288343028729577
dissection,-2.2393508804122755
dissection,-2.1908886346954737
dissection,-2.1549664687120402
dissection,-2.0750634831955836
dissection,-1.9032426357601988
dissection,-1.8272644917591123
dissection,-1.6837592733229607
dissection,-1.6449316193493988
dissection,-1.6071907813254656
dissection,-1.4975772489219181
dissection,-1.4172678294602667
dissection,-1.4098765004374836
dissection,-1.3558988680108532
dissection,-1.158455253074026
dissection,-1.1556164531824689
dissection,-1.0733005457577331
dissection,-0.9966884953125363
dissection,-0.9760021195004992
dissection,-0.9403039958043412
dissection,-0.8572586190700993
dissection,-0.8056942091105478
dissection,-0.7886075662379453
dissection,-0.7294088660905311
dissection,-0.7141891266391337
dissection,-0.6640415355470706
dissection,-0.6611353132315543
dissection,-0.5306352467217134
dissection,-0.4629594396541761
dissection,-0.40207875655514347
dissection,-0.3620680448398225
dissection,-0.3460591023094529
dissection,-0.32472351468785493
dissection,-0.31477245004994264
dissection,-0.30938729598550985
dissection,-0.2265075965705936
dissection,-0.1999660160588022
dissection,-0.19769464553655203
dissection,0.004687515706570416
dissection,0.042553197523926896
dissection,0.0431129723344023
dissection,0.07423588241774837
dissection,0.08821545902633121
dissection,0.10708701709585254
dissection,0.1975876288769646
dissection,0.22961320237704502
dissection,0.3511774252701242
dissection,0.3656252238227502
dissection,0.39225841738866585
dissection,0.5297475633781161
dissection,0.574584125833458
dissection,0.6328422302630727
dissection,0.6358384983304738
dissection,0.732668208801744
dissection,0.7395477645391273
dissection,0.7682657247787824
dissection,0.7901737233493837
dissection,0.8339567816575996
dissection,0.8650697206703774
dissection,0.8883381903898419
dissection,0.9499684204061297
dissection,0.9523555415611563
dissection,0.9754581850690434
dissection,1.0123032094093858
dissection,1.0912112678072896
dissection,1.1030445515133371
dissection,1.1553386911565087
dissection,1.1753913180873004
dissection,1.3085275791549615
dissection,1.414811780286314
dissection,1.4342520061428317
dissection,1.6215187309861039
dissection,1.6886494447920384
dissection,1.6916176025402692
dissection,1.7115285135830511
dissection,1.7497042429607979
dissection,1.830210787777983
dissection,1.8456022449528835
dissection,1.9220482757686415
dissection,1.9613867511963015
dissection,1.9624715957921708
dissection,2.301448198663191
dissection,2.5209399065403173
dissection,2.5725378523121316
dissection,2.6856936715602115
dissection,2.919322096317405
dissection,2.924718549060554
dissection,2.965009557329047
dissection,3.0405985240311058
dissection,3.6916906082128587
dissection,3.8127404767698283
dissection,3.813179983064871
dissection,3.9023893064997104
dissection,4.059600419787131
dissection,4.942874147850258
rhomboids,-26.993663538808384
rhomboids,-21.82048053728986
rhomboids,-21.36544130541183
rhomboids,-19.920444659621246
rhomboids,-18.782310196695168
rhomboids,-18.364813229568544
rhomboids,-15.67170474078418
rhomboids,-15.426557041487087
rhomboids,-14.654962770327188
rhomboids,-14.158673369338917
rhomboids,-14.032631237646802
rhomboids,-13.237132501634882
rhomboids,-13.015224070909884
rhomboids,-12.460894403744124
rhomboids,-12.368858366544474
rhomboids,-10.497755688955355
rhomboids,-9.820911330709325
rhomboids,-9.719940445750796
rhomboids,-9.590114628654304
rhomboids,-8.777557660156505
rhomboids,-8.00073911817631
rhomboids,-7.938936000309106
rhomboids,-7.892695840957477
rhomboids,-7.5878741854686735
rhomboids,-7.107914077774367
rhomboids,-6.6360694363229635
rhomboids,-6.4375522481102045
rhomboids,-6.427908643816384
rhomboids,-6.232609344733612
rhomboids,-5.84157996031072
rhomboids,-5.7436541234918925
rhomboids,-5.563968805675925
rhomboids,-5.546940210296051
rhomboids,-5.036598289592151
rhomboids,-4.875274516567679
rhomboids,-4.800907006702794
rhomboids,-4.679154063575345
rhomboids,-4.67516689583181
rhomboids,-4.444668643725608
rhomboids,-4.212331755449637
rhomboids,-3.5559241404260873
rhomboids,-3.536085302164993
rhomboids,-3.154904062436737
rhomboids,-2.9627352454941387
rhomboids,-2.8889928573128825
rhomboids,-2.8520287785752587
rhomboids,-2.5823959508598837
rhomboids,-2.5143039182337654
rhomboids,-1.9117447186929055
rhomboids,-0.9271368929022246
rhomboids,-0.8250372404230221
rhomboids,-0.6576508150803906
rhomboids,-0.21509171271173438
rhomboids,0.22000072400374185
rhomboids,0.3187527083228606
rhomboids,0.8416369698659664
rhomboids,1.1742405314914637
rhomboids,1.5439715584324887
rhomboids,1.6589536874747342
rhomboids,1.8765606546665976
rhomboids,2.264533986766956
rhomboids,2.5629106632035055
rhomboids,2.7143802294371224
rhomboids,2.8376196334568062
rhomboids,2.9584868904220665
rhomboids,3.087587389577213
rhomboids,3.099048478435173
rhomboids,3.643175105992585
rhomboids,3.9056351531428266
rhomboids,3.9356897740657026
rhomboids,4.33874763934141
rhomboids,5.454238559816208
rhomboids,5.526140307108027
rhomboids,5.941688139248504
rhomboids,6.083446883682486
rhomboids,6.459001213539415
rhomboids,6.573069325291866
rhomboids,6.682084022731614
rhomboids,6.754357801471923
rhomboids,7.03950003565145
rhomboids,7.36513930508876
rhomboids,7.5007716346911755
rhomboids,7.515296627442522
rhomboids,7.571758983339035
rhomboids,8.259838182507828
rhomboids,9.3132912671473
rhomboids,9.909896416743878
rhomboids,10.147324428086815
rhomboids,10.314871194856646
rhomboids,10.352190235225395
rhomboids,11.060451275065311
rhomboids,13.25597081183369
rhomboids,13.353434335571254
rhomboids,13.801999865820202
rhomboids,13.984823379198245
rhomboids,15.285466372384642
rhomboids,15.376631533065474
rhomboids,15.537885448808535
rhomboids,15.559183430624516
rhomboids,15.802973381123186
rhomboids,16.33723440817873
rhomboids,16.602886731563647
rhomboids,18.264191351406566
rhomboids,18.667986610092466
rhomboids,20.137332593096044
rhomboids,21.829515577020576
rhomboids,23.50099324810155
rhomboids,25.710493998697245
fluor-spar,-15.891341107284145
fluor-spar,-14.130143287242328
fluor-spar,-13.789531001009369
fluor-spar,-12.803414853574246
fluor-spar,-11.444320531934155
fluor-spar,-11.346549844641903
fluor-spar,-10.709375997460931
fluor-spar,-10.458843472196838
fluor-spar,-10.060029502418269
fluor-spar,-9.914237494587114
fluor-spar,-9.647316537372758
fluor-spar,-9.18651420163662
fluor-spar,-9.13526229079897
fluor-spar,-9.02801541037814
fluor-spar,-8.98454275477566
fluor-spar,-8.800444294732095
fluor-spar,-8.4015026115692
fluor-spar,-8.326473080646922
fluor-spar,-8.225915315993285
fluor-spar,-7.9359648420315665
fluor-spar,-6.824596392361233
fluor-spar,-6.298729193653277
fluor-spar,-6.058107291883426
fluor-spar,-5.972174703391152
fluor-spar,-5.689554457856843
fluor-spar,-5.612681701654275
fluor-spar,-5.389205366178866
fluor-spar,-5.244230342299976
fluor-spar,-5.091371694822076
fluor-spar,-4.669455284029084
fluor-spar,-4.334162361188893
fluor-spar,-4.292992091361913
fluor-spar,-3.745975006120554
fluor-spar,-3.61417919755597
fluor-spar,-3.4736371274533067
fluor-spar,-3.4492005465820177
fluor-spar,-3.3039119796432224
fluor-spar,-3.1001525757541524
fluor-spar,-2.9628389622515923
fluor-spar,-2.4073360541746287
fluor-spar,-2.279139912631534
fluor-spar,-2.2472388309775893
fluor-spar,-1.8143499514499049
fluor-spar,-1.8024579452662346
fluor-spar,-1.5061949317057974
fluor-spar,-1.4554850445286442
fluor-spar,-1.3600208342104179
fluor-spar,-1.0043553302136186
fluor-spar,-0.5818921444814735
fluor-spar,-0.577187170003284
fluor-spar,-0.2941541580299391
fluor-spar,-0.11108079426501495
fluor-spar,-0.09364186434986817
fluor-spar,0.1163497282555362
fluor-spar,0.20629323274145608
fluor-spar,0.3473557644344273
fluor-spar,0.9226928826184798
fluor-spar,0.9807864789808404
fluor-spar,1.0177519029474449
fluor-spar,1.0505841953638653
fluor-spar,1.2559044579204253
fluor-spar,1.3979743570799932
fluor-spar,1.4009193691877104
fluor-spar,1.4338327695031388
fluor-spar,1.6766398477145494
fluor-spar,1.722805688046235
fluor-spar,2.34352459213491
fluor-spar,2.7271962083088983
fluor-spar,2.783729310755572
fluor-spar,2.8722623524042357
fluor-spar,2.9465206356704035
fluor-spar,2.9543337396404974
fluor-spar,2.9594669263636533
fluor-spar,3.440636921925773
fluor-spar,3.5126735374974234
fluor-spar,3.8064108609853267
fluor-spar,3.8185820812693447
fluor-spar,4.045187539005674
fluor-spar,4.624508431760503
fluor-spar,5.100060395433317
fluor-spar,5.647161782118414
fluor-spar,5.714278068713435
fluor-spar,6.035820495824053
fluor-spar,6.332100583004828
fluor-spar,6.516149233238741
fluor-spar,6.764261866042002
fluor-spar,6.853094675620413
fluor-spar,7.082417226385697
fluor-spar,7.1103784815434246
fluor-spar,7.812423629314799
fluor-spar,7.934403145540156
fluor-spar,8.274994705867655
fluor-spar,8.835891307915764
fluor-spar,10.776704858948799
fluor-spar,10.942233738121963
fluor-spar,11.429582926356453
fluor-spar,12.033434757294803
fluor-spar,13.307742027667043
fluor-spar,14.75931575646499
fluor-spar,14.768987272720631
fluor-spar,15.581888571484916
fluor-spar,16.175729725512102
fluor-spar,17.809777807918813
fluor-spar,21.962178449690697
streptothricin,-16.783381168924628
streptothricin,-13.64916840742103
streptothricin,-13.117374476973154
streptothricin,-12.42020395321876
streptothricin,-11.455286243760142
streptothricin,-11.106050693300242
streptothricin,-10.987932330025497
streptothricin,-10.026941891870559
streptothricin,-8.972266760029616
streptothricin,-8.408951766502721
streptothricin,-8.218001461316982
streptothricin,-8.14370703513907
streptothricin,-7.988044245782459
streptothricin,-7.963338736243346
streptothricin,-7.858932142190156
streptothricin,-7.826488281314588
streptothricin,-7.7435474237278195
streptothricin,-7.589987937348515
streptothricin,-7.421147485968762
streptothricin,-7.225890646363888
streptothricin,-6.931930144144473
streptothricin,-6.831946360123841
streptothricin,-6.5597511750029405
streptothricin,-6.440055456434156
streptothricin,-6.149590090994868
streptothricin,-5.7977269281324455
streptothricin,-5.7106704315722165
streptothricin,-5.580768934130646
streptothricin,-5.388183268753954
streptothricin,-4.821275760155599
streptothricin,-4.8164462527522
streptothricin,-4.375516869664574
streptothricin,-3.8376681262874053
streptothricin,-3.737570358477863
streptothricin,-3.2083118326603426
streptothricin,-2.860218734029068
streptothricin,-2.359672255816795
streptothricin,-2.193462986919367
streptothricin,-2.0532334718065686
streptothricin,-1.8203397229541536
streptothricin,-1.676995204587573
streptothricin,-1.6466330527315984
streptothricin,-1.294862605250563
streptothricin,-0.8401861608474162
streptothricin,-0.8311959385158181
streptothricin,-0.7643918719339382
streptothricin,-0.6406314017823456
streptothricin,-0.4328859092241222
streptothricin,-0.4109190544108366
streptothricin,-0.082685625200251
streptothricin,-0.06506542795329298
streptothricin,-0.035847165659506394
streptothricin,0.06048977928285553
streptothricin,0.10580901096264243
streptothricin,0.15843518415026955
streptothricin,0.2779747338584414
streptothricin,0.31272076232227347
streptothricin,1.2307113679401953
streptothricin,1.5288825948463924
streptothricin,1.6864837579393108
streptothricin,1.730260766753796
streptothricin,1.7869432525949167
streptothricin,1.9862158955592346
streptothricin,2.1606057211078262
streptothricin,2.4172383490537803
streptothricin,2.717680836320454
streptothricin,2.9349231902104758
streptothricin,3.013660057696211
streptothricin,3.217003865296719
streptothricin,3.5050846550053403
streptothricin,3.7687249504034273
streptothricin,4.168095302320104
streptothricin,4.288153569816714
streptothricin,4.3281179502325635
streptothricin,4.48472333436557
streptothricin,4.716985416009275
streptothricin,4.745014894203706
streptothricin,4.770239244556564
streptothricin,4.812146072320834
streptothricin,5.056184738139895
streptothricin,5.096635536487309
streptothricin,5.457400795344015
streptothricin,5.579964425982195
streptothricin,5.833191582566199
streptothricin,6.059159899784624
streptothricin,6.063225776440043
streptothricin,6.402731201967424
streptothricin,6.615793427846089
streptothricin,7.369978841441594
streptothricin,7.585212909285138
streptothricin,8.167679832387082
streptothricin,9.392285460915717
streptothricin,9.928446463792108
streptothricin,11.832303388087784
streptothricin,11.925190326959282
streptothricin,12.380002627463622
streptothricin,12.775411971480848
streptothricin,17.0614681581231
streptothricin,17.2476330450978
