Judaea,biblioclast
augment,115.59284254397235
augment,109.08612485874214
augment,108.91880991485563
augment,109.6958836145674
augment,104.79385265762377
augment,109.10528725195364
augment,110.75073053817404
augment,107.13294479841639
augment,110.139872471088
augment,108.69584283776902
augment,112.77279640354324
augment,110.39113265966006
augment,103.07379641127918
augment,109.28873081630294
augment,110.26367613362919
augment,107.91406156504098
augment,112.48906887244762
augment,100.7712554381616
augment,109.6322997336858
augment,109.8677157549508
augment,105.41988242852665
augment,110.18323405985564
augment,109.93276671434718
augment,107.65942929624718
augment,108.69408955991703
augment,104.50051920160612
augment,106.67358873482922
augment,109.51642955215844
augment,105.62075380936926
augment,103.31239354456152
augment,103.90381731378586
augment,109.80788545069126
augment,107.17822565964846
augment,106.21208976086591
augment,113.26553898592414
augment,107.10160388199472
augment,109.43217094616152
augment,108.94451738886072
augment,109.4624942703476
augment,111.0261962199542
augment,111.4200504363941
augment,108.9377188703187
augment,107.21043999969618
augment,113.11078810186888
augment,103.71540556851774
augment,108.55300186665224
augment,106.06060409425511
augment,112.77636696137631
augment,105.60029966350878
augment,111.2405442429216
augment,113.33216337967602
augment,112.7187544329762
augment,102.99506215600654
augment,118.98626405064263
augment,111.9150072022025
augment,106.13437329234665
augment,107.29753412605207
augment,114.98090832952907
augment,110.03504773753666
augment,114.98803108773028
augment,107.51695283869559
augment,107.84940698053104
augment,111.94667610428324
augment,119.67407144067003
augment,113.73938094957393
augment,108.59215767694114
augment,109.55191668345297
augment,107.7405454731215
augment,100.06144395784094
augment,110.25219869472964
augment,116.06786694694776
augment,105.03452470376862
augment,108.68456372170553
augment,112.07251040632585
augment,109.6698497996112
augment,112.61083309424474
augment,106.17218439473493
augment,109.73154436487887
augment,105.47591239725026
augment,111.6252892075265
augment,106.32070088235146
augment,108.9179162340776
augment,108.78084234641952
augment,114.88034653608645
augment,109.3831318939879
augment,106.68406629180095
augment,109.45935159558171
augment,113.763109055445
augment,114.71973765373232
augment,112.8556672142102
augment,107.01547084672886
augment,120.84422176007536
augment,105.0622469483076
augment,104.30039754816424
augment,104.30651974064892
caramelisation,131.17170813535654
caramelisation,133.32069859860223
caramelisation,129.89157624263856
caramelisation,133.25740440781624
caramelisation,126.37101134050283
caramelisation,123.40493934971173
caramelisation,130.7625457206634
caramelisation,124.73751930136272
caramelisation,130.11410441578215
caramelisation,129.04794215155198
caramelisation,123.83367099828608
caramelisation,129.70987159429535
caramelisation,130.01694802250486
caramelisation,126.23952357126596
caramelisation,134.88678727054725
caramelisation,128.21010376180777
caramelisation,132.17101082354793
caramelisation,132.02136859656034
caramelisation,126.54127691683844
caramelisation,122.67218305531176
caramelisation,128.6873761390711
caramelisation,126.2716917096178
caramelisation,129.8305384924706
caramelisation,131.1801414074406
caramelisation,132.70155062863566
caramelisation,131.39893804638191
caramelisation,132.8602306994057
caramelisation,129.57257771915238
caramelisation,131.84842668724036
caramelisation,137.4933554353999
caramelisation,119.54243192727085
caramelisation,128.86254523298874
caramelisation,122.32354347247896
caramelisation,126.81871212869751
caramelisation,125.0502859285823
caramelisation,134.04501372552363
caramelisation,127.28918205298213
caramelisation,130.30047787122754
caramelisation,131.00647168200322
caramelisation,129.17633033867048
caramelisation,129.70227092042737
caramelisation,133.15016749691895
caramelisation,128.59248082202663
caramelisation,132.97639454776123
caramelisation,122.22159379467017
caramelisation,135.90816231573544
caramelisation,132.6876367794715
caramelisation,123.1327234913352
caramelisation,125.54904286776095
caramelisation,131.5687181395616
caramelisation,121.56836673680235
caramelisation,131.52393042179796
caramelisation,127.39584805141673
caramelisation,128.45276997394797
caramelisation,131.5403605801955
caramelisation,136.2700714083096
caramelisation,127.89165510670104
caramelisation,127.70685879918774
caramelisation,123.09637096570748
caramelisation,133.08675690633956
caramelisation,136.46021153500584
caramelisation,126.67885181156585
caramelisation,133.75842242825217
caramelisation,128.0252818525227
caramelisation,124.3017268627741
caramelisation,124.1660917478196
caramelisation,131.7297308548276
caramelisation,128.36041498098112
caramelisation,126.47511366871011
caramelisation,131.26372390312542
caramelisation,124.35544282181093
caramelisation,132.43424003299015
caramelisation,128.68863660432163
caramelisation,121.73534616795675
caramelisation,124.70968641922806
caramelisation,133.76546737046675
caramelisation,134.50267919876933
caramelisation,135.42225279166922
caramelisation,129.59093461320387
caramelisation,129.4495835677248
caramelisation,125.74288664776748
caramelisation,135.97615086476023
caramelisation,131.96195708830916
caramelisation,128.30086119384717
caramelisation,128.3054913885675
caramelisation,126.0044312516448
caramelisation,125.80952769915726
caramelisation,129.11755429258417
caramelisation,129.16269133484903
caramelisation,130.6476353518047
caramelisation,130.33850027319326
caramelisation,130.74858082537372
caramelisation,124.37721615119412
caramelisation,130.83116860881114
caramelisation,127.57901119282536
caramelisation,142.49664390534565
caramelisation,129.35643445555178
azithromycin,117.21044052483015
azithromycin,119.93604625551346
azithromycin,121.42891286700552
azithromycin,120.2241772671053
azithromycin,115.2779440947768
azithromycin,121.94911834196488
azithromycin,111.78290466207258
azithromycin,118.21372933572377
azithromycin,118.9963007572491
azithromycin,118.72222736437928
azithromycin,126.00896963471709
azithromycin,119.78855927175087
azithromycin,117.3756540742852
azithromycin,126.25719226114714
azithromycin,120.52276541002678
azithromycin,116.8647480681513
azithromycin,119.09448071381416
azithromycin,119.93770257700218
azithromycin,112.22062516877864
azithromycin,120.20778094148498
azithromycin,119.19214377056707
azithromycin,116.42206977435795
azithromycin,110.59072688168183
azithromycin,118.61664259343483
azithromycin,108.34766692903573
azithromycin,120.75659794722142
azithromycin,115.10951141955273
azithromycin,117.39257758212611
azithromycin,118.71764367199604
azithromycin,114.71123854085847
azithromycin,120.62868316690901
azithromycin,118.42039579514079
azithromycin,122.25046843659626
azithromycin,121.03362992784562
azithromycin,118.4981860455272
azithromycin,118.85182783299248
azithromycin,124.51269403082769
azithromycin,117.06893578332671
azithromycin,117.87392014770484
azithromycin,119.83923293429983
azithromycin,115.88217229078474
azithromycin,119.7378497493858
azithromycin,124.5474395433254
azithromycin,117.67979660940955
azithromycin,127.23357101556073
azithromycin,116.82357200195166
azithromycin,114.54533056422525
azithromycin,121.11590705458077
azithromycin,126.26601293324059
azithromycin,122.93607673270563
azithromycin,122.26529525403113
azithromycin,117.30351695147161
azithromycin,111.90139058488579
azithromycin,115.15129456360907
azithromycin,119.87040366404989
azithromycin,117.45342178801204
azithromycin,113.16048618152439
azithromycin,117.12810369454196
azithromycin,119.1246194808816
azithromycin,122.72638835227602
azithromycin,119.88503931416035
azithromycin,121.43619552038157
azithromycin,111.75622410537629
azithromycin,118.03165042378049
azithromycin,125.60131931691998
azithromycin,119.36382438439678
azithromycin,116.66291322078672
azithromycin,120.87394323871747
azithromycin,120.29296069453213
azithromycin,117.80221218560536
azithromycin,114.23864683972734
azithromycin,121.31308334853006
azithromycin,124.7752271238237
azithromycin,119.56029414974157
azithromycin,115.83486829650043
azithromycin,120.84581744634812
azithromycin,120.264975747871
azithromycin,114.70018036425618
azithromycin,120.6517612696452
azithromycin,114.79755983496338
azithromycin,115.4285391620919
azithromycin,121.33845185631266
azithromycin,119.58272025108619
azithromycin,115.67466296521908
azithromycin,109.98439680817339
azithromycin,115.73535805568964
azithromycin,112.74342960998139
azithromycin,125.27256433537983
azithromycin,120.0792704883389
azithromycin,116.46169264294232
azithromycin,124.76184742613691
azithromycin,114.93255141608225
azithromycin,121.1302178582271
azithromycin,116.96560792896828
azithromycin,117.87396232305599
azithromycin,117.88937687415836
azithromycin,117.45765440782468
azithromycin,108.05216042814136
azithromycin,120.65915160218343
azithromycin,119.16952419708178
azithromycin,121.76278995181889
azithromycin,115.7677226260518
azithromycin,113.32833981390901
rhomboids,133.4556977729421
rhomboids,125.02327791625702
rhomboids,131.3637944428932
rhomboids,127.16305977350866
rhomboids,123.9781124061313
rhomboids,124.70178611979274
rhomboids,127.98654689235931
rhomboids,125.00274502001012
rhomboids,131.30855393563974
rhomboids,121.46056211137197
rhomboids,125.99823945929492
rhomboids,129.90741072055897
rhomboids,131.4466241981586
rhomboids,127.03429673331699
rhomboids,118.31426299642904
rhomboids,127.82867651154994
rhomboids,123.65156940306659
rhomboids,122.13065983739884
rhomboids,126.13767580168754
rhomboids,125.1319218597333
rhomboids,125.94321844933935
rhomboids,127.9758673399849
rhomboids,126.40099456565065
rhomboids,129.5534630972534
rhomboids,123.63605136595038
rhomboids,129.50976648751012
rhomboids,125.04836105055288
rhomboids,126.30162006112033
rhomboids,132.73316584844312
rhomboids,132.9297343610264
rhomboids,129.42980230546178
rhomboids,123.88006539154927
rhomboids,125.89326258400013
rhomboids,124.00557229096123
rhomboids,123.21430733892346
rhomboids,124.97559852238219
rhomboids,125.06376167095323
rhomboids,126.89692663248266
rhomboids,124.78343230610949
rhomboids,120.43894731120001
rhomboids,130.6385466663767
rhomboids,124.76372037237276
rhomboids,130.29985486299233
rhomboids,123.49137504118431
rhomboids,131.36235582582168
rhomboids,126.78765767867748
rhomboids,124.97333343216411
rhomboids,125.34169336582463
rhomboids,132.89905769675792
rhomboids,128.60515451115975
rhomboids,126.51419586366207
rhomboids,129.47362737603618
rhomboids,129.31768646491736
rhomboids,121.68753025266844
rhomboids,126.90260860757202
rhomboids,133.96243347638082
rhomboids,131.80033196065529
rhomboids,121.13445501383164
rhomboids,129.4769543236779
rhomboids,126.35798953435732
rhomboids,130.0352528309894
rhomboids,122.93979813104474
rhomboids,131.8734909787707
rhomboids,123.74579045357433
rhomboids,125.78053387071115
rhomboids,132.95199541797385
rhomboids,129.0673656277251
rhomboids,123.04346856993294
rhomboids,125.75407368245423
rhomboids,126.6105812903399
rhomboids,123.03092006257778
rhomboids,128.2140044308312
rhomboids,134.8658490419618
rhomboids,132.1532659034758
rhomboids,128.8095289346059
rhomboids,119.82575500150277
rhomboids,122.40705923952264
rhomboids,123.7698706890643
rhomboids,125.08988990033268
rhomboids,130.17759454191582
rhomboids,119.72049412921913
rhomboids,134.80473363095822
rhomboids,128.40687962813035
rhomboids,126.50953564041951
rhomboids,131.52369878749823
rhomboids,135.4171881912585
rhomboids,130.94972230839025
rhomboids,130.54295800230474
rhomboids,132.1987742654012
rhomboids,128.06896474505666
rhomboids,124.76128946126377
rhomboids,126.93021406833441
rhomboids,122.96206897525803
perennibranch,117.37070420134317
perennibranch,108.38340043734013
perennibranch,110.11999558729244
perennibranch,121.60156914074678
perennibranch,113.7270648563386
perennibranch,121.8278555098791
perennibranch,110.38325506410902
perennibranch,113.94283793559988
perennibranch,111.0778250910277
perennibranch,117.48992890235816
perennibranch,113.52675779045887
perennibranch,116.31335804238726
perennibranch,119.76915459677282
perennibranch,112.44440795974904
perennibranch,118.66835236880915
perennibranch,112.94895280792052
perennibranch,114.19035392903098
perennibranch,113.73226471291107
perennibranch,113.41828211066782
perennibranch,116.09175762562609
perennibranch,117.57379791658403
perennibranch,112.42661469510091
perennibranch,119.15086065342471
perennibranch,109.67171676740304
perennibranch,119.24816084772753
perennibranch,112.6351582562933
perennibranch,112.23794791490594
perennibranch,109.53662212640431
perennibranch,109.06121115917176
perennibranch,112.03080785513623
perennibranch,119.92479380058879
perennibranch,108.28794009115683
perennibranch,112.06075324608882
perennibranch,115.82450391894571
perennibranch,113.03861327129185
perennibranch,121.86758367089311
perennibranch,111.10752750326006
perennibranch,112.34588853898019
perennibranch,114.41793815510985
perennibranch,115.76315605659092
perennibranch,114.16065735967773
perennibranch,114.93544077488163
perennibranch,116.5252117028429
perennibranch,114.93566104223031
perennibranch,112.34048785501258
perennibranch,109.2607865810386
perennibranch,111.42385962509736
perennibranch,115.3057002928161
perennibranch,117.74445612249411
perennibranch,115.38588160303922
perennibranch,120.31765106266074
perennibranch,114.06698792088363
perennibranch,116.07515089338447
perennibranch,119.92254801556814
perennibranch,113.57399604086666
perennibranch,117.0065418025754
perennibranch,118.39879572657031
perennibranch,113.33698879009506
perennibranch,118.5591701976716
perennibranch,116.80883054765275
perennibranch,112.39455482238404
perennibranch,112.96048919506865
perennibranch,117.40388221192457
perennibranch,110.8731193371653
perennibranch,109.88249568568824
perennibranch,113.77851071069232
perennibranch,115.74681608147941
perennibranch,120.30609860422378
perennibranch,103.81970366193107
perennibranch,116.70600432283364
perennibranch,119.47544756693803
perennibranch,118.11167176572046
perennibranch,112.41549826436297
perennibranch,116.82141124332738
perennibranch,114.34603000755942
perennibranch,120.35199360834542
perennibranch,120.35689243898544
perennibranch,116.94322227249566
perennibranch,113.99271288985192
perennibranch,116.33280812231224
perennibranch,119.8319824215709
perennibranch,115.34746396732513
perennibranch,119.81834673216692
perennibranch,110.55371960994673
perennibranch,114.00327642421554
perennibranch,110.17476743601564
perennibranch,112.12242166026321
perennibranch,114.35049839447358
perennibranch,117.99079765444952
perennibranch,116.96759264170898
perennibranch,119.86695375118529
perennibranch,118.02100285573566
perennibranch,114.02522117366453
limey,124.45390723885868
limey,109.55359166837326
limey,121.21298816771494
limey,120.32621115386172
limey,118.06446256145628
limey,113.69613466692363
limey,118.95444804159634
limey,116.85788548656083
limey,118.45806256673505
limey,113.85436522668711
limey,114.91235883956502
limey,123.20451078375912
limey,110.83728584267638
limey,119.43139248292016
limey,111.98000786127928
limey,119.94339203289775
limey,118.80177607576418
limey,119.97035277858183
limey,114.78117851192997
limey,113.27969306055623
limey,115.67558439780449
limey,119.36287043671875
limey,112.2737177594237
limey,121.42129133487938
limey,115.6842407358587
limey,124.17930473230426
limey,118.33803983015846
limey,115.53742557864082
limey,115.66715543922554
limey,112.29870774172944
limey,122.88072151126124
limey,113.38132412777978
limey,114.36226772794737
limey,111.67329294275892
limey,116.03988543549202
limey,122.89644337113386
limey,116.81742230210223
limey,117.03226587519289
limey,123.47212395686226
limey,118.6017431415795
limey,123.05253330488573
limey,116.41200979899237
limey,119.20410887317408
limey,117.23687447259803
limey,115.18330853387839
limey,114.55922831675154
limey,117.93546212356942
limey,113.3830528011874
limey,111.92529068314387
limey,121.97747866675152
limey,117.68738961482168
limey,123.5266691171536
limey,115.60622101042154
limey,113.1740540491679
limey,109.19071662510534
limey,121.93542883207648
limey,119.02422700400463
limey,115.10478579132345
limey,115.9165377168253
limey,117.57536718792385
limey,118.49154905526336
limey,120.61667081563176
limey,116.90033897386587
limey,113.67198856781418
limey,118.52327138038936
limey,114.29175559703246
limey,114.9177940990413
limey,114.10118450031358
limey,115.35628261506619
limey,122.050249504469
limey,116.2554406870686
limey,119.2716313761691
limey,118.0814157342945
limey,115.74928798307155
limey,121.15331397651224
limey,114.1078824275211
limey,106.72738493200161
limey,116.75742701755712
limey,113.52139544977463
limey,115.76053214469147
limey,123.08557253231133
limey,124.01526768213469
limey,116.79323879044593
limey,109.75055445409284
limey,117.00387016556476
limey,119.24921329523119
limey,125.74692773022649
limey,116.21822949394408
limey,118.68673931123679
limey,120.83145501854342
limey,118.15548271991045
limey,115.60877199311335
limey,122.02555747404071
limey,120.53175444566084
limey,117.91805993905896
limey,118.85292900367968
limey,122.46568285338623
limey,114.143376759352
limey,117.48902547123065
limey,120.40615283906699
limey,117.2273461670253
limey,116.97790699273564
limey,119.29258425630061
limey,118.33602181720613
limey,113.84182764921212
limey,121.5970081475727
limey,115.94850804003484
limey,120.20459299691048
limey,124.42543424043704
