fluor-spar,snowlines
dissection,33.39022540964585
dissection,37.6136594723726
dissection,39.891236529525
dissection,35.102986289285255
dissection,35.00840869400113
dissection,39.94101449238004
dissection,38.71273058035074
dissection,32.454524140959855
dissection,36.61185173155154
dissection,27.219295352641495
dissection,38.78299992732541
dissection,30.077577667278195
dissection,37.091915194054074
dissection,39.80986379084875
dissection,32.25746487357141
dissection,34.17893258249036
dissection,37.115338423964765
dissection,33.112028250855815
dissection,34.66832780675028
dissection,35.45857431404736
dissection,36.578575367223394
dissection,40.53731664200335
dissection,41.7049341229647
dissection,40.812963578850216
dissection,40.052650885949554
dissection,38.59791668614818
dissection,36.5522149078368
dissection,38.70655535166574
dissection,37.64572844209449
dissection,34.882917704078494
dissection,36.871051532125506
dissection,37.648651140083466
dissection,35.83959663754427
dissection,35.420726622099636
dissection,39.93378553319578
dissection,38.66098779137104
dissection,39.8548490683716
dissection,42.789827943322486
dissection,38.666547010941784
dissection,45.3979140763969
dissection,38.575842248246076
dissection,40.08462807905534
dissection,38.59402214971867
dissection,35.44688255242821
dissection,37.59224013613388
dissection,40.159646827385274
dissection,37.164055399694966
dissection,34.360845718634266
dissection,47.919573607157744
dissection,40.97549411320311
dissection,43.30953302260185
dissection,37.51207022312497
dissection,39.216252584184595
dissection,38.11057510070811
dissection,33.94121074280974
dissection,37.40707120930768
dissection,35.54316220435011
dissection,38.77676187862726
dissection,33.67490775309418
dissection,32.08718229075237
dissection,41.56283099455035
dissection,39.99609514814473
dissection,33.63965580480056
dissection,37.282519228626136
dissection,35.04663936273551
dissection,34.006569289657534
dissection,30.411060520329293
dissection,35.326707913512635
dissection,42.82135353945769
dissection,34.82923366639824
dissection,32.35293323186535
dissection,37.6348424514213
dissection,50.107141942921174
dissection,33.50624635750377
dissection,35.62121259575539
dissection,36.93103837141804
dissection,36.02625368977813
dissection,44.12387019917471
dissection,39.57393901460327
dissection,39.59340152361302
dissection,34.839134586402324
augment,31.09706127218746
augment,41.15161997070864
augment,36.208438745437654
augment,28.986142141592637
augment,31.58383220829376
augment,35.398442143464415
augment,36.32591975579231
augment,30.234279387377743
augment,37.483991833909464
augment,31.378762980557497
augment,28.37956841964332
augment,33.69719557403871
augment,36.25616807726368
augment,34.42323475189532
augment,38.65158737162802
augment,35.48225445761088
augment,42.03023772326478
augment,38.71391690189292
augment,30.766348032840053
augment,30.85000938680273
augment,31.72852592504207
augment,32.452152288999876
augment,28.468718671006663
augment,33.35225998354704
augment,31.123702016640657
augment,38.50346463172022
augment,32.03901382055101
augment,37.41947945320027
augment,35.824460327871165
augment,37.54097802871002
augment,32.34041123813677
augment,31.926854173223198
augment,37.14016324418292
augment,34.33697747704469
augment,24.77694372923179
augment,32.37331745853608
augment,33.68323112684104
augment,31.647659652552033
augment,31.579616336853544
augment,28.4512531760841
augment,38.83354105921369
augment,32.45964805928928
augment,32.00505855873816
augment,38.44975070133972
augment,33.05623974084961
augment,37.05608944375935
augment,35.7037806740657
augment,30.614417392784762
augment,38.662169163363686
augment,37.71602219327612
augment,30.39511203225505
augment,32.084319512773966
augment,24.79388340410447
augment,36.2183218677729
augment,31.37416023285546
augment,35.73268987932577
augment,30.696630084012845
augment,37.57727796609576
augment,37.71807437011726
augment,36.731714810006935
augment,30.310457047082433
augment,35.119916242503756
augment,29.145926582751382
augment,39.48706559985257
augment,33.42741287832115
augment,29.289136696265633
augment,31.379513301653553
augment,30.984578676183087
augment,34.530859786290925
augment,37.72462458393023
augment,30.642594800610883
augment,29.557226502388158
augment,39.13661798106726
augment,32.60941019761305
augment,35.56185272305817
augment,40.7397681049316
augment,31.628176271863584
augment,35.797411645719286
augment,35.018880485120896
augment,30.800133391286824
augment,35.369316606188534
augment,34.090892678261454
augment,35.132247536800946
augment,32.123809435081206
augment,34.807429248892966
augment,35.304979465707135
augment,35.118176593753304
augment,29.084071936451988
augment,38.32673606804365
augment,36.90834168840474
augment,34.48453093258342
augment,29.144187703129273
augment,35.548702212821475
augment,30.619453505513157
augment,24.083266730483917
augment,32.0359469073818
augment,33.713144533653434
augment,29.069595972635245
augment,38.741563131959595
augment,38.5687026937476
augment,36.05110602006858
augment,42.24857067616597
augment,30.373740538111335
augment,32.36666087801338
augment,32.73646625913284
