perennibranch,azithromycin
caramelisation,-2.0148153340993993
caramelisation,-1.9095570660383085
caramelisation,-1.8806460756304844
caramelisation,-1.3648476477477385
caramelisation,-1.3454143839987858
caramelisation,-1.2549346103323258
caramelisation,-1.1055581466182793
caramelisation,-1.0103307782607203
caramelisation,-0.8970613413273795
caramelisation,-0.5056796510310049
caramelisation,-0.37872789360984077
caramelisation,-0.28154982476990437
caramelisation,-0.09803869056713202
caramelisation,-0.0221884549865895
caramelisation,0.09292214051749713
caramelisation,0.24143683706282718
caramelisation,0.49949500635765054
caramelisation,0.8980400889880368
caramelisation,0.9127892594326579
caramelisation,1.1224394866796132
caramelisation,1.2699450701489043
caramelisation,1.8241876024388
caramelisation,1.918941789041447
caramelisation,1.9518000381416993
caramelisation,2.350622040025056
caramelisation,2.4826276895079626
caramelisation,2.53911180880257
caramelisation,2.5607715435353797
caramelisation,2.6777017186932066
caramelisation,2.8070115001375
caramelisation,2.833904447793202
caramelisation,2.9610123935042374
caramelisation,3.3828619131166495
caramelisation,3.419886377612198
caramelisation,3.8591923313155867
caramelisation,3.920957507348388
caramelisation,3.972463517034852
caramelisation,3.983083633902368
caramelisation,4.098868188737363
caramelisation,4.174532829271835
caramelisation,4.199511248411885
caramelisation,4.3158574049590825
caramelisation,4.482862881548573
caramelisation,4.716086255654155
caramelisation,4.723076399424819
caramelisation,4.726545591478227
caramelisation,4.947473970835562
caramelisation,5.072569780474229
caramelisation,5.114842159795181
caramelisation,5.134180921896183
caramelisation,5.690340108256853
caramelisation,6.10975376908757
caramelisation,6.385718869168774
caramelisation,6.423021226335588
caramelisation,6.97672334246986
caramelisation,7.2565869358321535
caramelisation,7.803749776903777
caramelisation,8.291814014142515
caramelisation,8.455575816103048
caramelisation,9.382856161933692
caramelisation,10.062890392220876
caramelisation,10.075952213781656
caramelisation,10.239928363644907
caramelisation,11.049015423859895
caramelisation,11.379773211718796
caramelisation,11.429767747864437
caramelisation,12.116037525617696
caramelisation,12.134863618907502
caramelisation,12.559506757688924
caramelisation,14.710585950936924
caramelisation,15.207503923997255
caramelisation,16.733086393291963
caramelisation,17.523213852931534
Judaea,-8.519376489720912
Judaea,-6.895074059050395
Judaea,-5.878925030132634
Judaea,-5.71199099046748
Judaea,-5.258158075950714
Judaea,-4.985030872586344
Judaea,-4.455534694979592
Judaea,-4.319068131975946
Judaea,-4.300248815302997
Judaea,-4.093147663942013
Judaea,-3.7915766823155415
Judaea,-3.5615421127627207
Judaea,-3.4983520462337325
Judaea,-3.0528316839457363
Judaea,-2.774797826858977
Judaea,-2.6905124878106226
Judaea,-2.577964803805725
Judaea,-2.5685622894078373
Judaea,-2.2710221138880313
Judaea,-2.1723258953124036
Judaea,-2.143764623273629
Judaea,-1.9378597207135007
Judaea,-1.7870397448331476
Judaea,-1.5740216352232848
Judaea,-1.5625716308747195
Judaea,-1.4624647063953222
Judaea,-1.3791427433965775
Judaea,-1.345033854670373
Judaea,-1.3031269226857314
Judaea,-1.1956610904721119
Judaea,-1.1912992747876883
Judaea,-1.0061153989508642
Judaea,-0.8260222054962063
Judaea,-0.7632410167869693
Judaea,-0.7364031269778761
Judaea,-0.6590788087547415
Judaea,-0.5196138250744915
Judaea,-0.37740336607117886
Judaea,-0.2459440420587056
Judaea,-0.2025072434494076
Judaea,0.07871692186051268
Judaea,0.1487021582081253
Judaea,0.1931495179218126
Judaea,0.19616605235629272
Judaea,0.20583177333109012
Judaea,0.21616962329313752
Judaea,0.3216869415549386
Judaea,0.4165723456695118
Judaea,0.43438835818464255
Judaea,0.721580436903617
Judaea,0.7632697649713146
Judaea,1.011205315129277
Judaea,1.374663221180435
Judaea,1.4799435602071578
Judaea,1.7813331208041208
Judaea,1.8634883752166047
Judaea,1.8770055432791837
Judaea,1.9756700330146397
Judaea,2.139505453920515
Judaea,2.245729665886863
Judaea,2.326942423806018
Judaea,2.462834638970564
Judaea,2.606656237939162
Judaea,2.7006308341492833
Judaea,2.718274849174682
Judaea,2.7930277417979834
Judaea,2.830032713555923
Judaea,2.8425288323746516
Judaea,2.9005562963423754
Judaea,3.0428514568213156
Judaea,3.1419957226136193
Judaea,3.1548788611212797
Judaea,3.2035761472623996
Judaea,3.4647055396808883
Judaea,3.568832442909449
Judaea,3.6360517894839446
Judaea,3.6548478799547914
Judaea,3.6778959560544986
Judaea,3.6804942753777836
Judaea,3.8456403848193426
Judaea,3.9658918882784624
Judaea,4.148220199545307
Judaea,4.188915388411726
Judaea,4.3150339483784945
Judaea,4.740898329463736
Judaea,5.315245735963077
Judaea,5.336739489874893
Judaea,5.3970207127016
Judaea,5.825262691545345
Judaea,6.0831269702491655
Judaea,6.541053773953816
Judaea,6.617811987692767
Judaea,6.6421403927884475
Judaea,6.980755968847532
Judaea,7.510967181384695
Judaea,7.780536984812727
Judaea,8.755710441211885
Judaea,8.89106817781754
Judaea,9.104382936501063
Judaea,10.47033822535046
rhomboids,-19.948007665329783
rhomboids,-19.294545885810024
rhomboids,-17.393005118384718
rhomboids,-14.513396426757016
rhomboids,-13.239742874162102
rhomboids,-11.977271580759595
rhomboids,-11.673548552163789
rhomboids,-11.67156089986399
rhomboids,-11.01073135818827
rhomboids,-10.833083123076761
rhomboids,-10.74188789598016
rhomboids,-10.460458205869912
rhomboids,-10.353419893693511
rhomboids,-10.279906283405213
rhomboids,-10.115840646616258
rhomboids,-9.888884348491226
rhomboids,-9.594322885118896
rhomboids,-9.284545717414153
rhomboids,-9.141239520767563
rhomboids,-8.888038821041466
rhomboids,-8.496286930687983
rhomboids,-7.948275461893544
rhomboids,-7.468448172834359
rhomboids,-7.428391289858294
rhomboids,-6.800073215462288
rhomboids,-6.752942751319644
rhomboids,-6.54790639903677
rhomboids,-6.385091287329741
rhomboids,-5.511783164758122
rhomboids,-5.376501353934825
rhomboids,-4.799490226096681
rhomboids,-4.504126978348589
rhomboids,-3.9810806464972943
rhomboids,-3.975388412566576
rhomboids,-3.9628863990270267
rhomboids,-3.875028275473895
rhomboids,-3.283069458674574
rhomboids,-3.282659793629225
rhomboids,-3.21085572894105
rhomboids,-2.7002360798845357
rhomboids,-2.655720499646805
rhomboids,-2.4465737838011936
rhomboids,-2.3080909626855712
rhomboids,-1.631049835353122
rhomboids,-1.0645848098898254
rhomboids,-0.9171945742771217
rhomboids,0.4114481080451475
rhomboids,0.5943961827969181
rhomboids,0.7965616967537116
rhomboids,1.1262672419932909
rhomboids,1.147802277225481
rhomboids,1.2564350652470038
rhomboids,1.8754985141951925
rhomboids,2.2630952256567802
rhomboids,2.2720821547361068
rhomboids,2.6066324482185395
rhomboids,3.2176105738167426
rhomboids,3.744484970769894
rhomboids,4.052642811340012
rhomboids,4.1386763149124635
rhomboids,4.270185405574011
rhomboids,4.365446508955799
rhomboids,4.424796004966479
rhomboids,5.020121932987903
rhomboids,5.179793219777079
rhomboids,6.031101889146381
rhomboids,6.078608426905841
rhomboids,6.090627467991201
rhomboids,6.176181583641494
rhomboids,6.177082318003416
rhomboids,7.099456423492372
rhomboids,7.324871843895011
rhomboids,7.413785737354224
rhomboids,8.437393050354032
rhomboids,8.443339211394445
rhomboids,8.76998922651428
rhomboids,8.974026906776645
rhomboids,9.797679350697196
rhomboids,9.863604297367582
rhomboids,9.985051674196761
rhomboids,9.99793924992568
rhomboids,10.177268732478593
rhomboids,10.41407112494733
rhomboids,11.725320766543872
rhomboids,12.377604532092686
rhomboids,12.415282434739815
rhomboids,12.540831832448955
rhomboids,13.17124172244721
rhomboids,13.786978442133895
rhomboids,14.666343136962011
rhomboids,18.319305762570654
rhomboids,22.256717134661386
rhomboids,26.436119391542082
bull-tongue,-3.8333803754502798
bull-tongue,-2.7842269619742304
bull-tongue,-2.680135938716216
bull-tongue,-2.0586151881162618
bull-tongue,-2.042343653750512
bull-tongue,-1.9976789628126255
bull-tongue,-1.9480603746300496
bull-tongue,-1.9412591923507707
bull-tongue,-1.8836400520787784
bull-tongue,-1.8224769848361297
bull-tongue,-1.7114295457309683
bull-tongue,-1.6943143227206172
bull-tongue,-1.6875676136733293
bull-tongue,-1.5654351943464728
bull-tongue,-1.5491998867477392
bull-tongue,-1.3861727742130436
bull-tongue,-1.3629957894870341
bull-tongue,-1.3391924994482691
bull-tongue,-1.239428867469496
bull-tongue,-0.9535822046958197
bull-tongue,-0.9419145563691035
bull-tongue,-0.8901189132467857
bull-tongue,-0.8780767551042415
bull-tongue,-0.8628773206298398
bull-tongue,-0.8143432935401943
bull-tongue,-0.7399978640961002
bull-tongue,-0.7346866884897598
bull-tongue,-0.7232587903974879
bull-tongue,-0.7140273234658109
bull-tongue,-0.6577824114422908
bull-tongue,-0.6482550690655505
bull-tongue,-0.6401361827402019
bull-tongue,-0.5909883448635314
bull-tongue,-0.5607346371202421
bull-tongue,-0.48506466704879414
bull-tongue,-0.4622075612805
bull-tongue,-0.4362662607393966
bull-tongue,-0.4151386420064726
bull-tongue,-0.3261063788278159
bull-tongue,-0.3244522481363132
bull-tongue,-0.25470427742811236
bull-tongue,-0.24045325452440014
bull-tongue,-0.22072356265961102
bull-tongue,-0.18024709335029382
bull-tongue,-0.10221969494204611
bull-tongue,-0.053234319403181456
bull-tongue,0.036945674175843636
bull-tongue,0.07076081437875573
bull-tongue,0.09061101818282254
bull-tongue,0.10535613627272067
bull-tongue,0.15279137936843276
bull-tongue,0.18137753412841975
bull-tongue,0.1969608012427197
bull-tongue,0.2409950215783136
bull-tongue,0.25231365257602545
bull-tongue,0.27105342052102166
bull-tongue,0.28326252326193374
bull-tongue,0.3469601569922599
bull-tongue,0.3638934230049218
bull-tongue,0.4769323654886808
bull-tongue,0.5599241228768069
bull-tongue,0.5841616878607981
bull-tongue,0.5913912094992035
bull-tongue,0.6191529595823447
bull-tongue,0.6346647952341521
bull-tongue,0.687479650311327
bull-tongue,0.7368004883178471
bull-tongue,0.7712726104314569
bull-tongue,0.7781527860466266
bull-tongue,0.7786370220741208
bull-tongue,0.811769944291188
bull-tongue,0.8448214861282937
bull-tongue,0.9164792507433756
bull-tongue,1.031248016210539
bull-tongue,1.0373678905127173
bull-tongue,1.0701975266953645
bull-tongue,1.0766173977570739
bull-tongue,1.1255716385741659
bull-tongue,1.149429759694753
bull-tongue,1.1572348832237211
bull-tongue,1.2256169080750956
bull-tongue,1.2488981700066852
bull-tongue,1.2509494292120182
bull-tongue,1.2682490201314418
bull-tongue,1.2980095318497937
bull-tongue,1.3565891344291692
bull-tongue,1.3608103053520804
bull-tongue,1.3801071214713085
bull-tongue,1.3988299691396249
bull-tongue,1.550025913079282
bull-tongue,1.6084954974996177
bull-tongue,1.6286954757049406
bull-tongue,1.6397692992403383
bull-tongue,1.8387310968802077
bull-tongue,1.9098334063888498
bull-tongue,2.0650010611697045
bull-tongue,2.086523086322514
bull-tongue,2.3379916714231004
bull-tongue,2.342300930869405
bull-tongue,2.633689148053786
bull-tongue,2.879455866038427
