azithromycin,biblioclast
augment,61.71282753392782
augment,57.79108589735797
augment,48.81034605289581
augment,43.6649109878172
augment,53.67066426246914
augment,44.30303032209831
augment,60.726869519641646
augment,64.55352221996786
augment,65.31763654139114
augment,57.917852387508525
augment,46.034493461807735
augment,62.40744682587714
augment,56.25964748224126
augment,50.95824807228611
augment,60.40721201709655
augment,56.91696645120793
augment,62.95472540980066
augment,60.176105557793036
augment,64.93145695804172
augment,73.77803895917825
augment,52.206270715189696
augment,52.25939278008046
augment,60.694796801639406
augment,64.33374268771854
augment,55.585280660297464
augment,62.120950130289486
augment,58.69671289084358
augment,52.6840429653582
augment,57.40946854370503
augment,55.392338257363136
augment,68.74640922418361
augment,61.350342496455006
augment,48.21502485274107
augment,65.80928504981972
augment,60.491861137051615
augment,56.40766016318175
augment,50.79832319806038
augment,52.95244404278295
