substitutes,Judaea
cytopenias,29.12652900938721
cytopenias,24.406074832324943
cytopenias,40.49012274053502
cytopenias,15.4602929929255
cytopenias,26.946979419192466
cytopenias,24.80161260746416
cytopenias,32.32518180951699
cytopenias,38.11710354505508
cytopenias,28.176985864773556
cytopenias,30.922132345976426
cytopenias,20.51930944323928
cytopenias,22.025802990983646
cytopenias,51.228659928866925
cytopenias,19.346038039111075
cytopenias,29.069195174127096
cytopenias,16.00263751340075
cytopenias,18.90358598299583
cytopenias,11.893899013128696
cytopenias,14.583534454519828
cytopenias,31.858548976224192
cytopenias,28.23369120639504
cytopenias,0.19120967909880093
cytopenias,41.05785450567774
cytopenias,24.873654175268147
cytopenias,16.935797376038696
cytopenias,29.958292425078028
cytopenias,21.345325136366295
cytopenias,23.7077574084712
cytopenias,31.18134175909034
cytopenias,37.18182746204516
cytopenias,34.68373967969667
cytopenias,25.08367910757264
cytopenias,29.807591264681186
cytopenias,25.467648973480063
cytopenias,25.358687531947567
cytopenias,22.880373471718826
cytopenias,10.260541733104809
cytopenias,29.080267807096828
cytopenias,28.27961906221482
cytopenias,17.85263370514685
cytopenias,44.26189574264582
cytopenias,24.868045730136057
cytopenias,35.051521860186774
cytopenias,27.386643587005093
cytopenias,37.4395897440396
cytopenias,22.535836529409146
cytopenias,42.90885607680839
cytopenias,20.070347585453693
cytopenias,37.85924939669292
cytopenias,35.39378760176079
cytopenias,25.235113844629797
cytopenias,27.255810535614096
cytopenias,22.89159356848284
cytopenias,29.364010066669323
cytopenias,20.688471807375024
cytopenias,25.925828083461695
cytopenias,31.09829011848291
cytopenias,32.09922611902178
cytopenias,17.836553472471874
cytopenias,39.386986046579885
cytopenias,42.205161056608986
cytopenias,29.893051050439546
cytopenias,29.56842291006975
cytopenias,29.0613831838495
cytopenias,38.08417045970623
cytopenias,34.21513474318899
cytopenias,35.79161544100058
cytopenias,15.293330138355284
cytopenias,34.71645992118657
spies,19.83780996334901
spies,27.812156204888023
spies,33.946818436750036
spies,25.975038482977496
spies,36.60756273369263
spies,24.599828228523876
spies,16.1638230305706
spies,35.779905466899976
spies,25.463938170511224
spies,32.934739876862864
spies,30.83059467944732
spies,20.492262445999835
spies,26.667677717349953
spies,31.494058098005606
spies,37.16435708668244
spies,30.72322321291844
spies,10.571921448449281
spies,31.64917572117353
spies,19.796686307197632
spies,27.462474713062367
spies,34.56910943793641
spies,27.199395802913045
spies,22.618412425386484
spies,25.35889170080088
spies,13.374287804131876
spies,28.20573216481136
spies,16.448534235182443
spies,21.977199988426367
spies,16.74183497540804
spies,29.19653656758306
spies,34.85447228318877
spies,26.240894922030883
spies,28.68874731520072
spies,33.88578288138466
spies,28.43764284593029
spies,40.951945112110465
spies,22.073314468743845
spies,30.71113921993493
spies,41.65351616208976
spies,28.164045320660378
spies,21.87329364048956
spies,30.51407405548024
spies,29.409053287694753
spies,18.960636531834986
spies,21.098148153490648
spies,22.750123772505674
spies,21.667150138248765
spies,18.922251711586
spies,21.709809107947663
spies,50.520386835768406
spies,40.47855638684259
spies,20.70558575810961
spies,36.22354174462845
spies,28.85616125597404
spies,27.230924700587227
spies,33.6072747986976
spies,21.427314254593703
spies,21.47689572680611
spies,24.224648016951733
spies,21.946721362603334
spies,32.85028590475599
spies,29.85159183089597
spies,24.299152738030884
spies,33.57264692468121
spies,15.381503548065385
spies,26.81308458303007
spies,22.87982060950059
spies,27.794950190561394
spies,38.75558348518273
spies,32.871802730316425
spies,28.497914908837053
spies,27.496246475151857
spies,25.553155494041654
spies,30.255471678651276
spies,38.18007741210443
spies,31.339502740354998
spies,48.94238847024465
spies,38.7624177044498
spies,16.680318770313566
spies,30.177136033169067
spies,26.777354655208303
spies,15.843262443469868
spies,30.51093475764852
spies,16.639034838610797
spies,29.68199805869325
spies,24.310519517370484
spies,25.957395889461512
spies,10.592377365536123
spies,33.31076640264181
spies,21.18835628492326
spies,24.14834461648229
spies,31.195755439148996
spies,19.981454157802595
spies,24.211867916475057
spies,38.64229650475792
spies,30.36812678489205
spies,27.983578701816672
spies,24.846362167780452
spies,34.7079164727333
spies,28.229133877488902
spies,21.484866432032412
spies,23.695582250759145
spies,32.32725196644763
spies,21.254623678261147
spies,20.715950261515346
spies,31.788712365286308
spies,24.651116857948523
perennibranch,28.209943646663685
perennibranch,15.405661159777546
perennibranch,41.15341984970355
perennibranch,28.442985017463275
perennibranch,32.90822380955142
perennibranch,31.653544041546137
perennibranch,21.307385740318157
perennibranch,29.573413902838656
perennibranch,36.22541062091038
perennibranch,32.59357636735795
perennibranch,28.110460118468076
perennibranch,12.263094072396296
perennibranch,15.721103726229659
perennibranch,9.706848668211133
perennibranch,19.31961057939767
perennibranch,35.77066445763276
perennibranch,18.901206983366123
perennibranch,31.516412821430315
perennibranch,20.32831472817724
perennibranch,24.045435705509895
perennibranch,22.77773545914407
perennibranch,20.15086293376228
perennibranch,32.19214865562336
perennibranch,24.611455070665244
perennibranch,11.74731002403973
perennibranch,38.351454820140205
perennibranch,30.507474825396198
perennibranch,35.174395680905114
perennibranch,22.909812798886946
perennibranch,18.413747239960717
perennibranch,30.868402227465626
perennibranch,29.53736964538326
perennibranch,29.69483051644606
perennibranch,29.62201584979991
perennibranch,26.446493445325334
perennibranch,41.50492497305062
perennibranch,28.442247451836547
perennibranch,19.989605242308492
perennibranch,24.315014621491045
perennibranch,32.66678719848472
perennibranch,34.10053764280125
perennibranch,27.73938030482315
perennibranch,32.87704130110171
perennibranch,33.4835601970218
perennibranch,33.75583995303623
perennibranch,27.227538517790233
perennibranch,26.98697759555516
perennibranch,18.100069134955483
perennibranch,21.239091188432607
perennibranch,30.44216930268902
perennibranch,29.148420330713282
perennibranch,28.758020750697746
perennibranch,42.09738471816917
perennibranch,21.93598260757151
perennibranch,30.09210048507728
perennibranch,31.91947987578287
perennibranch,38.99805938220816
perennibranch,43.46052200986154
perennibranch,36.24381557950758
perennibranch,17.44042657536629
perennibranch,33.71053486009427
perennibranch,25.182273582349993
perennibranch,25.8838096606976
perennibranch,6.8161776373733325
perennibranch,12.9328167022691
perennibranch,28.821345492116695
perennibranch,32.902166506009415
perennibranch,20.12315240041073
perennibranch,9.114899516765547
perennibranch,40.58788527571669
perennibranch,38.9653019895878
perennibranch,23.550166670708833
perennibranch,29.230147238667794
perennibranch,35.38246544835874
perennibranch,40.85647774746498
perennibranch,30.663156724908994
perennibranch,18.780630268377827
perennibranch,44.69924345858706
perennibranch,42.89010443089608
perennibranch,34.21676924346861
perennibranch,39.18922700356816
perennibranch,42.46001564157651
perennibranch,29.473992879620642
perennibranch,12.292780088332943
perennibranch,25.276960026496937
perennibranch,22.865140849424808
perennibranch,28.425199944277328
perennibranch,16.888009202017194
perennibranch,27.009778235254714
perennibranch,24.254566251209397
perennibranch,38.05906246823806
perennibranch,37.95289738982775
perennibranch,24.835328554868067
perennibranch,38.723594492157694
perennibranch,41.22631357689438
perennibranch,36.03902850080269
perennibranch,35.452039557531094
perennibranch,30.699352583316312
perennibranch,17.495150550943514
perennibranch,36.037339432301906
perennibranch,29.587874374819343
perennibranch,24.66819641288198
perennibranch,36.680365193273964
perennibranch,32.25748940860329
perennibranch,36.853164256757346
perennibranch,29.652069683469474
perennibranch,40.59868524326879
perennibranch,23.29267943487842
perennibranch,28.99595197116714
perennibranch,18.94596919727082
augment,18.95152926792543
augment,22.625539076114087
augment,26.844632247000437
augment,39.86028728835381
augment,39.75975912957337
augment,36.650676086574016
augment,25.955861534968978
augment,23.939687392675985
augment,37.12749227748492
augment,24.18112429938664
augment,23.701833320030136
augment,32.62913952933593
augment,26.738998448535376
augment,26.40058962341521
augment,39.43688000450666
augment,31.84224320436298
augment,27.86196674340946
augment,33.79573469017033
augment,31.853438284866744
augment,32.45719097163841
augment,51.28209197035312
augment,33.695779055546915
augment,31.701155901202107
augment,42.420922216000235
augment,30.075395264154157
augment,38.84614776778231
augment,34.90469808071705
augment,27.72044764601556
augment,33.3227015452329
augment,26.04202079548358
augment,27.601010312106407
augment,49.68550309935567
augment,34.530444184076515
augment,37.236069630800436
augment,33.98418344492194
augment,36.3073011994276
augment,45.788102445903206
augment,32.19830673092942
augment,37.64827798465413
augment,17.96444926056476
augment,38.053753598578865
augment,30.417502551728372
augment,42.08112649911605
augment,25.211020286202064
augment,29.122760858619372
augment,29.36881212395368
augment,29.568208911132956
augment,27.79898091467525
augment,40.11638826592117
augment,32.20725495821055
augment,36.26007215564207
augment,37.44528555957042
augment,35.07047877054575
augment,38.453529248559235
augment,27.239637410117677
augment,40.95286853061926
augment,37.87959882592934
augment,41.52418055873959
augment,36.08098704783356
augment,39.930422183995745
augment,21.56838222771716
augment,32.27635317341431
augment,28.732587152734663
augment,32.77188731806813
augment,14.09621433977441
augment,33.84113758615599
augment,30.424174258207383
augment,35.80973648471062
augment,31.173286787989614
augment,38.679361713193074
augment,39.90474557634855
augment,39.96607857698087
augment,29.07738324455474
augment,27.83956189836707
augment,27.024997124222736
augment,34.96029778115686
augment,34.51171284576813
augment,38.75679517219265
augment,25.67083609736075
augment,26.31040751966969
augment,30.949122125053233
augment,27.285562564052093
augment,39.50441325119924
augment,36.02503705143374
augment,31.46519538866933
augment,21.47522811730703
augment,33.52260312985081
augment,33.92887385490561
augment,41.405822308062504
augment,21.112868201247686
augment,35.159851262459654
augment,23.048788720186987
augment,38.4858434077279
augment,35.44492864547421
augment,32.188288687070084
augment,30.651270309545218
augment,33.23281022711267
augment,16.710701253252708
augment,39.37828051686083
augment,23.410134448888424
augment,29.925834537976932
augment,26.160426995705713
