augment,Judaea
azithromycin,87.2642680365238
azithromycin,95.56142296072328
azithromycin,94.2072855409526
azithromycin,99.7354406818132
azithromycin,105.61120688626401
azithromycin,101.46323560421907
azithromycin,94.22032382578097
azithromycin,92.49567319614752
azithromycin,87.96026801278876
azithromycin,95.52292618029782
azithromycin,102.29633442079391
azithromycin,92.20626876005032
azithromycin,84.48652466664323
azithromycin,95.5812229186703
azithromycin,97.2513129179171
azithromycin,106.74294468841605
azithromycin,87.82716269815859
azithromycin,97.11825742576644
azithromycin,102.29473979725108
azithromycin,87.54934982839708
azithromycin,88.02253175505236
azithromycin,85.22967298313456
azithromycin,95.6031266063596
azithromycin,102.51319971142264
azithromycin,85.49276167346811
azithromycin,99.06345607528716
azithromycin,95.22733951701134
azithromycin,96.68950676021242
azithromycin,99.61481628227718
azithromycin,91.36285728718427
azithromycin,103.40390891895649
azithromycin,106.74856479418195
azithromycin,88.37926794326565
azithromycin,85.13226097524552
azithromycin,87.34401568627075
azithromycin,91.76782221434145
azithromycin,83.55349804244618
azithromycin,93.55747640626352
azithromycin,99.62540300285269
azithromycin,102.87936640977294
azithromycin,87.85429453779378
azithromycin,98.69609565138587
azithromycin,100.77288569286134
azithromycin,86.5671490381472
azithromycin,98.02640058433201
azithromycin,102.66198559628978
azithromycin,94.96719541402597
azithromycin,107.59317082314709
azithromycin,98.9910908539537
azithromycin,90.5690852365493
azithromycin,96.48100788708086
azithromycin,106.7608399353811
azithromycin,105.51121389504695
azithromycin,88.1850689358773
azithromycin,84.16060213629495
azithromycin,100.42731240842421
azithromycin,89.40924981266356
azithromycin,85.86728207104852
azithromycin,97.55290145515087
azithromycin,101.0461117392798
azithromycin,88.67974329006738
azithromycin,83.12175129489256
azithromycin,91.01286397787682
azithromycin,107.16698108084753
azithromycin,74.71415259898647
azithromycin,91.43605179704501
azithromycin,94.64964289203614
azithromycin,89.94985944935483
azithromycin,91.21443464514836
azithromycin,97.15689150395232
azithromycin,83.61695792898632
azithromycin,90.32234603301403
azithromycin,86.78613838029818
azithromycin,115.49446591774499
azithromycin,98.00554829972783
azithromycin,98.93972604010955
azithromycin,90.7865871420579
azithromycin,96.94534877040964
azithromycin,98.94022631984554
azithromycin,93.61374116080643
azithromycin,93.54226190133083
azithromycin,91.68540035416264
rhomboids,77.15152600027908
rhomboids,67.21295109515896
rhomboids,77.65827949701304
rhomboids,69.54843934527356
rhomboids,78.8013950423353
rhomboids,75.00679658647938
rhomboids,86.46067879477286
rhomboids,96.32203492129352
rhomboids,73.42064276063269
rhomboids,73.62385078994127
rhomboids,66.15014200580386
rhomboids,66.78290282976563
rhomboids,74.49329901548624
rhomboids,79.05915385177077
rhomboids,72.31179823232078
rhomboids,71.97723763556958
rhomboids,88.78538559850936
rhomboids,86.83264287711731
rhomboids,79.46159629777338
rhomboids,73.72796131236144
rhomboids,78.22454774151626
rhomboids,83.17427148164721
rhomboids,75.99653276891497
rhomboids,61.707323705476995
rhomboids,74.811180834866
rhomboids,81.08004322782232
rhomboids,82.20663168709766
rhomboids,65.09712831354302
rhomboids,74.32276995270621
rhomboids,70.85602464863761
rhomboids,84.11253800009165
rhomboids,75.22106637094599
rhomboids,78.63979939652398
rhomboids,74.89362114006671
rhomboids,62.99495315047441
rhomboids,63.916194493313355
rhomboids,72.16622077403487
rhomboids,79.596021021301
rhomboids,67.75959702692008
rhomboids,79.53753362976086
rhomboids,75.91854697559008
rhomboids,77.7440343556591
rhomboids,73.06650019508868
rhomboids,77.37411498463773
rhomboids,70.18222080082246
rhomboids,88.48214680372192
rhomboids,64.4989641387048
rhomboids,63.76153577486238
rhomboids,66.90674776633449
rhomboids,62.316443100320576
rhomboids,74.4595251218596
rhomboids,81.3169671879879
rhomboids,77.20965157079057
rhomboids,84.11846970314313
rhomboids,66.7832422369917
rhomboids,81.07868555828546
rhomboids,76.53066458120195
rhomboids,82.57094607430649
rhomboids,79.80569357506185
rhomboids,82.81556211020913
rhomboids,76.6744479795978
rhomboids,82.14148457758105
rhomboids,64.07800489640861
rhomboids,76.0331359223952
rhomboids,68.20365972857587
rhomboids,74.18397141426509
rhomboids,68.66354150497386
rhomboids,80.45688871957302
rhomboids,88.19693031222995
rhomboids,80.6249688444345
rhomboids,88.5343702334138
rhomboids,61.92842695072513
rhomboids,81.18953675845337
rhomboids,80.5038688264955
rhomboids,67.0570722897047
rhomboids,78.44027422360602
rhomboids,69.43484580441758
rhomboids,78.8839871604204
rhomboids,66.98181112041772
rhomboids,77.5895674072912
rhomboids,81.82709699149547
rhomboids,68.11891800900695
rhomboids,73.74133205444392
rhomboids,70.8291530218749
rhomboids,69.72139251836863
rhomboids,69.79912921986822
rhomboids,73.59475534589124
rhomboids,75.3585886610837
rhomboids,83.61216587814478
rhomboids,72.02635307102544
rhomboids,80.3604002952728
rhomboids,79.05201400289337
rhomboids,80.39865764562491
rhomboids,72.80517577521455
rhomboids,84.56854877251862
rhomboids,68.04748480825285
rhomboids,70.76152462027355
rhomboids,71.75242791974972
rhomboids,71.72107674123298
rhomboids,86.38209180053956
rhomboids,76.52760841294399
rhomboids,66.48556159095477
rhomboids,66.71153298399318
rhomboids,74.87782557543156
rhomboids,78.4678415851246
rhomboids,70.00532202108367
caramelisation,93.05411109372969
caramelisation,91.11312631017275
caramelisation,97.39017911038805
caramelisation,85.53833264569235
caramelisation,86.42904171648618
caramelisation,84.08086812715396
caramelisation,87.64411211135155
caramelisation,74.7270272301311
caramelisation,92.66480331747374
caramelisation,81.09699861419573
caramelisation,89.18708989972409
caramelisation,93.09835785365394
caramelisation,95.93607098894523
caramelisation,92.92288144855422
caramelisation,95.84772570189149
caramelisation,93.79957174256815
caramelisation,85.06245778109344
caramelisation,93.90378047101663
caramelisation,93.2269881790865
caramelisation,92.8786228103485
caramelisation,72.32430263625929
caramelisation,96.55203205495795
caramelisation,90.59756559383706
caramelisation,83.11204614706682
caramelisation,88.6381942445879
caramelisation,80.08192344069275
caramelisation,90.2576187593086
caramelisation,85.48630927308734
caramelisation,86.33105455438248
caramelisation,85.98577299687138
caramelisation,111.29770766853522
caramelisation,93.68865290593105
caramelisation,102.38954163694756
caramelisation,97.12885068339409
caramelisation,79.81209887894303
caramelisation,88.58788581826457
caramelisation,88.4840240785256
caramelisation,85.55792197874628
caramelisation,93.1496503804721
caramelisation,89.43899803465237
caramelisation,89.62964084183444
caramelisation,84.89961299427915
caramelisation,100.57285757613745
caramelisation,92.765429301977
caramelisation,80.91974524795056
caramelisation,86.43682972567395
caramelisation,88.04015294329108
caramelisation,86.59656354724602
caramelisation,85.35843053985758
caramelisation,90.97247652856967
caramelisation,93.80825687038427
caramelisation,88.58452910169132
caramelisation,88.40577437501167
caramelisation,94.38710137884348
caramelisation,87.79874401353872
caramelisation,84.09010660859077
caramelisation,82.04616571946774
caramelisation,86.41624171862807
caramelisation,78.83934341090324
caramelisation,92.77178634198647
caramelisation,91.56354809412123
caramelisation,93.78371771296203
caramelisation,84.52359531903423
caramelisation,92.0704855588714
caramelisation,87.79082998590795
caramelisation,73.8139541620243
caramelisation,95.4876575881935
caramelisation,85.63816813109077
caramelisation,86.18720380420885
caramelisation,85.03924598912428
caramelisation,82.97950607809938
caramelisation,71.50823945151328
caramelisation,88.5910246886228
caramelisation,83.17233698708078
caramelisation,91.48038042593699
caramelisation,85.7694265703211
caramelisation,88.36883463844599
caramelisation,80.05880090607249
caramelisation,85.41739911346716
caramelisation,82.21495518739796
caramelisation,97.73388257758302
caramelisation,82.92945297388037
caramelisation,89.05476771311798
caramelisation,75.37600688736451
caramelisation,79.60036049874572
caramelisation,92.42573770191203
caramelisation,87.56499658511612
caramelisation,88.17695501205264
caramelisation,93.58122666545187
caramelisation,76.9988967665437
caramelisation,93.23975619372314
caramelisation,91.8347725225124
caramelisation,73.85760896758285
caramelisation,93.90267833951953
caramelisation,91.62080972045466
caramelisation,94.12031424310463
caramelisation,83.9277171009472
caramelisation,103.80443809591748
caramelisation,87.76601914889991
filibusters,93.07919607145472
filibusters,92.54381633284035
filibusters,96.60326270096411
filibusters,104.7425025713796
filibusters,90.85119619075472
filibusters,101.17203538337569
filibusters,88.74453744396992
filibusters,100.52203069080805
filibusters,91.5265272200128
filibusters,88.94270002797366
filibusters,94.68014854402148
filibusters,99.18306171431331
filibusters,94.71210825282759
filibusters,102.70039118617508
filibusters,96.4709194459967
filibusters,97.34267735597302
filibusters,86.88424588288927
filibusters,95.38488720558354
filibusters,93.31579197395574
filibusters,102.45475887729816
filibusters,92.75802717743437
filibusters,84.86226285806897
filibusters,97.9412500353972
filibusters,94.13490387537544
filibusters,107.13749239110346
filibusters,88.1278949585087
filibusters,75.82440203468785
filibusters,100.03522416252443
filibusters,86.68214029973706
filibusters,98.13492444850525
filibusters,105.20775914441046
filibusters,93.36495927507055
filibusters,100.26965991406439
filibusters,86.28404504184581
filibusters,93.29587380791929
filibusters,91.90184950459442
filibusters,97.14872425004984
filibusters,95.00405181250105
filibusters,82.18715904117077
filibusters,105.45584755606758
filibusters,88.48625172205448
filibusters,100.52848690110633
filibusters,82.03366510904362
filibusters,101.05634324215025
filibusters,95.38539795421354
filibusters,90.44423450855777
filibusters,100.50812542960138
filibusters,102.07677047126597
filibusters,99.8817064165498
filibusters,84.54283871011192
filibusters,89.5593002782157
filibusters,91.63829755039441
filibusters,95.48433540761107
filibusters,96.94127596682513
filibusters,101.9646122436809
filibusters,97.39685140245066
filibusters,84.64385555637023
filibusters,91.89861393316546
filibusters,83.64713566106856
filibusters,91.85063571237612
filibusters,90.46155265449818
filibusters,96.5876593451964
filibusters,89.61898542852406
filibusters,90.2858019489328
filibusters,99.33449744802036
filibusters,91.22795960324608
filibusters,107.1475774936895
filibusters,96.71300451159425
filibusters,94.47993756538914
filibusters,78.91120836424501
filibusters,94.67548924237819
filibusters,79.2055206226275
filibusters,97.00101003175904
filibusters,103.406073170192
filibusters,92.62037569917707
filibusters,94.62541269443824
filibusters,90.04317398753268
filibusters,84.40241785460032
filibusters,90.33978507390722
filibusters,81.47540473759285
filibusters,98.82842111773532
filibusters,95.71583099796767
filibusters,88.93766883567298
filibusters,81.90601636766206
filibusters,89.0995556003799
filibusters,93.58723262685803
filibusters,94.8290360847307
filibusters,84.96576953064373
filibusters,89.1167553112727
filibusters,102.95271927046718
filibusters,96.50694530662341
filibusters,82.63227086031436
filibusters,89.71898164450317
filibusters,90.05927419719815
filibusters,93.11017549085923
filibusters,101.26068646278387
filibusters,88.16642754109499
filibusters,102.15460478283447
filibusters,97.50095393896636
lungers,88.88273498256488
lungers,93.10905506387877
lungers,96.42061945478204
lungers,87.07290636002766
lungers,85.290865659755
lungers,80.33112393372271
lungers,85.19662100350966
lungers,87.10819223713845
lungers,68.98257885802518
lungers,90.87798655733958
lungers,86.08406574027771
lungers,82.99352658138277
lungers,97.57764204642416
lungers,86.59872185374007
lungers,89.08487937933951
lungers,82.54919520735952
lungers,89.25989844633143
lungers,74.23054769034967
lungers,88.25744881836488
lungers,84.1935898399486
lungers,68.86484271912357
lungers,71.94079595634628
lungers,82.39230803933411
lungers,85.1529297349101
lungers,71.8065623946622
lungers,78.27305381178388
lungers,81.79507876259835
lungers,89.75674118216415
lungers,77.69643442739603
lungers,85.45044409111932
lungers,88.97679226692739
lungers,79.83126625058154
lungers,82.88480868705558
lungers,79.16927751397196
lungers,87.41269780182328
lungers,88.82821135755412
lungers,81.49134126977582
lungers,90.34931197980232
lungers,89.77787425536194
lungers,92.70842030642098
lungers,83.56197422957122
lungers,83.42588858362372
lungers,89.43366199195775
lungers,87.80264864950499
lungers,83.52373061102264
lungers,81.00608124792019
lungers,89.22677098652333
lungers,93.222141655569
lungers,94.19766453929874
lungers,80.45739681324753
lungers,86.14440468348374
lungers,79.74253620819107
lungers,94.23039449862218
lungers,77.35102158605628
lungers,93.57059827512504
lungers,82.20746094772555
lungers,88.53463474881757
lungers,77.1646471373981
lungers,78.92767833881675
lungers,84.98406040556847
lungers,91.03915720298863
lungers,89.31852662167181
lungers,77.65996273084528
lungers,87.89502720385282
lungers,89.67261283351868
lungers,97.3996174050718
lungers,87.25330274772337
lungers,86.21871393171219
lungers,88.00131848287758
lungers,84.49020244031689
lungers,88.84296346690046
lungers,91.91535006235009
lungers,81.04299758960188
lungers,86.81209653049864
lungers,82.9052372452642
lungers,91.20078420965478
lungers,87.4712306012754
lungers,95.17926647433494
lungers,78.85711514243313
lungers,86.06559403012673
lungers,99.55362541233035
lungers,79.88776827362013
lungers,87.94980371518076
lungers,88.9824921975779
lungers,85.05638388700417
lungers,84.4167842246018
lungers,90.97028453548423
lungers,82.2822043217841
lungers,76.48231546135358
lungers,71.99996144882226
