Judaea,dissection
lungers,5.0147199744818
lungers,5.486090468843532
lungers,5.918164495117366
lungers,6.28234174389499
lungers,6.491002894373225
lungers,6.537591699515311
lungers,7.720005239167516
lungers,9.601955182883893
lungers,12.903425548665233
cytopenias,-13.435539219286811
cytopenias,-13.359981834504834
cytopenias,-12.264551290831989
cytopenias,-11.65010402305002
cytopenias,-10.338048379779284
cytopenias,-9.75169498003939
cytopenias,-9.430990158144045
cytopenias,-9.33349274732534
cytopenias,-8.65725924768783
cytopenias,-8.10318065201516
cytopenias,-7.815101929082372
cytopenias,-7.362654083234229
cytopenias,-7.3375545795412584
cytopenias,-7.202680934304582
cytopenias,-7.0766053826168624
cytopenias,-7.072183344352745
cytopenias,-5.621367733365719
cytopenias,-5.484558557118686
cytopenias,-5.4247829441788085
cytopenias,-4.627842392360429
cytopenias,-4.178480733137756
cytopenias,-4.047982651768641
cytopenias,-3.598695150104119
cytopenias,-3.4066990688959633
cytopenias,-3.3825813977946697
cytopenias,-2.9647981416096525
cytopenias,-2.9162719440810068
cytopenias,-2.90696378415719
cytopenias,-2.6193622914168153
cytopenias,-2.4173895083280375
cytopenias,-2.35866185384138
cytopenias,-2.145800385035713
cytopenias,-2.063980316279071
cytopenias,-1.687507006639999
cytopenias,-1.5958171822462006
cytopenias,-1.5775257530487643
cytopenias,-0.5975992970663416
cytopenias,-0.5310196462800147
cytopenias,-0.30755048725270323
cytopenias,-0.2506240911686296
cytopenias,-0.12218242029695464
cytopenias,0.0838295680929804
cytopenias,0.08920870685857084
cytopenias,0.19521216670660024
cytopenias,0.2559403252493697
cytopenias,0.283732536869837
cytopenias,0.6721354912834431
cytopenias,0.916508343104849
cytopenias,1.0938769110913877
cytopenias,1.1134942620514454
cytopenias,1.2812580708531767
cytopenias,1.747220263006037
cytopenias,1.825541454986435
cytopenias,1.9020356932953475
cytopenias,1.982804095669709
cytopenias,2.5202107483890854
cytopenias,2.5750764345597688
cytopenias,2.590943035464688
cytopenias,2.6130662247017407
cytopenias,2.6975745468113916
cytopenias,2.9143704420146257
cytopenias,3.131730687374867
cytopenias,3.5608708800038027
cytopenias,3.6058195570079934
cytopenias,3.644142039503047
cytopenias,3.851227244563114
cytopenias,3.9158683604307862
cytopenias,4.0643407026052865
cytopenias,4.4309778155791975
cytopenias,4.766349546977353
cytopenias,5.301303812076094
cytopenias,5.335731993435776
cytopenias,5.5145885457495964
cytopenias,5.586132694992757
cytopenias,5.640822753560333
cytopenias,6.060619213912528
cytopenias,6.728322329240838
cytopenias,7.369118731138951
cytopenias,7.613019459165189
cytopenias,7.806135096015013
cytopenias,8.049752104781332
cytopenias,8.116958933090531
cytopenias,9.000033036528631
cytopenias,9.748683244016863
cytopenias,9.803234302067816
cytopenias,10.455792914641977
cytopenias,11.813770358525918
cytopenias,12.25491064210669
cytopenias,12.65071245055305
cytopenias,12.912271998563588
cytopenias,13.112801793853995
cytopenias,15.151936111932017
augment,-4.485248606041248
augment,-4.024734428392724
augment,-3.9227993084894335
augment,-3.6293952482611043
augment,-2.9529922518798717
augment,-2.917786419376893
augment,-2.8333978524081096
augment,-2.786048840857003
augment,-2.7152983039432046
augment,-2.475800999787787
augment,-2.424053778426462
augment,-2.3365897421610495
augment,-2.146905582256702
augment,-2.058100798259791
augment,-2.0394104881178095
augment,-1.9921006395083924
augment,-1.9808292807585643
augment,-1.9781422101965358
augment,-1.9012550242774386
augment,-1.8879218248930856
augment,-1.7513984269298961
augment,-1.7191446614889927
augment,-1.6541505287918545
augment,-1.6530383415057557
augment,-1.513308046399898
augment,-1.433970247355101
augment,-1.4319563767804826
augment,-1.3704066511925972
augment,-1.2301663487178758
augment,-1.223745151524059
augment,-0.9986676823104571
augment,-0.9918759557117773
augment,-0.9273763445695286
augment,-0.8714871170706124
augment,-0.7694460998400946
augment,-0.7517887822706368
augment,-0.7115442039112694
augment,-0.6165401219569087
augment,-0.5957102826439875
augment,-0.530696606580237
augment,-0.45953073490638857
augment,-0.45567412720831213
augment,-0.371107800397503
augment,-0.3330476227586283
augment,-0.283483577440162
augment,-0.2765333867915758
augment,-0.2571973746793413
augment,-0.17952804966932082
augment,-0.12065432395705944
augment,-0.07139182027441632
augment,-0.04897345529509453
augment,0.007664331191423633
augment,0.015088516592797257
augment,0.07656182264071205
augment,0.07732267529447193
augment,0.09958875881232958
augment,0.13725056644279934
augment,0.1639427298353438
augment,0.18253343854106288
augment,0.19125327424213728
augment,0.2951837650324776
augment,0.3296278533991861
augment,0.4894836028130194
augment,0.5491556369017557
augment,0.5875273417074305
augment,0.6631584237802597
augment,0.6752159860357815
augment,0.7461201595340957
augment,0.8236721511094345
augment,0.8348134501884186
augment,0.8615274095823202
augment,0.9103914425889331
augment,0.9207520823608625
augment,1.1094942538129045
augment,1.1409931537611455
augment,1.3591827606549591
augment,1.3789265461653533
augment,1.4923180874799717
augment,1.5859120530600619
augment,1.6298931507909329
augment,1.6566276438561338
augment,1.677240630578688
augment,2.036770724970404
augment,2.0685631755249334
augment,2.117209447948667
augment,2.11961037777958
augment,2.1279710817995734
augment,2.1447430810641603
augment,2.309634818572908
augment,2.331826573743059
augment,2.3561784761710483
augment,2.692879180885981
augment,2.8785475190436065
augment,2.915493973323532
augment,3.1147745982220867
augment,3.1231291687711673
augment,3.49853571990147
augment,3.569152591065766
augment,3.578605219368731
augment,3.7737935357025263
augment,4.125269057570162
augment,5.378485906125033
augment,5.505619122075217
augment,5.735402065874521
streptothricin,-20.112656203520842
streptothricin,-13.808183635766476
streptothricin,-13.497240622816735
streptothricin,-12.764561713078798
streptothricin,-10.84893436924231
streptothricin,-10.304284859392867
streptothricin,-10.286888674276824
streptothricin,-8.499361926183495
streptothricin,-8.169411533231992
streptothricin,-7.777371751225618
streptothricin,-7.771894847502164
streptothricin,-7.754871914620379
streptothricin,-7.659455041773315
streptothricin,-6.926279285386151
streptothricin,-6.862765082566847
streptothricin,-6.761323312651748
streptothricin,-6.402116628620022
streptothricin,-6.006118951903532
streptothricin,-5.969652273094225
streptothricin,-5.590683003930458
streptothricin,-5.4346159467315625
streptothricin,-5.411372835991568
streptothricin,-5.2679743235757925
streptothricin,-4.935126053651072
streptothricin,-4.377851681925035
streptothricin,-4.286665054162746
streptothricin,-4.214781160706128
streptothricin,-4.025873519596191
streptothricin,-3.9426385938768385
streptothricin,-3.800902713129061
streptothricin,-3.6494425022138604
streptothricin,-3.5726755447112235
streptothricin,-3.5237041075602944
streptothricin,-3.2069425790169426
streptothricin,-2.8868670508134127
streptothricin,-2.6705230266834086
streptothricin,-2.4742439066306385
streptothricin,-2.430189670318464
streptothricin,-2.141897211125612
streptothricin,-2.062018368556038
streptothricin,-1.970705285563855
streptothricin,-1.9628829211101178
streptothricin,-1.9555900832905317
streptothricin,-1.8854987147570308
streptothricin,-1.5665286079761298
streptothricin,-1.5602400547713104
streptothricin,-1.5238914345649566
streptothricin,-1.5189434623606752
streptothricin,-1.4320118620628437
streptothricin,-1.3654746831759605
streptothricin,-1.1956692934720978
streptothricin,-1.165625578589073
streptothricin,-0.559467842673667
streptothricin,-0.5401394542380727
streptothricin,-0.2701315933144805
streptothricin,-0.15341623638683305
streptothricin,0.2545269338656384
streptothricin,0.5906473303327545
streptothricin,0.6356103966853169
streptothricin,0.7068417703848205
streptothricin,1.0682492370815801
streptothricin,1.7388372726850874
streptothricin,1.7903175714064052
streptothricin,2.076687781182659
streptothricin,2.5013820448590054
streptothricin,2.5303137184763718
streptothricin,2.583211401106434
streptothricin,2.740549962143293
streptothricin,2.9439886182682913
streptothricin,3.0295961925532455
streptothricin,3.085174165332246
streptothricin,3.212924728677745
streptothricin,3.2593590452268013
streptothricin,3.3241643418324003
streptothricin,3.460830553110483
streptothricin,4.4177195891425844
streptothricin,4.588183582420863
streptothricin,4.762902339706154
streptothricin,4.964188374248387
streptothricin,5.420083991759539
streptothricin,5.524889170497646
streptothricin,5.679723687074675
streptothricin,6.326282735233462
streptothricin,6.8796888188542065
streptothricin,7.257570972890884
streptothricin,7.266030284411072
streptothricin,7.307874446862763
streptothricin,7.686175265660113
streptothricin,8.184291286939535
streptothricin,8.284383570601696
streptothricin,8.946843578865996
streptothricin,9.321200269678467
streptothricin,10.136253272725803
streptothricin,10.245151597078186
streptothricin,10.301320209338419
streptothricin,10.838137994298927
streptothricin,12.461723507810039
caramelisation,-6.80232165977271
caramelisation,-5.257227121406892
caramelisation,-5.2503899981631
caramelisation,-5.24182686554116
caramelisation,-5.232747745529736
caramelisation,-3.949786617758684
caramelisation,-3.932513835169726
caramelisation,-3.7668764612784185
caramelisation,-3.639318278873925
caramelisation,-3.513667194538004
caramelisation,-3.265696910088292
caramelisation,-3.1127965744875046
caramelisation,-2.8829696148843844
caramelisation,-2.769563856158842
caramelisation,-2.586907631905006
caramelisation,-2.5797647366613816
caramelisation,-2.5010850130885585
caramelisation,-2.4788673917298047
caramelisation,-2.4681628471378234
caramelisation,-2.308328195517079
caramelisation,-2.225873255339666
caramelisation,-2.1800267259053103
caramelisation,-2.1064236920600568
caramelisation,-2.0503585611577906
caramelisation,-1.7659344108249384
caramelisation,-1.6359103340510135
caramelisation,-1.5805623666017354
caramelisation,-1.539823244926452
caramelisation,-1.408422171199727
caramelisation,-1.3886584849982102
caramelisation,-1.3830593822341664
caramelisation,-1.364960519963547
caramelisation,-1.0354248824042995
caramelisation,-0.9574289020647255
caramelisation,-0.8715001068441922
caramelisation,-0.7987759424347243
caramelisation,-0.7565953339172286
caramelisation,-0.7269231149206324
caramelisation,-0.6859304640428852
caramelisation,-0.49136231843910055
caramelisation,-0.4615815151096729
caramelisation,-0.44503555272880635
caramelisation,-0.3417358849338614
caramelisation,-0.22368140004374246
caramelisation,-0.2111094426128506
caramelisation,-0.19773192216669228
caramelisation,-0.09492138749357172
caramelisation,0.03022543969780548
caramelisation,0.045891084348047236
caramelisation,0.09999111114217352
caramelisation,0.1353904432306147
caramelisation,0.34227019968381445
caramelisation,0.48567953896278115
caramelisation,0.509200286594296
caramelisation,0.5116871024875639
caramelisation,0.5452722857772915
caramelisation,0.9659269875175389
caramelisation,1.1773215924627087
caramelisation,1.1832180705277546
caramelisation,1.1941429062714701
caramelisation,1.2942495728654388
caramelisation,1.4469150883968738
caramelisation,1.524561447193517
caramelisation,1.5288797022267835
caramelisation,1.6042663677997155
caramelisation,1.6673544131438882
caramelisation,1.8754106332623852
caramelisation,2.047201111964557
caramelisation,2.1565378178456878
caramelisation,2.1921744758338764
caramelisation,2.481677091063884
caramelisation,2.5478648595476514
caramelisation,2.941826480479851
caramelisation,2.9573488200188147
caramelisation,3.4330642981101236
caramelisation,3.522612554589556
caramelisation,3.531117894130468
caramelisation,3.5910390508057195
caramelisation,3.7988678098706443
caramelisation,3.8663568137189457
caramelisation,3.982069015860754
caramelisation,4.14505473166631
caramelisation,4.570335174615664
caramelisation,4.61522432911995
caramelisation,4.693201240034233
caramelisation,4.850614647375491
caramelisation,5.450944669414489
caramelisation,5.997328922029622
caramelisation,6.016532988639126
caramelisation,6.662947770665688
caramelisation,6.903408602547829
caramelisation,7.148245121860677
caramelisation,7.597544745510793
snowlines,-17.58006967902348
snowlines,-17.21441086612744
snowlines,-16.20889984307962
snowlines,-14.308462092093274
snowlines,-13.14190870565852
snowlines,-12.81056215690656
snowlines,-12.110253452418274
snowlines,-12.032221384765048
snowlines,-11.456454627964797
snowlines,-10.676378952905445
snowlines,-10.443108062154291
snowlines,-10.440032118573109
snowlines,-10.288767019881199
snowlines,-9.674521888465383
snowlines,-9.468835765548345
snowlines,-9.33386912656335
snowlines,-9.158201357525948
snowlines,-8.759698985738094
snowlines,-8.016851437655909
snowlines,-7.41765635225434
snowlines,-6.631408496590843
snowlines,-6.218278758820044
snowlines,-6.110592702037886
snowlines,-6.089713701866975
snowlines,-5.504428306072097
snowlines,-5.423097601477963
snowlines,-5.16076672624784
snowlines,-5.1512264064083375
snowlines,-4.789015894184681
snowlines,-4.732419956760508
snowlines,-4.730007657663389
snowlines,-4.4534259907656395
snowlines,-4.155731243993696
snowlines,-4.028162016148139
snowlines,-3.747091689578944
snowlines,-3.4640781983154274
snowlines,-2.708843515263126
snowlines,-2.497653409997165
snowlines,-2.4416665732386447
snowlines,-2.398791970390087
snowlines,-2.2146895878657977
snowlines,-2.159077478828073
snowlines,-2.143774850884314
snowlines,-1.641787157986294
snowlines,-1.6031346028176536
snowlines,-1.4514612533841629
snowlines,-1.1582579002751898
snowlines,-1.1314619686512553
snowlines,-0.9012789245130755
snowlines,-0.6363876829358792
snowlines,-0.4385385876937845
snowlines,-0.34161063327277846
snowlines,-0.08720495269231615
snowlines,0.12478225877269349
snowlines,0.2938097063817151
snowlines,0.31044925467593926
snowlines,1.1277544900893584
snowlines,1.3725636398372365
snowlines,1.5111631212717613
snowlines,1.6817483416541443
snowlines,1.7493985149898101
snowlines,1.8413325670319955
snowlines,1.9598963543718895
snowlines,2.0160020028440697
snowlines,2.0781097661489483
snowlines,2.097882143668463
snowlines,2.3389431627293735
snowlines,2.394022567401583
snowlines,2.6967739699206246
snowlines,2.859885713233224
snowlines,3.115887535385788
snowlines,3.406689328177072
snowlines,3.6474387725110544
snowlines,3.7647575847953765
snowlines,3.9774073919845594
snowlines,4.5700145278145285
snowlines,4.749984472383827
snowlines,4.836242487983517
snowlines,5.670738882292309
snowlines,5.988918050812805
snowlines,6.654352159339964
snowlines,6.927830273985934
snowlines,7.0647781520717645
snowlines,7.218573438188635
snowlines,8.045981558746169
snowlines,8.163886429658746
snowlines,8.394922497213669
snowlines,8.423324461313078
snowlines,8.6230634611673
snowlines,8.759032040625236
snowlines,9.610750045165075
snowlines,9.753988782832714
snowlines,9.764823677090087
snowlines,9.901299899014715
snowlines,10.394187025218164
snowlines,11.357085802306488
snowlines,11.665619184666475
snowlines,11.771239453261042
snowlines,11.905811435549827
snowlines,13.24926256240801
snowlines,13.41037776587658
snowlines,13.800912967024155
snowlines,14.109471263691068
snowlines,15.339063404311991
snowlines,16.074750672451046
snowlines,18.2758256088186
snowlines,19.271277252528076
mastiffs,-20.913333626071587
mastiffs,-18.125373268423346
mastiffs,-16.663900238829644
mastiffs,-16.192813495387963
mastiffs,-16.162086279031055
mastiffs,-15.670773245737433
mastiffs,-15.210447687120602
mastiffs,-15.176388372972742
mastiffs,-15.154362680282254
mastiffs,-14.286309795519546
mastiffs,-13.515718363108864
mastiffs,-11.269843905282249
mastiffs,-10.801440372091486
mastiffs,-10.012299687990422
mastiffs,-9.45532089600405
mastiffs,-9.428387030770331
mastiffs,-9.07095573250661
mastiffs,-8.961441336414465
mastiffs,-8.930923390313895
mastiffs,-8.785551041974054
mastiffs,-8.73141169348727
mastiffs,-8.449173656174114
mastiffs,-7.508243795511374
mastiffs,-7.347358729770795
mastiffs,-6.212745533948856
mastiffs,-6.105654587220795
mastiffs,-6.043889062322001
mastiffs,-5.78835375800444
mastiffs,-5.558522115683887
mastiffs,-5.535911120245918
mastiffs,-5.495325606842979
mastiffs,-5.475025087781883
mastiffs,-5.433214518105868
mastiffs,-5.37176584705307
mastiffs,-4.651193097061816
mastiffs,-4.29116378804167
mastiffs,-3.6444243547672612
mastiffs,-3.59331513342876
mastiffs,-3.457444847639716
mastiffs,-3.395173095935841
mastiffs,-3.133617519878488
mastiffs,-2.2936030001254646
mastiffs,-2.025720197530209
mastiffs,-1.9361093204022988
mastiffs,-1.7885962453535953
mastiffs,-1.4847579455444717
mastiffs,-1.4093987830436001
mastiffs,-1.2606243083854194
mastiffs,-1.2235540854482987
mastiffs,-0.8205357001626636
mastiffs,-0.7630981837651523
mastiffs,-0.4628262348701919
mastiffs,-0.2803067982624519
mastiffs,-0.09012405874941652
mastiffs,-0.035635585758919563
mastiffs,0.2609687813952872
mastiffs,0.3029149590385182
mastiffs,0.6016983792942701
mastiffs,0.6038204449677983
mastiffs,0.7631684285247234
mastiffs,1.650032383965639
mastiffs,2.1332537161265983
mastiffs,2.2550107204247483
mastiffs,2.422648725329811
mastiffs,3.034339288154006
mastiffs,3.312564439471436
mastiffs,3.7280162956584717
mastiffs,3.795222698635402
mastiffs,4.50455375810277
mastiffs,4.713422408470248
mastiffs,4.79218084162002
mastiffs,4.990234738986048
mastiffs,5.236522358960297
mastiffs,5.732786089838746
mastiffs,5.758135624440145
mastiffs,6.205971608869753
mastiffs,6.667487294762537
mastiffs,8.157227315316042
mastiffs,8.194673023164038
mastiffs,8.403466688234355
mastiffs,9.372944385050602
mastiffs,9.423591973258695
mastiffs,9.534501479872368
mastiffs,11.077443746712829
mastiffs,11.723225232978013
mastiffs,11.835374937415992
mastiffs,12.606488160289567
mastiffs,13.277611644949651
mastiffs,14.098877181303918
mastiffs,14.26667533902691
mastiffs,14.5006125112098
mastiffs,16.47554078891894
mastiffs,16.801821258931874
mastiffs,17.50644408152652
mastiffs,19.48810852892125
