rhomboids,cytopenias
mastiffs,105.32914481403719
mastiffs,100.4664904051544
mastiffs,84.7174640794812
mastiffs,103.20091299968198
mastiffs,75.91888275045503
mastiffs,99.49649452775924
mastiffs,111.01615986395075
mastiffs,96.24586599298512
mastiffs,98.16878376395546
mastiffs,84.90906970214886
mastiffs,93.96748708912628
mastiffs,104.71293532634337
mastiffs,98.10165692189075
mastiffs,89.7998824965171
mastiffs,81.78475207085032
mastiffs,98.95319106400896
mastiffs,92.33846101004772
mastiffs,105.04532522127809
mastiffs,90.65330772693704
mastiffs,81.53793272596921
mastiffs,80.4284351296078
mastiffs,88.25493650936302
mastiffs,101.17251469052412
mastiffs,87.35785995667938
mastiffs,95.21980484072337
mastiffs,93.3644879313583
mastiffs,88.70646005105166
mastiffs,94.89885577620983
mastiffs,89.24035071842417
mastiffs,107.61357106561405
mastiffs,95.99834320757448
mastiffs,95.76799961084609
mastiffs,98.94246889609882
mastiffs,102.52489879995119
mastiffs,103.29908735022143
mastiffs,93.08330024296852
mastiffs,91.14949816892451
mastiffs,87.7436453545618
mastiffs,88.84319934493213
mastiffs,96.44085392909392
mastiffs,100.60372592723363
mastiffs,98.88448805461147
mastiffs,97.58737451351672
mastiffs,106.67119825583606
mastiffs,116.4776117792082
mastiffs,99.93676992390839
mastiffs,99.24657821331814
mastiffs,112.0213986609648
mastiffs,98.45636007468255
mastiffs,106.50674638957162
mastiffs,96.61677183501877
mastiffs,100.17219662568652
mastiffs,91.85506880257289
mastiffs,77.98212333624753
mastiffs,93.67401421866265
mastiffs,87.71170913045066
mastiffs,96.90336586754502
mastiffs,106.51028162508719
mastiffs,85.30843467321574
mastiffs,93.85414508853388
mastiffs,104.9683801019139
spies,87.82570587387907
spies,90.03351765433305
spies,95.14198026279091
spies,83.52119881061469
spies,91.91224883710555
spies,93.97812588675426
spies,98.58705927295627
spies,86.67657959614222
spies,99.41413459243466
spies,81.98194832089625
spies,105.05419876652812
spies,93.89811125355467
spies,84.08762284929955
spies,93.9576573735116
spies,90.35982546149327
spies,94.31985882726609
spies,99.06520975138774
spies,94.0670453664185
spies,102.69787740090692
spies,84.33845840079962
spies,106.27691423390303
spies,84.84038678696055
spies,95.36444151535277
spies,85.31785270170106
spies,86.3785192260254
spies,106.85155528139173
spies,97.96516252850685
spies,91.33254641844198
spies,95.47156294246922
spies,93.19352346174843
spies,78.25626807429298
spies,87.33100982937778
spies,89.91940623513368
spies,91.56872636727367
spies,90.6376805407834
spies,97.69608448663507
spies,113.94937106317866
spies,100.55742527224315
spies,100.16370395897741
spies,90.40486276018567
spies,85.68402963897108
spies,96.41790539176587
spies,99.32335339341645
spies,87.95690575255618
spies,91.84002257556033
spies,94.24829117512445
spies,104.77219613937594
spies,96.69613999397195
spies,94.00182247881793
spies,76.78196292972703
spies,97.8984454183723
spies,106.99650686013709
spies,104.03317085004832
spies,101.50128966200943
spies,101.76370131305157
spies,104.88794053287269
spies,79.49108105095392
spies,100.5618231561412
spies,100.9527205120712
spies,101.72668340490364
spies,89.19223475748429
spies,79.26926885941255
spies,94.81440777205955
spies,91.08896390082118
spies,86.02024380685133
spies,99.60550896538358
spies,106.44199405776514
spies,93.86056388988382
spies,84.9739472622987
spies,89.96020650232477
spies,85.46935140380546
spies,100.07255226720697
spies,93.04589599151997
spies,82.85056480806355
spies,83.08502820434204
spies,99.08284913246152
spies,84.97121865256644
spies,94.85780282974021
spies,84.30124701726339
spies,112.73269005976884
spies,91.6448688385086
spies,88.54225171736768
spies,94.74650774767481
spies,98.79570356580184
spies,99.84402249863389
spies,83.10590140777907
spies,94.20868167309027
spies,86.60887879254567
spies,105.43147889755966
spies,106.29456885730983
Judaea,93.36368947259915
Judaea,98.36282547088014
Judaea,86.58685427283353
Judaea,102.30199279663631
Judaea,103.42894662481991
Judaea,88.32722214513763
Judaea,74.03943932296386
Judaea,90.08009817400007
Judaea,80.23973784368305
Judaea,108.48661882444387
Judaea,91.25237225382541
Judaea,92.89184043623824
Judaea,89.79596002371125
Judaea,93.74883964437863
Judaea,76.21729988426807
Judaea,85.51326655180937
Judaea,76.10862529196041
Judaea,96.79645054182038
Judaea,85.15069884967092
Judaea,96.52311326409747
Judaea,84.61185522764212
Judaea,82.60457062213523
Judaea,99.01239154063207
Judaea,78.21651842058803
Judaea,93.98358445184037
Judaea,98.82775923870152
Judaea,88.95860278589183
Judaea,99.83832378053174
Judaea,99.52580297821373
Judaea,81.51690896324232
Judaea,74.52715046753826
Judaea,124.14190174743757
Judaea,93.62346142329682
Judaea,78.97855248836905
Judaea,87.09850167767956
Judaea,95.98202907632809
Judaea,97.35406588687893
Judaea,86.25189685975228
Judaea,89.48248294512372
Judaea,86.82874158257604
Judaea,90.33760833692428
Judaea,89.68333075161843
Judaea,91.04115106658836
Judaea,103.67314461688196
Judaea,90.18407066908924
Judaea,89.72071905403976
Judaea,105.60449679745805
Judaea,84.08496036449377
Judaea,81.80235601180813
Judaea,93.41315488521975
Judaea,85.55634314472307
Judaea,96.93845993582909
Judaea,89.94038845975649
Judaea,106.37338803682806
Judaea,87.26789276789859
Judaea,91.75479507578724
Judaea,88.11427838454966
Judaea,86.07228698954752
Judaea,75.26259012265311
Judaea,96.01288284985692
Judaea,83.65187414870388
Judaea,90.72734096815374
Judaea,87.94051401428189
Judaea,95.18408597111127
Judaea,102.73654619195524
Judaea,101.02448464669929
Judaea,79.72307878228611
Judaea,94.47681875072512
Judaea,84.61670584176507
Judaea,98.00139081337198
Judaea,90.09972953017656
Judaea,101.74954405587839
Judaea,84.41720013632869
Judaea,88.25039369541963
Judaea,91.65411932503416
Judaea,83.09400438510383
Judaea,94.70397664999948
Judaea,96.21864869307105
Judaea,87.44257571096564
Judaea,79.43285376400392
Judaea,80.37740858503179
Judaea,94.06789676165204
Judaea,86.87095582601523
Judaea,79.91470177060381
Judaea,95.48104510937641
Judaea,93.3313945621672
Judaea,86.53722662013979
Judaea,81.5044951175476
Judaea,88.38946095672036
Judaea,98.22432960385493
Judaea,105.10406706971445
Judaea,87.27308677561035
Judaea,88.61666817716386
Judaea,93.99369336588086
Judaea,100.2931565871764
Judaea,89.65014394763328
Judaea,98.98385407350709
Judaea,87.17427075908446
Judaea,74.90522293849835
Judaea,90.92486416652676
Judaea,90.89050382892194
Judaea,94.30121034406375
Judaea,80.43416674456077
bull-tongue,99.16690456876249
bull-tongue,99.96573507608345
bull-tongue,96.82318348318145
bull-tongue,105.62078617196073
bull-tongue,99.01071085020874
bull-tongue,93.31660041900471
bull-tongue,92.83929178864788
bull-tongue,93.93583882319373
bull-tongue,106.21851172693627
bull-tongue,98.94523671390183
bull-tongue,88.06500942379691
bull-tongue,93.1220326870661
bull-tongue,108.50915390358222
bull-tongue,91.50707663606066
bull-tongue,103.82603973005197
bull-tongue,89.8905479491838
bull-tongue,103.32105307087193
bull-tongue,100.82895683665458
bull-tongue,106.12962809937655
bull-tongue,96.42774421168599
bull-tongue,90.94118012415412
bull-tongue,98.82599710323707
bull-tongue,92.05479565010062
bull-tongue,101.04007720198484
bull-tongue,95.47369608034866
bull-tongue,85.63643900741684
bull-tongue,106.53055983824801
bull-tongue,105.47023092214317
bull-tongue,105.13465829897258
bull-tongue,89.75783845984006
bull-tongue,95.74544663402352
bull-tongue,97.00199085604548
bull-tongue,88.93210912674859
bull-tongue,103.59897522174994
bull-tongue,107.06461338752428
bull-tongue,105.10723999005597
bull-tongue,88.2171507517294
bull-tongue,93.7043204029641
bull-tongue,98.49123240831594
bull-tongue,102.92493883090684
bull-tongue,91.10310795820136
bull-tongue,100.31515487776728
bull-tongue,96.84694555565966
bull-tongue,92.95255589003162
bull-tongue,99.7276115432284
bull-tongue,88.87036590491017
bull-tongue,105.0005914185487
bull-tongue,91.457476373959
bull-tongue,91.9112537387051
bull-tongue,111.80342356755617
bull-tongue,99.37364358137359
bull-tongue,92.11000428039918
bull-tongue,104.20021785232514
bull-tongue,107.30342751327643
bull-tongue,89.94882365855909
bull-tongue,104.38573511905483
bull-tongue,95.24960899749331
bull-tongue,96.83074471057326
bull-tongue,93.89805348185163
bull-tongue,107.02274019618869
bull-tongue,95.43706704292065
bull-tongue,108.90878063979378
bull-tongue,101.10963941519681
bull-tongue,93.9425535562172
bull-tongue,88.3159232019625
bull-tongue,102.27858368826456
bull-tongue,82.6125103129723
bull-tongue,97.59808069747844
bull-tongue,81.85145005057294
bull-tongue,111.40995631527682
bull-tongue,96.64763876268086
bull-tongue,95.8639535905813
bull-tongue,97.74393097773327
bull-tongue,101.0179170051181
bull-tongue,99.40027797617702
bull-tongue,82.66775526512693
bull-tongue,105.77309803997304
bull-tongue,106.10609590649169
bull-tongue,92.77263905664269
bull-tongue,106.02586335029987
bull-tongue,105.08667879052902
bull-tongue,99.1788461948377
bull-tongue,98.45638994834887
bull-tongue,84.91705744576103
bull-tongue,96.33521928646151
bull-tongue,86.51703165056752
bull-tongue,103.35130491637204
bull-tongue,88.06617231576541
bull-tongue,86.59106548489567
bull-tongue,92.17217464244132
bull-tongue,108.94715089318898
bull-tongue,106.74282812195736
bull-tongue,118.59494751469303
bull-tongue,110.95201444635373
bull-tongue,105.15531661340383
bull-tongue,94.69083142831552
bull-tongue,98.79523982737246
bull-tongue,105.57003170373315
bull-tongue,105.55353649724539
bull-tongue,99.24394594151984
bull-tongue,91.02846854619452
bull-tongue,100.44414761821739
bull-tongue,94.9135163973326
bull-tongue,92.67394184637956
bull-tongue,106.77439241089468
bull-tongue,94.92285683799541
bull-tongue,103.10907170180623
bull-tongue,91.86503714305132
bull-tongue,115.4548419529677
snowlines,109.22276510110028
snowlines,113.96888269799783
snowlines,103.95751117709887
snowlines,111.44139414750772
snowlines,116.42643438168943
snowlines,104.3168903434317
snowlines,106.44127845661338
snowlines,120.76423912418447
snowlines,112.61029935589251
snowlines,101.5888149892705
snowlines,109.39779463262197
snowlines,105.26980687299802
snowlines,93.29705695881766
snowlines,106.25506016948904
snowlines,105.60892147616268
snowlines,101.0192169315102
snowlines,98.74734754398804
snowlines,124.68906136574216
snowlines,100.42246940641458
snowlines,113.05088040640442
snowlines,116.76922798890973
snowlines,109.62009672592816
snowlines,96.99939495982869
snowlines,110.93539599283697
snowlines,104.89937135539748
snowlines,118.4463703449384
snowlines,110.70407346648878
snowlines,106.40537480806027
snowlines,119.30964851529762
snowlines,112.55266736838028
snowlines,114.71007375335687
snowlines,109.87349840320722
snowlines,98.35673494355967
snowlines,100.40068643381683
snowlines,112.14315623304121
snowlines,117.93166694512686
snowlines,106.29986885393878
snowlines,116.42831958299287
snowlines,112.08833435325423
snowlines,109.96680769885553
snowlines,105.34726280134845
snowlines,118.24380099129887
snowlines,103.25363246793543
snowlines,112.42869862806879
snowlines,109.74742197559831
snowlines,130.01840138231645
snowlines,112.65216671909127
snowlines,97.9830638372739
snowlines,113.19153199032586
snowlines,104.45942101321955
snowlines,109.8348061714309
snowlines,103.79845289004335
snowlines,106.99956149839807
snowlines,109.41947646682213
snowlines,112.59122679387583
snowlines,121.85951822191478
snowlines,118.87688474302338
snowlines,133.04460127383874
snowlines,105.05349114747007
snowlines,109.91673423127742
snowlines,115.68335858620458
snowlines,88.18359476874924
snowlines,106.9704299393589
snowlines,105.24734682477111
snowlines,122.06751640968295
snowlines,102.46633167874583
snowlines,100.3839357094497
snowlines,113.60117165284032
snowlines,108.00839959936498
snowlines,116.13677548972946
snowlines,102.71776219845962
snowlines,110.9876890529849
snowlines,111.32380597640599
snowlines,102.26942346890101
snowlines,100.75253323617336
snowlines,107.30795225624401
snowlines,95.58759421329425
snowlines,116.79726456311025
snowlines,117.3988337579574
snowlines,111.4868479908016
snowlines,116.01594320867318
snowlines,102.30764208554254
snowlines,100.76877190332226
snowlines,105.4195107894283
snowlines,107.73414967645272
snowlines,96.32096302369104
snowlines,110.8381320258722
snowlines,104.042659715863
snowlines,106.61011896933246
snowlines,103.48595117272897
snowlines,109.76018535479446
snowlines,105.44833396366073
snowlines,119.11353957291503
