effacement,lungers
streptothricin,-5.7614451864846705
streptothricin,-5.556516945727391
streptothricin,-5.5370641650377355
streptothricin,-5.386323490161173
streptothricin,-5.182878923286408
streptothricin,-5.102081025536982
streptothricin,-4.915367906450098
streptothricin,-4.768206947236929
streptothricin,-4.663836923062558
streptothricin,-4.37068072167482
streptothricin,-4.369132850211681
streptothricin,-4.149589200330784
streptothricin,-3.9031063268671837
streptothricin,-3.5883718766512684
streptothricin,-3.32217329080527
streptothricin,-3.080783392779558
streptothricin,-3.0235149095433416
streptothricin,-2.933017955443291
streptothricin,-2.8402603350163966
streptothricin,-2.691181681435212
streptothricin,-2.5545075638505197
streptothricin,-2.0977000632504743
streptothricin,-1.968433180695477
streptothricin,-1.8813397476616374
streptothricin,-1.6319725576460038
streptothricin,-1.6239543630191937
streptothricin,-1.3651536490348313
streptothricin,-1.2912779939297763
streptothricin,-1.055099710931546
streptothricin,-1.0253889229238111
streptothricin,-0.9781427554837301
streptothricin,-0.9324174814951955
streptothricin,-0.8707651527726193
streptothricin,-0.8663642415962496
streptothricin,-0.6162888894261478
streptothricin,-0.36184369177547976
streptothricin,-0.3017445085304115
streptothricin,-0.21345670264302685
streptothricin,-0.17819557101208433
streptothricin,-0.053775127740490564
streptothricin,-0.035100833069485624
streptothricin,0.10220036333337787
streptothricin,0.338919205857313
streptothricin,0.756218552740993
streptothricin,0.870771735235996
streptothricin,0.8735646509875267
streptothricin,0.9417128570895013
streptothricin,1.4529733106716103
streptothricin,1.7423293233418762
streptothricin,1.9610317415203493
streptothricin,2.1963149816276073
streptothricin,2.3188272487265027
streptothricin,2.73834874116514
streptothricin,2.7746693628429298
streptothricin,2.901356061526388
streptothricin,3.1605910642767996
streptothricin,3.6599702902908957
streptothricin,3.6632607040775866
streptothricin,3.6947605603525946
streptothricin,3.8338728087090237
streptothricin,3.9066689905981584
streptothricin,4.044618496227405
streptothricin,4.059103442080147
streptothricin,4.331128202250338
streptothricin,4.786648760185683
streptothricin,4.992232905302663
streptothricin,5.0658760156296365
streptothricin,5.269677332752753
streptothricin,5.648991425674389
streptothricin,6.131420629126332
streptothricin,6.543013403637381
streptothricin,6.548841457029897
streptothricin,6.606834904862886
streptothricin,6.946040954613435
streptothricin,7.060918170760721
streptothricin,7.08700436874027
streptothricin,7.1551592266842
streptothricin,7.527832714948028
streptothricin,7.816160749004946
streptothricin,7.930262225679888
streptothricin,8.047556661138755
streptothricin,8.512966841789773
streptothricin,9.261117173667088
streptothricin,9.502236993149815
streptothricin,9.882067726386357
streptothricin,10.521365201549969
streptothricin,12.135450819620129
filibusters,-11.275800038975449
filibusters,-10.398325747770627
filibusters,-9.875390822457575
filibusters,-9.648575102321558
filibusters,-9.506348172864087
filibusters,-9.02944932403959
filibusters,-8.297563881332147
filibusters,-7.78507275422107
filibusters,-7.416097508186392
filibusters,-6.8865320498556875
filibusters,-6.856464510403113
filibusters,-6.689662419649785
filibusters,-6.53310955843509
filibusters,-6.174437817551764
filibusters,-6.155062965120433
filibusters,-5.991522727953803
filibusters,-5.920980560765634
filibusters,-5.899316465521535
filibusters,-5.463632165496045
filibusters,-5.304237255574591
filibusters,-5.177922602869306
filibusters,-5.067923054039667
filibusters,-4.281249266107037
filibusters,-4.090366859245684
filibusters,-3.8805248958409964
filibusters,-3.849486175613756
filibusters,-3.6579066618678455
filibusters,-3.5826549822894367
filibusters,-3.5060986550586932
filibusters,-3.4419866982065432
filibusters,-3.412206861064401
filibusters,-3.271342093147363
filibusters,-3.2152386477774426
filibusters,-3.1566547969965617
filibusters,-2.82999870550053
filibusters,-2.801050752523115
filibusters,-2.7758396718160885
filibusters,-2.581003466038048
filibusters,-2.5809215600731776
filibusters,-2.461652449656757
filibusters,-2.460098370161376
filibusters,-2.2437224842570296
filibusters,-2.2128392956536653
filibusters,-2.1846586739453033
filibusters,-1.8678638463655826
filibusters,-1.641357908106863
filibusters,-1.3948912441913721
filibusters,-1.3680327842013527
filibusters,-1.2129936884389074
filibusters,-1.1663835287699986
filibusters,-1.1498981156083448
filibusters,-1.0035720891428397
filibusters,-0.7495564699483542
filibusters,-0.7180583558024213
filibusters,-0.6355960040075018
filibusters,-0.13354895644666345
filibusters,-0.044463397391096386
filibusters,-0.017277307258064985
filibusters,0.7478772317592786
filibusters,0.8936975698763063
filibusters,1.0397948500946672
filibusters,1.1643646354325332
filibusters,1.1847112459513316
filibusters,1.2822082739021883
filibusters,1.3666394460561462
filibusters,1.524320205662989
filibusters,1.603087512888124
filibusters,1.7093382607757943
filibusters,1.868712080091877
filibusters,1.9127629010021705
filibusters,2.151296952994961
filibusters,2.309616457397639
filibusters,2.3702435618337603
filibusters,2.4515568507505963
filibusters,2.665273464888099
filibusters,2.8242891245862887
filibusters,3.272194159135418
filibusters,3.6632938958480534
filibusters,3.904033625489237
filibusters,4.415984838716554
filibusters,4.6427095282194895
filibusters,4.7463970305079295
filibusters,5.0449074988263884
filibusters,5.064509492317108
filibusters,5.147231033040933
filibusters,5.3971130019092355
filibusters,5.432568160485393
filibusters,5.491878107570476
filibusters,5.784143281590058
filibusters,5.78860875565152
filibusters,6.222376442683693
filibusters,6.672699380753581
filibusters,7.104817689363282
filibusters,7.836551864903892
filibusters,7.886254860011379
filibusters,7.927187754599215
filibusters,8.263212058734105
filibusters,8.470915811866439
filibusters,8.613601475727073
filibusters,9.311582636201047
filibusters,10.965751109195406
filibusters,12.737744081127845
filibusters,13.274719855426683
filibusters,14.001137917376406
dissection,-0.8931455133589687
dissection,-0.864864989179411
dissection,-0.8021514089564239
dissection,-0.7858936684074381
dissection,-0.769045996321968
dissection,-0.6808217084683202
dissection,-0.6738198731612971
dissection,-0.669108114256194
dissection,-0.6562573629925285
dissection,-0.6386437603991846
dissection,-0.6093244967098981
dissection,-0.5861384218997687
dissection,-0.5817106076426666
dissection,-0.5803840680421997
dissection,-0.5684784511946748
dissection,-0.5625041733843404
dissection,-0.5535639755773244
dissection,-0.5500111228641579
dissection,-0.5218388866084526
dissection,-0.48535065582439696
dissection,-0.461172797742294
dissection,-0.4498402472005176
dissection,-0.43472140092694106
dissection,-0.4337359304577877
dissection,-0.4308273000459907
dissection,-0.40821151097523084
dissection,-0.3934150727795426
dissection,-0.38008876159447313
dissection,-0.3738444303407708
dissection,-0.35419633149870583
dissection,-0.3525337601470027
dissection,-0.34457452649752146
dissection,-0.3416091764007964
dissection,-0.3144767241122572
dissection,-0.29831165809287613
dissection,-0.27415608672832203
dissection,-0.24898680347616145
dissection,-0.21735377157100946
dissection,-0.1686077601484778
dissection,-0.16584294793183021
dissection,-0.15468374079066313
dissection,-0.14420329418073682
dissection,-0.1314300446917544
dissection,-0.10366886469677067
dissection,-0.0995775618619882
dissection,-0.09537261268810378
dissection,-0.09523913902387021
dissection,-0.07951951268534511
dissection,-0.07689233958206479
dissection,-0.053609422984169715
dissection,-0.015627051597113403
dissection,-0.00842152719453877
dissection,-0.007294517260964038
dissection,-0.003662249541972505
dissection,0.018908415304608194
dissection,0.04540936791330957
dissection,0.060265790416902186
dissection,0.06295517957392395
dissection,0.0883279517176129
dissection,0.11742226465742726
dissection,0.13378243747175136
dissection,0.17595728982747622
dissection,0.17700612819549202
dissection,0.18383953607975545
dissection,0.1967961322308374
dissection,0.21310117572878912
dissection,0.22001075584666027
dissection,0.2323756158591158
dissection,0.24197467397690317
dissection,0.2442136672295269
dissection,0.2446351979147709
dissection,0.2734313177724634
dissection,0.31150630171021143
dissection,0.3449768138376186
dissection,0.36168652256879225
dissection,0.36693241670992904
dissection,0.3992493076663014
dissection,0.41125007013567366
dissection,0.41597127621092095
dissection,0.46231774317377516
dissection,0.4668907058752501
dissection,0.484752812997001
dissection,0.5389073492142715
dissection,0.5434337327415755
dissection,0.5683297347644481
dissection,0.59694338509556
dissection,0.6149705646390431
dissection,0.6187602444339125
dissection,0.6769537623455159
dissection,0.6971468906725357
dissection,0.7275910428640858
dissection,0.7794236494677034
dissection,0.7821574221439661
dissection,0.800087341211989
dissection,0.8371417785384763
dissection,0.8458078019253581
dissection,0.8508433718001612
dissection,1.0340047368414065
dissection,1.1692524432310625
dissection,1.2169632579573955
dissection,1.2397446801079175
dissection,1.3393835024326568
dissection,1.4290206222561037
dissection,1.5221627822965222
