rhomboids,substitutes
cytopenias,9.34389450603596
cytopenias,9.848172289235396
dissection,-7.397021865176917
dissection,-6.67547571083012
dissection,-4.489767182078037
dissection,-4.430006541481507
dissection,-4.296377603391645
dissection,-4.209921109503125
dissection,-3.8805979238777266
dissection,-3.8548305341152997
dissection,-3.6727951895154485
dissection,-3.571038256617889
dissection,-3.2851906895031493
dissection,-3.247182127305967
dissection,-3.1552416740846336
dissection,-3.0045311400779693
dissection,-2.9128634986564417
dissection,-2.8485602965038375
dissection,-2.8249677761018583
dissection,-2.729302302032704
dissection,-2.529223771193831
dissection,-2.3287542760406095
dissection,-2.2260300902333245
dissection,-2.195652392410318
dissection,-2.097040582357818
dissection,-2.045852149801723
dissection,-1.9586205203463405
dissection,-1.948002755566556
dissection,-1.945310323817797
dissection,-1.870358284670833
dissection,-1.8009609899008878
dissection,-1.6196100935701876
dissection,-1.5864209588549862
dissection,-1.5619534514650992
dissection,-1.491369542240178
dissection,-1.3122100056195483
dissection,-1.173018232754459
dissection,-1.167669439692716
dissection,-1.0876135283939092
dissection,-0.9479775673915039
dissection,-0.8913747470159634
dissection,-0.8484518130229635
dissection,-0.7173560521282519
dissection,-0.5093650871000603
dissection,-0.46796617293594056
dissection,-0.4654958876591781
dissection,-0.40302865726488885
dissection,-0.37036608627232603
dissection,-0.3365385812282081
dissection,-0.18972034021538348
dissection,-0.13714178215713108
dissection,-0.12927871269254404
dissection,-0.11970970530196198
dissection,-0.11511413882567711
dissection,-0.07698167860760377
dissection,0.029307542297834055
dissection,0.11758228281653743
dissection,0.12699973558430275
dissection,0.13003077945412003
dissection,0.16330381569613767
dissection,0.2975249498674387
dissection,0.3127300323408772
dissection,0.3217515097034765
dissection,0.495942759860222
dissection,0.5310215602237789
dissection,0.5512571645325681
dissection,0.5521954108288155
dissection,0.7651607664206729
dissection,0.7754038518583035
dissection,0.7802854139845429
dissection,0.8238325051147842
dissection,0.9249483845801755
dissection,1.0156643481009402
dissection,1.2780842074098622
dissection,1.353858508792587
dissection,1.3905928667831349
dissection,1.6455736448119007
dissection,1.7186806956005891
dissection,1.7532248618661603
dissection,1.7653533032306166
dissection,1.864559537922123
dissection,1.909797148539534
dissection,2.1213581600291365
dissection,2.2437890586589857
dissection,2.2681769397414677
dissection,2.3063473421462333
dissection,2.3498884227187014
dissection,2.3744930223267366
dissection,2.5260223414322365
dissection,2.61435982475197
dissection,2.639950839583671
dissection,2.8100307565732123
dissection,2.8355640665489754
dissection,2.85822683868712
dissection,2.984365146522048
dissection,3.0988586492272208
dissection,3.1438427266764104
dissection,3.6217718834835826
dissection,3.7041205928796317
dissection,3.7429899230930412
dissection,3.822814163753844
dissection,3.863078282504661
dissection,3.9453017463287563
dissection,4.0792694397919185
dissection,4.127756214286483
dissection,4.245900957005866
dissection,4.737571743846772
dissection,5.073768159185316
dissection,5.1198610014313655
dissection,5.257413818330521
mastiffs,-2.45881410764692
mastiffs,-2.2033626931116044
mastiffs,-2.175286200442758
mastiffs,-1.9422314877895017
mastiffs,-1.8627084712157609
mastiffs,-1.5970070990936052
mastiffs,-1.5847143567970376
mastiffs,-1.4911714028838627
mastiffs,-1.4397548301724001
mastiffs,-1.3783316081123842
mastiffs,-1.3557419837136848
mastiffs,-1.2644815138336065
mastiffs,-1.1952519706119644
mastiffs,-1.0822836223988566
mastiffs,-1.0022498537987377
mastiffs,-0.9256243898540543
mastiffs,-0.8127852671216527
mastiffs,-0.7869109456427392
mastiffs,-0.7817565023035388
mastiffs,-0.7680839879973016
mastiffs,-0.7258319562736872
mastiffs,-0.6743226457164104
mastiffs,-0.6631971668391283
mastiffs,-0.6619495911394329
mastiffs,-0.6567549368229416
mastiffs,-0.6484663070688642
mastiffs,-0.6240841193774729
mastiffs,-0.6151964447469629
mastiffs,-0.5389540250617281
mastiffs,-0.4977425183426679
mastiffs,-0.4957748820312098
mastiffs,-0.4478565052321966
mastiffs,-0.4413041882603831
mastiffs,-0.41654216905677827
mastiffs,-0.3861777903449112
mastiffs,-0.3785463379799148
mastiffs,-0.3585603251434576
mastiffs,-0.35656931583693685
mastiffs,-0.32399364767092004
mastiffs,-0.2675716309280266
mastiffs,-0.22923105462020388
mastiffs,-0.2077776850484524
mastiffs,-0.20347404150222959
mastiffs,-0.20178075464999423
mastiffs,-0.1598253337698543
mastiffs,-0.14709135174556584
mastiffs,-0.13016907100442301
mastiffs,-0.11077889569318496
mastiffs,-0.1066541021747524
mastiffs,-0.0834925914439508
mastiffs,-0.052156144930622345
mastiffs,-0.024667069832197595
mastiffs,0.021116131103654172
mastiffs,0.031535288499038264
mastiffs,0.056323723762389
mastiffs,0.06773817669172656
mastiffs,0.0902222251542441
mastiffs,0.14422154052301933
mastiffs,0.14788485550805971
mastiffs,0.1661884582087454
mastiffs,0.18232849266644038
mastiffs,0.1923923548646664
mastiffs,0.27399225857958087
mastiffs,0.2843845196566706
mastiffs,0.2874395081775923
mastiffs,0.3067780680664446
mastiffs,0.31331937019633715
mastiffs,0.46037750040376335
mastiffs,0.4612206194724259
mastiffs,0.48334644641015795
mastiffs,0.499463695354263
mastiffs,0.5480899522633773
mastiffs,0.6218074504910066
mastiffs,0.6293365528189392
mastiffs,0.6486996348524011
mastiffs,0.6691192695016148
mastiffs,0.6697946895316498
mastiffs,0.6699809068958061
mastiffs,0.7053128165790642
mastiffs,0.7554525876297468
mastiffs,0.7918558701639369
mastiffs,0.7984979278350348
mastiffs,0.8559099472649115
mastiffs,0.8729843713709697
mastiffs,0.8953905492629174
mastiffs,1.0031344653611096
mastiffs,1.0394419025380306
mastiffs,1.0399089407648945
mastiffs,1.0894032424336175
mastiffs,1.1487508089764966
mastiffs,1.2030003429531089
mastiffs,1.2326884905002102
mastiffs,1.2490550351804015
mastiffs,1.2491011821286708
mastiffs,1.2564945877906666
mastiffs,1.3763245038501113
mastiffs,1.484890743572542
mastiffs,1.5883964151059893
mastiffs,1.7462738239575795
mastiffs,1.7917538156892565
mastiffs,1.9214091754491749
mastiffs,2.064283025737105
mastiffs,2.139776090562626
mastiffs,3.2500904823497905
filibusters,-16.466176128596672
filibusters,-11.514206130647242
filibusters,-11.314484353907504
filibusters,-10.002863375846617
filibusters,-8.616973432344565
filibusters,-8.614526609750218
filibusters,-8.268955709146137
filibusters,-8.173593625154307
filibusters,-8.148827227181895
filibusters,-7.786351522167004
filibusters,-6.508960387608471
filibusters,-6.338920331920488
filibusters,-6.248087937595451
filibusters,-6.177758929316192
filibusters,-6.074397365551607
filibusters,-5.123952608000625
filibusters,-5.11017737488988
filibusters,-4.52739311132386
filibusters,-4.440987881465732
filibusters,-4.014234137299972
filibusters,-3.7606463749223553
filibusters,-3.6602209938465045
filibusters,-3.5858845558633967
filibusters,-3.2063592758550943
filibusters,-3.17356334602116
filibusters,-3.1360699218108494
filibusters,-2.96492384911149
filibusters,-2.9284386746216065
filibusters,-2.898052697184706
filibusters,-2.8653254440323117
filibusters,-2.8264051392441503
filibusters,-2.7825472318220323
filibusters,-2.7427707917636384
filibusters,-2.4641960200729214
filibusters,-2.0444775701721
filibusters,-1.8896919501746052
filibusters,-1.7476326489915797
filibusters,-1.7053364018468509
filibusters,-1.6236600960780159
filibusters,-1.6225392605914222
filibusters,-1.5422702386258944
filibusters,-1.507400842450229
filibusters,-1.4779336652688975
filibusters,-1.4738300950719885
filibusters,-1.4370628370174776
filibusters,-1.3222186895536778
filibusters,-1.2579643770015687
filibusters,-0.9665596111098417
filibusters,-0.7647652468115456
filibusters,-0.7560031965838128
filibusters,-0.6820890578421063
filibusters,-0.5968235281650224
filibusters,-0.4959077674110817
filibusters,-0.4660347699931444
filibusters,-0.27343005805338066
filibusters,0.04427947307002127
filibusters,0.07745587088907395
filibusters,0.3141368967824187
filibusters,0.3276021969187441
filibusters,0.3887035267583231
filibusters,0.6142908051410665
filibusters,0.690853012046477
filibusters,1.1230685596836725
filibusters,1.2306685921024627
filibusters,1.7238474425478982
filibusters,1.885296990231256
filibusters,1.9314458221622928
filibusters,1.9935207626561307
filibusters,2.3642772536650045
filibusters,2.463845142957232
filibusters,2.5005416640982894
filibusters,2.6144540255980395
filibusters,2.7016151124320222
filibusters,2.9352211765587257
filibusters,2.9636936955697664
filibusters,3.1663283924824412
filibusters,3.2431972790570693
filibusters,3.3315444475453297
filibusters,3.335680981216336
filibusters,3.7457251123826807
filibusters,3.767384416493291
filibusters,3.9135935099235137
filibusters,4.169568169489485
filibusters,4.578306119737067
filibusters,4.6415283425041
filibusters,4.864968860187882
filibusters,4.93659010778756
filibusters,4.946486854342172
filibusters,5.02401169310048
filibusters,5.856797302722021
filibusters,5.861050983553036
filibusters,6.159695440704217
filibusters,7.045325361477361
filibusters,7.057805132143124
filibusters,7.968479148112398
filibusters,8.521340935569123
filibusters,9.034135008724549
filibusters,9.743570166409167
filibusters,10.197870992181057
