cytopenias,augment
spies,29.708939042777608
spies,29.033502274922206
spies,26.68421550562608
spies,25.017264408014967
spies,31.343292302929147
spies,23.79644420603794
spies,26.300554182622193
spies,26.895805967038832
spies,22.65878540890919
spies,23.786684204828013
spies,23.03776540068158
spies,25.021784429322746
spies,30.756378207877194
spies,23.42771037099969
spies,31.868272842936804
spies,24.64977430363453
spies,26.18386567486459
spies,27.613985404191553
spies,28.446271768196205
spies,22.087199367625
spies,26.950456651062982
spies,25.190250738723396
spies,31.01187433158338
spies,33.71338511623273
spies,28.056093762023387
spies,28.000480314451618
spies,32.66313243579694
spies,27.790341244511694
spies,31.652197248271122
spies,18.75467835431016
spies,26.453994812583588
spies,30.35777582814321
spies,29.69131052313107
spies,23.304766036123393
spies,25.940315808902245
spies,21.310207534681552
spies,30.640155712587074
spies,33.90184528920832
spies,32.73106655829312
spies,31.168285997518026
spies,27.48995146184814
spies,23.573098197689305
spies,25.225401458899306
spies,22.719200153453393
spies,29.724247512194907
spies,23.91833458050975
spies,33.02886572907016
spies,29.236344190303548
spies,19.598926842259267
spies,35.622998374564
spies,27.2501418468973
spies,29.66398697328018
spies,32.051840015550155
spies,32.88035803139615
spies,27.810316012102042
spies,33.3208438045007
spies,24.310874517442112
snowlines,30.326364267601427
snowlines,31.918568859519056
snowlines,29.729606350069886
snowlines,33.12488376306326
snowlines,35.804298581173605
snowlines,38.42538323972817
snowlines,27.397604699646994
snowlines,32.34205533789681
snowlines,26.100949367449093
snowlines,41.88014636710237
snowlines,38.247084712266286
snowlines,39.24770953586696
snowlines,29.937759202964138
snowlines,28.69191062779706
snowlines,30.694362579466862
snowlines,30.160003564686402
snowlines,31.591662317192004
snowlines,33.90779417928822
snowlines,37.5034517436404
snowlines,35.157884602347906
snowlines,30.65668417030259
snowlines,38.34064444779637
snowlines,34.4371225758315
snowlines,48.3545304218072
snowlines,34.5380218140259
snowlines,42.2155294647994
snowlines,39.37636736054291
snowlines,37.16167414710733
snowlines,38.85015251497947
snowlines,34.76016816186253
snowlines,33.82054173953571
snowlines,36.165620755617
snowlines,38.13828000522414
snowlines,29.865675232169963
snowlines,37.25815931880024
snowlines,34.80143266057263
snowlines,44.26128205555384
snowlines,37.75874357797815
snowlines,33.69221808558521
snowlines,27.231923927187452
snowlines,37.40890191528495
snowlines,33.71811668042702
snowlines,32.77676639420864
snowlines,34.62810976330005
snowlines,36.71938650295941
snowlines,30.34707553831262
snowlines,34.74218375321362
snowlines,37.468555192993016
snowlines,33.88318936148391
snowlines,34.75227892080887
snowlines,30.308603923212164
snowlines,34.600704709441686
snowlines,41.98099235418546
snowlines,30.557428260699943
snowlines,26.196510895544684
snowlines,31.164096137492535
snowlines,32.816122040645475
snowlines,37.206968066950665
snowlines,35.214823194005454
snowlines,31.483065801533236
snowlines,34.60304958185766
snowlines,39.3657857240326
snowlines,36.904653277101104
snowlines,35.82985456039972
snowlines,30.01684713030468
snowlines,35.58919592273969
snowlines,30.325640588290046
snowlines,36.77464089701216
snowlines,28.91642491537112
snowlines,40.29537492019184
snowlines,31.706228271813902
snowlines,35.51187815022142
snowlines,31.023252240328652
snowlines,26.200070384969077
snowlines,31.00165402458431
snowlines,33.85174865242946
snowlines,37.079413046593444
snowlines,35.07189980325367
snowlines,32.603554987379184
snowlines,30.19584022758759
snowlines,33.04577058265978
snowlines,36.1219491853746
snowlines,37.507492645863294
snowlines,32.88167433878708
snowlines,32.16251706273413
snowlines,29.187566239026054
snowlines,37.91938220051922
snowlines,36.233357578615234
snowlines,36.397747565058154
snowlines,38.31475840868568
snowlines,37.01853754558274
snowlines,35.81367613768906
snowlines,29.725903287050517
snowlines,38.69937100393022
snowlines,29.890288382615495
snowlines,32.222430458770745
snowlines,36.74675619791855
snowlines,36.50097633223182
snowlines,38.30785750788841
snowlines,39.36151968575256
snowlines,37.054565572973694
snowlines,32.86864377853142
snowlines,33.44284651006865
snowlines,36.04816006880976
snowlines,30.720165991840354
snowlines,36.892489898925184
snowlines,33.25250962201149
snowlines,36.30915893594325
snowlines,36.83517958892899
snowlines,30.709530644887064
streptothricin,39.035748976631126
streptothricin,37.287855095269094
streptothricin,44.182382714482564
streptothricin,39.83240727152798
streptothricin,43.50120038404742
streptothricin,37.801504471602726
streptothricin,35.55739781723733
streptothricin,35.865844259467586
streptothricin,41.624640257514365
streptothricin,34.38467379936648
streptothricin,45.97281145310653
streptothricin,34.70466076551703
streptothricin,32.66817302569162
streptothricin,47.36654342844031
streptothricin,37.65474172653256
streptothricin,30.764736300400454
streptothricin,36.24201972345832
streptothricin,40.869496414529266
streptothricin,35.065065312330276
streptothricin,47.43184145270629
streptothricin,40.934253732714105
streptothricin,44.864049227224356
streptothricin,44.17741725688217
streptothricin,42.22330194949497
streptothricin,33.2865402021201
streptothricin,42.12048251596842
streptothricin,41.265985437176134
streptothricin,40.002911569009385
streptothricin,46.19858998858173
streptothricin,37.8519545156273
streptothricin,31.95241580917004
streptothricin,30.250617380138255
streptothricin,42.561900468781545
streptothricin,36.62925262236439
streptothricin,34.42802111757009
streptothricin,32.678371677354875
streptothricin,33.91262128059953
streptothricin,38.75540534449691
streptothricin,32.11817897918833
streptothricin,29.773568540914596
streptothricin,36.815518824726176
streptothricin,37.951499989060004
streptothricin,23.119182633670086
streptothricin,31.86521589853767
streptothricin,37.34264477647696
streptothricin,39.067455005789434
streptothricin,34.48481658609312
streptothricin,36.68365212825515
streptothricin,39.96166879530659
streptothricin,38.0109363952098
streptothricin,40.08586619775039
streptothricin,36.897624613900305
streptothricin,40.15069233724271
streptothricin,28.793409338648182
streptothricin,43.862401765540376
streptothricin,34.84967629183656
streptothricin,44.974805263049184
streptothricin,34.62210142194434
streptothricin,32.84755194039103
streptothricin,42.233283255880444
streptothricin,32.21016212471048
streptothricin,36.244388228562904
streptothricin,39.83455236523716
streptothricin,43.48821006932698
streptothricin,40.17847477198313
streptothricin,33.882921458963104
streptothricin,35.120996988183975
streptothricin,38.34518887574724
streptothricin,34.89092939465358
streptothricin,32.59732068447886
streptothricin,40.243234107291244
streptothricin,38.34062782960812
streptothricin,30.876999324073054
streptothricin,42.34723809051152
streptothricin,43.953469993790144
streptothricin,37.34111077336175
streptothricin,43.229243841070016
streptothricin,38.19261349138405
streptothricin,39.35186268284853
streptothricin,39.99667168832189
streptothricin,36.08450083867025
streptothricin,40.724032367730366
streptothricin,36.39369253688039
streptothricin,37.7811086311771
streptothricin,45.50554305542961
streptothricin,47.659338677962566
streptothricin,38.84258950066998
streptothricin,37.61670699096198
streptothricin,45.65731401308018
streptothricin,38.637760691657
streptothricin,33.03409637587269
streptothricin,44.389670539173125
streptothricin,39.043015224471326
streptothricin,37.07765292065356
streptothricin,29.77346606057296
streptothricin,39.41853755388316
streptothricin,34.65818652979965
streptothricin,39.80516804859692
streptothricin,36.48890708713862
streptothricin,40.07173463979216
streptothricin,31.48454194693233
streptothricin,43.25304796828796
streptothricin,42.53453258923834
streptothricin,38.26456237224632
