snowlines,dissection
bull-tongue,101.16179742359304
substitutes,102.23937049269236
substitutes,89.3910288654058
substitutes,82.37112954012832
substitutes,80.71956280876225
substitutes,100.03376345448869
substitutes,83.0463987871955
substitutes,94.18211617501537
substitutes,110.78777189015527
substitutes,89.57677707970664
substitutes,87.3392586183341
substitutes,81.7032506344237
substitutes,78.89654474323098
substitutes,79.80326878047138
substitutes,89.10822263519542
substitutes,99.40737381732873
substitutes,92.67812831962989
substitutes,98.28731982337673
substitutes,98.0071845512735
substitutes,75.59043374168793
substitutes,104.90792168518846
substitutes,85.49961478885518
substitutes,89.02273234472825
substitutes,90.3054711991668
substitutes,82.98876286561602
substitutes,96.64643330379788
substitutes,88.64915488758335
substitutes,82.0606205939338
substitutes,79.43533951992434
substitutes,89.12395744905642
substitutes,90.32526248500238
substitutes,92.82128630917937
substitutes,109.42676314414645
substitutes,104.41175367193084
substitutes,99.15114787728385
substitutes,93.46327672603148
substitutes,87.29537442799318
substitutes,101.41899155422996
substitutes,97.92198341481392
substitutes,83.71259413290318
substitutes,96.08504362391233
substitutes,95.6694237821452
substitutes,86.27387977312674
substitutes,93.18735042607153
substitutes,89.03867998645268
substitutes,82.82286403577356
substitutes,81.35105435084543
substitutes,83.69822639513838
substitutes,111.93764557854438
substitutes,86.63240213065677
substitutes,93.19347283121874
substitutes,91.055337208301
substitutes,87.40527169767842
substitutes,88.27380499485648
substitutes,107.48022168279988
substitutes,102.08108636562909
substitutes,91.21354780600157
substitutes,90.75657771260488
substitutes,89.5617176935007
substitutes,84.33568593302286
substitutes,81.92513329991024
substitutes,77.32814862262232
substitutes,93.86559652674406
substitutes,96.91197361131772
substitutes,85.55029291356024
substitutes,95.60848006814469
substitutes,98.59392403429975
substitutes,102.05578866562902
substitutes,111.65390758771164
substitutes,85.4791262473518
substitutes,97.62295771298773
substitutes,91.78747802903585
substitutes,75.18553427802622
substitutes,81.82319609095657
substitutes,101.37381272243637
substitutes,76.52977945368876
substitutes,100.66077057440623
substitutes,91.41582130382173
substitutes,110.03843733900747
substitutes,75.82574981452515
substitutes,83.18715005429617
substitutes,90.19035779524246
substitutes,91.47238301521155
substitutes,88.33802056694005
substitutes,93.77858943964323
substitutes,99.16836086941163
substitutes,79.44735385308047
substitutes,99.34443978597271
substitutes,98.71249772198844
substitutes,86.40995944162155
substitutes,105.61318059564664
substitutes,88.09216504417574
substitutes,100.88201925528904
substitutes,93.82758808515142
substitutes,108.25984296731794
substitutes,84.87465821531616
substitutes,85.03732940824409
substitutes,66.88374117434921
substitutes,90.39314834288831
substitutes,103.31715503233579
substitutes,102.67807669350313
substitutes,86.97426121438015
substitutes,87.38775101093898
substitutes,90.96805142789653
substitutes,91.70729569484423
substitutes,98.02211559089194
substitutes,91.62036702498546
substitutes,81.01801529400086
substitutes,98.73783600167732
