biblioclast,mastiffs
substitutes,106.49311768337162
substitutes,107.22525376169838
substitutes,108.18223663889815
substitutes,108.84992508166363
substitutes,113.4834185649735
substitutes,109.22992336165768
substitutes,105.79984401912844
substitutes,110.41372858368204
substitutes,109.14615410195177
substitutes,107.20028360034317
substitutes,110.09996154430355
substitutes,103.59512927524942
substitutes,110.54496703951044
substitutes,112.77838580147456
substitutes,108.35935588396973
substitutes,106.15082225580737
substitutes,103.9519131031311
substitutes,112.52185272370897
substitutes,112.8834581224168
substitutes,108.03933255793119
substitutes,110.09692820722603
substitutes,111.67227216256741
substitutes,110.5345439042519
substitutes,108.02445333592213
substitutes,101.76128085752165
substitutes,113.4876139676895
substitutes,106.96025764041946
substitutes,106.78737512909473
substitutes,106.17344139999861
substitutes,111.44369461802175
substitutes,112.12444873182358
substitutes,111.60446121436114
substitutes,109.93039180266832
substitutes,108.29970013011085
substitutes,105.44345296343542
substitutes,109.64764217566386
substitutes,111.44459511491728
substitutes,110.0216027478614
substitutes,114.4736397131268
substitutes,112.56194506193633
substitutes,116.72536744087316
substitutes,107.36227575766232
substitutes,106.93274936582631
substitutes,113.51422025620433
substitutes,113.50980163832992
substitutes,110.56874755074618
substitutes,108.92960086198578
substitutes,112.76366554051619
substitutes,108.62552639839191
substitutes,113.73711696431843
substitutes,111.89164322768933
substitutes,108.25679948190623
substitutes,111.38782915269563
substitutes,111.93974355495202
substitutes,110.29622316916863
substitutes,110.10180367591681
substitutes,107.42015546652848
substitutes,108.17991937365228
substitutes,108.47932248362255
substitutes,112.63492254608927
lungers,102.3207979829507
lungers,106.00134238266106
lungers,108.82204112508487
lungers,103.02097837727197
lungers,102.8307185510819
lungers,101.79462031200234
lungers,107.27735396434414
lungers,103.70519725784352
lungers,107.13291686610097
lungers,105.99529007861356
lungers,103.55644100621217
lungers,109.11957814569672
lungers,104.73022571726567
lungers,106.28161400781748
lungers,103.36273184890356
lungers,106.49808663247191
lungers,107.38653671001218
lungers,107.9259165262014
lungers,105.88727319555483
lungers,107.6998340542344
lungers,105.53483717833038
lungers,111.43229268581011
lungers,103.42774182786836
lungers,105.996351804741
lungers,107.74591444170926
lungers,107.45778868388804
lungers,106.24957303408198
lungers,103.9269085224196
lungers,102.77416776672567
lungers,103.24985489281606
lungers,101.00846255136636
lungers,108.99110123030748
lungers,99.58544605473591
lungers,106.40380616301032
lungers,104.93737582648471
lungers,108.27169851557836
lungers,107.06217603979202
lungers,103.66057584106609
lungers,112.35012026542161
lungers,102.6055624116468
lungers,101.4911950714586
lungers,107.12974514125035
lungers,109.29371684332583
lungers,107.99863538107616
lungers,103.11999903670149
lungers,109.15874483974272
lungers,104.4710509242677
lungers,105.40007253651206
lungers,107.27245225101785
lungers,103.3642180697441
lungers,108.33093902342792
lungers,104.22901432009687
lungers,106.35180781008417
lungers,108.76387489985443
lungers,107.90432553263364
lungers,99.98103553840286
lungers,103.04156405751844
lungers,106.58000328494951
lungers,105.57979230403666
lungers,106.69034681250098
lungers,107.29430210546913
lungers,112.05198611992651
lungers,109.29305076786964
lungers,104.63523504194382
lungers,107.37255300200088
lungers,105.97718022157022
lungers,103.50392603637823
lungers,101.75981462274302
lungers,112.21302007939119
lungers,105.78721253292285
lungers,101.59962204793132
lungers,104.81842033956208
lungers,108.60333469001365
lungers,104.25274501580712
lungers,107.27642707188166
lungers,105.92523831944699
lungers,104.16425658587572
lungers,102.66571995002282
lungers,103.58685671530412
lungers,106.00529605767606
lungers,108.39579572135253
lungers,102.49391304811213
lungers,107.75636956105969
lungers,103.04593708120605
lungers,106.08316039376137
lungers,107.37324207571059
lungers,108.89309159086787
lungers,103.94318792720621
lungers,108.61211072778833
lungers,112.07592764739316
lungers,105.40365435078391
lungers,106.50582060951061
lungers,109.38367948358292
lungers,106.60494939471737
lungers,110.77824462986891
lungers,105.87294669430815
lungers,104.60898004242155
lungers,109.7934150369009
lungers,102.35823307984437
lungers,111.93210861603747
lungers,101.448028908087
lungers,107.75740538471955
caramelisation,100.94193637433501
caramelisation,98.47393126512976
caramelisation,101.91310683043471
caramelisation,97.90292926926
caramelisation,97.50750909615908
caramelisation,98.99220064779595
caramelisation,98.45475104993099
caramelisation,97.95995478780601
caramelisation,102.02940573116756
caramelisation,101.86705674248847
caramelisation,98.94384750983765
caramelisation,101.58804363895123
caramelisation,100.31703689903478
caramelisation,98.10228927998232
caramelisation,96.1801180400405
caramelisation,95.55532554105214
caramelisation,100.24516568561837
caramelisation,103.04057150701556
caramelisation,97.42773803852023
caramelisation,102.62398399484654
caramelisation,99.84990457145759
caramelisation,102.01534627391798
caramelisation,99.2949140584631
caramelisation,96.36825353958359
caramelisation,95.79114593218368
caramelisation,101.52706975122804
caramelisation,99.46275526512711
caramelisation,101.39774490959009
caramelisation,102.00980642147907
caramelisation,104.9492599815593
caramelisation,102.37792459078497
caramelisation,100.2175318125279
caramelisation,101.4567456122767
caramelisation,98.8525016085131
caramelisation,100.57766041643413
caramelisation,103.2685448838219
caramelisation,99.73932560278665
caramelisation,102.99360376719179
caramelisation,102.29863947899771
caramelisation,102.21123453882076
caramelisation,95.91138928502798
caramelisation,102.08664439591276
caramelisation,95.70626055728127
caramelisation,99.62911009737367
caramelisation,98.73920320799591
caramelisation,102.19027782622987
caramelisation,102.08709483176561
caramelisation,101.79925990385833
caramelisation,102.56493332528787
caramelisation,101.56865825907924
caramelisation,99.00203041229304
caramelisation,106.46059672481435
caramelisation,101.16039656423504
caramelisation,100.47184168629697
caramelisation,97.70640881302118
caramelisation,98.05118324644579
caramelisation,96.93592568987019
caramelisation,101.54450181703186
caramelisation,100.01710207618875
caramelisation,95.95800383772323
caramelisation,99.89411756163034
caramelisation,100.98153059012832
caramelisation,102.49092433639876
caramelisation,98.01574541232482
caramelisation,105.55646217063973
caramelisation,96.71631336549837
caramelisation,101.90447279908139
caramelisation,97.13733900303248
caramelisation,93.61812252737101
caramelisation,99.738422020209
caramelisation,100.34586917614057
caramelisation,99.30834368215044
caramelisation,102.78238883357561
caramelisation,98.74811726177687
caramelisation,98.65239104915628
caramelisation,102.55631753303194
caramelisation,101.28916912090708
caramelisation,99.90291551840753
caramelisation,100.0545168753884
caramelisation,101.33425531272465
caramelisation,99.46269955013149
caramelisation,98.45103932731107
caramelisation,97.48567400294877
caramelisation,101.71725312741304
caramelisation,100.62035398798679
caramelisation,99.58354752771537
caramelisation,98.12781549523928
caramelisation,99.4534463346251
caramelisation,98.67454418154
caramelisation,99.11288057984312
caramelisation,104.69858519541904
caramelisation,95.81114404977812
caramelisation,96.41954586929889
caramelisation,100.79482954279749
caramelisation,100.2661866878439
