rhomboids,cytopenias
effacement,9.827164088072017
effacement,10.731557670804001
effacement,10.739444434066696
effacement,10.937736230976405
effacement,11.598514135260672
effacement,11.943612015071187
effacement,12.491290572685296
effacement,13.445943997028799
effacement,13.525132862934782
effacement,15.20907504820101
effacement,17.951865115502308
effacement,18.771885397776522
effacement,20.2424800306071
mastiffs,-1.768589660492647
mastiffs,-1.7648660485630672
mastiffs,-1.3001192763043035
mastiffs,-1.1885887330951759
mastiffs,-1.1776177839110835
mastiffs,-1.1612260941711883
mastiffs,-1.0973732793225541
mastiffs,-1.066650932988016
mastiffs,-0.9962098503544923
mastiffs,-0.9570398070833168
mastiffs,-0.8154551008847042
mastiffs,-0.7750587372826988
mastiffs,-0.7280632977045113
mastiffs,-0.7247795249417662
mastiffs,-0.7158135116211929
mastiffs,-0.6834051097367331
mastiffs,-0.6622223829999889
mastiffs,-0.6598045662789404
mastiffs,-0.6332569414392274
mastiffs,-0.5817265096385175
mastiffs,-0.5344360001135863
mastiffs,-0.518460227177798
mastiffs,-0.5119633669544262
mastiffs,-0.5047732366501773
mastiffs,-0.5028036193669159
mastiffs,-0.5007650898624798
mastiffs,-0.4902846429017754
mastiffs,-0.43786494398905235
mastiffs,-0.423459625334434
mastiffs,-0.34572412309412764
mastiffs,-0.34412563878206814
mastiffs,-0.3389024498613906
mastiffs,-0.3338105348375268
mastiffs,-0.3213344058414559
mastiffs,-0.28108255995422177
mastiffs,-0.2715692946344898
mastiffs,-0.26199383171881074
mastiffs,-0.2560177894367445
mastiffs,-0.22772078833058687
mastiffs,-0.22048431764257045
mastiffs,-0.21493671689518726
mastiffs,-0.206970803563549
mastiffs,-0.17525096491376277
mastiffs,-0.13861493973666603
mastiffs,-0.08072826583057544
mastiffs,-0.055790778926704726
mastiffs,-0.02939830451107161
mastiffs,-0.023220903131465444
mastiffs,-0.022539311421573775
mastiffs,-0.0018062063268143972
mastiffs,0.01064131234829712
mastiffs,0.019666885282922267
mastiffs,0.03423586340611676
mastiffs,0.03945349902542474
mastiffs,0.043602632634924324
mastiffs,0.04907229514022417
mastiffs,0.055510886401594677
mastiffs,0.08491158044594276
mastiffs,0.09516643444654224
mastiffs,0.09581801790341157
mastiffs,0.1016705699277911
mastiffs,0.1082185184864177
mastiffs,0.24534901644500878
mastiffs,0.2521113035586016
mastiffs,0.28358516009558876
mastiffs,0.2851386436278478
mastiffs,0.3346005040711017
mastiffs,0.34398245340002775
mastiffs,0.3651357112518903
mastiffs,0.38380435137160956
mastiffs,0.41007125817067885
mastiffs,0.41581853475974534
mastiffs,0.47878775019914677
mastiffs,0.506315480131336
mastiffs,0.5325611353407466
mastiffs,0.5621665633194061
mastiffs,0.5964156262425827
mastiffs,0.6318454181367278
mastiffs,0.6560555972066966
mastiffs,0.6588351836712267
mastiffs,0.6664213995780405
mastiffs,0.7514088113159916
mastiffs,0.7557705696442583
mastiffs,0.7660426624660907
mastiffs,0.7769011507516812
mastiffs,0.8179218029490933
mastiffs,0.8341434479966222
mastiffs,0.9138873625068469
mastiffs,0.9242332589613929
mastiffs,0.9265065324837626
mastiffs,0.9269307921081422
mastiffs,0.9830555480275366
mastiffs,1.0046323054291078
mastiffs,1.0255339352459238
mastiffs,1.0988721864180429
mastiffs,1.175285694341089
mastiffs,1.220681373078781
mastiffs,1.2277533309864783
mastiffs,1.269196918663355
mastiffs,1.277369815922869
mastiffs,1.301510906552011
mastiffs,1.320199020843604
mastiffs,1.453806086573303
mastiffs,1.502558924672011
mastiffs,1.579804145195002
spies,-9.653728874994853
spies,-9.048936190421392
spies,-8.556491632637663
spies,-8.191593368279104
spies,-7.90603767232557
spies,-7.6120479308539215
spies,-7.227851789649046
spies,-7.212957643655476
spies,-7.092351970256435
spies,-6.3454900496649635
spies,-5.611922899418266
spies,-5.485804610457602
spies,-4.554993388569194
spies,-4.460115473013465
spies,-4.458642423833877
spies,-4.273945176061146
spies,-4.2442734170215735
spies,-4.1088664709790335
spies,-4.075888413104771
spies,-3.7117419826663625
spies,-3.426477333985743
spies,-3.4221747557246123
spies,-3.377243941105676
spies,-3.260800066633119
spies,-3.193931253796562
spies,-3.0885929274159003
spies,-3.0206581362102694
spies,-2.8250769657067982
spies,-2.8109268052726426
spies,-2.594874047231923
spies,-2.3664155166622893
spies,-2.3244491385513877
spies,-2.2044786682732056
spies,-2.06870008544548
spies,-2.0304142093085367
spies,-1.949151635839206
spies,-1.8426264476567524
spies,-1.4353419817457138
spies,-1.4134822692847155
spies,-1.2899366868671829
spies,-1.2300306220974306
spies,-0.9293463233219557
spies,-0.5082582922384391
spies,-0.47493287215535523
spies,-0.4501105851090716
spies,-0.3663073331062303
spies,-0.32773140457110767
spies,-0.2808482894649133
spies,-0.2380708723033271
spies,-0.07783802092631624
spies,-0.06219687672043823
spies,0.21843423334818843
spies,0.27875577475958413
spies,0.40959440187882756
spies,0.5123946384284995
spies,0.5331032360735629
spies,0.6424639255671626
spies,0.6498123369575417
spies,0.683133740181146
spies,0.7652419493997002
spies,0.7758369106991876
spies,1.0785123417020381
spies,1.1788655444602152
spies,1.3890744542720121
spies,1.931854295462853
spies,1.9424477964626627
spies,2.0702559482233576
spies,2.0716705730132894
spies,2.5135934375007922
spies,2.6169495293862455
spies,2.6185526959044343
spies,2.960148753935474
spies,3.2716740623842755
spies,3.476276027008125
spies,3.479632096121236
spies,3.5090765979355605
spies,3.563531567158281
spies,3.9332960678485835
spies,4.134753283178957
spies,5.132058745691959
spies,5.447190515647911
spies,5.736040476078167
spies,6.936634401245211
spies,6.9403049096590905
spies,7.095715911319565
spies,7.606655829362214
spies,7.645377421134967
spies,7.910171309954356
spies,10.83251545940906
spies,16.641792741730228
Judaea,-19.48659987869238
Judaea,-15.086294301147811
Judaea,-14.531961879202555
Judaea,-12.951686768992055
Judaea,-12.265300140463296
Judaea,-10.664526087196656
Judaea,-10.053392902027623
Judaea,-8.835286555167825
Judaea,-8.787170474458998
Judaea,-7.529765537428361
Judaea,-7.47742944109463
Judaea,-6.739905441159684
Judaea,-6.709123778216035
Judaea,-6.014376212158094
Judaea,-5.6178670991906365
Judaea,-5.245438580732341
Judaea,-5.02707452861575
Judaea,-4.992361815932281
Judaea,-4.61706889307279
Judaea,-4.306522782803137
Judaea,-4.214365340329772
Judaea,-4.2060149308347485
Judaea,-3.886410154133848
Judaea,-3.605280879547961
Judaea,-3.148184706679879
Judaea,-2.909755304340206
Judaea,-2.776910476853225
Judaea,-2.7741148816723444
Judaea,-2.6993926852444123
Judaea,-2.2439819123630196
Judaea,-2.20762641427927
Judaea,-2.1753159034824527
Judaea,-1.9901981742835106
Judaea,-1.878609131121718
Judaea,-1.6476355185204536
Judaea,-1.5625706075254329
Judaea,-1.5442661121934378
Judaea,-1.522108621602533
Judaea,-1.2941595601897062
Judaea,-1.2527150126228752
Judaea,-1.2141339462233307
Judaea,-1.0755086038420323
Judaea,-1.0177697792570828
Judaea,-0.9860147670576808
Judaea,-0.4133647869247098
Judaea,-0.3625230763691866
Judaea,0.6208219416165635
Judaea,0.8493898785209643
Judaea,1.145597539349229
Judaea,1.4313068634297714
Judaea,1.5852458712724589
Judaea,1.6834850538152095
Judaea,1.8625791256728204
Judaea,1.9974488468341955
Judaea,2.3797976332261532
Judaea,2.481987656819208
Judaea,2.774699349036627
Judaea,3.0646587182301883
Judaea,3.1363673893988406
Judaea,3.2278909127272537
Judaea,3.6267936699631003
Judaea,3.8062977296567144
Judaea,3.846618295720156
Judaea,3.9959426644825466
Judaea,4.391389661948077
Judaea,5.003562536904931
Judaea,5.409495257610243
Judaea,5.471813237383425
Judaea,5.585678096205351
Judaea,5.749795624811845
Judaea,6.012779588269075
Judaea,6.643500606176304
Judaea,6.781153682683681
Judaea,7.188152574606269
Judaea,7.496339522104222
Judaea,7.961764715052777
Judaea,8.00266553507195
Judaea,8.123453476815463
Judaea,8.219687362033724
Judaea,8.81663425767525
Judaea,8.838043690240642
Judaea,8.846741118323372
Judaea,9.060005255908848
Judaea,9.289193418767509
Judaea,9.471330148391306
Judaea,9.562895355720157
Judaea,9.62715319436359
Judaea,9.675029641103015
Judaea,10.089845750989696
Judaea,10.118077264354389
Judaea,13.525260541525897
Judaea,14.666993547815535
Judaea,17.32260680356286
Judaea,22.11765750690854
bull-tongue,-20.933398598082995
bull-tongue,-19.33117876782061
bull-tongue,-13.751713429284989
bull-tongue,-13.146582991273446
bull-tongue,-11.609564035435866
bull-tongue,-11.061201188002824
bull-tongue,-10.01336087003824
bull-tongue,-9.089279628208121
bull-tongue,-8.846427721254914
bull-tongue,-8.626643566766635
bull-tongue,-8.345682304686399
bull-tongue,-7.974872251661687
bull-tongue,-7.315810949130353
bull-tongue,-7.256416330401568
bull-tongue,-7.091657649758513
bull-tongue,-6.906883542756954
bull-tongue,-6.8630918768715885
bull-tongue,-6.769095169880806
bull-tongue,-6.718145855348093
bull-tongue,-6.433778704907475
bull-tongue,-6.285746561979397
bull-tongue,-6.264000258274561
bull-tongue,-6.003890593239852
bull-tongue,-5.35897299581625
bull-tongue,-4.862241840414801
bull-tongue,-4.441240777574226
bull-tongue,-4.435566688850184
bull-tongue,-4.259957823198649
bull-tongue,-3.939350023745926
bull-tongue,-3.7509228607859417
bull-tongue,-3.4418549236936014
bull-tongue,-2.923426713340281
bull-tongue,-2.7560223043760654
bull-tongue,-2.4831180707150406
bull-tongue,-2.1327635992057785
bull-tongue,-1.9570672687857964
bull-tongue,-1.5514821209550222
bull-tongue,-1.424156143195309
bull-tongue,-1.1088392651276355
bull-tongue,-0.8383512920873033
bull-tongue,-0.6584710184908957
bull-tongue,-0.3542710680319397
bull-tongue,-0.04684826548693587
bull-tongue,0.1355677780441813
bull-tongue,0.29832791480266196
bull-tongue,0.31941092674222626
bull-tongue,0.4525018461684831
bull-tongue,0.8196450849413116
bull-tongue,1.1752089370389476
bull-tongue,1.2525778846099853
bull-tongue,1.3492457476795707
bull-tongue,1.4935482266142461
bull-tongue,1.6965509998898733
bull-tongue,1.833579558302154
bull-tongue,2.081697384147844
bull-tongue,2.1224917258911837
bull-tongue,2.3350040497216917
bull-tongue,2.3372832252593407
bull-tongue,2.347253268050716
bull-tongue,2.4368036431621602
bull-tongue,2.4692532006420107
bull-tongue,2.8792046358940886
bull-tongue,2.97011976169279
bull-tongue,3.23986081021045
bull-tongue,3.3267442134192216
bull-tongue,3.672493072532175
bull-tongue,3.736409589497771
bull-tongue,4.137957192934404
bull-tongue,4.201375812265664
bull-tongue,4.445240791975176
bull-tongue,5.336650289731133
bull-tongue,5.33914151663121
bull-tongue,5.4247586637082845
bull-tongue,6.050842749762683
bull-tongue,6.067754136573072
bull-tongue,6.12606284283715
bull-tongue,6.484463907382138
bull-tongue,7.28503729244749
bull-tongue,7.367012152183653
bull-tongue,7.443673851648908
bull-tongue,7.5035807667713605
bull-tongue,7.761268833589183
bull-tongue,8.013901209630113
bull-tongue,8.11725421034365
bull-tongue,8.406155502715807
bull-tongue,8.417858496456596
bull-tongue,8.43247209876053
bull-tongue,8.859386225494756
bull-tongue,8.89597565442326
bull-tongue,8.9862759497053
bull-tongue,9.45641270578559
bull-tongue,9.630338126910553
bull-tongue,9.659647682623758
bull-tongue,9.959722384723744
bull-tongue,11.986714086247268
bull-tongue,12.53346244948065
bull-tongue,15.663846643397292
snowlines,-8.190398859998188
snowlines,-7.689545751134453
snowlines,-6.3585629256271945
snowlines,-6.06778240215135
snowlines,-5.3193921111281925
snowlines,-4.690816087734227
snowlines,-4.590361247012451
snowlines,-4.411708884465229
snowlines,-4.159479079780445
snowlines,-4.013626587468646
snowlines,-4.007542517590099
snowlines,-3.988498507060528
snowlines,-3.571016938908184
snowlines,-3.320354280667504
snowlines,-3.030818635671324
snowlines,-3.028514197544234
snowlines,-2.9705312260921426
snowlines,-2.605411705910154
snowlines,-2.591615001766221
snowlines,-2.3846024962265426
snowlines,-2.3819603536714977
snowlines,-2.3629144706694407
snowlines,-2.3086392057222644
snowlines,-2.298336030633345
snowlines,-2.145143344122357
snowlines,-2.0850360231670795
snowlines,-2.074518288568292
snowlines,-1.816507540815119
snowlines,-1.7367542730980405
snowlines,-1.5786292973916651
snowlines,-1.356319866006977
snowlines,-1.1979591885978635
snowlines,-1.106168292810817
snowlines,-1.0703942575940355
snowlines,-1.0220246165632028
snowlines,-0.9743917829590115
snowlines,-0.8834194932686839
snowlines,-0.8112239794925235
snowlines,-0.8083303122975157
snowlines,-0.7828679411596855
snowlines,-0.7807537953087987
snowlines,-0.7805222833178951
snowlines,-0.7578009757296383
snowlines,-0.648052405952148
snowlines,-0.2968559598122755
snowlines,-0.25370536935601024
snowlines,-0.2415995226419957
snowlines,-0.21613570954869174
snowlines,-0.12799543485758466
snowlines,-0.07530054850925415
snowlines,0.24796383449811943
snowlines,0.3251952353958853
snowlines,0.4326927326827231
snowlines,0.4837685454672246
snowlines,0.5668544302137347
snowlines,0.6077448728010159
snowlines,0.6750272768106733
snowlines,0.6844351894536101
snowlines,0.7168537592302942
snowlines,0.752593196990774
snowlines,0.893351875954276
snowlines,0.9963082564839687
snowlines,1.0715311049901508
snowlines,1.2400698771565077
snowlines,1.275402909673609
snowlines,1.4715018002397424
snowlines,1.4736414847192627
snowlines,1.4934812080505107
snowlines,1.5424742509077898
snowlines,1.5596360151195627
snowlines,1.6993135688120253
snowlines,1.7695988168116268
snowlines,1.8760372634775289
snowlines,1.974471550214353
snowlines,2.0284427388943187
snowlines,2.0450006860605896
snowlines,2.3585970145187583
snowlines,2.3953278342283895
snowlines,2.403713080002962
snowlines,2.4457657409992506
snowlines,2.526868966003675
snowlines,2.564620028842959
snowlines,2.909689477519847
snowlines,2.914426304926428
snowlines,3.0879930810987055
snowlines,3.1542284935843337
snowlines,3.804718236568339
snowlines,3.8333135836622154
snowlines,3.912996476716707
snowlines,3.9146159113294776
snowlines,3.9456215982972203
snowlines,4.173200675891811
snowlines,4.397124787722108
