azithromycin,cytopenias
substitutes,1.8194752024474252
substitutes,1.8396233760580054
substitutes,1.855692980970327
substitutes,1.9752744949920664
substitutes,2.048816594505132
substitutes,2.0705405277218945
substitutes,2.073177120401995
substitutes,2.149694867887412
substitutes,2.296974249853209
substitutes,2.4495574389834482
substitutes,2.469867201411559
substitutes,2.57469399406409
substitutes,2.8647422866624326
substitutes,3.063487113373292
substitutes,3.128936875999918
substitutes,3.249363989012624
substitutes,3.7884474909804173
mastiffs,-6.619785636442744
mastiffs,-4.5617533498239355
mastiffs,-4.550412687326631
mastiffs,-3.661802520538189
mastiffs,-3.3464816830113353
mastiffs,-3.153803855665035
mastiffs,-3.1486054345618766
mastiffs,-3.0405396130186317
mastiffs,-3.023277252128466
mastiffs,-2.902210949748749
mastiffs,-2.7365873224483215
mastiffs,-2.7343456261691865
mastiffs,-2.5339900603140832
mastiffs,-2.2074253652052924
mastiffs,-2.1903084197855636
mastiffs,-2.0468307230705967
mastiffs,-2.0092502177556057
mastiffs,-1.9611716555387093
mastiffs,-1.7728842499306334
mastiffs,-1.7123741577515397
mastiffs,-1.671598989408412
mastiffs,-1.4954735635762013
mastiffs,-1.466460302603135
mastiffs,-1.4592722728047471
mastiffs,-1.3869969992045081
mastiffs,-1.3712724995153327
mastiffs,-1.3202616702069652
mastiffs,-1.3095229912257171
mastiffs,-1.3043542055580268
mastiffs,-1.223455852047364
mastiffs,-1.214751918671217
mastiffs,-1.1277853422991706
mastiffs,-1.1104808324645798
mastiffs,-1.0101239533227357
mastiffs,-0.8675137165844574
mastiffs,-0.8062018237397067
mastiffs,-0.8048795608402409
mastiffs,-0.6224101021876685
mastiffs,-0.5525525525492078
mastiffs,-0.46648814157652424
mastiffs,-0.41452079597820507
mastiffs,-0.3242457085408306
mastiffs,-0.2959859261017028
mastiffs,-0.26938044352801843
mastiffs,-0.12210041745910113
mastiffs,-0.06669664528155866
mastiffs,-0.010564413872925095
mastiffs,0.06837391423102131
mastiffs,0.08723242122594654
mastiffs,0.14035871721727133
mastiffs,0.17424774560707584
mastiffs,0.2112043398418894
mastiffs,0.230407188947914
mastiffs,0.24886018100020274
mastiffs,0.3075679362931722
mastiffs,0.31321624603815196
mastiffs,0.34492850434786826
mastiffs,0.355304120569354
mastiffs,0.42743931302763694
mastiffs,0.4974676326966704
mastiffs,0.4980960749875441
mastiffs,0.5420774949782107
mastiffs,0.5666466605888107
mastiffs,0.6027784745209299
mastiffs,0.8130927897395854
mastiffs,0.9341753018476209
mastiffs,0.9691615260340115
mastiffs,1.3217023296245007
mastiffs,1.4019787917270288
mastiffs,1.4109654878843
mastiffs,1.4344754740437053
mastiffs,1.4480221669987972
mastiffs,1.5783273921177605
mastiffs,1.579258004758304
mastiffs,1.606259591617395
mastiffs,1.6492273357407568
mastiffs,1.653673887258438
mastiffs,1.692334845262067
mastiffs,1.7062619460285342
mastiffs,1.7997862562592362
mastiffs,1.874136087057029
mastiffs,2.000511500336147
mastiffs,2.012578703789588
mastiffs,2.089378068817485
mastiffs,2.144441380734806
mastiffs,2.234177031440818
mastiffs,2.2446723681544376
mastiffs,2.245880516251566
mastiffs,2.3036996834295604
mastiffs,2.418357044452624
mastiffs,2.4602326068963944
mastiffs,2.5550960310660833
mastiffs,2.6777272135039367
mastiffs,2.8009705891745176
mastiffs,2.9532436054045714
mastiffs,3.8250332773636266
mastiffs,3.878634937035332
mastiffs,3.8856045220373936
mastiffs,4.081865588135856
mastiffs,4.439931990573903
mastiffs,4.796500311886674
mastiffs,5.094526343289469
mastiffs,5.883205684278226
mastiffs,6.354799270846718
spies,-17.521703053703124
spies,-14.625236474399022
spies,-13.31260417098477
spies,-12.836348318731698
spies,-12.517631013008112
spies,-11.128621758508231
spies,-11.015556227445893
spies,-10.810553365152694
spies,-10.754188945090148
spies,-10.4973307515764
spies,-10.373098780751219
spies,-9.759860527942019
spies,-9.024530334505583
spies,-7.981547602690112
spies,-7.831890062259979
spies,-7.451521380345748
spies,-6.41813191231282
spies,-5.634347494775937
spies,-5.3708976101935555
spies,-4.911216368511785
spies,-4.842441109508963
spies,-4.325790769722903
spies,-4.271469861211121
spies,-4.020958055453304
spies,-3.8945474710294947
spies,-3.869137345960145
spies,-3.8262127934332755
spies,-3.819513735737994
spies,-3.53432746561273
spies,-3.435226085213185
spies,-3.388377862723984
spies,-3.181303363427032
spies,-3.0773220527240563
spies,-2.653081987795263
spies,-2.6500311147113007
spies,-2.627814545163494
spies,-2.380585215149
spies,-1.8350334233341354
spies,-1.5585161732185835
spies,-1.5210493329588217
spies,-1.222121001644238
spies,-1.169148219727702
spies,-1.1082081750311807
spies,-0.8800075814832804
spies,-0.7198059042072825
spies,-0.5771444461323406
spies,-0.5700983009645079
spies,-0.38499021231192415
spies,-0.3380297991617689
spies,-0.28978924495034586
spies,0.6902995884756927
spies,1.0381708997115588
spies,1.0441980418281838
spies,1.058111811642155
spies,1.1098102770403149
spies,1.2415411138756909
spies,1.301222773461156
spies,1.3137244756655904
spies,1.8274832408604498
spies,1.8354164714390175
spies,2.0564802453368287
spies,2.2590707009794158
spies,2.457720705192843
spies,2.4873902220381487
spies,3.2840483180438858
spies,3.4009836341226887
spies,3.4057558682811737
spies,3.4923580192792736
spies,3.650404986039796
spies,3.6842721407231975
spies,3.7531166366290787
spies,3.8091824453911554
spies,3.8359505300777537
spies,3.8604526912741672
spies,3.8857557334831747
spies,4.016952312466317
spies,4.040194989500732
spies,4.262493533035192
spies,4.27606915134282
spies,4.39062788214611
spies,4.512685211937709
spies,4.808339445155001
spies,4.899360450766768
spies,4.937705409452693
spies,5.59756256308745
spies,6.430053587795507
spies,6.675351300979753
spies,6.862056450089761
spies,7.311435365552259
spies,7.786993288379726
spies,7.870205799377162
spies,8.064328875787686
spies,9.838665704373753
spies,11.262205808428211
spies,11.435994372079726
spies,11.867797759988315
spies,12.483804749051597
spies,12.625215606780605
spies,13.753304782017597
spies,14.043004770848778
spies,19.344589154811256
snowlines,-18.289405817527786
snowlines,-14.83655782843829
snowlines,-14.146978518401362
snowlines,-14.002635728972493
snowlines,-13.612684356375485
snowlines,-13.048358430329941
snowlines,-11.965503557531349
snowlines,-11.815739204557978
snowlines,-11.535002623812476
snowlines,-10.948221579332658
snowlines,-10.546812356458382
snowlines,-10.201036589500902
snowlines,-9.180885105807807
snowlines,-9.142815981031315
snowlines,-8.611309666799793
snowlines,-7.434928537403278
snowlines,-7.1503746608371355
snowlines,-6.488533794029447
snowlines,-6.328838774157661
snowlines,-6.313281497235784
snowlines,-4.626753931080538
snowlines,-4.057417213685978
snowlines,-3.5204753581623707
snowlines,-3.504416934458004
snowlines,-3.4833207872473744
snowlines,-3.4482258414754945
snowlines,-3.397039861797613
snowlines,-3.0630708641343474
snowlines,-2.466536278057957
snowlines,-2.234395428499435
snowlines,-1.7622052476661156
snowlines,-1.5216192514454023
snowlines,-1.4144510584877303
snowlines,-1.3317089175413686
snowlines,-1.2803417375835915
snowlines,-1.267643270442526
snowlines,-1.0951061838685905
snowlines,-0.8333215893430514
snowlines,-0.735777127371625
snowlines,-0.6491215235836832
snowlines,-0.582703645080458
snowlines,-0.2527167012043519
snowlines,-0.05363126904044931
snowlines,0.19586348046964758
snowlines,0.3035015640172379
snowlines,0.5824591102729376
snowlines,0.6278806415806156
snowlines,1.0036507708043334
snowlines,1.914481997097354
snowlines,2.141462531753406
snowlines,2.452464948081331
snowlines,3.0630503012743038
snowlines,3.2910700158105257
snowlines,3.6395936575151606
snowlines,3.6932203661305456
snowlines,3.7564341893310575
snowlines,3.8125038444383534
snowlines,4.370385176254516
snowlines,4.3718074016124415
snowlines,4.382015630298097
snowlines,4.566391139749513
snowlines,4.595316403217337
snowlines,4.902557477082816
snowlines,5.6212876986429094
snowlines,5.812600603507558
snowlines,5.88434922468245
snowlines,5.939795893005783
snowlines,6.262208134458015
snowlines,6.368584923570787
snowlines,6.473515450868006
snowlines,6.947527851346012
snowlines,7.282725887342572
snowlines,7.368614323162795
snowlines,7.5560801029678055
snowlines,7.7022291163792165
snowlines,8.130279584995199
snowlines,8.17152290143797
snowlines,8.347022566648745
snowlines,8.493410010061107
snowlines,8.65361039571309
snowlines,9.32490141967682
snowlines,9.48465508018124
snowlines,10.443015608603627
snowlines,10.548493564996324
snowlines,10.665836726302048
snowlines,11.193081082857159
snowlines,11.543019137121949
snowlines,14.07931483063009
snowlines,14.098166524226396
snowlines,14.98086699224094
snowlines,18.246160542726535
streptothricin,-7.19695901141095
streptothricin,-5.639000528950917
streptothricin,-5.14304831151779
streptothricin,-4.605077186509563
streptothricin,-3.990763737407793
streptothricin,-3.9481340409502015
streptothricin,-3.913872954059146
streptothricin,-3.840511529844457
streptothricin,-3.694706297833382
streptothricin,-3.578992320073202
streptothricin,-3.030754250163295
streptothricin,-2.9183311428262595
streptothricin,-2.901945761744958
streptothricin,-2.6184043368931493
streptothricin,-2.61183699359429
streptothricin,-2.56152545341733
streptothricin,-2.417418184745286
streptothricin,-2.3465468016852946
streptothricin,-2.2507887917414293
streptothricin,-2.2116019700263143
streptothricin,-2.018016968621028
streptothricin,-1.9267598523316805
streptothricin,-1.9198521161607391
streptothricin,-1.7187586705547708
streptothricin,-1.7005429548947513
streptothricin,-1.580450179141289
streptothricin,-1.439710170759118
streptothricin,-1.4028292261242392
streptothricin,-1.3077673423945322
streptothricin,-1.2092559492365493
streptothricin,-1.1475280975594109
streptothricin,-1.0304321818902662
streptothricin,-0.9704490055272599
streptothricin,-0.937540023310749
streptothricin,-0.8876811171686823
streptothricin,-0.7816191244119969
streptothricin,-0.6931496001574955
streptothricin,-0.668063803511399
streptothricin,-0.4458943893030788
streptothricin,-0.4452630499408324
streptothricin,-0.43982639104015225
streptothricin,-0.4228161509605804
streptothricin,-0.2545879491926548
streptothricin,-0.2374096381809613
streptothricin,-0.07492947471569723
streptothricin,-0.023170641795292993
streptothricin,-0.018233375900178914
streptothricin,0.008583749209591308
streptothricin,0.05355162783830801
streptothricin,0.07061663570002424
streptothricin,0.07997334057029562
streptothricin,0.08350932182131891
streptothricin,0.15023766168762032
streptothricin,0.253761639503802
streptothricin,0.25890502904231016
streptothricin,0.3611054972529986
streptothricin,0.41737694890062155
streptothricin,0.4344737197040214
streptothricin,0.6105902074520946
streptothricin,0.6535094556749083
streptothricin,0.6572393779564475
streptothricin,0.6790576747717366
streptothricin,0.7309861546760412
streptothricin,0.8495531930495
streptothricin,0.8697106817181882
streptothricin,1.0109603308777955
streptothricin,1.0174858137933653
streptothricin,1.0550085493559636
streptothricin,1.0840557203536278
streptothricin,1.1095235363846667
streptothricin,1.253628361917636
streptothricin,1.3414040666288158
streptothricin,1.3737168099661925
streptothricin,1.4418405050417173
streptothricin,1.525064746329477
streptothricin,1.677797268302183
streptothricin,1.7355667367719627
streptothricin,1.7706695381575852
streptothricin,1.8356396070278649
streptothricin,1.876765496284475
streptothricin,1.9936030303980654
streptothricin,2.0421176839144533
streptothricin,2.2022688599953653
streptothricin,2.3111365380583435
streptothricin,2.317775733184039
streptothricin,2.348355827058395
streptothricin,2.3734802576560248
streptothricin,2.5815050201275453
streptothricin,2.6327401476609875
streptothricin,2.656296170542631
streptothricin,2.8581208810410366
streptothricin,3.368519089247376
streptothricin,3.4478829692489614
streptothricin,3.5776816742009276
streptothricin,3.6614956120529154
streptothricin,3.7178579753254977
streptothricin,3.933433708334933
streptothricin,4.632950545581973
streptothricin,5.262161556901079
streptothricin,5.272943655547811
streptothricin,5.513881871807585
streptothricin,6.032219883050475
augment,-21.98130920775773
augment,-13.736639995355906
augment,-12.783171818804002
augment,-12.699796384244635
augment,-12.273703927453441
augment,-11.037363275275302
augment,-9.951689789001698
augment,-9.881317526675744
augment,-8.43180407887315
augment,-8.424866721158324
augment,-8.100152134152028
augment,-8.079064777040017
augment,-7.488077664727858
augment,-7.366278190872628
augment,-6.670760355223037
augment,-6.613571739685347
augment,-6.285742494250832
augment,-6.180772218488388
augment,-5.721400584508794
augment,-5.499786776473876
augment,-5.474510883930333
augment,-5.202186447217615
augment,-5.172823473408434
augment,-4.955802749423708
augment,-4.813629899434718
augment,-4.41619187142542
augment,-4.36998605400774
augment,-4.255120679339987
augment,-4.175997834311924
augment,-3.634907434436889
augment,-3.558015334233032
augment,-3.401530101664201
augment,-3.284160830362385
augment,-2.8978761885953177
augment,-2.729078376706523
augment,-2.5367609654775083
augment,-2.536394493862622
augment,-2.339626312204606
augment,-2.297176921580507
augment,-2.076631745671817
augment,-1.9263380698933177
augment,-1.586406679695303
augment,-1.4639963890096517
augment,-1.3409209150977128
augment,-1.315916332526009
augment,-1.0831822783103022
augment,-0.6254531425456157
augment,-0.6005903086155587
augment,-0.39028776300083967
augment,-0.3332256938461746
augment,-0.31765743660379137
augment,-0.19635998953299175
augment,0.08479721604599029
augment,0.30563206300442575
augment,0.3442531447616486
augment,0.4218653347020658
augment,0.4266140800108357
augment,0.578016837136592
augment,0.6749188765644629
augment,0.6796823341527172
augment,0.7480035333766538
augment,0.768002396909854
augment,0.7913207821907631
augment,0.8765414036960625
augment,0.9930412803770919
augment,1.0134238393321355
augment,1.228727528976275
augment,1.3171707194326019
augment,1.3327062420609712
augment,1.3345834050834249
augment,1.4197440669119605
augment,1.455027438194657
augment,1.4550454413098708
augment,1.5387560738702482
augment,1.5827591349780032
augment,1.6349099519015056
augment,1.997012825980733
augment,2.6209286556267033
augment,2.8650226724962127
augment,2.8941519184897038
augment,3.199638179893901
augment,3.2642935664013084
augment,3.3304057416061967
augment,3.9932385435951887
augment,4.987214224274603
augment,5.198618491767205
augment,5.611137560354142
augment,5.862440514909491
augment,5.872235158532882
augment,6.064599352542511
augment,6.625677647625638
augment,7.114851109869419
augment,7.253988383331806
augment,7.374493087635
augment,7.839637707232531
augment,8.64031966786851
augment,9.222489417350156
augment,10.718747215635537
augment,10.940765150969224
augment,10.999348024987107
augment,12.57836630313637
augment,13.425365457612505
augment,18.346896799856214
