filibusters,rhomboids
snowlines,35.84558932335051
snowlines,37.31250891581893
snowlines,33.97902203230229
snowlines,41.41223336328093
snowlines,34.693696766595494
snowlines,36.96873168985055
snowlines,32.9746395736788
snowlines,40.321082583469675
snowlines,38.67748438607258
snowlines,27.670192401446275
snowlines,29.01696323282258
snowlines,40.557412619187474
snowlines,36.01687920847314
snowlines,39.10765734832713
snowlines,42.80133351329708
snowlines,32.23907886835666
snowlines,40.96953935490369
snowlines,33.813365236069124
snowlines,39.785592228088895
snowlines,42.096286917891426
snowlines,33.735644908414265
snowlines,34.61858617978741
snowlines,37.77461743815446
snowlines,31.337521607048593
snowlines,41.818362013559856
snowlines,41.34234258144676
snowlines,39.487073103665644
snowlines,34.81867726720014
snowlines,36.16771817798269
snowlines,32.027883698076856
snowlines,33.70416778622826
snowlines,44.09268794685981
snowlines,42.00518934107242
snowlines,45.575233211395314
snowlines,45.91113783264301
snowlines,36.07073395076704
snowlines,43.23980241882674
snowlines,40.40601096657717
snowlines,36.18607425954033
snowlines,32.58533841616589
snowlines,44.31280882078048
snowlines,31.331443655762396
snowlines,40.81462582158015
snowlines,35.97162204252263
snowlines,30.407295154292004
snowlines,35.70507052752025
snowlines,35.16102414843699
snowlines,38.774283698808354
snowlines,39.325819233083024
snowlines,35.43084253254286
snowlines,34.22487634662969
snowlines,32.374764962164306
snowlines,44.41494120361729
snowlines,24.030274112750924
snowlines,35.57793903396341
snowlines,34.63609475163692
snowlines,30.24394183385542
snowlines,36.702716953844806
snowlines,30.568277103936783
snowlines,44.536835352415736
snowlines,37.105291402658125
snowlines,38.370108137936185
snowlines,39.20143343569966
snowlines,45.22573001773189
snowlines,38.968520762395066
snowlines,42.380950373526346
snowlines,37.01151443892878
bull-tongue,45.607305901118124
bull-tongue,44.48097191230931
bull-tongue,44.36900410049065
bull-tongue,43.03058621606885
bull-tongue,41.27340138325064
bull-tongue,48.28673219207524
bull-tongue,37.564013276608605
bull-tongue,52.94641232122559
bull-tongue,43.6442544526975
bull-tongue,50.74316557850727
bull-tongue,48.89298657939678
bull-tongue,43.98276694446155
bull-tongue,58.56867894634431
bull-tongue,48.49734295470737
bull-tongue,47.695536857661466
bull-tongue,42.85563270303621
bull-tongue,49.62655700636372
bull-tongue,44.767466401699316
bull-tongue,56.09082049551902
bull-tongue,38.634554057227675
bull-tongue,42.22416536955387
bull-tongue,44.56157770390931
bull-tongue,45.887042397571584
bull-tongue,43.73956502176376
bull-tongue,44.203692321792275
bull-tongue,52.344311951868576
bull-tongue,43.40804700426573
bull-tongue,49.85099801749663
bull-tongue,45.434301110782776
bull-tongue,44.640173521034065
bull-tongue,46.15681243955201
bull-tongue,42.61779171109453
bull-tongue,41.54693822703768
bull-tongue,50.152638245799764
bull-tongue,48.97045156855696
bull-tongue,48.8540779785553
bull-tongue,44.30908966468445
bull-tongue,45.10549627504467
bull-tongue,50.10713776691139
bull-tongue,47.43286242822231
bull-tongue,52.16010145868604
bull-tongue,44.83860988318027
bull-tongue,44.222232000926674
bull-tongue,41.27389375922247
bull-tongue,40.96872966832427
bull-tongue,55.62561182718293
bull-tongue,55.0341180639834
bull-tongue,42.49780808869326
bull-tongue,50.597038068711875
bull-tongue,56.67743619897011
bull-tongue,45.59412640846641
bull-tongue,54.505651424956426
bull-tongue,43.09519136836111
bull-tongue,43.01456105657709
bull-tongue,49.725578668191545
bull-tongue,46.88186998325702
bull-tongue,53.22093471768119
bull-tongue,41.337501951528125
bull-tongue,51.66682936262782
bull-tongue,48.321752319609416
bull-tongue,50.395253618269734
bull-tongue,48.90511173241713
bull-tongue,57.79025260433438
bull-tongue,45.028030668416505
bull-tongue,49.647004695364004
bull-tongue,44.61294987974557
bull-tongue,39.03416017680944
bull-tongue,47.833502904470855
bull-tongue,38.97682923891911
bull-tongue,50.19886969928262
bull-tongue,50.32404105815402
bull-tongue,36.226192595995045
bull-tongue,46.82877164591958
bull-tongue,55.59477248744985
bull-tongue,42.70393203485102
bull-tongue,47.15036479152993
bull-tongue,46.18148663950176
bull-tongue,46.94644762242514
bull-tongue,51.30014255150068
bull-tongue,42.52393108807449
bull-tongue,44.77000470248309
bull-tongue,35.34369224300087
bull-tongue,41.07288465072963
bull-tongue,37.2565476396132
bull-tongue,49.31404711346916
bull-tongue,44.63660558979523
bull-tongue,42.86076568894965
bull-tongue,43.291439938361364
bull-tongue,43.82425249768671
bull-tongue,50.329714364817285
bull-tongue,39.05549890012528
caramelisation,35.58955718769221
caramelisation,39.603166862942885
caramelisation,32.64628004708833
caramelisation,45.20538652876793
caramelisation,32.39094376470374
caramelisation,20.704614150149173
caramelisation,39.6650675925506
caramelisation,35.87391478275634
caramelisation,31.908699907670357
caramelisation,31.361530266760372
caramelisation,31.88008552946397
caramelisation,44.01703181130374
caramelisation,29.498074222735966
caramelisation,33.94557617823873
caramelisation,43.38690775532559
caramelisation,36.940064732677264
caramelisation,37.188140925038496
caramelisation,32.431829134548856
caramelisation,32.75527724962055
caramelisation,28.484564610604096
caramelisation,25.915175402406703
caramelisation,31.981570326568423
caramelisation,28.45462036315042
caramelisation,30.913046368283183
caramelisation,29.86706995552866
caramelisation,47.866451544205894
caramelisation,33.910688305987264
caramelisation,33.62457390919394
caramelisation,33.553057239806925
caramelisation,36.63002622189757
caramelisation,36.554335113478245
caramelisation,26.680729963525145
caramelisation,36.03645803416185
caramelisation,38.694095245667675
caramelisation,36.847199460089946
caramelisation,32.887342361177865
caramelisation,37.620704421695386
caramelisation,39.355143723109755
caramelisation,30.667210648646368
caramelisation,35.24908915733872
caramelisation,46.695496788646835
caramelisation,26.63038268027936
caramelisation,37.14534086830297
caramelisation,29.145699962495634
caramelisation,31.53151962415161
caramelisation,43.99335600460892
caramelisation,38.180282085662235
caramelisation,41.32473335173222
caramelisation,35.33967229033919
caramelisation,31.628123029099985
caramelisation,28.15153129192119
caramelisation,28.287622924908085
caramelisation,40.25858113537861
caramelisation,40.39251795281299
caramelisation,36.143632393115894
caramelisation,26.579104623192386
caramelisation,39.13153861264028
caramelisation,36.06987167214254
caramelisation,38.42538123628014
caramelisation,30.35940828933773
caramelisation,28.739543457730818
caramelisation,38.13243146958109
caramelisation,29.400698853540412
caramelisation,36.259269646120686
caramelisation,29.6182659542965
caramelisation,41.9140509576537
caramelisation,24.567053748874415
caramelisation,39.55857555379972
caramelisation,39.20046817340081
caramelisation,36.64660299153792
caramelisation,33.109738654828256
caramelisation,36.73621563404633
caramelisation,34.42847843027434
caramelisation,43.384357114011124
caramelisation,36.97125574386343
caramelisation,23.233184653532255
caramelisation,34.79918279184148
caramelisation,37.72499448858716
caramelisation,35.21811759050424
caramelisation,38.552702931436976
caramelisation,36.10424662388859
caramelisation,32.081282621845055
caramelisation,29.367920368875904
caramelisation,35.81105236514844
caramelisation,39.10788153283581
caramelisation,39.05491976824621
caramelisation,39.44159386556858
caramelisation,30.870014224840205
caramelisation,39.501322130333136
caramelisation,28.894957837020183
caramelisation,30.741048072956595
caramelisation,34.7728664460402
caramelisation,38.676121612899536
caramelisation,35.47619340729074
caramelisation,35.58946779612231
caramelisation,34.27871392327806
caramelisation,25.921348987920446
caramelisation,39.58075708073935
cytopenias,43.116416376163684
cytopenias,32.0779588631481
cytopenias,46.03542566071566
cytopenias,36.15957458004999
cytopenias,50.235247475361206
cytopenias,45.539134238843005
cytopenias,43.704410058497444
cytopenias,38.11449554536906
cytopenias,37.75599120675828
cytopenias,33.175079323152524
cytopenias,40.54766972346728
cytopenias,47.30698904810385
cytopenias,34.996193437792925
cytopenias,43.90068300434654
cytopenias,46.88038183824926
cytopenias,46.14329401954356
cytopenias,47.788812775084445
cytopenias,34.051872611927905
cytopenias,42.058985024840084
cytopenias,38.789756503124075
cytopenias,54.269163027052414
cytopenias,42.90302888665994
cytopenias,46.599352729960735
cytopenias,38.799788219469974
cytopenias,47.61122386227825
cytopenias,49.162685245432286
cytopenias,33.66008465552018
cytopenias,45.35398383321979
cytopenias,47.935083239503854
cytopenias,41.49253397068387
cytopenias,31.421975581908082
cytopenias,43.93967047720567
cytopenias,45.33786648683872
cytopenias,35.21963461210096
cytopenias,49.123237239964794
cytopenias,39.46156789874295
cytopenias,44.71148615943481
cytopenias,41.30711499946724
cytopenias,40.141763253844985
cytopenias,54.41984396477762
cytopenias,28.927670565704037
cytopenias,46.407384225771665
cytopenias,43.206061969294204
cytopenias,42.880333533687285
cytopenias,36.608968582158184
cytopenias,48.686910023882554
cytopenias,47.385753504383985
cytopenias,51.01442294515696
cytopenias,29.995533696078105
cytopenias,48.580824302362096
cytopenias,42.464512145233776
cytopenias,41.256360364235285
cytopenias,41.34785324076655
cytopenias,42.40964937604706
cytopenias,43.33641347420945
cytopenias,40.87788870979468
cytopenias,49.80611070545443
cytopenias,47.91432922441404
cytopenias,44.35359288593197
cytopenias,47.3506538860375
cytopenias,40.185203934200786
cytopenias,43.47597189706055
cytopenias,42.65786429913762
cytopenias,53.055194921679806
cytopenias,53.838032629974094
cytopenias,60.42253407196252
cytopenias,42.88161404007982
cytopenias,37.47889305584562
cytopenias,37.92833139290799
cytopenias,43.03354262459146
cytopenias,45.93474225323517
cytopenias,36.00771899348464
cytopenias,40.75324249570954
cytopenias,46.25335835875635
cytopenias,39.76453293695828
cytopenias,34.79858529448305
cytopenias,48.34780844401867
cytopenias,42.12647792117971
cytopenias,42.71386282594376
cytopenias,46.16652350023781
cytopenias,36.26154748932148
cytopenias,44.516569150851055
cytopenias,38.70057918388498
cytopenias,53.879469613809505
cytopenias,48.04592007222267
cytopenias,40.177805713268846
cytopenias,34.73972187417295
cytopenias,45.204009558410974
cytopenias,56.33588636965076
cytopenias,40.013287430074975
