dissection,perennibranch
cytopenias,-6.5052725785608665
cytopenias,-6.3593330527446925
cytopenias,-6.049382661013444
cytopenias,-5.9058076320555895
cytopenias,-5.8026381175494
cytopenias,-5.192854407762292
cytopenias,-4.8859133025764985
cytopenias,-4.742172621053455
cytopenias,-3.7141210626415564
cytopenias,-3.7109309815270692
cytopenias,-3.67907921996507
cytopenias,-3.5600790338355472
cytopenias,-3.300503439088783
cytopenias,-3.2513473666778787
cytopenias,-2.918019687974819
cytopenias,-2.771369058164621
cytopenias,-2.7155490549298333
cytopenias,-2.4926719795399848
cytopenias,-2.423936007074136
cytopenias,-2.3594856612215893
cytopenias,-2.1648327379483208
cytopenias,-2.1078470881805087
cytopenias,-1.9053071106673476
cytopenias,-1.7580376506229236
cytopenias,-1.6174814427159772
cytopenias,-1.3569355929896822
cytopenias,-0.8630108196439502
cytopenias,-0.6660690301410213
cytopenias,-0.36442522484366063
cytopenias,-0.16936081270902717
cytopenias,-0.12393224036556161
cytopenias,0.19472753503787857
cytopenias,0.46291316726154463
cytopenias,0.5600400049651367
cytopenias,0.5778979969416367
cytopenias,0.5797935708624772
cytopenias,1.1854330212022932
cytopenias,2.04851234416781
cytopenias,2.146685646295624
cytopenias,2.2820025589611688
cytopenias,2.6837829093944556
cytopenias,2.996789462086157
cytopenias,3.013220181847396
cytopenias,3.256319720297618
cytopenias,3.569046002956655
cytopenias,3.9361433533650496
cytopenias,3.946841707379834
cytopenias,3.951324156055373
cytopenias,3.956222259437141
cytopenias,4.16406815034251
cytopenias,4.826579771087357
cytopenias,5.1537292934309065
cytopenias,5.24990911867412
cytopenias,5.350472235366023
cytopenias,5.40874243446661
cytopenias,5.822803248653806
cytopenias,5.916368162355853
cytopenias,6.009536924694644
cytopenias,6.632069956025733
cytopenias,6.843733839144233
cytopenias,7.1093099160268
cytopenias,7.3716100430146225
cytopenias,7.445999881685699
cytopenias,7.631397922448564
cytopenias,7.720632998979798
cytopenias,8.712798362820626
cytopenias,9.091496449718429
cytopenias,9.311443904663024
cytopenias,9.420783223416695
cytopenias,9.49336800190141
cytopenias,9.57442608552799
cytopenias,10.00448405976647
cytopenias,10.262720240626667
cytopenias,10.28068764153786
cytopenias,10.387100105025306
cytopenias,10.392195611370544
cytopenias,11.115394922719224
cytopenias,11.807537640471388
cytopenias,13.28434152114013
cytopenias,14.167482047740586
cytopenias,16.229545687607143
cytopenias,16.311864552249066
cytopenias,17.631684280281625
mastiffs,-13.232037142373686
mastiffs,-12.333555191425102
mastiffs,-11.861484175402852
mastiffs,-11.557890425084462
mastiffs,-10.50689746198139
mastiffs,-10.36879505013094
mastiffs,-9.770210865251176
mastiffs,-8.649505916076011
mastiffs,-8.575771102141838
mastiffs,-8.21560177967688
mastiffs,-7.896201109971059
mastiffs,-7.814159433427283
mastiffs,-7.379987146970182
mastiffs,-7.312989740719124
mastiffs,-6.9135297534341476
mastiffs,-6.685300114670319
mastiffs,-5.87512148676555
mastiffs,-5.781999366832133
mastiffs,-5.4142375033860635
mastiffs,-5.344142104717753
mastiffs,-5.1979636978241555
mastiffs,-4.948196215309219
mastiffs,-4.863142389993515
mastiffs,-4.587243890573428
mastiffs,-4.282538647690205
mastiffs,-3.916803872567804
mastiffs,-3.607107041773399
mastiffs,-3.553842685171764
mastiffs,-3.513597439635155
mastiffs,-3.3946398052455815
mastiffs,-3.368560071284645
mastiffs,-3.288867965838952
mastiffs,-3.2871352922781854
mastiffs,-3.2415397720923953
mastiffs,-3.034151805369767
mastiffs,-2.9508439718095905
mastiffs,-2.563600238180352
mastiffs,-2.381300636033138
mastiffs,-2.3306580208289644
mastiffs,-1.939856906943846
mastiffs,-1.3328932002006333
mastiffs,-0.9855689788283151
mastiffs,-0.7691713222722836
mastiffs,-0.5851926678232992
mastiffs,-0.5089500980522936
mastiffs,-0.2152688934517614
mastiffs,-0.17912102457765053
mastiffs,0.4018042653946732
mastiffs,0.8017968484681802
mastiffs,0.9578996605582399
mastiffs,0.994825902498529
mastiffs,0.9990389541773895
mastiffs,1.0727860495721453
mastiffs,1.1859407064183467
mastiffs,1.4112318744761707
mastiffs,1.8241826183360301
mastiffs,1.9503866522276596
mastiffs,1.9636505870064063
mastiffs,1.977007306848094
mastiffs,2.0791208674526844
mastiffs,2.158594460239284
mastiffs,2.2562085074744416
mastiffs,2.3866424654421294
mastiffs,2.410888734468322
mastiffs,2.4180119869565684
mastiffs,2.9717922823438596
mastiffs,3.047027343523383
mastiffs,3.3627554068541015
mastiffs,4.029267663586508
mastiffs,4.073358767189357
mastiffs,4.13611696992101
mastiffs,4.63847986954579
mastiffs,4.862095038038394
mastiffs,4.971560922600817
mastiffs,5.2001355879702045
mastiffs,5.2701595283896
mastiffs,5.43761521242241
mastiffs,6.3016775519209505
mastiffs,6.466083874046988
mastiffs,6.710516630512146
mastiffs,6.713415882766269
mastiffs,6.729125981862321
mastiffs,6.950431541075471
mastiffs,7.098259519342848
mastiffs,8.034699434474778
mastiffs,8.769789330815073
mastiffs,9.031422868900114
mastiffs,9.138059031746645
mastiffs,9.439774345894689
mastiffs,9.52431515030941
mastiffs,10.60978432649769
mastiffs,12.250412712205831
mastiffs,13.624390081174171
mastiffs,19.401044119244933
augment,-5.08806633633239
augment,-5.073006889874777
augment,-4.490154471869382
augment,-4.40256318019283
augment,-3.9683901055780115
augment,-3.651266222551184
augment,-3.411905098445839
augment,-3.3629795423886897
augment,-3.1890620493323887
augment,-3.1082920869223227
augment,-2.9458736211515233
augment,-2.683183505410141
augment,-2.569175529581895
augment,-2.361679176005584
augment,-2.33394617587347
augment,-2.3036781149675623
augment,-2.1798799178646404
augment,-2.0016636837514863
augment,-1.9908573174100408
augment,-1.8882033195905052
augment,-1.702045221139667
augment,-1.683164725879052
augment,-1.5401194225222263
augment,-1.41499074145409
augment,-1.4064773541902351
augment,-1.4009536284969148
augment,-1.3969629496521763
augment,-1.337765509387358
augment,-1.2440446405409662
augment,-1.2401349277603622
augment,-1.2218858842971483
augment,-1.1534133497216397
augment,-1.1483207292569875
augment,-1.1045955013599371
augment,-1.0535653651271433
augment,-1.0184283248311954
augment,-0.9852772871306089
augment,-0.8808204183316991
augment,-0.8583642414629348
augment,-0.771731230825402
augment,-0.7467413681358546
augment,-0.6976185060142384
augment,-0.6353598710716608
augment,-0.5291457826579009
augment,-0.525833561121297
augment,-0.5148796411388189
augment,-0.4728713799445743
augment,-0.4496354469901957
augment,-0.4453904065543923
augment,-0.4364859338048358
augment,-0.3892279811578063
augment,-0.3691130453416324
augment,-0.3252891697812379
augment,-0.3184721398097565
augment,-0.2959584184721124
augment,-0.27513882549367424
augment,-0.2501820824914915
augment,-0.20225308580394774
augment,-0.15358716202449993
augment,-0.06488342074334165
augment,-0.052212030467572314
augment,-0.009761182746197564
augment,0.057073594791628685
augment,0.06724079212974192
augment,0.1590154335830373
augment,0.23835908804919798
augment,0.5559232166762035
augment,0.5731321647189513
augment,0.5868811092700038
augment,0.691707515600658
augment,0.7524223631404902
augment,0.8532527856956267
augment,0.8565259789175121
augment,0.8639133820745223
augment,0.9191208528912275
augment,0.9319904031992272
augment,0.9652366135590936
augment,0.9917802506973118
augment,1.0178420723702142
augment,1.1425813057728533
augment,1.2145868365130692
augment,1.217147066091257
augment,1.2205596032644208
augment,1.4222753727805664
augment,1.4353061832611196
augment,1.527548007485199
augment,1.5987155450408261
augment,1.7361552980745645
augment,1.745557991008443
augment,1.8287802675422038
augment,1.8349337426728625
augment,1.8942599196731438
augment,2.0520561953279115
augment,2.1783988151296505
augment,2.195722229638302
augment,2.3448346340273383
augment,2.570079806264686
augment,2.5824785168569004
augment,2.6495916451500143
augment,3.059705626051689
augment,3.1097713146304833
augment,3.41012766469476
augment,3.461954600753103
augment,3.501230027120788
augment,3.5352832640146072
augment,4.762805474744398
augment,5.619855963736758
snowlines,-3.1084575568791375
snowlines,-2.786276320603089
snowlines,-2.6240781400930926
snowlines,-2.599789451250997
snowlines,-2.4476782614047266
snowlines,-2.2384018017007867
snowlines,-2.105351383840657
snowlines,-2.0650610397825737
snowlines,-1.948595648125019
snowlines,-1.7820955527340918
snowlines,-1.7447012583834893
snowlines,-1.7214794122211385
snowlines,-1.61896624823229
snowlines,-1.5170812820246238
snowlines,-1.4758337436293945
snowlines,-1.3737131924019674
snowlines,-1.3338735369804056
snowlines,-1.24006378248039
snowlines,-1.2333917074866505
snowlines,-1.2292002395889117
snowlines,-1.172550751984314
snowlines,-1.1655710585724617
snowlines,-1.0956971370742827
snowlines,-0.9690297293618894
snowlines,-0.9683769535773533
snowlines,-0.9592575311239514
snowlines,-0.8595741832095617
snowlines,-0.8321458184908956
snowlines,-0.8176521334867528
snowlines,-0.8162179096673419
snowlines,-0.8151620464212554
snowlines,-0.8021524990467791
snowlines,-0.7264254835014773
snowlines,-0.7190773392516888
snowlines,-0.7118679335936218
snowlines,-0.6649835316957432
snowlines,-0.6633966529359986
snowlines,-0.6497510762467539
snowlines,-0.6419258382044852
snowlines,-0.5303640172776208
snowlines,-0.471840760349711
snowlines,-0.44374832246518536
snowlines,-0.4383022962751604
snowlines,-0.38624950411481723
snowlines,-0.33147499898294097
snowlines,-0.30801528738482725
snowlines,-0.2380880181881479
snowlines,-0.22677839409633796
snowlines,-0.2231369372484122
snowlines,-0.22237498448879311
snowlines,-0.1687692324859732
snowlines,-0.12794550312640035
snowlines,-0.11379482792070388
snowlines,-0.10584887351299446
snowlines,-0.0439265812434249
snowlines,-0.033977015061213416
snowlines,0.03491766702260292
snowlines,0.10065649849826831
snowlines,0.11172259312675695
snowlines,0.14265609113809713
snowlines,0.1440446708893692
snowlines,0.14429202003946337
snowlines,0.16493393693647754
snowlines,0.260222832105911
snowlines,0.26563585755998953
snowlines,0.30099149564939437
snowlines,0.31698595604133417
snowlines,0.4724589669557237
snowlines,0.4907956530736634
snowlines,0.5151167382508621
snowlines,0.5276259742082252
snowlines,0.5566037626347088
snowlines,0.6839905509747463
snowlines,0.8475474591379352
snowlines,0.9231273269687618
snowlines,1.0532371733977417
snowlines,1.1345339705537147
snowlines,1.2540851554107695
snowlines,1.2569870210357357
snowlines,1.2590875465150668
snowlines,1.2619224816728456
snowlines,1.2658404045355052
snowlines,1.283594149064413
snowlines,1.2918073354033304
snowlines,1.2979025995281221
snowlines,1.3257781846976824
snowlines,1.337984260630555
snowlines,1.3994451944099655
snowlines,1.4598882722983666
snowlines,1.4853399502182014
snowlines,1.9544327876371748
snowlines,2.041533041209845
snowlines,2.09709834098811
snowlines,2.144302050352029
snowlines,2.74003170365825
snowlines,2.7725634484235195
snowlines,2.8012638510000225
snowlines,2.823009489955234
snowlines,3.0857547877168057
snowlines,5.2509911052996
filibusters,-22.067965187847328
filibusters,-19.3580595327463
filibusters,-18.544995512312404
filibusters,-18.275429454424938
filibusters,-17.542684468972435
filibusters,-14.316250800949645
filibusters,-13.186562079690551
filibusters,-12.114723008121786
filibusters,-11.982453817868782
filibusters,-11.426294278298595
filibusters,-10.758529556450476
filibusters,-9.102193859631358
filibusters,-9.090485944567273
filibusters,-8.528155264653826
filibusters,-8.473014910389136
filibusters,-7.9153534615623045
filibusters,-7.801436363176213
filibusters,-7.526120025224325
filibusters,-7.464810581103465
filibusters,-7.191742216966009
filibusters,-6.988148016280196
filibusters,-6.402952689165213
filibusters,-6.007888773161693
filibusters,-5.930407442427405
filibusters,-5.554898435666897
filibusters,-5.256556393400283
filibusters,-5.062623603566061
filibusters,-4.776820916238639
filibusters,-4.761960353980661
filibusters,-4.4786424567311345
filibusters,-3.600063528739438
filibusters,-3.089451575420489
filibusters,-2.827951968844573
filibusters,-2.73138039167222
filibusters,-2.5787133255957535
filibusters,-2.5179178399325197
filibusters,-2.5009466964818663
filibusters,-2.209253380546351
filibusters,-1.683505677393294
filibusters,-1.5536491902097305
filibusters,-1.5485659392130544
filibusters,-1.46996712562007
filibusters,-1.2668608407270916
filibusters,-1.1133109140209831
filibusters,-1.1109066691477727
filibusters,-0.836270585793109
filibusters,-0.5143972595811633
filibusters,-0.3814591886744713
filibusters,-0.22487216379452887
filibusters,0.0890006809748036
filibusters,0.6825046046035603
filibusters,0.90358870096064
filibusters,1.0349577977150881
filibusters,1.1972036567184086
filibusters,1.3940499043655463
filibusters,1.3946008663760419
filibusters,1.4435275553063962
filibusters,1.5925345452594262
filibusters,1.805544881809822
filibusters,1.9721860740640913
filibusters,2.1937087157562725
filibusters,2.2104194673470285
filibusters,2.3341713294525386
filibusters,2.4503953664030704
filibusters,2.4705327183327457
filibusters,2.5015129772843094
filibusters,2.5286739425123526
filibusters,2.5964180328733706
filibusters,2.6352973820015273
filibusters,2.7779691980716446
filibusters,2.8043788440099697
filibusters,3.123698076070259
filibusters,3.1963878572386
filibusters,3.2101123299312198
filibusters,3.4569195316007346
filibusters,3.5777195532635986
filibusters,3.6989404976208142
filibusters,3.7092420580686203
filibusters,3.7441520559984145
filibusters,4.186136788809579
filibusters,4.197417891731985
filibusters,4.297029580462132
filibusters,4.500199073356342
filibusters,4.5759832608427775
filibusters,4.989405681674811
filibusters,5.263979289303603
filibusters,5.552252181095413
filibusters,5.553590908734176
filibusters,5.826882849127154
filibusters,6.172413639722353
filibusters,6.710482211333435
filibusters,6.839291885450288
filibusters,7.055642695026807
filibusters,7.816698577423825
filibusters,8.097723713113389
filibusters,8.144952434094538
filibusters,9.361452521593144
filibusters,10.473347399684668
filibusters,10.626264688581829
filibusters,10.77458894143627
filibusters,11.234717621074795
filibusters,11.694653435671189
filibusters,11.748333673675798
filibusters,13.558692455877345
filibusters,15.210891523742395
filibusters,17.612414777082428
filibusters,19.22950317765863
filibusters,19.429304724189258
filibusters,19.97332730258116
filibusters,20.682695822073367
azithromycin,-26.389081755601996
azithromycin,-21.864025843214502
azithromycin,-18.73498600250127
azithromycin,-18.341328063185294
azithromycin,-17.02907277888023
azithromycin,-16.31307733897955
azithromycin,-16.299665679709264
azithromycin,-15.998877482245035
azithromycin,-15.002158999504799
azithromycin,-14.803478391597602
azithromycin,-14.77475804182925
azithromycin,-14.695604252445653
azithromycin,-14.031625080077086
azithromycin,-13.017699863794746
azithromycin,-12.897381212421264
azithromycin,-12.549732465631925
azithromycin,-12.100972454895649
azithromycin,-11.983021679775975
azithromycin,-11.595919340433667
azithromycin,-11.50756176471766
azithromycin,-11.30058022120121
azithromycin,-10.936654735759316
azithromycin,-10.493670210509201
azithromycin,-10.300541094959277
azithromycin,-10.04882855125293
azithromycin,-9.154679322313024
azithromycin,-7.35688882373189
azithromycin,-6.711098605422632
azithromycin,-6.627029866814417
azithromycin,-6.615464285260769
azithromycin,-5.85289063891982
azithromycin,-5.82734717409751
azithromycin,-5.131151456507053
azithromycin,-4.7292452869512545
azithromycin,-4.665051321111222
azithromycin,-4.361094839165421
azithromycin,-4.087832869365027
azithromycin,-3.365140862415471
azithromycin,-3.142465267656868
azithromycin,-3.015039778681575
azithromycin,-2.8135225805672586
azithromycin,-2.808288436421497
azithromycin,-2.7526744848952847
azithromycin,-2.7300860952190433
azithromycin,-2.6624476899344725
azithromycin,-2.49077074838707
azithromycin,-2.4200529163868647
azithromycin,-2.252870072156627
azithromycin,-1.86255923077263
azithromycin,-1.8248128830139634
azithromycin,-1.56162623728193
azithromycin,-1.0583991233024233
azithromycin,-0.8783787833326054
azithromycin,-0.8488358467171346
azithromycin,-0.5342657262106032
azithromycin,0.013708058283525329
azithromycin,0.07010724361826587
azithromycin,0.17321980747501262
azithromycin,0.396591690947472
azithromycin,0.47521044668029055
azithromycin,0.898458441535216
azithromycin,1.041815007671743
azithromycin,1.3548834161551109
azithromycin,1.361857384900939
azithromycin,1.6545230042126833
azithromycin,1.7082164056688693
azithromycin,2.0028687268017866
azithromycin,2.4235145762992607
azithromycin,2.621571010958515
azithromycin,2.7578866015895662
azithromycin,2.8512510876364656
azithromycin,2.978709093348029
azithromycin,3.0251154208243194
azithromycin,3.228570929219667
azithromycin,3.498871924286459
azithromycin,3.812067165971106
azithromycin,3.903750313000529
azithromycin,4.275633981600723
azithromycin,4.414915229731608
azithromycin,4.658816721905275
azithromycin,4.823321872866256
azithromycin,4.894845130041709
azithromycin,5.624793523950346
azithromycin,5.993724629746671
azithromycin,6.027106551667144
azithromycin,7.316071632533355
azithromycin,7.867702190655776
azithromycin,7.959443207650928
azithromycin,8.12708266502183
azithromycin,8.218981780576152
azithromycin,8.373494862832548
azithromycin,8.728292252101241
azithromycin,8.870006217582434
azithromycin,8.897603224123062
azithromycin,9.154812056418727
azithromycin,9.826905230467146
azithromycin,9.84944236804407
azithromycin,10.23343468591296
azithromycin,11.70425167885617
azithromycin,14.972946888336418
azithromycin,15.096767406126522
azithromycin,15.165205858269164
azithromycin,15.864039349303972
azithromycin,19.17602828368698
azithromycin,19.700481371984143
azithromycin,20.79494050542487
azithromycin,22.13619115911503
azithromycin,22.988018696396868
azithromycin,24.079974619945368
azithromycin,24.291182912146027
