mastiffs,augment
caramelisation,75.94872063476915
caramelisation,81.64111318827202
caramelisation,70.0217215743616
caramelisation,61.91396651607945
caramelisation,78.71402317774081
caramelisation,67.22541371381134
caramelisation,67.7820883172042
caramelisation,71.9408387585978
caramelisation,59.86061215846814
caramelisation,70.18402272261729
caramelisation,72.76000480472499
caramelisation,76.20730800730247
caramelisation,60.20344450906977
caramelisation,61.989400925710314
caramelisation,76.7362197594524
caramelisation,64.14144770812943
caramelisation,70.43522609017535
caramelisation,79.57752187149566
caramelisation,84.74688042011293
caramelisation,71.92205360934317
caramelisation,82.04062025961197
caramelisation,83.41291918753537
caramelisation,69.89512077755168
caramelisation,76.31736062144279
caramelisation,77.99217668406897
caramelisation,67.58685276966645
caramelisation,79.97709121650595
caramelisation,66.96591726318952
caramelisation,78.17701263169126
caramelisation,94.60054630680851
caramelisation,84.10331192642465
caramelisation,60.01015778869599
caramelisation,73.65222137623144
caramelisation,61.26885722679512
caramelisation,63.068142717899235
caramelisation,73.18016526584579
caramelisation,82.0315004094537
caramelisation,79.92879075345849
caramelisation,68.65154559585919
caramelisation,54.79266441501066
caramelisation,62.77760245290738
caramelisation,71.79873612972331
caramelisation,65.88132400713165
caramelisation,82.8145994134233
caramelisation,67.84888171531003
caramelisation,75.61448213488708
caramelisation,53.363312095981726
caramelisation,64.56505501171651
caramelisation,58.54747849605846
caramelisation,69.74043304093448
caramelisation,85.319319348341
caramelisation,79.26380162177813
caramelisation,73.29874797190364
caramelisation,71.28178706004337
caramelisation,58.48862258527359
caramelisation,68.83157684727105
caramelisation,80.88259052502075
caramelisation,64.37717949095489
caramelisation,73.5446159977641
effacement,72.51724483756256
effacement,84.72835432539668
effacement,73.64717443127445
effacement,66.29238937441417
effacement,92.85253124605654
effacement,85.51258059280202
effacement,75.7370048321411
effacement,98.56024258934211
effacement,69.27356411548963
effacement,83.03272628316485
effacement,76.14552714402863
effacement,90.50789168957824
effacement,69.69451096074226
effacement,73.13659075957571
effacement,79.43423259680375
effacement,78.03657802930991
effacement,82.85509212014956
effacement,95.93403394612396
effacement,70.76568809210103
effacement,67.20536145760786
effacement,78.81042605935913
effacement,81.47547150336662
effacement,87.22169314489891
effacement,81.5214424016153
effacement,81.56178165610807
effacement,82.73970006603744
effacement,84.13085362257999
effacement,74.21185274691891
effacement,58.39449161066121
effacement,67.88801372926936
effacement,76.46771178091491
effacement,72.61266656241514
effacement,49.3506264335124
effacement,86.98911738393086
effacement,81.7882130569274
effacement,79.08053393394678
effacement,84.05098733377784
effacement,73.43202367452241
effacement,74.69573534887672
effacement,87.95992814521937
effacement,70.48991848872008
effacement,101.01572285754824
effacement,91.87882339693341
effacement,76.33381628062936
effacement,91.14312878812535
effacement,75.86953847410778
effacement,78.04149340599096
effacement,73.62725825777906
effacement,75.63520310452688
effacement,80.49571159733686
effacement,88.07738629108553
effacement,79.1111043687647
effacement,76.45188217040943
effacement,62.786105948235246
effacement,70.16767946034966
effacement,77.78141766294723
effacement,80.06919876251085
effacement,89.11154091858212
effacement,92.47208820319125
effacement,64.84509346984825
effacement,80.89749850886699
effacement,84.99046210996318
effacement,82.01210470704414
effacement,83.15880270181755
effacement,79.74778124935042
effacement,82.94660715758317
effacement,81.63183548847631
effacement,79.54717155697155
effacement,84.46475273395451
effacement,84.5815626322488
effacement,77.76053750343912
effacement,84.74733073251576
effacement,103.80217795888615
effacement,88.7853401962268
effacement,106.76121484900835
effacement,73.01129762602268
effacement,83.78858134237177
effacement,75.56296005389778
effacement,97.52533991248563
effacement,93.21021863592917
effacement,83.74857967276807
effacement,71.12645373228216
effacement,81.29975646577223
effacement,81.46742507144636
effacement,81.5279607504034
effacement,74.16991561587422
effacement,90.88863312832359
effacement,100.44086986659579
effacement,87.04172798894207
effacement,85.80441648081064
effacement,91.12556488753206
effacement,78.48064234863226
effacement,87.27660372254326
effacement,77.01930997943589
effacement,96.08506902375578
effacement,63.020277010036764
effacement,89.30882741531786
effacement,57.41697971729482
effacement,79.27782527659335
effacement,80.56141147630487
effacement,84.36817011161644
effacement,74.83546657018661
effacement,71.8348076526965
effacement,77.25942173500225
effacement,78.75351468003605
cytopenias,61.98477420676234
cytopenias,71.30645463320103
cytopenias,63.82019047395448
cytopenias,76.90820802217314
cytopenias,62.621177666197966
cytopenias,60.411966357147115
cytopenias,65.23715914530149
cytopenias,77.32798094554396
cytopenias,71.60007509974031
cytopenias,51.86947138737965
cytopenias,72.069900562682
cytopenias,83.78885262778742
cytopenias,65.70455137279855
cytopenias,67.80552409177996
cytopenias,54.094385199828686
cytopenias,60.383103036445455
cytopenias,66.50569560773518
cytopenias,66.30028347480315
cytopenias,59.68920764123111
cytopenias,65.51139939056809
cytopenias,81.94651759680534
cytopenias,75.60124125977882
cytopenias,79.04992889257164
cytopenias,72.88910260685932
cytopenias,86.06354463626938
cytopenias,60.799494078005644
cytopenias,60.50815116018724
cytopenias,56.22575745405641
cytopenias,67.80228932817768
cytopenias,73.04337007639478
cytopenias,68.31560152379008
cytopenias,75.0757586289348
cytopenias,61.64182066457087
cytopenias,84.14501763999995
cytopenias,69.00512719019822
cytopenias,59.301338198247315
cytopenias,72.03706279259993
cytopenias,74.69080008712783
cytopenias,56.80708086088299
cytopenias,71.52936863201097
cytopenias,68.7410190726382
cytopenias,46.692191316273735
cytopenias,45.47184508174887
cytopenias,84.41697058062378
cytopenias,74.82281957057494
cytopenias,59.55638609368581
cytopenias,70.2394142349316
cytopenias,59.03819314526398
cytopenias,71.32029152025768
cytopenias,80.71569387636987
cytopenias,51.40921404083599
cytopenias,74.92884150077863
cytopenias,68.06743932365
cytopenias,70.78244618197304
cytopenias,66.41106792623266
cytopenias,79.01170361511475
cytopenias,68.17681981211175
cytopenias,77.28488659950317
cytopenias,58.69148004024649
cytopenias,57.54719915241918
cytopenias,58.47800767923672
cytopenias,70.12302695020888
cytopenias,68.1756730240478
cytopenias,66.4897489248612
cytopenias,73.26729156500934
cytopenias,77.80025922099351
cytopenias,75.69691562243132
cytopenias,65.23255648705135
cytopenias,64.23683632889866
cytopenias,71.43394694902031
cytopenias,72.92918918336127
cytopenias,66.37115580786414
cytopenias,65.9834277755227
cytopenias,54.172932683802564
cytopenias,86.55098315665896
cytopenias,53.800626863064274
cytopenias,72.23774730268705
cytopenias,85.6475643304441
cytopenias,59.440246911086746
cytopenias,59.40860687162924
cytopenias,65.38936297493026
cytopenias,63.51041779445418
cytopenias,60.94049466602859
cytopenias,80.46902660965661
cytopenias,79.44888811042294
cytopenias,87.46273416974043
cytopenias,69.7926423163917
cytopenias,62.947966055710296
cytopenias,78.32043643990642
cytopenias,68.0414742751938
cytopenias,76.45392381430327
cytopenias,77.77049826394688
cytopenias,70.55457287176581
cytopenias,61.098208773841655
cytopenias,75.79028621832629
biblioclast,82.98319888669181
biblioclast,71.40201738131141
biblioclast,78.4711371615629
biblioclast,75.90048332766054
biblioclast,79.61717430346464
biblioclast,78.07587321922202
biblioclast,85.67718045199791
biblioclast,96.3173385140086
biblioclast,69.55903361452332
biblioclast,73.17266643798659
biblioclast,80.28082314207735
biblioclast,71.74830612137941
biblioclast,78.39045113556571
biblioclast,74.96243223689511
biblioclast,62.931965101546716
biblioclast,73.78467835301662
biblioclast,98.92631287428702
biblioclast,81.74193783651005
biblioclast,87.20989235897177
biblioclast,76.82158168757853
biblioclast,74.9176839561719
biblioclast,61.626418962576835
biblioclast,79.86697643489536
biblioclast,70.61457312193816
biblioclast,85.29234053717975
biblioclast,75.95471892241699
biblioclast,61.45797940365505
biblioclast,75.66420473806214
biblioclast,86.93608544481589
biblioclast,82.0518662316016
biblioclast,89.16184228879918
biblioclast,80.58350207283871
biblioclast,71.12272904194484
biblioclast,93.06266549011197
biblioclast,72.77229213681524
biblioclast,52.952366663010466
biblioclast,71.2879967040212
biblioclast,98.86557104334112
biblioclast,73.56284935912421
biblioclast,80.33583299152222
biblioclast,77.47035434672583
biblioclast,78.31465228520082
biblioclast,80.16033321379425
biblioclast,73.27177611923291
biblioclast,68.96941667834503
biblioclast,89.43959224932397
biblioclast,83.9580718888729
biblioclast,86.94829619771781
biblioclast,68.78639492751962
biblioclast,75.67372909130052
biblioclast,82.61890185732156
biblioclast,62.34864518875865
biblioclast,74.12732325978598
biblioclast,73.3808610361117
biblioclast,75.85538343117038
biblioclast,76.56334709193281
biblioclast,69.43023942722397
biblioclast,94.90505970150238
biblioclast,68.98093118795389
biblioclast,73.55891077483567
biblioclast,79.47026088144312
biblioclast,59.74932872600379
biblioclast,86.7714075681911
biblioclast,67.78698857822938
biblioclast,64.64681751493822
biblioclast,75.37515206947299
biblioclast,67.85105568362927
biblioclast,74.77789276346684
biblioclast,66.98254175542215
biblioclast,82.17033837821565
biblioclast,75.02667535898107
biblioclast,66.88045470421125
biblioclast,81.38544799300087
biblioclast,67.04849763399012
biblioclast,84.0786303399642
biblioclast,83.93229814000806
biblioclast,70.79333862471417
biblioclast,73.77874884996852
biblioclast,93.11556498778357
biblioclast,96.61259682001733
biblioclast,66.32222880477619
biblioclast,87.1783412641251
biblioclast,81.62458809328513
biblioclast,81.57884344366441
biblioclast,84.79704981080255
biblioclast,85.87669680495974
biblioclast,55.60259281370253
biblioclast,81.91808737722354
biblioclast,73.14820024722364
biblioclast,75.61432471629747
biblioclast,64.53888025398795
biblioclast,100.56540894159052
biblioclast,79.64427966866344
biblioclast,76.10811253854231
biblioclast,78.01080360532733
