limey,augment
fluor-spar,77.63888569246372
fluor-spar,77.68904866138449
fluor-spar,82.83914256371821
fluor-spar,84.91717933287539
fluor-spar,78.02359114506976
fluor-spar,79.7998972003057
fluor-spar,75.21189786875424
fluor-spar,81.03201453565181
fluor-spar,83.04868097146064
fluor-spar,81.53243583809265
fluor-spar,84.89730385832662
fluor-spar,74.08487799496304
fluor-spar,80.781661909049
fluor-spar,76.7306102091938
fluor-spar,78.52104270957098
fluor-spar,79.45956360954243
fluor-spar,81.59414354932053
fluor-spar,81.08613816686649
fluor-spar,80.82864026405073
fluor-spar,77.47530888046626
fluor-spar,82.78240830979247
fluor-spar,73.94286137250039
fluor-spar,85.21299929413938
fluor-spar,78.96269569745073
fluor-spar,79.68308946540941
fluor-spar,80.10424181974017
fluor-spar,80.81882293749042
fluor-spar,80.39908678665806
fluor-spar,75.64931948691189
fluor-spar,78.99788414344529
snowlines,73.80146958175382
snowlines,78.06792195088207
snowlines,73.58970794523724
snowlines,72.09399307801633
snowlines,78.16786801393002
snowlines,75.54125331215272
snowlines,72.18623721402807
snowlines,77.57195294524287
snowlines,73.51069107797204
snowlines,77.61891186897988
snowlines,71.21331918486906
snowlines,73.8133432721013
snowlines,75.92167578079749
snowlines,69.71101670749212
snowlines,76.31189405150107
snowlines,80.63372133760639
snowlines,78.71777412929748
snowlines,79.01576523830461
snowlines,74.22760382250152
snowlines,72.18026794949203
snowlines,73.49891825976556
snowlines,76.12847499971014
snowlines,71.9342709658413
snowlines,71.893571943622
snowlines,72.55569940875152
snowlines,73.94069906189635
snowlines,73.12826044713816
snowlines,75.84724031306257
snowlines,72.5219940813523
snowlines,74.01944696281367
snowlines,76.59753536995206
snowlines,78.26020268904892
snowlines,74.99918097766368
snowlines,75.52113343688174
snowlines,73.28737986048137
snowlines,68.79925896095726
snowlines,74.9919943221431
snowlines,74.37889383353462
snowlines,77.8808229099703
snowlines,74.41746962772422
snowlines,74.9252151610535
snowlines,72.02731733688299
snowlines,78.5196605637537
snowlines,75.51040762742362
snowlines,72.4828374926031
snowlines,73.7165115331283
snowlines,75.71111177754348
snowlines,75.58814547220626
snowlines,77.79593403660175
snowlines,73.74466250976332
snowlines,75.61916517515837
snowlines,73.31273980106383
snowlines,78.80509300984532
snowlines,82.76348863047664
snowlines,69.68318038599642
snowlines,73.67823665304758
snowlines,76.42410758303068
snowlines,79.53611166303921
snowlines,76.18825905529232
snowlines,79.52855512993975
snowlines,70.73749999542368
snowlines,76.88496085453943
snowlines,71.56756427537505
snowlines,73.13434334130605
snowlines,71.16284477963545
snowlines,74.43923268192403
snowlines,76.0990964672784
snowlines,73.73567299354077
snowlines,80.05226068391305
snowlines,77.75852195311782
snowlines,76.09864095539783
snowlines,78.34494306823326
snowlines,74.71197938881873
snowlines,74.02265619607734
snowlines,74.01721487235727
snowlines,73.99093851393984
snowlines,68.2945305718446
snowlines,74.94712167885665
snowlines,74.93968311606648
snowlines,75.13026095016421
snowlines,75.48148386952933
snowlines,71.45634062631196
snowlines,73.28361630465005
snowlines,78.40292478734924
snowlines,79.62028100871625
snowlines,69.76278671606362
snowlines,79.00343689031213
snowlines,72.90427207680474
snowlines,79.18371124002356
snowlines,75.67890323971316
snowlines,75.11864771046228
cytopenias,80.14400429120886
cytopenias,79.0626798286747
cytopenias,82.68068762220845
cytopenias,81.78797365146602
cytopenias,78.41545291445019
cytopenias,78.96415179234265
cytopenias,76.29529189983991
cytopenias,76.66137492566533
cytopenias,82.86149720175943
cytopenias,74.19956641398392
cytopenias,79.62676723203231
cytopenias,77.52369401214655
cytopenias,72.0817865940698
cytopenias,83.36197240006712
cytopenias,76.5018200934903
cytopenias,77.90178621069111
cytopenias,79.67158084945838
cytopenias,74.24540183058522
cytopenias,73.63064940222097
cytopenias,75.5210811970379
cytopenias,73.17092302141
cytopenias,71.18882476189953
cytopenias,78.23334830078842
cytopenias,79.32905851486505
cytopenias,80.6212480264057
cytopenias,76.40215979501009
cytopenias,76.85301048104907
cytopenias,80.07474126039483
cytopenias,76.35732625790929
cytopenias,80.4899264024171
cytopenias,78.10757759123399
cytopenias,76.10423291547585
cytopenias,73.6003555399122
cytopenias,74.6516146636591
cytopenias,74.2113045876328
cytopenias,74.935924539827
cytopenias,79.62812307848176
cytopenias,75.1178019822296
cytopenias,76.68956279483909
cytopenias,78.08912688219179
cytopenias,75.48414831557811
cytopenias,79.83336695406041
cytopenias,79.67415632932935
cytopenias,77.24581154293412
cytopenias,78.27586227156428
cytopenias,72.45195013797296
cytopenias,76.25207473255787
cytopenias,74.4817115084477
cytopenias,79.86802636624945
cytopenias,76.57629920364107
cytopenias,75.53955483558813
cytopenias,74.60286649668404
cytopenias,75.37961551124872
cytopenias,76.24595677854659
cytopenias,70.8349094187307
cytopenias,72.68507843635635
cytopenias,78.52461108680374
cytopenias,76.01345084965374
cytopenias,76.07704948273883
cytopenias,79.74841376861542
cytopenias,78.43040548656687
cytopenias,73.75509317987205
cytopenias,77.97317267340178
cytopenias,74.57577968292946
cytopenias,75.04387778905097
cytopenias,74.72333197240239
cytopenias,72.7043437657275
cytopenias,81.8611079546657
cytopenias,79.36466346073298
cytopenias,74.43994358337487
cytopenias,76.11250568885107
cytopenias,73.25886616595784
cytopenias,78.68193958231193
cytopenias,74.16096907423433
cytopenias,80.3435246736456
cytopenias,82.3161452375598
cytopenias,75.1467257308715
cytopenias,76.69170283271825
cytopenias,81.2988939467501
cytopenias,79.00978326759083
cytopenias,76.2059602769677
cytopenias,70.0732137483141
cytopenias,77.11723357181484
cytopenias,76.03535049410341
cytopenias,77.61682993129682
cytopenias,78.34665857307802
cytopenias,77.40344376546896
cytopenias,75.63968507055573
cytopenias,74.10551478522446
cytopenias,78.92028569597231
cytopenias,83.04872641745989
cytopenias,81.45449398073801
cytopenias,74.65417433621226
cytopenias,76.48851887144977
cytopenias,74.50180952199784
cytopenias,82.8014085117745
cytopenias,72.86292543509907
cytopenias,80.24361738199816
filibusters,71.13947808848964
filibusters,80.84992817425211
filibusters,69.9173925587224
filibusters,72.16156157919706
filibusters,77.3449595864037
filibusters,74.21353786541673
filibusters,73.24609113742522
filibusters,73.04298642363848
filibusters,64.97145143188368
filibusters,71.97757030674124
filibusters,72.32021831023418
filibusters,70.30527775623105
filibusters,69.59496997027567
filibusters,68.81389094005952
filibusters,76.08915381904497
filibusters,74.36389180356242
filibusters,73.81116873608057
filibusters,72.18603639273974
filibusters,77.73586890248474
filibusters,73.23998281307439
filibusters,75.16150663535662
filibusters,72.98428087190152
filibusters,74.55214632692001
filibusters,72.41051662726626
filibusters,74.22361570709663
filibusters,79.01155676003658
filibusters,75.66504693043018
filibusters,76.84594767699105
filibusters,69.61039870731264
filibusters,76.69832574257318
filibusters,70.75437115005695
filibusters,73.99361693170053
filibusters,73.93272134988501
filibusters,72.89914565222851
filibusters,73.02474547004005
filibusters,72.68244162953673
filibusters,69.9357848281158
filibusters,71.75378801409876
filibusters,72.17882159910327
filibusters,78.12492800955525
filibusters,75.31629769481923
filibusters,74.01947099768074
filibusters,78.05418439711598
filibusters,72.20792391111306
filibusters,72.29677763268789
filibusters,71.99556971214494
filibusters,74.22612293403564
filibusters,71.02662125609277
filibusters,74.89587095257507
filibusters,75.08148143556579
filibusters,79.34865372776592
filibusters,72.74890767313809
filibusters,74.24845707546515
filibusters,73.84559666869397
filibusters,73.17621036065357
filibusters,74.70016991718805
filibusters,70.45655758367953
filibusters,73.0215224751446
filibusters,69.53651925300603
filibusters,75.586578830627
filibusters,75.25102989682759
filibusters,77.83389984979105
filibusters,74.84521239944947
filibusters,74.23477684174483
filibusters,77.6252162021615
filibusters,75.17485139006894
filibusters,76.58598381281986
filibusters,80.02902347736014
filibusters,71.23020297777128
filibusters,76.4591660582813
filibusters,72.18458270779287
filibusters,68.75494550440186
filibusters,72.59007944195902
filibusters,77.3417582616635
filibusters,71.99322022006417
filibusters,74.34158723977336
filibusters,73.20476864784266
filibusters,75.02121989626711
filibusters,75.24949028350437
filibusters,77.1267544450246
filibusters,72.94351443885833
filibusters,77.96692340780967
filibusters,70.50893344203423
filibusters,70.55468156727956
filibusters,69.94942261765914
filibusters,69.60267498853803
filibusters,76.90357554562961
filibusters,70.28365655462011
filibusters,74.37935478421716
filibusters,77.60679189899865
filibusters,75.7542676185152
filibusters,76.31047690702405
filibusters,77.12549062313605
filibusters,75.4840284524802
filibusters,70.3409009380234
filibusters,80.10252188594913
