lungers,filibusters
perennibranch,-0.6051191434919575
perennibranch,-0.5907532190516873
perennibranch,-0.5889582097770205
perennibranch,-0.5808838632344874
perennibranch,-0.5325366063970154
perennibranch,-0.5212619377313348
perennibranch,-0.516002211114874
perennibranch,-0.502041270182735
perennibranch,-0.5000895190453101
perennibranch,-0.4109132345180553
perennibranch,-0.371347128854547
perennibranch,-0.3614651342554954
perennibranch,-0.3611891065575863
perennibranch,-0.3507527667840132
perennibranch,-0.3501311746372154
perennibranch,-0.30092552332573613
perennibranch,-0.2957671474290163
perennibranch,-0.27700500226486485
perennibranch,-0.26374508648582
perennibranch,-0.25768909923426003
perennibranch,-0.24869068256279978
perennibranch,-0.23534922338457423
perennibranch,-0.22655224102432223
perennibranch,-0.22494147351839922
perennibranch,-0.20586154346102709
perennibranch,-0.18765912559060124
perennibranch,-0.18608960811823394
perennibranch,-0.17277133706827794
perennibranch,-0.16657244081641065
perennibranch,-0.1653094947694944
perennibranch,-0.12157296156603953
perennibranch,-0.11751549741706084
perennibranch,-0.1017164929388684
perennibranch,-0.08238786309131703
perennibranch,-0.0747764396066267
perennibranch,-0.07237132843641723
perennibranch,-0.058696661024046234
perennibranch,-0.044845463801725334
perennibranch,-0.04339780439654663
perennibranch,-0.026826668615292527
perennibranch,-0.020412420461015907
perennibranch,-0.020278175505967184
perennibranch,0.005266299335297334
perennibranch,0.01506414066824649
perennibranch,0.018321859513560385
perennibranch,0.03451185176927092
perennibranch,0.03924137191459108
perennibranch,0.056067630693379646
perennibranch,0.06389622947102011
perennibranch,0.10678452037751114
perennibranch,0.10853791721758395
perennibranch,0.11842120405640086
perennibranch,0.12510968714202061
perennibranch,0.1671017066270492
perennibranch,0.17071502026483135
perennibranch,0.1774338689545503
perennibranch,0.1793793575300049
perennibranch,0.20718154592435664
perennibranch,0.21284946840042807
perennibranch,0.22105264966483315
perennibranch,0.23216313747125367
perennibranch,0.2561231737390627
perennibranch,0.3193913365915255
perennibranch,0.3259299371310764
perennibranch,0.3340811026163209
perennibranch,0.34096470269656953
perennibranch,0.3612774621382764
perennibranch,0.4040014570733096
perennibranch,0.4301594903130887
perennibranch,0.44268693514776475
perennibranch,0.4542785501054192
perennibranch,0.45474525797510185
perennibranch,0.45785911825763753
perennibranch,0.4939155840714573
perennibranch,0.5205501043873683
perennibranch,0.544259759238512
perennibranch,0.5864462494147404
perennibranch,0.6422497238405167
perennibranch,0.6442319914326895
perennibranch,0.7684886506170638
perennibranch,0.7696435560050476
perennibranch,0.8427782535560508
perennibranch,0.8644214985410879
perennibranch,0.9163139731883587
perennibranch,0.9582139314724841
perennibranch,1.060920375415625
perennibranch,1.2683773343723008
azithromycin,-21.527577595281034
azithromycin,-18.55945564982928
azithromycin,-17.40915718674471
azithromycin,-16.093064991010202
azithromycin,-14.991700638350197
azithromycin,-14.945678702085901
azithromycin,-13.907168211952303
azithromycin,-12.513111953407137
azithromycin,-11.949930931962223
azithromycin,-11.933817470114178
azithromycin,-11.291827281873577
azithromycin,-11.18949431416052
azithromycin,-9.983981294736179
azithromycin,-9.576788843470718
azithromycin,-9.280195314264631
azithromycin,-8.291194114960618
azithromycin,-7.720937790957589
azithromycin,-7.245734269464371
azithromycin,-6.948449749005466
azithromycin,-6.74074251795124
azithromycin,-6.613247509088409
azithromycin,-6.075071078118015
azithromycin,-5.904304907476413
azithromycin,-5.6460550992229495
azithromycin,-5.506840073818651
azithromycin,-4.948888412429379
azithromycin,-4.831469881470984
azithromycin,-4.5161320476388
azithromycin,-4.345163981780335
azithromycin,-4.094732572994124
azithromycin,-3.915835161194679
azithromycin,-3.4668270728671686
azithromycin,-3.4083284291540106
azithromycin,-3.3765774134967455
azithromycin,-3.319881206122099
azithromycin,-3.1210881068536462
azithromycin,-2.9408756631326556
azithromycin,-2.932667796064863
azithromycin,-2.593418642306765
azithromycin,-2.5788024226515525
azithromycin,-2.4715478067737675
azithromycin,-2.3933837033735883
azithromycin,-2.3898481723085356
azithromycin,-2.091580046963786
azithromycin,-2.053403520749314
azithromycin,-1.6141411646279964
azithromycin,-1.607291962473041
azithromycin,-1.276877021559493
azithromycin,-1.1783503823135326
azithromycin,-1.1305708056564918
azithromycin,-1.0832204649093244
azithromycin,-0.907946682808334
azithromycin,-0.4661671289930305
azithromycin,-0.40575249908451566
azithromycin,-0.08998165847677365
azithromycin,0.019886977434385056
azithromycin,0.26641581105674295
azithromycin,0.6459995673741572
azithromycin,1.0878131137731977
azithromycin,1.1992835861721778
azithromycin,1.35755653720096
azithromycin,1.6142003715675246
azithromycin,2.001184198166844
azithromycin,2.2606616943212465
azithromycin,2.3084457784022545
azithromycin,2.585781568554267
azithromycin,2.7598895743597103
azithromycin,2.867148189703531
azithromycin,3.0785927451358206
azithromycin,3.30555083671086
azithromycin,3.3402241861001194
azithromycin,3.5135370721276504
azithromycin,3.6317597380981135
azithromycin,3.984726343983094
azithromycin,4.091124000056048
azithromycin,4.23841632125121
azithromycin,4.383175863334852
azithromycin,4.386985776245634
azithromycin,4.456067404768699
azithromycin,4.5146928597249225
azithromycin,4.557345944610888
azithromycin,4.563415396590316
azithromycin,4.628388661845692
azithromycin,5.207237472503773
azithromycin,5.320163225468861
azithromycin,5.8337127290564075
azithromycin,6.314691384538055
azithromycin,6.581605224807499
azithromycin,6.889163507891152
azithromycin,7.079276965933064
azithromycin,7.479745525285787
azithromycin,8.289953713262777
azithromycin,8.959514234290603
azithromycin,9.13219080948513
azithromycin,9.432959596782853
azithromycin,9.879009145711215
azithromycin,10.477107143746267
azithromycin,10.47917835494916
azithromycin,10.682477217876889
azithromycin,11.20439608737028
azithromycin,11.50555269417365
azithromycin,11.701346976577149
azithromycin,13.279506024860154
azithromycin,13.725487240976532
azithromycin,14.267405381361954
azithromycin,14.824759395464877
azithromycin,15.198250705574631
azithromycin,16.55130125590814
rhomboids,-10.983934219806732
rhomboids,-9.861085184795757
rhomboids,-9.788585259133416
rhomboids,-9.610641026686956
rhomboids,-9.360174402491218
rhomboids,-9.334755142312938
rhomboids,-8.910360254525877
rhomboids,-8.556536156034545
rhomboids,-8.308302359577928
rhomboids,-8.220234966049874
rhomboids,-7.744657739097182
rhomboids,-7.648734792951847
rhomboids,-7.391088943246066
rhomboids,-7.310205092271621
rhomboids,-7.290716493567994
rhomboids,-6.3525625801998595
rhomboids,-6.059069213462264
rhomboids,-6.058494296751731
rhomboids,-6.056463244113284
rhomboids,-6.024415582390429
rhomboids,-5.764874478631246
rhomboids,-5.617319025240285
rhomboids,-5.306162864835196
rhomboids,-5.140479661815311
rhomboids,-4.590399916702939
rhomboids,-4.550779900139202
rhomboids,-4.548544619738801
rhomboids,-4.524277859602211
rhomboids,-4.503497128948243
rhomboids,-4.4376751407984925
rhomboids,-4.138379428461849
rhomboids,-3.728959954500316
rhomboids,-3.318619080495624
rhomboids,-3.152988295857738
rhomboids,-2.875122412861484
rhomboids,-2.830488290142589
rhomboids,-2.727416309136243
rhomboids,-2.5231181292843066
rhomboids,-2.421278711444084
rhomboids,-2.2893218984964436
rhomboids,-2.2191435871109157
rhomboids,-2.149530362088174
rhomboids,-2.0791274064363794
rhomboids,-1.9903333049434826
rhomboids,-1.9732399673173946
rhomboids,-1.902399452680991
rhomboids,-1.751509755567129
rhomboids,-0.8859248294005176
rhomboids,-0.7036522578574714
rhomboids,-0.6358192494199895
rhomboids,-0.6249539206830083
rhomboids,-0.4946079028018332
rhomboids,-0.12413033596707874
rhomboids,-0.07122762604224103
rhomboids,-0.019572052666535666
rhomboids,-0.014238528286661653
rhomboids,0.37008725154965516
rhomboids,0.42749134014041934
rhomboids,0.5834727235321185
rhomboids,1.0729341533513093
rhomboids,1.4552836936330973
rhomboids,1.50485817399386
rhomboids,1.5256910613040437
rhomboids,1.7079107143622085
rhomboids,1.8302831264737898
rhomboids,1.9422588812643855
rhomboids,2.1556002516063497
rhomboids,2.297617389793859
rhomboids,2.443121149514161
rhomboids,2.4886342236462298
rhomboids,2.6502617356951053
rhomboids,2.673982103405356
rhomboids,2.7982095759232366
rhomboids,2.820285921545411
rhomboids,2.8340829531489833
rhomboids,2.9680505268697686
rhomboids,3.108203802952377
rhomboids,3.274980694114788
rhomboids,3.721670421948639
rhomboids,3.722930905269277
rhomboids,3.767728849405462
rhomboids,3.971575748469554
rhomboids,4.118755024511625
rhomboids,4.191334465763282
rhomboids,4.667049635895518
rhomboids,5.064563934326879
rhomboids,5.381447168012777
rhomboids,5.406419591891593
rhomboids,5.481746377150237
rhomboids,5.497771294684132
rhomboids,5.644907107020712
rhomboids,5.670387416802382
rhomboids,5.768109600261564
rhomboids,5.808970430173913
rhomboids,5.976752141973995
rhomboids,7.046485657519882
rhomboids,7.380434164536979
rhomboids,7.67584394778173
rhomboids,7.956119127326364
rhomboids,8.191553489247092
rhomboids,8.265819666696034
rhomboids,8.588625386206123
rhomboids,8.71613482738352
rhomboids,9.039465457077128
rhomboids,10.307927254604401
rhomboids,10.970439512569067
rhomboids,11.503165588225336
rhomboids,17.593674324261855
caramelisation,-4.162638044913439
caramelisation,-3.106995343864952
caramelisation,-2.9665890382665028
caramelisation,-2.8937153952495716
caramelisation,-2.767381543697689
caramelisation,-2.686866707633075
caramelisation,-2.5091184776912865
caramelisation,-2.4576551118464467
caramelisation,-2.40482624779603
caramelisation,-2.2455444170971077
caramelisation,-2.220632303983781
caramelisation,-2.1631045274072407
caramelisation,-2.1578068473392005
caramelisation,-1.9899440160223798
caramelisation,-1.8867281805482738
caramelisation,-1.493752113489411
caramelisation,-1.3971836613638235
caramelisation,-1.3794028202381763
caramelisation,-1.3689112480559829
caramelisation,-1.2825230929167977
caramelisation,-1.2481354541508058
caramelisation,-1.205923427109925
caramelisation,-1.1483476700550725
caramelisation,-1.1068085229256002
caramelisation,-1.001781317354594
caramelisation,-0.9898550901426485
caramelisation,-0.9449785033692074
caramelisation,-0.922403344382027
caramelisation,-0.8760974809896319
caramelisation,-0.8117951193364998
caramelisation,-0.7641372648230452
caramelisation,-0.6871578626418132
caramelisation,-0.6812723391743947
caramelisation,-0.6574620356651404
caramelisation,-0.6514553947241927
caramelisation,-0.6398555583987517
caramelisation,-0.5841989472815013
caramelisation,-0.5832687848809908
caramelisation,-0.5433557380832114
caramelisation,-0.5412805560449854
caramelisation,-0.5388686889301362
caramelisation,-0.49993963882636555
caramelisation,-0.4382807369143333
caramelisation,-0.43518348938195084
caramelisation,-0.411107709354401
caramelisation,-0.3165322458952309
caramelisation,-0.30570455598008367
caramelisation,-0.16309078311998415
caramelisation,-0.1593655973147395
caramelisation,-0.0809727457301717
caramelisation,-0.06048392286448142
caramelisation,-0.03496292953254209
caramelisation,0.01492566161559559
caramelisation,0.1238257655282304
caramelisation,0.1326854492417532
caramelisation,0.15307953839703642
caramelisation,0.21574487004134343
caramelisation,0.25915089850920686
caramelisation,0.2848165478802714
caramelisation,0.3620146574728114
caramelisation,0.3648579518192846
caramelisation,0.3966856522010412
caramelisation,0.4263517316879393
caramelisation,0.46903960889405294
caramelisation,0.47171294157013804
caramelisation,0.49156661365075305
caramelisation,0.5551990124183889
caramelisation,0.5593434771248617
caramelisation,0.6248227956412454
caramelisation,0.6397982364668512
caramelisation,0.7749684061418695
caramelisation,0.8219600498022919
caramelisation,0.8659978936527927
caramelisation,0.9134189554689447
caramelisation,0.9192504001030289
caramelisation,0.9289306084287247
caramelisation,0.9768251049084974
caramelisation,0.9809638613341152
caramelisation,1.206598304297985
caramelisation,1.2148928370805934
caramelisation,1.2330012939942283
caramelisation,1.266925248638611
caramelisation,1.3472862083306707
caramelisation,1.4423667219674587
caramelisation,1.507866415846239
caramelisation,1.5874233204788029
caramelisation,1.6524472092322442
caramelisation,1.6549961479618984
caramelisation,1.6712162088729368
caramelisation,1.7392269673509684
caramelisation,1.8001802658115598
caramelisation,1.8059259843892568
caramelisation,2.0452163281001448
caramelisation,2.0837888419057005
caramelisation,2.0956747857718305
caramelisation,2.2285714324278656
caramelisation,2.3287187770455313
caramelisation,2.3798843776196423
caramelisation,2.5962955903715756
caramelisation,2.98262099133651
caramelisation,3.6599776523527643
caramelisation,3.6943334742979905
