spies,filibusters
mastiffs,-1.4732128151099104
mastiffs,-1.4348960179756793
mastiffs,-1.2924004603402652
mastiffs,-1.1106125005926701
mastiffs,-1.0996677559044292
mastiffs,-1.0641628034313417
mastiffs,-1.0598810636481921
mastiffs,-1.0436852578004778
mastiffs,-1.0316494154841178
mastiffs,-1.0258622520011982
mastiffs,-1.0174089151502559
mastiffs,-1.0004404658663644
mastiffs,-0.8225240128759108
mastiffs,-0.8033420997768232
mastiffs,-0.6617283783765858
mastiffs,-0.6436401416256731
mastiffs,-0.6153442907016864
mastiffs,-0.479309203538437
mastiffs,-0.34601247103709243
mastiffs,-0.3108625071553137
mastiffs,-0.26089058613547517
mastiffs,-0.21749953232983982
mastiffs,-0.126913338228004
mastiffs,-0.08331075798105445
mastiffs,0.13790839781723127
mastiffs,0.144285984576019
mastiffs,0.3315197058498102
mastiffs,0.3331538435125403
mastiffs,0.4243353975931726
mastiffs,0.545820242100995
mastiffs,0.5998763821706369
mastiffs,0.7600882230801519
mastiffs,1.0315939423551435
mastiffs,1.2913401491317147
mastiffs,1.4203123618427527
mastiffs,1.548644864377352
mastiffs,1.7050691600489434
mastiffs,1.9168084245338028
mastiffs,2.0999700224059765
mastiffs,2.1084175975481827
mastiffs,2.111215910492435
mastiffs,2.1745872606049574
mastiffs,2.211520163694784
mastiffs,2.243371142298803
mastiffs,2.321122911609212
mastiffs,2.665187876952954
mastiffs,2.8651589555368076
mastiffs,2.865388660439128
mastiffs,3.0196476647719592
mastiffs,3.1205983892586553
mastiffs,3.1395094110096986
mastiffs,3.158165290480461
mastiffs,3.2342105324899064
mastiffs,3.319518902197609
mastiffs,3.362157985854917
mastiffs,3.4924787646770112
mastiffs,3.7795098542997545
mastiffs,3.7797702211532003
mastiffs,3.91243804145912
mastiffs,4.111866553921402
mastiffs,4.1305414312460345
mastiffs,4.2280873614058425
mastiffs,4.305479616228508
mastiffs,4.57925008262378
mastiffs,4.972988307351027
mastiffs,5.062671218842589
mastiffs,5.091992184395941
mastiffs,5.101098307449725
mastiffs,5.482052203761702
mastiffs,8.963156810783435
limey,-34.52691205265572
limey,-23.465958256309627
limey,-20.185586913171655
limey,-19.820947256038163
limey,-17.905094281135177
limey,-16.63019979315795
limey,-15.431399315802
limey,-14.626673024955599
limey,-14.102304355512707
limey,-13.27747577163254
limey,-13.147765072815849
limey,-12.136843491530323
limey,-11.869973148243437
limey,-11.742053997248133
limey,-11.63108796799741
limey,-11.39778311901789
limey,-11.280303167330583
limey,-10.078626968980252
limey,-8.588465052316883
limey,-8.465203329360145
limey,-7.98066882778436
limey,-7.282446509109447
limey,-7.274434087381356
limey,-6.941474000298834
limey,-6.566634319114531
limey,-5.738677222941514
limey,-5.572419268295189
limey,-4.950641962445852
limey,-4.753952398827106
limey,-4.65287109729684
limey,-4.373125625411891
limey,-3.2107936922271834
limey,-3.1520499364024688
limey,-2.833259516436102
limey,-2.6705913397323537
limey,-2.34345040882405
limey,-1.9080114721935326
limey,-1.7296006353379305
limey,-1.5502634068057255
limey,-1.5049349759061026
limey,-0.921110936005133
limey,-0.834627987916961
limey,-0.7876394257163385
limey,-0.5838805713655253
limey,-0.3520449739952283
limey,-0.17864637164884392
limey,-0.1775785760032331
limey,-0.0898679081531934
limey,-0.08833279829845797
limey,0.8289021002481699
limey,0.9821101270145127
limey,1.0255079047107722
limey,1.2726339925749761
limey,1.3393706904179394
limey,1.4953587916317141
limey,1.9598428071854765
limey,1.974217438064381
limey,2.0144860911546654
limey,2.4938101977876843
limey,2.539988405894057
limey,2.5783191878397522
limey,2.653624498736435
limey,2.798688833684989
limey,3.101797246016205
limey,4.095183801711378
limey,4.1958475990693005
limey,4.207963199149736
limey,5.289616008945762
limey,5.601416743198435
limey,5.7555101182720865
limey,6.1268237976183935
limey,6.801368771668501
limey,6.838608678831283
limey,6.8601335480460985
limey,8.240417480998506
limey,8.615230759725687
limey,9.259616456607079
limey,10.04289710629114
limey,11.368944106334835
limey,11.38096427680619
limey,11.579537145357325
limey,12.082442407395476
limey,14.62697530907435
limey,14.86928563057111
limey,15.061695277785233
limey,15.42342823582838
limey,15.882047485629315
limey,16.108624518110343
limey,16.380143048777477
limey,17.464376839933273
limey,17.84481370211126
limey,18.63332371365491
limey,21.436608209523868
limey,29.334472863358588
biblioclast,-8.102140436317079
biblioclast,-7.911276997655756
biblioclast,-5.970690623112311
biblioclast,-4.752381623290561
biblioclast,-4.643497396342289
biblioclast,-4.440734887512317
biblioclast,-4.425087776586529
biblioclast,-4.28399391132004
biblioclast,-4.162653673725566
biblioclast,-4.089614897821216
biblioclast,-3.461296398262985
biblioclast,-3.432994944985955
biblioclast,-3.2558538443682394
biblioclast,-3.190306727781984
biblioclast,-2.971416513642329
biblioclast,-2.962175981674362
biblioclast,-2.934865583627316
biblioclast,-2.8797891297523264
biblioclast,-2.7963970926704507
biblioclast,-2.6849825978844137
biblioclast,-2.6819905931938086
biblioclast,-2.507129762575831
biblioclast,-2.506352058942435
biblioclast,-2.205197830090775
biblioclast,-2.0307218249621615
biblioclast,-1.967391120452512
biblioclast,-1.778004234934319
biblioclast,-1.6423798559463985
biblioclast,-1.528659106803743
biblioclast,-1.4325318115628785
biblioclast,-1.3134572709080456
biblioclast,-1.24408920476367
biblioclast,-1.0972745398880637
biblioclast,-1.075367152723731
biblioclast,-1.0613810540601578
biblioclast,-1.0543923139978788
biblioclast,-0.9003371378698721
biblioclast,-0.8417379160901274
biblioclast,-0.742041209754872
biblioclast,-0.7269330457782625
biblioclast,-0.601413738430749
biblioclast,-0.5157944736704886
biblioclast,-0.492230792817202
biblioclast,-0.4874316672007262
biblioclast,-0.46264555803597157
biblioclast,-0.35764309095247965
biblioclast,-0.1651996933888703
biblioclast,0.08029742050712226
biblioclast,0.10918405374094345
biblioclast,0.11358906250434407
biblioclast,0.14710494073707175
biblioclast,0.1559752878015593
biblioclast,0.29726534499676127
biblioclast,0.3889184717672959
biblioclast,0.4735848621175223
biblioclast,0.5371027373819531
biblioclast,0.5650363156955014
biblioclast,0.6016337537389972
biblioclast,0.7555737773055612
biblioclast,0.8960644941935707
biblioclast,1.0424995381777673
biblioclast,1.1042266560044036
biblioclast,1.2043811272286156
biblioclast,1.2146701379697393
biblioclast,1.343956061893767
biblioclast,1.4068721344706943
biblioclast,1.4683730734394556
biblioclast,1.4898831863347302
biblioclast,1.5036091636172353
biblioclast,1.622762265218924
biblioclast,1.6280862747803664
biblioclast,2.0737989233226926
biblioclast,2.127965379115315
biblioclast,2.1579572923671395
biblioclast,2.1668931467257915
biblioclast,2.200454827800707
biblioclast,2.2791097807858667
biblioclast,2.284428735041404
biblioclast,2.291485366797142
biblioclast,2.5617648655404355
biblioclast,2.7128214832309556
biblioclast,2.7816936125654457
biblioclast,2.8494132053173153
biblioclast,2.963693124063371
biblioclast,3.128690624851254
biblioclast,3.1474066120902227
biblioclast,3.1630892335611853
biblioclast,3.1738520140545337
biblioclast,3.2985896220051685
biblioclast,3.3660694080012745
biblioclast,3.6418655665895208
biblioclast,3.747064212799361
biblioclast,3.787560024387503
biblioclast,4.143522394345353
biblioclast,4.1551874116817915
biblioclast,4.164704651644253
biblioclast,4.44964806081996
biblioclast,4.699490699951977
biblioclast,4.701576778635191
biblioclast,4.733011215709721
biblioclast,4.976464301356016
biblioclast,5.574457879261427
biblioclast,6.009849132355995
biblioclast,6.1096295753514855
biblioclast,6.833405388903487
biblioclast,8.935833264893104
