spies,filibusters
fluor-spar,6.928283691221154
fluor-spar,7.246061551141278
fluor-spar,8.298506738014444
fluor-spar,8.48767055774392
fluor-spar,8.530089151470813
fluor-spar,8.639593484121368
fluor-spar,9.083378619649187
fluor-spar,9.353165612529228
fluor-spar,9.757094591743376
fluor-spar,9.925640957569618
fluor-spar,10.248585220250543
fluor-spar,11.402535570181634
fluor-spar,12.28063131927872
fluor-spar,12.618017759367662
fluor-spar,14.25217408290401
fluor-spar,14.716977581492877
fluor-spar,16.264352946190282
fluor-spar,21.07467078596968
augment,-4.061904447438051
augment,-3.8797411713756422
augment,-3.605174223179006
augment,-3.258210077268784
augment,-3.050988282730389
augment,-2.9876451106520823
augment,-2.9832761692884993
augment,-2.9149499643017425
augment,-2.7707966387952134
augment,-2.6891417021902653
augment,-2.662133322421963
augment,-2.6293593029193754
augment,-2.508000295677608
augment,-2.4886210931031028
augment,-2.4417390139678825
augment,-2.4217820301942137
augment,-2.324685773720811
augment,-2.3097079657321706
augment,-2.1922970638012655
augment,-2.0182728698282846
augment,-1.9689824520339037
augment,-1.9218440408222421
augment,-1.8502508052675564
augment,-1.6747754732323488
augment,-1.622865810455173
augment,-1.4882397328952617
augment,-1.4322801756172638
augment,-1.2968622448830947
augment,-1.2022089720462177
augment,-1.1851708448619942
augment,-1.1502199402901088
augment,-1.0504098195747364
augment,-0.9957630879389748
augment,-0.9912922805000661
augment,-0.9713338142632896
augment,-0.9502834514249762
augment,-0.7401648657635828
augment,-0.6902182977308596
augment,-0.5928952753267904
augment,-0.5656877299525969
augment,-0.5384290124519256
augment,-0.518229099815335
augment,-0.38960186388224033
augment,-0.3452242596679654
augment,-0.3439985096659494
augment,-0.2541632751110163
augment,-0.1656658208965473
augment,-0.1379111949910035
augment,-0.12970276609271705
augment,-0.12663202862360176
augment,0.02370714694868938
augment,0.03309991446976015
augment,0.04767295386291414
augment,0.08293417141004845
augment,0.08899379874242928
augment,0.08993504744031529
augment,0.1618406237986562
augment,0.22125333145404896
augment,0.22538119536338305
augment,0.2896592550081276
augment,0.33091006560941144
augment,0.4538735611024855
augment,0.5044530687010373
augment,0.6089083535858513
augment,0.6553309494883462
augment,0.6781094883816585
augment,0.7328593022340515
augment,0.7553743067472606
augment,0.7559430382994312
augment,0.7850625119785359
augment,0.8556945988971376
augment,0.8795819493548531
augment,0.8971500559171885
augment,0.8974770152418223
augment,0.9425044732297386
augment,1.193787278984476
augment,1.2558887894611457
augment,1.279552675949219
augment,1.2948508654425452
augment,1.5454861310533659
augment,1.5584802736252323
augment,1.5750327354204874
augment,1.5968631568743452
augment,1.6345092994157049
augment,1.8410263865876244
augment,1.856905502543829
augment,1.8669261552081629
augment,1.8983154183486377
augment,2.074153188679981
augment,2.113354636267657
augment,2.1962053395988064
augment,2.256702236648246
augment,2.426880724850917
augment,2.4366513694142453
augment,2.4484691309164646
augment,2.4830668203263597
augment,2.8431471642655626
augment,3.0689062735052577
augment,3.351093501357975
augment,3.3511686464393358
augment,4.166753654684729
augment,4.232349155062417
augment,4.538409300858927
augment,4.638979220821519
bull-tongue,-13.832973952922233
bull-tongue,-13.063146400538107
bull-tongue,-12.344891981906304
bull-tongue,-12.165854936099343
bull-tongue,-12.076729094263323
bull-tongue,-11.859545345051007
bull-tongue,-11.62937585620002
bull-tongue,-11.260183775623116
bull-tongue,-11.207538518842968
bull-tongue,-9.802501724087668
bull-tongue,-9.550835898159335
bull-tongue,-9.491793541856106
bull-tongue,-8.999048382325837
bull-tongue,-8.547760679808066
bull-tongue,-7.960060191340119
bull-tongue,-7.846593199670865
bull-tongue,-7.763935986905734
bull-tongue,-7.205975296452384
bull-tongue,-7.017900616603124
bull-tongue,-7.004559240671402
bull-tongue,-6.993058130509647
bull-tongue,-6.187229336245201
bull-tongue,-5.937439826256257
bull-tongue,-5.696736476086244
bull-tongue,-5.294865946612167
bull-tongue,-5.145956034282636
bull-tongue,-4.750556310576917
bull-tongue,-4.662579267158135
bull-tongue,-4.525039093205253
bull-tongue,-4.2779002773946795
bull-tongue,-4.182320572284219
bull-tongue,-3.80989259340889
bull-tongue,-3.7627762738435973
bull-tongue,-3.680858679535094
bull-tongue,-3.625491479519666
bull-tongue,-3.2856217826268734
bull-tongue,-2.9840957013815963
bull-tongue,-2.967103047872989
bull-tongue,-2.919577310397291
bull-tongue,-2.9093368782530105
bull-tongue,-2.6259371795471647
bull-tongue,-2.1590696495867387
bull-tongue,-2.0597185515438996
bull-tongue,-1.7478040686965046
bull-tongue,-1.6884824737806965
bull-tongue,-1.6565150346814286
bull-tongue,-1.5865907229330467
bull-tongue,-1.3824840637497842
bull-tongue,-1.2560961916884783
bull-tongue,-1.1935223490546225
bull-tongue,-0.9572024390618049
bull-tongue,-0.7936926865325923
bull-tongue,-0.7688976549433492
bull-tongue,-0.6387147681234057
bull-tongue,-0.44963536545829874
bull-tongue,-0.44901282956610034
bull-tongue,-0.1868505504599202
bull-tongue,-0.164954283894171
bull-tongue,-0.06354416257865769
bull-tongue,-0.051883882966481144
bull-tongue,0.005855878023989683
bull-tongue,0.010111027456042575
bull-tongue,0.16782581893645954
bull-tongue,0.23524229736952992
bull-tongue,0.6354575586043477
bull-tongue,0.6924326757668671
bull-tongue,0.7264135844204259
bull-tongue,1.2473352365718984
bull-tongue,1.2801160898956683
bull-tongue,1.818287404819184
bull-tongue,1.9282448884454049
bull-tongue,1.9764060213089127
bull-tongue,2.0082327882178053
bull-tongue,2.0137187197527506
bull-tongue,2.0657832935004508
bull-tongue,2.170327027387602
bull-tongue,2.3208894438282592
bull-tongue,2.8767163607655983
bull-tongue,2.9585548773718733
bull-tongue,3.166260233417969
bull-tongue,3.314543539717064
bull-tongue,3.397146695785537
bull-tongue,3.6146452058442047
bull-tongue,4.038620146802686
bull-tongue,4.223975133528941
bull-tongue,4.417571282449196
bull-tongue,4.753462012270266
bull-tongue,4.943701593304683
bull-tongue,5.078693307661365
bull-tongue,5.337335925638154
bull-tongue,5.471987702173983
bull-tongue,5.6695974544862455
bull-tongue,6.167824817000806
bull-tongue,6.288129523740415
bull-tongue,6.386182930308066
bull-tongue,6.588607578951385
bull-tongue,6.8652761748374616
bull-tongue,6.962110725411735
bull-tongue,7.294373116195055
bull-tongue,7.3263312749870435
bull-tongue,7.818637978709631
bull-tongue,8.720419931758247
bull-tongue,9.193400770178929
bull-tongue,9.92861932559501
bull-tongue,11.575592165070603
bull-tongue,11.814761124105107
bull-tongue,12.420845881390832
bull-tongue,12.923500155528775
bull-tongue,15.314038670783791
bull-tongue,19.521646832510005
lungers,-26.546499239092963
lungers,-25.83551160485534
lungers,-22.20781300339791
lungers,-19.59029240030575
lungers,-19.176838424717435
lungers,-18.63382940434759
lungers,-15.79844540518881
lungers,-14.1295583681889
lungers,-13.861523744171802
lungers,-11.630990627310252
lungers,-11.496523534441428
lungers,-11.489076844664465
lungers,-11.31366602295829
lungers,-10.320247641979751
lungers,-10.242101011281886
lungers,-10.193085182501656
lungers,-10.067691289800395
lungers,-9.906733003866862
lungers,-9.74332726912123
lungers,-9.56034860701663
lungers,-8.875477192412704
lungers,-8.838327809599967
lungers,-8.833038999394917
lungers,-8.731806029676093
lungers,-7.682624160246424
lungers,-7.482557237528203
lungers,-7.469538397908934
lungers,-7.1735434738633055
lungers,-5.987687345962187
lungers,-5.387095423508069
lungers,-5.320902984476417
lungers,-5.276850595173893
lungers,-5.030127779818331
lungers,-4.983082136355945
lungers,-4.6894995488311855
lungers,-4.635424212710686
lungers,-4.627358185473502
lungers,-4.541950653791066
lungers,-4.500180048769348
lungers,-4.461104743818027
lungers,-4.406780109727347
lungers,-3.9795632318300505
lungers,-3.7372392377610866
lungers,-3.5621273519241754
lungers,-3.3606924662384547
lungers,-3.1355617171339993
lungers,-3.0845701941740846
lungers,-2.800784445879392
lungers,-2.6256874536522496
lungers,-1.3482014030997238
lungers,-1.0688040900524989
lungers,-1.0085771323545727
lungers,-0.5793065527322857
lungers,-0.536071058473631
lungers,0.0077276477019005705
lungers,0.17961291926257428
lungers,0.2007195162295962
lungers,0.28946780344025586
lungers,0.3929595095568689
lungers,0.5411122175935205
lungers,2.069048810178865
lungers,2.5788270781712543
lungers,3.0144764058648277
lungers,3.0467434737445562
lungers,3.439897266360727
lungers,3.4924718529624115
lungers,3.705955683577194
lungers,4.172114205959116
lungers,4.2492584758753065
lungers,4.362756342256049
lungers,5.59568508593278
lungers,5.87305905817686
lungers,6.017463335975799
lungers,6.183779308955643
lungers,6.2075093246889
lungers,6.593129424614103
lungers,6.802900217940719
lungers,7.057997387188917
lungers,7.083693032768107
lungers,7.125349629503731
lungers,7.909193791163495
lungers,9.361651059858136
lungers,9.611606617979225
lungers,11.561659467566987
lungers,11.616017605444592
lungers,12.260228331254847
lungers,12.975935677136649
lungers,13.27023910056927
lungers,13.51801340262133
lungers,13.675350201167864
lungers,14.11290110859167
lungers,16.76535616086789
lungers,16.976033600979576
lungers,18.7958580858917
