x_substitutes,y_substitutes,x_biblioclast,y_biblioclast,x_filibusters,y_filibusters
-0.03,14.192778938400872,3.001,13.932020941799607,0.207,18.521361559525996
-0.083,-3.759151260729149,-6.705,-3.508308011529313,8.907,25.572304653317527
-0.624,-16.53652691172495,9.019,4.614105006703921,-6.64,3.6365129255892934
5.711,-0.39253437334821695,-3.54,-8.72831639005985,-14.503,-24.50167515822295
-1.914,-12.568608702279048,-1.358,10.721625007451049,-3.504,23.573779880976293
2.475,-11.839875760461192,-5.674,-1.7298360201450098,-2.144,-66.6303274115345
6.344,-5.587849023886815,-0.271,12.581561906612395,-14.032,-5.272022824489709
-5.062,7.378167021982819,-2.608,-8.450413460685134,-1.082,-9.033568959131097
-0.718,29.746717116072375,1.309,9.234351735893378,-1.415,30.21915186132074
0.171,2.360416346055615,-3.921,1.4777837199461157,3.039,-9.068263988078014
0.655,3.292543749538239,-0.637,-7.8814290156519675,-1.28,27.26346914125609
2.817,9.033420135679092,-0.707,9.433853180133942,-1.232,40.30358687575812
-0.962,-13.781921055270663,-7.908,5.89970337882388,10.347,18.248165524972908
-2.048,24.821827719227542,-5.1,-7.2360615328381455,1.111,3.9611992469920727
6.672,25.42893729146301,6.833,9.225551362001376,1.075,-29.624722105035474
4.627,8.015145785828468,-5.827,1.12424830299859,12.68,-2.3817461016727144
-0.931,-6.737351487774309,3.917,-2.644025056920866,7.806,-22.346793519863446
2.228,1.5694581039749278,-2.249,-11.08759808755147,-4.728,-69.68991505892397
0.842,-20.82362842131026,0.691,-5.809125467811309,0.85,51.24459828351978
12.877,43.09939642642703,0.708,-1.3597275985171418,1.233,24.15418947260593
-2.203,-19.19208426881506,2.698,-38.62162552819361,1.17,-48.628200955508085
8.919,37.68385591578607,-2.39,-16.914111066883404,-0.94,-19.09925898612836
0.745,1.2986722966738657,1.451,13.24415267038298,-2.812,48.73982397017241
3.346,2.8326097006824638,6.59,15.757528924699244,-1.703,47.815022286216234
-4.236,-0.7858828073389268,6.635,-6.127952377241101,0.253,-43.33880757383356
2.702,-19.239449045662212,0.357,10.809574453978225,-24.007,32.88777258929468
-1.152,-4.930031926156104,-14.246,20.51498511101247,7.342,-25.786463181412437
-4.688,-9.668221816741049,-4.579,-6.362870629495341,-11.529,33.42493730245872
-4.501,19.031929471021623,6.273,0.9732745371989595,10.11,-27.520012589053486
5.398,10.526881050545699,0.36,24.243661666276136,-0.636,20.134165440551133
-0.466,20.814485509060216,-6.165,-2.3075628601272804,6.661,-53.799928321503934
2.108,6.294607328351532,-0.959,7.758148971660667,0.34,-22.706018802175194
3.115,-16.04344713269967,-4.91,-6.930771073023223,-6.356,42.8536265138391
-0.94,-2.3939330327885386,-7.147,18.81003798520777,-3.204,-3.77665219562882
2.579,18.820294190250525,-8.441,-28.825454452283964,-0.02,12.18963951069162
6.831,-1.0770039538979335,0.743,0.7016592892320683,-17.81,-25.82670329736414
-2.05,-5.730757545954438,3.853,-0.5779131020093269,0.051,10.661047505379141
-2.383,23.487721045486165,8.524,5.360333423745963,1.573,-18.728418210266483
1.809,-10.542681731608212,-0.582,-6.7228555475150085,4.01,-5.699677149349476
1.697,22.700941377514596,0.057,-9.291895873706986,-1.42,-17.779253982192046
0.131,26.043563034261602,-6.888,10.669410072808347,-1.494,-48.61609103462029
-8.947,15.147495493796367,0.15,-18.68499819542388,0.486,14.762501161156976
6.515,-3.0071996171744972,4.1,-1.4467837605308054,-9.577,31.9957388828222
2.504,-22.33815510802133,3.3,-13.790978548689047,-5.775,-36.353690454638226
-1.992,-12.141198351873044,0.154,8.960736449578185,0.276,38.57677516774102
1.647,14.274564889035318,-5.788,6.528725290082733,-2.145,-38.48419678977709
-6.379,1.0746400981840676,0.734,-11.084345939685253,0.011,-10.032874223613785
-2.218,3.833394212928554,2.387,1.9261023353863223,-0.175,0.38223880114116593
3.282,-12.918928872949087,2.442,18.326427120619698,0.173,9.96905319334412
0.965,-15.708678924208401,0.004,4.770777316504856,0.549,62.183311655973704
0.508,12.28103764274563,1.153,-1.21458135787302,23.934,-10.899908424398866
-0.018,-10.662226688770703,-7.322,-9.31248498985039,0.37,5.739348357329323
-3.268,-10.396335108016297,-0.698,-2.236773823624395,11.018,54.85747666908135
-2.406,-2.3843558057092444,0.759,21.008518582524783,11.657,-4.924537779999473
12.802,0.02727318098120013,-2.845,6.397193411420629,3.166,-8.864048511251948
-0.851,25.754678012376203,1.748,2.8306361428320894,7.842,30.6599463432049
-7.04,-9.25174524575607,-0.397,1.967976120496031,4.825,15.93421055053104
0.117,4.303450434421181,-2.651,-11.519138599210619,-1.178,46.78833558905305
2.408,-1.0525011764366834,-5.951,8.016174170460935,11.432,32.23827740886917
-8.597,13.084566152036532,0.171,11.754690614861692,3.483,21.664381606340836
-0.013,-21.68470610447378,10.421,2.442882273118814,0.0,-42.85214101233355
-3.951,19.49012762991957,1.378,7.112601499266566,-0.151,0.7989842952854911
11.894,-1.8225053569303098,-6.787,4.802255291492514,-0.001,-53.339501584251074
0.352,-11.93473895423318,-0.238,13.127399723497984,-0.414,-39.24609343809726
0.217,-4.7825983358519295,1.42,27.672231081755452,0.7,-18.65386959417569
-10.096,26.463670114970224,7.889,19.73434597882423,1.648,-26.174538377334283
3.323,8.517967618007773,-5.128,-11.805299295132606,-0.628,37.52785184390501
-3.376,-1.1945078480486968,11.645,-21.79134550786758,-0.22,14.408586431920543
-0.388,-4.4969725519565555,9.352,-3.5770708470400656,0.216,42.184119433951125
4.79,19.86873363304809,-0.038,5.615064946505097,0.027,55.081579686759596
5.563,5.79988558963629,-1.44,-16.570358651899106,-8.344,-36.099735068452304
12.178,-10.533026331626758,-0.842,16.685626701265917,-0.131,55.508709284496774
0.178,6.298710889268227,-0.288,-11.329580406051651,-7.429,-13.420516254291758
-3.048,-22.249529523471654,-2.214,-18.35579825071779,0.004,13.364999547684873
0.801,-16.39197146190157,-3.733,1.3732771380376239,-8.847,-67.4917455239957
-4.564,11.035840893777516,-6.139,-7.71549446335527,-5.49,37.03926314350021
7.198,19.202256262987323,0.764,2.364560795311024,-3.865,44.16088342622767
-5.235,0.2831959784147876,-2.461,1.1586891469022311,13.728,42.06307213980649
1.763,-7.610941872466338,-0.584,6.485385530133899,-3.456,99.8583134863696
0.729,7.079479894219864,-9.063,-1.8620642932191342,6.624,48.18856391207771
-0.953,16.186105349491203,-9.961,10.98402157142282,-12.62,28.929711673835612
3.811,0.665596809403084,-0.059,4.414769127492676,-2.142,-12.268231664085036
0.196,-10.783581495156414,1.031,12.826681357810628,0.376,-4.970344187924056
2.834,19.9395987418576,0.215,14.315387828338178,-9.427,22.985550098720626
0.534,11.777712404055997,6.598,9.977950577409658,-0.02,-18.80350455845651
10.024,-21.631266119530807,9.729,-0.24032085381616752,-1.389,76.13801031233625
-5.422,10.59926839519381,3.968,11.83609524056061,4.297,4.807580307551672
0.371,-38.60940128695609,2.329,-11.903917433081961,3.04,-41.63301481258998
-0.661,-4.601285995348875,-6.61,-14.023252959529955,5.404,57.89326288992324
-4.972,23.66565247714254,-4.657,34.52665579539073,-5.715,-25.45388905884359
-0.711,7.138600817244821,1.047,-30.39439944625739,5.526,-20.4612104576307
-0.155,4.0246894961635915,8.72,-20.828290841674107,5.392,-6.370893582137188
3.423,-11.624680516069933,-0.738,1.3997653670878503,2.314,-12.324734667134312
-2.128,-11.54837090709843,0.062,5.220669907046804,2.661,-12.299984959999735
-13.988,7.705026141949093,0.255,11.506455772881395,4.759,-39.829613710494414
0.092,-19.130554970355778,-7.874,11.580625512494393,8.085,-7.046261480085775
0.214,-2.080060907743089,2.827,-1.4612066895724134,6.408,41.677447542296335
3.138,6.968367717794667,0.017,12.623203337586434,1.16,-50.029833449421346
0.384,-9.050408529298707,2.414,-5.6624599222487255,1.658,11.62272804392077
8.463,-11.077836055136784,0.006,4.759653802846363,0.348,82.87179962906522
-8.564,15.491355927722331,-1.6,7.238179701411024,-0.559,-0.5426213820024728
4.841,-18.27055670107234,2.496,14.095529322353006,0.205,-9.51913122363115
1.335,-19.940055237249126,-12.399,0.24161721833029226,2.495,8.72443660931098
-0.622,-4.636318634056109,6.543,-2.86370298361402,-0.281,16.029924984579925
2.291,0.6649847533441222,-0.695,-12.296799370006406,-1.085,120.43610737217435
5.699,27.834292255950242,-1.758,4.95375441732616,2.877,4.354516307759678
-0.624,25.785203963079773,0.984,-0.8422900660578936,-0.439,27.96538656963406
10.39,8.59465821474982,-1.434,11.136424962148114,9.832,-40.84952442291494
-0.034,17.032943146360743,9.555,-14.164539281693745,-0.034,4.555270880299704
-0.905,-3.8752434051656657,-8.668,-4.812815547574969,-4.459,-105.02477338144385
2.622,-14.637205011408168,-0.177,21.40716017334006,-5.122,-45.560146358184156
0.064,-22.191181633606185,-0.662,-22.97465739391406,-3.197,-9.076136527355661
0.024,-7.7847118238419295,-11.284,9.166951851764836,-4.47,31.59385526562291
-11.587,6.663967754677898,-10.735,-15.64853222752519,4.222,-17.940933023301664
-5.294,-4.832255419110935,0.532,-14.364135675688445,6.147,16.678952420999636
-4.592,-1.0013634173793857,3.888,-17.08273577112737,-4.923,-2.4262324403521234
2.581,1.0274893314181306,-7.638,-20.199224453470844,2.224,-2.197244283980848
-11.173,26.904465985691306,3.604,3.7192235242640543,-0.087,-17.51501204022139
-3.468,4.549007298363739,0.655,10.102285313175555,-0.033,-86.83537380252567
1.433,-0.8797677717806902,-0.19,-2.8838732039025716,0.806,13.798677005652532
-1.056,-4.055880819826512,1.142,-10.107131769924532,1.18,43.547283865382965
0.757,-10.085037403422714,-4.185,-4.548209429358805,3.143,62.24884716788672
0.89,11.837641908196984,3.221,2.3204104433832993,4.073,11.242077806950968
-3.46,11.11080916984244,1.418,-15.949615466440832,-0.634,-3.5154097188405093
-0.441,21.435228809023712,3.055,-19.399167289428895,-3.928,-5.236658764766726
0.427,27.24312474483122,-1.178,3.83564937216038,9.226,-22.243665300552074
-0.722,-7.857289807155954,-1.346,11.075062063361187,0.187,36.69143794718163
1.591,1.0752231349167078,-6.04,-9.557255601425103,-1.723,-4.805815624868183
6.238,0.44369143323478166,4.633,-8.44136255905861,-3.988,-67.30724492799509
0.42,-1.5195618758831728,-3.632,2.854019900648521,11.915,48.41397991230832
-1.607,-8.73160469290666,-3.592,18.215499488383127,-9.534,-0.7162772588800506
5.82,-16.459010367754303,-5.427,-7.981228159793326,-12.057,-40.64188452008958
4.174,-8.003386777057422,-0.766,-16.808356950248548,-3.422,3.1183218168809956
0.584,7.128040215881919,-0.055,-23.683342817212466,2.241,10.184832956470025
-0.444,-3.5338730061586556,-2.557,-18.88881347066404,-11.42,-25.141687879129556
7.591,-1.7914956589473965,-2.09,18.116592225326865,-2.204,-50.509692844321016
-6.245,17.663604681534196,-4.868,-15.96375937159904,-6.257,0.2716701279602433
-10.837,0.052640499751863246,-3.896,-2.3007282883830524,0.146,5.63203096855454
1.485,31.173868527722462,20.951,17.354872347498766,-3.264,63.28178004528586
-1.182,-10.331292020930993,-6.648,-5.675523228817697,-0.4,44.65842491921802
4.073,21.704604647019206,2.523,-10.116863303315448,3.595,-16.433685889711846
0.332,-3.3880322541492314,-4.202,-19.61513534723396,-0.084,-68.16064381983963
9.24,-6.6467193476798,-8.498,3.628897809210637,3.544,3.8020287008633025
-0.634,22.700742601162958,-3.426,-16.110483423138405,-5.411,-6.536632049272224
-1.202,22.87994229904483,-0.128,-3.8190024203964597,-0.444,-22.195053779383514
-3.857,-17.633773476552793,1.088,-2.9736993846050943,0.319,-0.762343424797109
2.523,29.12910824319868,2.811,-0.7867213223402834,0.125,48.377984646554985
-0.041,12.798640830708726,-0.026,0.3747303636416592,7.363,-78.86103095545128
-10.159,-7.54880730480994,0.505,5.041819678621157,-2.964,-19.61640296892215
-0.003,5.4704087491329485,3.127,-4.805450500539099,0.684,-10.591626664723485
-5.659,-23.96374957740686,-0.124,22.848404955182776,-7.238,-16.727416223556563
6.177,6.920471525237628,4.334,12.537664580932221,0.515,0.4202559909728487
1.803,8.294413518259557,-10.125,9.354291355339136,6.042,-12.152039247673084
2.404,-2.101952674652696,1.327,20.288017188134134,-6.6,-14.55896419911531
-3.795,-42.27215293917622,3.063,12.283910721017637,-3.188,-60.106202104919596
3.872,-7.699134909346238,-0.052,21.361891220065917,0.224,-41.06777670255497
-10.665,15.375535445583305,3.444,12.732971174621511,3.025,-15.299179588284673
5.133,23.059724364610886,1.192,0.13228157096087922,1.795,-70.37242205010824
0.347,1.072071709236036,-7.36,9.202050115744687,-0.487,-3.2600601574023145
-6.638,-45.13372015764897,2.74,5.511193448452051,0.753,6.580055439060301
0.12,6.564530486783051,4.97,3.3153347025450937,-3.435,0.29709690688990875
-4.198,-59.569690271081065,0.094,0.9618597003118297,-5.501,-21.080448950817576
2.743,7.138954143709004,-1.066,-5.140664971395752,1.668,-3.816604120788856
3.539,-25.70278770268476,8.698,-3.2953532280666966,2.048,-52.62731361464332
-2.429,-22.28463272042936,-17.469,-9.164324978379222,-0.023,-25.222294126744906
-13.189,16.882595348356915,2.371,-8.62142407300486,0.871,-29.83392019542775
-0.837,4.121447374111491,5.722,15.151646649754476,-0.852,-29.338666502058903
0.27,3.1099480175171514,9.856,6.737311659732301,2.018,41.6594694301744
2.696,26.74049163630277,0.812,-2.8748694193379105,10.428,-27.958730681326855
8.078,9.796230171655749,7.291,6.419097095602904,-4.162,38.07729434906794
3.444,17.086996747576812,2.019,-3.236021245393188,-3.023,-72.19133965504449
-0.145,-5.8309659768126245,3.159,13.972882523016498,6.881,-15.792719186136985
0.448,-12.295868637161895,-2.875,24.8566649353199,0.277,13.05542516673556
-2.835,21.433647574086272,-6.99,-0.5132703736825803,7.062,57.47730921323794
-0.645,-21.17826311007036,10.818,0.38756028007974197,1.054,-15.899990136855141
8.805,8.440629911931834,-0.288,-8.647355033912502,2.631,14.867123858357013
0.004,49.86842247449238,-3.759,-2.7301478312919363,-1.074,-54.00213919452394
11.362,-0.05439519841254459,5.481,22.87190855866581,2.754,-11.726141877510662
-3.63,-26.48872460474597,0.068,-0.9352186770215264,-4.936,26.555078976483372
-17.517,7.667700427373298,-1.953,0.20170217784280675,9.249,-16.901833389649568
-6.251,-7.820889873876766,-19.674,9.910958872845418,-5.443,34.00823614139333
-7.005,-13.065633201920061,-0.585,-7.084695981677669,-0.03,91.23203319003186
8.484,-7.578404954951258,-1.241,3.3945479998819996,0.398,-11.667618156120517
-8.276,-1.8689501137298437,0.727,-19.124678417710022,-4.398,29.06716882398502
0.066,-4.549414403658137,11.507,14.908834689774773,0.248,-40.0907614836591
0.437,-3.7567022727708492,0.531,50.67636498798966,2.57,-12.32367609197121
-7.888,-3.505606828772529,2.336,14.825004418676368,-7.362,21.69606677869062
-4.649,23.07717536696155,-0.929,-19.107049171566345,1.541,-9.15318474854918
-2.934,-13.903526905076168,2.795,13.218137865325792,13.823,36.975075477988185
4.253,15.612430889343848,-1.042,7.625291515201829,-1.722,-36.75621006644447
-2.025,9.40246137077176,-1.028,8.441943730796556,-8.812,41.27703060695868
8.695,-15.05540756093053,-3.456,-3.021249391127707,3.981,-19.75882409894851
14.389,31.234346589661733,-0.723,13.88982056744035,-0.8,39.97716133235097
-0.838,8.067734574986984,8.402,8.56132821829869,15.943,-32.00027919143949
-10.3,6.107929779079793,-4.878,-2.6521265378130314,-9.979,-13.127172224105067
10.774,-0.9863894035015839,0.773,6.304781240021968,3.9,0.2352338490149437
2.03,-1.8872963655443762,0.074,0.9242922377684231,11.207,-33.933883112690445
-18.163,13.90992015589282,2.99,-23.873507225334386,-4.013,33.64491929710622
0.274,-4.119736381004339,-3.843,-3.2835904618292453,-12.171,-40.49889519540268
-2.134,-2.582231522573231,3.906,27.98941041306037,-1.004,-63.92637957536489
0.12,-0.056135856434633036,0.19,-14.428313504495069,-6.85,-20.612839752836557
4.622,-13.391394354478475,2.332,11.654461315150751,-12.754,-5.470088836771137
-2.207,-21.414294954285754,1.404,-7.807399501131495,-0.136,-12.929675687483428
7.568,27.597211868672538,-0.374,1.5698302797275634,16.311,-50.15963102456767
12.212,22.2058740451942,-1.176,-1.1814788010552966,-3.735,54.3993824929585
1.383,21.06983742349577,-8.616,14.62495345806631,0.661,-21.8737776056486
-2.647,2.3069100525535173,-0.417,4.135151955717809,-7.317,15.72900901745151
-1.223,15.943215794602297,-0.29,11.944274830232139,-0.154,2.1494813257434573
-11.012,-15.9629093689742,-0.355,18.76040134140971,-0.438,64.7450181835423
8.37,-1.110124281753352,14.453,-0.6086551559091755,-14.973,30.110647819386624
-6.07,15.328908294136383,-1.137,-4.272042140315356,2.737,30.82980831183843
7.569,18.440137171433438,0.79,4.161261083110511,4.139,-5.03798239224261
-8.999,-25.065607385905604,8.771,14.067126085127908,-1.462,73.10984031934694
1.043,33.78898807251444,3.364,1.6213302984701703,-0.619,12.754126377577538
-1.865,2.1446225903932543,1.775,-7.759710241062889,1.576,-9.964847434573961
3.66,-0.15244497135000745,2.566,5.272554595211522,-1.879,2.2862839535708837
3.62,19.247334097198436,-4.376,-11.056522157496103,-1.442,-9.256835615698645
1.845,-32.440719664967105,0.939,-3.3212374294778897,-1.947,-2.037896539222805
-9.743,7.732163535471364,5.601,2.677895269048288,-0.766,30.022792794556402
-10.278,0.1308972974137177,2.084,-7.69059006742557,9.795,-18.65221347882317
-2.113,2.9082823625225016,0.963,0.4372645975636358,6.221,-6.987973491153382
-2.257,-1.070728030715166,-1.469,-13.283176177495266,0.41,-6.320817895306769
0.873,0.9408044753908786,-0.088,-17.74412737328697,3.493,37.83717603708433
-2.15,1.2617597839894916,-0.292,13.004117601991956,-5.721,-13.715297785856045
-0.499,8.703976536633244,-8.369,0.5126694535331799,-0.834,-16.4152136116098
3.11,-3.7009762545201936,4.377,3.7129786801161084,4.73,-12.059883397470582
-7.962,-8.220526987516102,-4.299,30.556683869947715,2.341,29.48521055169672
-5.091,2.864960587623246,8.779,-2.428826555728798,-1.846,10.062416921760452
6.837,52.48676061195202,15.155,-0.5676687026302485,-2.685,-15.605745420173577
6.007,-7.606711930944863,0.008,-16.861713235283013,-1.74,-8.91440309387212
-14.392,13.17040863025801,-7.11,8.647828763344668,-0.215,-43.477060085117955
1.908,-10.12730100679298,-1.296,5.832154613545544,0.057,30.930353232968294
-4.397,13.624783321674794,2.892,-8.403560314171143,7.917,-7.348582659688971
-2.548,8.521766014588282,-0.357,4.44136705922931,-0.558,-100.51043244476236
-3.668,41.3331368503511,-0.676,-0.569627743706091,-4.051,-10.12598184484807
0.256,-14.355846603347352,2.592,-9.975718773368722,-0.458,-25.02800908596845
1.355,4.611734941743193,-0.061,15.946951006051371,5.861,14.65780431437469
2.871,-17.345819845012116,-0.867,-0.23928697320298298,-0.681,58.04662588001693
-0.522,1.0341044319939507,-3.158,-4.596171457490351,-0.363,-108.07782328663255
0.529,9.735546283495122,-1.838,10.733196327163721,2.278,-77.62112120843688
-1.095,-5.350133439940045,-11.422,15.80434466390375,-9.589,0.10651415462284675
-6.255,4.547347911058793,7.745,-6.880798127853258,1.367,20.57298680103853
-6.904,-10.181341870547747,6.908,0.9621540470561715,-0.831,11.019395545338782
-3.042,-21.24431154302291,0.38,15.90014657231306,-1.628,6.8877709825497275
14.106,0.11557736974319509,6.579,-1.161663144333563,10.182,8.185432934927416
0.459,-0.7148244867240194,-2.672,3.297009041378649,0.097,22.351280325213303
4.837,12.623084284729943,-1.494,-4.910889188571516,-4.208,-4.073590313328321
-0.466,-8.099206781372683,-1.023,-7.019795741996891,11.065,57.393047055467605
6.626,-4.239584744123602,17.41,12.988096894554031,-1.007,-32.5902554171563
-1.296,-17.647154124589417,0.814,15.275875166708833,-8.969,56.838486475299064
-0.032,-7.0431264092277,0.355,9.545344872818974,-2.212,-4.761852955765313
0.484,0.713302011623604,10.384,12.06084590071148,-0.312,-29.825063504952524
-13.199,-0.4537564422911968,-12.882,2.941391736547088,6.594,15.913082285732031
-0.653,3.253747555858738,-12.521,-6.167872960795293,0.025,49.01869213088591
3.924,5.833262825135038,-0.561,4.641463734019098,-3.968,27.75173172112452
2.607,44.95031476172932,7.607,-5.476934438356384,0.881,13.33285137220479
-11.45,43.32235898361859,-1.228,-15.28784024114137,3.06,-33.0337260226702
8.659,29.026171466637575,5.491,-6.0989323807288365,8.409,25.50222972729736
-12.68,15.196549470150176,1.704,-6.286981326455577,0.841,-32.599817609707046
-6.913,3.140538248163576,-0.143,-17.87971049833155,1.708,-3.3315422452859043
-2.514,37.89525506377427,-5.049,-16.835444319629946,15.958,23.859356638838815
0.776,-20.67678323902078,6.817,-10.583486830937538,15.323,28.221319363908368
11.006,-36.193675446810424,-0.682,16.218864297450146,-8.648,-0.03273074211425264
-1.273,15.176652581130957,-16.976,-13.728155772990739,-1.772,32.78442050911115
-1.808,15.701265501870225,19.74,-25.51562637054387,1.712,56.50027640579087
-0.687,-18.683442249972437,3.768,4.274497342890212,2.242,-14.812221298488007
-2.148,9.02584844854561,3.157,7.707406451197365,8.254,-2.683947467593832
11.418,-10.241662179665129,4.898,-17.15099169328017,-12.769,36.7083029989442
-4.637,-15.420716977303853,3.461,-13.792071684759275,4.4,-21.43693130961904
0.145,-16.08235110431901,-3.119,-1.3189955338489687,-2.937,-49.190207292398505
-3.979,22.671359598830414,7.079,19.10427065435248,-4.442,-24.021912099105545
0.061,-33.59662294761603,-0.748,-12.76067429308365,-4.369,16.6574111790614
1.257,-22.10626400963605,-0.552,7.622160440342481,-2.981,-38.96101703731025
-0.087,-8.722781658863145,-0.104,-10.577101724336824,-1.927,-34.98387517363312
-1.46,-9.809952014453799,9.458,11.996416141706606,4.918,5.873281911681575
8.968,-30.95663360472989,-10.442,0.4778931745269155,-1.752,13.35464450705304
4.503,7.659354304784855,-1.893,6.609390962287469,3.171,-19.396568875855085
3.59,6.43934170883242,-6.663,36.850079558613814,6.892,63.39392986327559
1.239,4.004895543935392,4.514,20.466550742463834,1.097,42.399035855592444
-1.893,-5.917037495688441,-1.493,-11.88881356420761,0.195,10.308013523593273
3.874,-5.817612089763262,-0.828,7.372682120955712,5.943,59.56158536151527
24.722,13.265916918326464,0.561,7.091615004532678,0.667,-3.5813901480038
6.931,-21.891976706375054,-3.797,-6.698146987563057,3.066,24.444365955444304
-6.213,-24.52764681648534,-2.054,29.047488947037582,4.923,-30.97106188315729
-9.933,7.11120168588117,0.718,4.194014013903788,1.598,-18.517568023534587
-14.363,22.524418798933134,-0.825,-27.03845404279498,0.429,12.281015772800977
0.323,12.340925839289676,12.236,-36.15488800482157,-0.726,57.42884148900426
-15.128,-14.704091212756744,-0.016,-20.162421702795328,0.111,5.680390623684765
0.254,26.819784553737907,-2.247,0.48442047344613537,-9.535,-14.038096094015371
-2.388,-8.474164683526922,1.774,-19.695842567198397,3.312,7.158239922381145
