substitutes,dissection
cytopenias,-0.010558232270338981
cytopenias,-0.010519361654737177
cytopenias,-0.009389942308566478
cytopenias,-0.00925932446298966
cytopenias,-0.007624357668893381
cytopenias,-0.0061003117717647985
cytopenias,-0.005675885230401293
cytopenias,-0.003386398237858416
cytopenias,-0.002306218973031871
cytopenias,-0.0015946960650780034
cytopenias,-0.00030422525131408183
cytopenias,0.0015012771889289381
cytopenias,0.0016121398422454252
cytopenias,0.002914484507292529
cytopenias,0.004231253001550572
cytopenias,0.0045498242278379
cytopenias,0.006382899399030252
cytopenias,0.007833459679614662
cytopenias,0.008125201469506573
cytopenias,0.01098244656486207
cytopenias,0.011438356321917508
cytopenias,0.018835865621903383
cytopenias,0.01981540297040184
cytopenias,0.020375589522383213
cytopenias,0.023899668815134802
cytopenias,0.024509257315060803
cytopenias,0.0271503090281129
cytopenias,0.027283234154462183
cytopenias,0.030771334577715803
cytopenias,0.03160579081454767
cytopenias,0.031971633747954274
cytopenias,0.03210861172654236
cytopenias,0.03299504622790332
cytopenias,0.033477419715215846
cytopenias,0.03582784700821595
cytopenias,0.036679945491653
cytopenias,0.0370118392585448
cytopenias,0.037034667914363335
cytopenias,0.03904064487256162
cytopenias,0.03936679880573825
cytopenias,0.04205737860359011
cytopenias,0.044216047752776905
cytopenias,0.044649550310833744
cytopenias,0.04479908390527825
cytopenias,0.05818433651580314
cytopenias,0.062254178920844096
cytopenias,0.06290229383392075
cytopenias,0.06852033059418862
cytopenias,0.0718061691333374
cytopenias,0.07506489606308367
cytopenias,0.0822158879434214
cytopenias,0.09034766834552435
cytopenias,0.09104956530977727
cytopenias,0.09181844261645127
cytopenias,0.09552388953951761
cytopenias,0.1325156454602341
cytopenias,0.22892330468246833
filibusters,-3.820919080047197
filibusters,-2.9775165090917874
filibusters,-2.887110383268411
filibusters,-2.785433500780767
filibusters,-2.6852836392031776
filibusters,-2.4136331424913373
filibusters,-2.4012714564194146
filibusters,-2.2697973189941134
filibusters,-1.786027542899485
filibusters,-1.5909411943358966
filibusters,-1.2473928745952025
filibusters,-1.1360166842613837
filibusters,-1.1334696664887374
filibusters,-1.1309598672348216
filibusters,-1.1235854998869934
filibusters,-1.1051015076306534
filibusters,-1.0667906361342614
filibusters,-1.0439121149437545
filibusters,-0.987069390760149
filibusters,-0.9146049283472144
filibusters,-0.894421215677309
filibusters,-0.7650752779536759
filibusters,-0.7530628519891639
filibusters,-0.7317959120898045
filibusters,-0.7229360419617635
filibusters,-0.7210496637454495
filibusters,-0.7194595252288443
filibusters,-0.7136138141042524
filibusters,-0.6788033096183237
filibusters,-0.6710552399948498
filibusters,-0.5892088451305177
filibusters,-0.5744441046646195
filibusters,-0.5060370162370321
filibusters,-0.48943374787239885
filibusters,-0.4348751989832492
filibusters,-0.4075715309300318
filibusters,-0.3825323135659117
filibusters,-0.3630527902037597
filibusters,-0.35364615049806747
filibusters,-0.33093989639135135
filibusters,-0.2963275192642827
filibusters,-0.29483050587076837
filibusters,-0.29452452375785926
filibusters,-0.2890484516496093
filibusters,-0.2683054138479549
filibusters,-0.24960233002999127
filibusters,-0.2282246649809402
filibusters,-0.22029218047343166
filibusters,-0.14351514538668975
filibusters,-0.10640591684961549
filibusters,-0.09580183710091526
filibusters,-0.08297055215041085
filibusters,-0.07060677577705368
filibusters,-0.013194118079045872
filibusters,0.13493800860976143
filibusters,0.19316844858385837
filibusters,0.2407601672835921
filibusters,0.24555572495447703
filibusters,0.2739640441877642
filibusters,0.36432378195593157
filibusters,0.42593934401519384
filibusters,0.4329413557694158
filibusters,0.46176810199428947
filibusters,0.47252030368821096
filibusters,0.6199384785370554
filibusters,0.6350545222755182
filibusters,0.689876678653446
filibusters,0.7164391983847785
filibusters,0.7540319275461664
filibusters,0.7650875854158932
filibusters,0.8857215403104556
filibusters,0.9919222669709097
filibusters,1.0634812675275478
filibusters,1.082657755025628
filibusters,1.1091114139376785
filibusters,1.293603709976862
filibusters,1.356090323719821
filibusters,1.4045826205877492
filibusters,1.416533780311062
filibusters,1.6602432973579686
filibusters,1.6716731373006861
filibusters,1.768553526423072
filibusters,1.973404800111005
filibusters,2.008502657512873
filibusters,2.0099120566234734
filibusters,2.334006103949899
filibusters,2.381300166396716
filibusters,2.4146774705612635
filibusters,2.5701110255073973
filibusters,2.6122475089187316
filibusters,2.755238121695958
filibusters,2.9694566594301746
filibusters,3.3097252736686955
bull-tongue,-15.484378535995017
bull-tongue,-13.952869491210642
bull-tongue,-13.896475127540093
bull-tongue,-11.086158661888078
bull-tongue,-10.092417356605743
bull-tongue,-10.020456040323051
bull-tongue,-9.33933472715579
bull-tongue,-9.110341483636127
bull-tongue,-8.917806129077862
bull-tongue,-8.475288580856661
bull-tongue,-8.421834681035525
bull-tongue,-8.153226068025761
bull-tongue,-7.91151927686368
bull-tongue,-7.350609249163174
bull-tongue,-7.2151854846723324
bull-tongue,-7.136591899105072
bull-tongue,-5.79292202032185
bull-tongue,-5.572652410971916
bull-tongue,-5.313240970422996
bull-tongue,-5.258745844237152
bull-tongue,-4.859241358125045
bull-tongue,-4.664120043983602
bull-tongue,-4.579676437563152
bull-tongue,-3.9926570775127055
bull-tongue,-3.4971353191061496
bull-tongue,-3.392202083411197
bull-tongue,-3.1944743850338306
bull-tongue,-2.8479076556286342
bull-tongue,-2.58969257981868
bull-tongue,-2.5823604898761072
bull-tongue,-1.8879139930230684
bull-tongue,-0.8702129017926754
bull-tongue,-0.6652935991874656
bull-tongue,-0.2653201586388623
bull-tongue,-0.19146677073804383
bull-tongue,0.03553357299556443
bull-tongue,0.07383533341499215
bull-tongue,0.3564897083528606
bull-tongue,0.3930932671419509
bull-tongue,0.41253820218726744
bull-tongue,0.4311655035570179
bull-tongue,0.7221787750311384
bull-tongue,0.9808104269560685
bull-tongue,1.0143397885035725
bull-tongue,1.7380454570164519
bull-tongue,1.7982369439239607
bull-tongue,1.8020671395426897
bull-tongue,2.286835822974645
bull-tongue,2.2912231486043577
bull-tongue,2.968180087389533
bull-tongue,3.193989733005781
bull-tongue,3.3788552551466347
bull-tongue,3.469632386548737
bull-tongue,3.4728149785026634
bull-tongue,3.5160731420541897
bull-tongue,3.554403984854823
bull-tongue,3.672437906613397
bull-tongue,3.9795182490137755
bull-tongue,4.06834813935746
bull-tongue,4.121243997112707
bull-tongue,4.373669373429344
bull-tongue,4.557593436643066
bull-tongue,4.629940664811379
bull-tongue,5.151155653760703
bull-tongue,5.214977525833213
bull-tongue,5.389621097699466
bull-tongue,5.418104063528735
bull-tongue,5.428809202252138
bull-tongue,5.996690575878542
bull-tongue,6.642597447096035
bull-tongue,6.781417640252983
bull-tongue,6.972418074235064
bull-tongue,7.5077489608693515
bull-tongue,7.906807090640473
bull-tongue,7.931219660758771
bull-tongue,7.976055554202208
bull-tongue,8.435460442758778
bull-tongue,8.59047895554305
bull-tongue,8.747820250051884
bull-tongue,9.185016280894965
bull-tongue,9.280369578227658
bull-tongue,9.508276650845836
bull-tongue,10.800155650247843
bull-tongue,11.514033664733272
bull-tongue,11.688450325338742
bull-tongue,13.460848968179922
bull-tongue,14.693378394481769
bull-tongue,16.157890095547078
bull-tongue,16.177421633957405
bull-tongue,16.232648329274106
caramelisation,-14.681964498162763
caramelisation,-12.074488270473246
caramelisation,-12.045864866545497
caramelisation,-10.05704951074826
caramelisation,-9.984821485560627
caramelisation,-9.420484201511705
caramelisation,-9.203275129096237
caramelisation,-9.053232014983916
caramelisation,-7.650762390023484
caramelisation,-7.580450186313949
caramelisation,-7.5386667128757265
caramelisation,-7.264493321283045
caramelisation,-7.096983979413692
caramelisation,-6.46103057383327
caramelisation,-6.084347208665213
caramelisation,-5.8262572005002475
caramelisation,-5.507671948198021
caramelisation,-5.453937620558268
caramelisation,-5.4355214284420725
caramelisation,-5.381332215056006
caramelisation,-5.181944782832128
caramelisation,-5.020733975562933
caramelisation,-4.873959132355081
caramelisation,-3.973495007552651
caramelisation,-3.948534931990159
caramelisation,-3.920482072081383
caramelisation,-3.865552731521088
caramelisation,-3.6460270967961264
caramelisation,-3.431804673912839
caramelisation,-3.094037372028572
caramelisation,-2.7177968342044805
caramelisation,-2.6531916322236526
caramelisation,-2.6210529213941056
caramelisation,-2.4463150251642585
caramelisation,-2.267941053077387
caramelisation,-2.20413027250248
caramelisation,-2.0981505853784346
caramelisation,-1.797760018833176
caramelisation,-1.7615292221998642
caramelisation,-1.6271366050213771
caramelisation,-1.6111579388308785
caramelisation,-1.4919618136527417
caramelisation,-1.403807447626168
caramelisation,-1.3516475359883853
caramelisation,-1.2650883315414034
caramelisation,-0.8836884427661854
caramelisation,-0.7715278045339837
caramelisation,-0.7234825734276417
caramelisation,-0.5933806983499451
caramelisation,-0.4890319728458348
caramelisation,-0.3332050774773048
caramelisation,-0.2609140287872212
caramelisation,-0.13287189213104092
caramelisation,0.20660912156860695
caramelisation,0.2511903757163672
caramelisation,0.35576829746073074
caramelisation,0.8874328367047202
caramelisation,0.8946051776252847
caramelisation,1.0043439726788952
caramelisation,1.6558666782295315
caramelisation,2.4774869910467503
caramelisation,2.5067796129814393
caramelisation,2.6289568222946813
caramelisation,2.6366933525168488
caramelisation,2.8562676189622542
caramelisation,2.962050012238438
caramelisation,3.067106702581965
caramelisation,3.120096282228238
caramelisation,3.1631318007655533
caramelisation,3.224074293101093
caramelisation,3.2576025124548194
caramelisation,3.2762073646831675
caramelisation,3.4211495916663637
caramelisation,3.4247492807431
caramelisation,3.8254787403773323
caramelisation,4.148759066900012
caramelisation,4.3148987861045764
caramelisation,4.504628478188205
caramelisation,4.886032635123746
caramelisation,5.070672420492373
caramelisation,5.112839327988802
caramelisation,5.404627494676184
caramelisation,5.420274918323387
caramelisation,5.427672299583726
caramelisation,5.428141212284529
caramelisation,5.534656930614712
caramelisation,5.895742464693179
caramelisation,6.233988540961194
caramelisation,6.427194898592507
caramelisation,7.649272301299793
caramelisation,7.751761563260217
caramelisation,8.568809118102866
caramelisation,8.968625156806041
caramelisation,8.979077840842308
caramelisation,10.350266351906154
caramelisation,10.849880838132998
caramelisation,11.27167493718114
mastiffs,-13.428157736367245
mastiffs,-12.552197728576706
mastiffs,-10.92555694435682
mastiffs,-10.108810250680829
mastiffs,-9.66458716391906
mastiffs,-9.555972402309868
mastiffs,-8.939658597692281
mastiffs,-8.459853505542444
mastiffs,-8.211397907534426
mastiffs,-7.7953593029438455
mastiffs,-7.4712246837761045
mastiffs,-6.794184705028618
mastiffs,-6.4250772896743085
mastiffs,-6.310360906227779
mastiffs,-6.067963050879988
mastiffs,-5.5854876647145515
mastiffs,-5.550676731150169
mastiffs,-5.3955704125077615
mastiffs,-5.384274361669286
mastiffs,-5.316556627252761
mastiffs,-5.044418203461595
mastiffs,-5.0033194161868035
mastiffs,-4.646968563437249
mastiffs,-4.532480634956549
mastiffs,-4.481472365062847
mastiffs,-4.388572771775072
mastiffs,-4.362393691416051
mastiffs,-4.254671883374875
mastiffs,-4.1910776517429245
mastiffs,-3.6878640813628936
mastiffs,-3.1523146002732254
mastiffs,-3.1382076851175893
mastiffs,-3.127515981469575
mastiffs,-2.9182735989126116
mastiffs,-2.861932428910745
mastiffs,-2.722731024657397
mastiffs,-2.568611259845086
mastiffs,-2.3549832206361416
mastiffs,-2.2959899222746394
mastiffs,-2.1886695933234463
mastiffs,-1.9703883559932476
mastiffs,-1.7668872889125218
mastiffs,-1.693541411983575
mastiffs,-1.0157905948034134
mastiffs,-0.7689166655598431
mastiffs,-0.7385693824800121
mastiffs,-0.6361966857482364
mastiffs,-0.5737803608262311
mastiffs,-0.46764644542195044
mastiffs,-0.305153871505417
mastiffs,-0.25211362432648576
mastiffs,0.13335342541189105
mastiffs,0.4363903714160653
mastiffs,0.4443823805688677
mastiffs,0.4978984729477959
mastiffs,0.6540176970226325
mastiffs,1.1793103771348274
mastiffs,1.350645820191241
mastiffs,1.593589746964082
mastiffs,1.9635746360411328
mastiffs,1.9721057286000798
mastiffs,2.031045358091119
mastiffs,2.198181560828327
mastiffs,2.900229903322359
mastiffs,3.1734830466567914
mastiffs,3.470179415798957
mastiffs,3.499738347902142
mastiffs,3.749923242855689
mastiffs,3.7757375947069884
mastiffs,4.102006870911229
mastiffs,4.20009889564235
mastiffs,4.221706887805094
mastiffs,5.071267375874602
mastiffs,5.438824333600939
mastiffs,5.613211103254565
mastiffs,5.696416840444965
mastiffs,5.95537705794142
mastiffs,6.031985634907508
mastiffs,6.612124358550975
mastiffs,6.628536151922645
mastiffs,7.065350642367692
mastiffs,9.09395234287551
mastiffs,9.221784614114549
mastiffs,9.35875738610041
mastiffs,9.733441606381014
mastiffs,11.301051827193827
mastiffs,11.350856804531421
mastiffs,11.68861864724857
mastiffs,11.861972012744559
mastiffs,12.471699435078381
mastiffs,14.106576792429882
mastiffs,15.005990906450357
mastiffs,23.66549608174054
fluor-spar,-22.224358584527444
fluor-spar,-21.010730737140655
fluor-spar,-16.963545184822383
fluor-spar,-14.63406819957669
fluor-spar,-13.793489481185052
fluor-spar,-13.70089553018724
fluor-spar,-13.436777259310352
fluor-spar,-12.491548369840636
fluor-spar,-12.178067651216441
fluor-spar,-11.671994283656105
fluor-spar,-11.246571954143928
fluor-spar,-10.682652171352148
fluor-spar,-10.251165863717713
fluor-spar,-9.826718274762738
fluor-spar,-9.644714528281254
fluor-spar,-9.592555135875678
fluor-spar,-8.933493168222428
fluor-spar,-8.440341387309239
fluor-spar,-7.683178369751172
fluor-spar,-7.576167706228775
fluor-spar,-6.778782958201796
fluor-spar,-6.408741247080609
fluor-spar,-5.8715032485623775
fluor-spar,-5.436413966867594
fluor-spar,-5.380572826429681
fluor-spar,-5.371449238451913
fluor-spar,-5.1474642231531975
fluor-spar,-5.058436222492641
fluor-spar,-4.989067043672576
fluor-spar,-4.972465587469889
fluor-spar,-4.809662329601227
fluor-spar,-4.75207008210543
fluor-spar,-4.485793189946791
fluor-spar,-4.236895122489289
fluor-spar,-4.196327480019705
fluor-spar,-4.162660999409091
fluor-spar,-4.133527033813677
fluor-spar,-3.9210433892764684
fluor-spar,-3.6629178226856705
fluor-spar,-3.5083720332097013
fluor-spar,-3.0076038320333955
fluor-spar,-1.6741436139757386
fluor-spar,-1.3514873173026831
fluor-spar,-1.1720758313180066
fluor-spar,-1.141976028974298
fluor-spar,-0.746957466259872
fluor-spar,-0.572865515096289
fluor-spar,-0.5214717999630026
fluor-spar,-0.48284842768720776
fluor-spar,-0.06112620280593842
fluor-spar,0.1073931395623362
fluor-spar,0.12486639438538887
fluor-spar,0.37054883786964893
fluor-spar,0.8234729278330944
fluor-spar,1.0549375098780773
fluor-spar,1.4209430818999003
fluor-spar,1.4409275962154953
fluor-spar,1.4954538078256705
fluor-spar,1.8615429894376505
fluor-spar,2.265570937146619
fluor-spar,2.572545164824482
fluor-spar,2.6253367719624636
fluor-spar,3.285243291751908
fluor-spar,3.406991110544868
fluor-spar,3.59840029592371
fluor-spar,3.623978139711355
fluor-spar,4.496424435975653
fluor-spar,4.967749301643492
fluor-spar,4.998455529495086
fluor-spar,5.028913351834836
fluor-spar,5.422164719281622
fluor-spar,5.927370568612046
fluor-spar,6.0239989267198215
fluor-spar,6.027167363445283
fluor-spar,6.990567675560342
fluor-spar,7.015306453701745
fluor-spar,7.24014244872713
fluor-spar,7.793627313990584
fluor-spar,8.060122088299686
fluor-spar,8.071368884946601
fluor-spar,8.25029074368765
fluor-spar,8.545836477090424
fluor-spar,8.74339448266835
fluor-spar,9.264412020616962
fluor-spar,9.357252237649684
fluor-spar,9.403438374291609
fluor-spar,9.665201733071678
fluor-spar,10.067870243094411
fluor-spar,10.382392041782632
fluor-spar,10.46409093812158
fluor-spar,12.84551711781834
fluor-spar,13.661748317939935
fluor-spar,14.146437340307665
fluor-spar,14.180243287792468
fluor-spar,16.067670450055907
fluor-spar,17.547372711823723
fluor-spar,22.31824172384243
