spies,bull-tongue
rhomboids,0.1780215730329838
rhomboids,0.27140548831040034
rhomboids,0.8073918887693353
rhomboids,0.8827851307433947
rhomboids,1.566754087135658
rhomboids,1.8117732063197394
rhomboids,2.042268199519075
rhomboids,2.3041483637993454
rhomboids,2.6094414068979948
rhomboids,2.745862844619298
rhomboids,3.009857391445857
rhomboids,3.2712595748619173
rhomboids,3.28874383008946
rhomboids,4.23169580262405
rhomboids,4.450548832664875
rhomboids,4.525638512339348
rhomboids,5.468037732089948
rhomboids,6.085666777208207
rhomboids,6.353019253792466
rhomboids,6.41968977669581
rhomboids,6.895597108699787
rhomboids,7.23443073592331
rhomboids,7.245940789157671
rhomboids,7.361118459950992
rhomboids,8.775153835950903
rhomboids,8.806411578612503
rhomboids,9.244763074990688
rhomboids,9.249526004886432
rhomboids,9.828063217905163
rhomboids,9.876569224834464
rhomboids,10.037964731458441
rhomboids,10.424382720084168
rhomboids,10.561346007042983
rhomboids,10.661563815827543
rhomboids,10.72336495355242
rhomboids,10.81360857317592
rhomboids,11.544004372076294
rhomboids,11.824198090432418
rhomboids,12.016752297503832
rhomboids,12.392678436547078
rhomboids,12.799748725664498
rhomboids,13.958887730484843
rhomboids,14.17132947454525
rhomboids,14.730041705264687
rhomboids,14.963929543355013
rhomboids,15.249008674956418
rhomboids,15.33765920508703
rhomboids,16.629348375655773
rhomboids,17.11589522465677
rhomboids,18.679915372664748
rhomboids,22.041798934410224
rhomboids,25.12463896310797
streptothricin,-5.4779298145003645
streptothricin,-4.550225405757685
streptothricin,-4.409828735805129
streptothricin,-4.326811790565047
streptothricin,-4.300137188328248
streptothricin,-4.236549481104849
streptothricin,-3.9498455675004402
streptothricin,-3.892210136384196
streptothricin,-3.665701090593472
streptothricin,-3.2956442674735853
streptothricin,-2.985030485057243
streptothricin,-2.89625528403663
streptothricin,-2.751632416413063
streptothricin,-2.681824086502396
streptothricin,-2.55967343724674
streptothricin,-2.4627782941634355
streptothricin,-2.2066956519602416
streptothricin,-2.0782861136808983
streptothricin,-2.026890710492897
streptothricin,-1.9258357571339018
streptothricin,-1.7538990891640756
streptothricin,-1.5811456830318
streptothricin,-1.4748034544989344
streptothricin,-1.4698990175252156
streptothricin,-1.35996323710438
streptothricin,-1.3540306427753683
streptothricin,-1.309511930103305
streptothricin,-1.3048880204834463
streptothricin,-1.2427338913562662
streptothricin,-1.2291474422584125
streptothricin,-1.2001308364145313
streptothricin,-1.131820983943385
streptothricin,-1.1120737843929158
streptothricin,-1.069939225576317
streptothricin,-0.887604025238428
streptothricin,-0.8405377988455959
streptothricin,-0.8059480264342439
streptothricin,-0.7546701573677387
streptothricin,-0.7479765723702341
streptothricin,-0.6817100502764926
streptothricin,-0.6473138932581457
streptothricin,-0.5163674494011425
streptothricin,-0.42601203069540916
streptothricin,-0.3591875323252085
streptothricin,-0.34968591717734765
streptothricin,-0.24546976241153318
streptothricin,-0.21533193184161184
streptothricin,-0.12091119719788383
streptothricin,-0.09332786388050034
streptothricin,-0.08059096165904425
streptothricin,-0.06768170392051556
streptothricin,-0.02646979757847118
streptothricin,0.032086394922834445
streptothricin,0.20742843609344355
streptothricin,0.22415587239217244
streptothricin,0.23885429221203214
streptothricin,0.24690687520578933
streptothricin,0.25232682700327624
streptothricin,0.34944255314708234
streptothricin,0.3800310521360023
streptothricin,0.41229376385037547
streptothricin,0.5046711525657793
streptothricin,0.600362739252377
streptothricin,0.670227970985166
streptothricin,0.6768670649311872
streptothricin,0.7467262661673549
streptothricin,0.7489749287762585
streptothricin,0.7700002989358151
streptothricin,0.772500904580183
streptothricin,0.794169111138064
streptothricin,0.8773487182885414
streptothricin,1.0905765209110017
streptothricin,1.1504383975623365
streptothricin,1.2406226204088815
streptothricin,1.2680181886608974
streptothricin,1.2742224104228426
streptothricin,1.3364559097870796
streptothricin,1.3388250077147226
streptothricin,1.3746447022693304
streptothricin,1.3786730289031688
streptothricin,1.4563707521092244
streptothricin,1.7574167662135431
streptothricin,1.8234380000572503
streptothricin,1.966310615940325
streptothricin,2.0238342954254787
streptothricin,2.0914852075949573
streptothricin,2.1006104995861095
streptothricin,2.4108156782270336
streptothricin,2.4344477062509178
streptothricin,2.502592637342146
streptothricin,2.668207860270691
streptothricin,2.7057220783277147
streptothricin,3.1788897742785065
